timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,doge_price,doge_oracle_ts
1776160201.317,1.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.094297,1776160200000
1776160201.591,1.591,0.48,10.0,0.11,100.0,0.08,115.0,0.07,100.0,0.06,100.0,0.72,17.0,0.89,100.0,0.92,115.0,0.93,100.0,0.94,100.0,0.28,17.0,0.11,100.0,0.08,115.0,0.07,100.0,0.06,100.0,0.52,10.0,0.89,100.0,0.92,115.0,0.93,100.0,0.94,100.0,0.24,0.24,0.094297,1776160200000
1776160202.03,2.03,0.5,10.0,0.11,100.0,0.08,115.0,0.07,100.0,0.06,100.0,0.74,19.0,0.89,100.0,0.92,115.0,0.93,100.0,0.94,100.0,0.28,17.0,0.11,100.0,0.08,115.0,0.07,100.0,0.06,100.0,0.52,10.0,0.89,100.0,0.92,115.0,0.93,100.0,0.94,100.0,0.24,0.24,0.094297,1776160200000
1776160202.5,2.5,0.5,10.0,0.11,100.0,0.08,115.0,0.07,100.0,0.06,100.0,0.74,19.0,0.89,100.0,0.92,115.0,0.93,100.0,0.94,100.0,0.26,19.0,0.11,100.0,0.08,115.0,0.07,100.0,0.06,100.0,0.5,10.0,0.89,100.0,0.92,115.0,0.93,100.0,0.94,100.0,0.24,0.24,0.094297,1776160201000
1776160203.083,3.083,0.5,10.0,0.11,100.0,0.08,115.0,0.07,100.0,0.06,100.0,0.74,19.0,0.89,100.0,0.92,115.0,0.93,100.0,0.94,100.0,0.26,19.0,0.11,100.0,0.08,115.0,0.07,100.0,0.06,100.0,0.5,10.0,0.89,100.0,0.92,115.0,0.93,100.0,0.94,100.0,0.24,0.24,0.094297,1776160202000
1776160204.57,4.57,0.5,10.0,0.11,100.0,0.08,115.0,0.07,100.0,0.06,100.0,0.74,19.0,0.89,100.0,0.92,115.0,0.93,100.0,0.94,100.0,0.26,19.0,0.11,100.0,0.08,115.0,0.07,100.0,0.06,100.0,0.5,10.0,0.89,100.0,0.92,115.0,0.93,100.0,0.94,100.0,0.24,0.24,0.094318,1776160203000
1776160205.016,5.016,0.5,10.0,0.11,100.0,0.08,115.0,0.07,100.0,0.06,100.0,0.74,19.0,0.89,100.0,0.92,115.0,0.93,100.0,0.94,100.0,0.26,19.0,0.11,100.0,0.08,115.0,0.07,100.0,0.06,100.0,0.5,10.0,0.89,100.0,0.92,115.0,0.93,100.0,0.94,100.0,0.24,0.24,0.094318,1776160204000
1776160205.819,5.819,0.54,5.0,0.53,15.0,0.52,15.0,0.51,10.0,0.5,20.0,0.63,5.0,0.64,5.0,0.71,50.0,0.74,19.0,0.78,10.0,0.26,19.0,0.11,100.0,0.08,115.0,0.07,100.0,0.06,100.0,0.5,10.0,0.89,100.0,0.92,115.0,0.93,100.0,0.94,100.0,0.09,0.24,0.094318,1776160204000
1776160206.203,6.203,0.54,5.0,0.53,15.0,0.52,15.0,0.51,10.0,0.5,20.0,0.63,5.0,0.64,5.0,0.71,50.0,0.74,19.0,0.78,10.0,0.37,5.0,0.36,5.0,0.29,50.0,0.26,19.0,0.22,10.0,0.46,5.0,0.47,15.0,0.48,15.0,0.49,10.0,0.5,20.0,0.09,0.09,0.094318,1776160205000
1776160207.389,7.389,0.54,5.0,0.53,15.0,0.52,15.0,0.51,10.0,0.5,20.0,0.63,5.0,0.64,5.0,0.71,50.0,0.74,19.0,0.78,10.0,0.37,5.0,0.36,5.0,0.29,50.0,0.26,19.0,0.22,10.0,0.46,5.0,0.47,15.0,0.48,15.0,0.49,10.0,0.5,20.0,0.09,0.09,0.094319,1776160206000
