timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,doge_price,doge_oracle_ts
1776162601.557,1.557,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.094095,1776162600000
1776162602.193,2.193,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.094102,1776162601000
1776162603.272,3.272,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.094107,1776162602000
1776162604.983,4.983,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.09411,1776162603000
1776162605.789,5.789,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.09411,1776162604000
1776162606.325,6.325,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.094111,1776162605000
1776162607.382,7.382,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.094122,1776162606000
1776162607.923,7.923,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.094112,1776162607000
1776162609.168,9.168,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.094113,1776162608000
1776162610.343,10.343,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.094112,1776162609000
1776162610.917,10.917,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.094114,1776162610000
1776162612.178,12.178,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.094113,1776162611000
1776162614.121,14.121,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.094113,1776162613000
1776162615.132,15.132,0.55,5.0,0.54,5.0,0.51,55.0,0.47,10.0,0.46,10.0,0.65,5.0,0.66,19.0,0.71,10.0,0.72,10.0,0.73,10.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.1,0.18,0.094113,1776162613000
1776162616.188,16.188,0.55,5.0,0.54,5.0,0.51,55.0,0.47,10.0,0.46,10.0,0.65,5.0,0.66,19.0,0.71,10.0,0.72,10.0,0.73,10.0,0.35,5.0,0.34,19.0,0.29,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.46,5.0,0.49,55.0,0.53,10.0,0.54,10.0,0.1,0.1,0.094128,1776162615000
1776162617.306,17.306,0.55,5.0,0.54,5.0,0.51,55.0,0.47,10.0,0.46,10.0,0.65,5.0,0.66,19.0,0.71,10.0,0.72,10.0,0.73,10.0,0.35,5.0,0.34,19.0,0.29,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.46,5.0,0.49,55.0,0.53,10.0,0.54,10.0,0.1,0.1,0.094137,1776162616000
1776162618.275,18.275,0.55,5.0,0.54,5.0,0.51,55.0,0.47,10.0,0.46,10.0,0.65,5.0,0.66,19.0,0.71,10.0,0.72,10.0,0.73,10.0,0.35,5.0,0.34,19.0,0.29,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.46,5.0,0.49,55.0,0.53,10.0,0.54,10.0,0.1,0.1,0.094139,1776162617000
1776162619.273,19.273,0.55,5.0,0.54,5.0,0.51,55.0,0.47,10.0,0.46,10.0,0.65,5.0,0.66,19.0,0.71,10.0,0.72,10.0,0.73,10.0,0.35,5.0,0.34,19.0,0.29,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.46,5.0,0.49,55.0,0.53,10.0,0.54,10.0,0.1,0.1,0.094136,1776162618000
1776162620.282,20.282,0.55,5.0,0.54,5.0,0.51,55.0,0.47,10.0,0.46,10.0,0.65,5.0,0.66,19.0,0.71,10.0,0.72,10.0,0.73,10.0,0.35,5.0,0.34,19.0,0.29,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.46,5.0,0.49,55.0,0.53,10.0,0.54,10.0,0.1,0.1,0.094136,1776162619000
1776162621.415,21.415,0.55,5.0,0.54,5.0,0.51,55.0,0.47,10.0,0.46,10.0,0.65,5.0,0.66,19.0,0.71,10.0,0.72,10.0,0.73,10.0,0.35,5.0,0.34,19.0,0.29,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.46,5.0,0.49,55.0,0.53,10.0,0.54,10.0,0.1,0.1,0.09414,1776162620000
1776162621.844,21.844,0.55,5.0,0.54,5.0,0.51,55.0,0.47,10.0,0.46,10.0,0.65,5.0,0.66,19.0,0.71,10.0,0.72,10.0,0.73,10.0,0.35,5.0,0.34,19.0,0.29,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.46,5.0,0.49,55.0,0.53,10.0,0.54,10.0,0.1,0.1,0.09414,1776162621000
1776162622.728,22.728,0.55,5.0,0.54,5.0,0.51,55.0,0.47,10.0,0.46,10.0,0.65,5.0,0.66,19.0,0.71,10.0,0.72,10.0,0.73,10.0,0.35,5.0,0.34,19.0,0.29,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.46,5.0,0.49,55.0,0.53,10.0,0.54,10.0,0.1,0.1,0.094142,1776162622000
1776162624.286,24.286,0.55,5.0,0.54,5.0,0.51,55.0,0.47,10.0,0.46,10.0,0.65,5.0,0.66,19.0,0.71,10.0,0.72,10.0,0.73,10.0,0.35,5.0,0.34,19.0,0.29,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.46,5.0,0.49,55.0,0.53,10.0,0.54,10.0,0.1,0.1,0.094143,1776162623000
1776162625.277,25.277,0.55,5.0,0.54,5.0,0.51,55.0,0.47,10.0,0.46,10.0,0.65,5.0,0.66,19.0,0.71,10.0,0.72,10.0,0.73,10.0,0.35,5.0,0.34,19.0,0.29,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.46,5.0,0.49,55.0,0.53,10.0,0.54,10.0,0.1,0.1,0.09415,1776162624000
1776162626.264,26.264,0.55,5.0,0.54,5.0,0.51,55.0,0.47,10.0,0.46,10.0,0.65,5.0,0.66,19.0,0.71,10.0,0.72,10.0,0.73,10.0,0.35,5.0,0.34,19.0,0.29,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.46,5.0,0.49,55.0,0.53,10.0,0.54,10.0,0.1,0.1,0.094152,1776162625000
1776162627.288,27.288,0.55,5.0,0.54,5.0,0.51,55.0,0.47,10.0,0.46,10.0,0.65,5.0,0.66,19.0,0.71,10.0,0.72,10.0,0.73,10.0,0.35,5.0,0.34,19.0,0.29,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.46,5.0,0.49,55.0,0.53,10.0,0.54,10.0,0.1,0.1,0.094153,1776162626000
