timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,doge_price,doge_oracle_ts
1776407111.985,11.985,0.48,4.61,0.47,5.0,0.5,5.0,0.51,5.0,0.48,5.0,0.47,30.0,0.53,35.0,0.54,5.0,0.02,0.05,0.097119,1776407110000
1776407118.983,18.983,0.45,5.0,0.44,15.0,0.47,5.0,0.48,5.0,0.5,5.0,0.49,5.0,0.52,4.61,0.53,5.0,0.02,0.02,0.097116,1776407117000
1776407119.565,19.565,0.45,5.0,0.44,15.0,0.47,5.0,0.48,5.0,0.53,5.0,0.52,5.0,0.55,5.0,0.56,15.0,0.02,0.02,0.097115,1776407118000
1776407128.534,28.534,0.37,5.0,0.36,10.55,0.39,13.0,0.4,5.0,0.53,5.0,0.52,5.0,0.55,5.0,0.56,15.0,0.02,0.02,0.097111,1776407127000
1776407131.487,31.487,0.36,10.55,0.35,5.0,0.39,13.0,0.4,18.0,0.61,13.0,0.6,5.0,0.63,5.0,0.64,10.55,0.03,0.02,0.097078,1776407130000
1776407134.128,34.128,0.29,5.0,0.28,5.0,0.37,69.0,0.38,5.0,0.61,13.0,0.6,18.0,0.64,10.55,0.65,5.0,0.08,0.03,0.097078,1776407132000
1776407134.763,34.763,0.27,5.0,0.26,5.0,0.29,41.0,0.3,5.0,0.63,69.0,0.62,5.0,0.71,5.0,0.72,5.0,0.02,0.08,0.097078,1776407133000
1776407138.362,38.362,0.34,5.0,0.33,5.0,0.36,13.0,0.37,13.0,0.71,41.0,0.7,5.0,0.73,5.0,0.74,5.0,0.02,0.02,0.097042,1776407137000
1776407162.409,62.409,0.23,5.0,0.22,5.0,0.24,32.51,0.25,5.0,0.64,13.0,0.63,13.0,0.66,5.0,0.67,5.0,0.01,0.02,0.097074,1776407161000
1776407163.763,63.763,0.22,4.0,0.21,5.0,0.24,25.94,0.25,13.0,0.76,17.94,0.75,5.0,0.77,5.0,0.78,5.0,0.02,0.01,0.097041,1776407162000
1776407169.549,69.549,0.19,15.0,0.18,5.0,0.21,16.0,0.22,5.0,0.76,25.94,0.75,13.0,0.78,4.0,0.79,5.0,0.02,0.02,0.097022,1776407168000
1776407171.083,71.083,0.19,8.76,0.18,5.0,0.2,5.0,0.21,16.0,0.79,16.0,0.78,5.0,0.81,15.0,0.82,5.0,0.01,0.02,0.097022,1776407170000
1776407196.46,96.46,0.2,4.61,0.17,5.0,0.21,5.0,0.22,5.0,0.8,5.0,0.79,16.0,0.81,8.76,0.82,5.0,0.01,0.01,0.097033,1776407195000
1776407196.829,96.829,0.17,5.0,0.16,5.0,0.21,5.0,0.22,5.0,0.79,5.0,0.78,5.0,0.8,4.61,0.83,5.0,0.04,0.01,0.097033,1776407195000
1776407202.566,102.566,0.18,5.0,0.17,5.0,0.21,3.28,0.22,15.0,0.79,5.0,0.78,5.0,0.83,5.0,0.84,5.0,0.03,0.04,0.097033,1776407200000
1776407210.884,110.884,0.22,3.25,0.21,5.0,0.23,5.0,0.24,45.3,0.79,3.28,0.78,15.0,0.82,5.0,0.83,5.0,0.01,0.03,0.097033,1776407209000
1776407215.504,115.504,0.2,5.0,0.19,5.0,0.22,11.0,0.23,27.7,0.77,5.0,0.76,45.3,0.78,3.25,0.79,5.0,0.02,0.01,0.097033,1776407214000
1776407219.451,119.451,0.22,5.0,0.21,14.02,0.25,5.0,0.26,5.0,0.78,11.0,0.77,27.7,0.8,5.0,0.81,5.0,0.03,0.02,0.097033,1776407218000
1776407222.549,122.549,0.22,5.0,0.21,10.0,0.27,5.0,0.28,5.0,0.75,5.0,0.74,5.0,0.78,5.0,0.79,14.02,0.05,0.03,0.097059,1776407221000
1776407225.925,125.925,0.25,5.0,0.24,19.3,0.27,5.0,0.28,5.0,0.73,5.0,0.72,5.0,0.78,5.0,0.79,10.0,0.02,0.05,0.097072,1776407225000
1776407226.419,126.419,0.27,5.0,0.26,5.0,0.29,5.0,0.3,5.0,0.72,0.98,0.71,5.0,0.75,5.0,0.76,19.3,0.02,0.03,0.097072,1776407225000
1776407231.389,131.389,0.26,5.0,0.25,18.9,0.29,5.0,0.3,5.0,0.71,5.0,0.7,5.0,0.73,5.0,0.74,5.0,0.03,0.02,0.097088,1776407230000
1776407241.184,141.184,0.37,1.0,0.36,5.0,0.39,5.0,0.4,5.0,0.71,5.0,0.7,5.0,0.74,5.0,0.75,18.9,0.02,0.03,0.097094,1776407240000
1776407243.195,143.195,0.35,11.4,0.34,11.6,0.37,5.0,0.38,5.0,0.61,5.0,0.6,5.0,0.63,1.0,0.64,5.0,0.02,0.02,0.097114,1776407242000
1776407244.621,144.621,0.37,16.2,0.36,16.3,0.39,5.0,0.4,5.0,0.63,5.0,0.62,5.0,0.65,11.4,0.66,11.6,0.02,0.02,0.097113,1776407243000
1776407245.746,145.746,0.37,16.2,0.36,16.3,0.38,3.79,0.39,5.0,0.61,5.0,0.6,5.0,0.63,16.2,0.64,16.3,0.01,0.02,0.097114,1776407244000
1776407260.917,160.917,0.35,5.0,0.34,16.6,0.37,5.0,0.38,5.0,0.62,3.79,0.61,5.0,0.63,16.2,0.64,16.3,0.02,0.01,0.097111,1776407259000
1776407271.828,171.828,0.48,5.0,0.46,5.0,0.49,5.0,0.5,5.0,0.63,5.0,0.62,5.0,0.65,5.0,0.66,16.6,0.01,0.02,0.097124,1776407270000
1776407277.496,177.496,0.44,5.0,0.43,5.0,0.46,5.0,0.47,5.0,0.51,5.0,0.5,5.0,0.52,5.0,0.54,5.0,0.02,0.01,0.097128,1776407276000
1776407282.558,182.558,0.43,5.0,0.42,5.0,0.45,5.0,0.46,5.0,0.54,5.0,0.53,5.0,0.56,5.0,0.57,5.0,0.02,0.02,0.097128,1776407281000
1776407287.537,187.537,0.37,5.0,0.36,5.0,0.4,5.0,0.41,5.0,0.55,5.0,0.54,5.0,0.57,4.82,0.58,5.0,0.03,0.02,0.097114,1776407286000
