timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,doge_price,doge_oracle_ts
1776333601.324,1.324,0.41,37.0,0.4,33.0,0.59,46.76,0.6,33.0,0.41,46.76,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,0.096025,1776333600000
1776333602.494,2.494,0.41,37.0,0.4,33.0,0.59,46.76,0.6,33.0,0.41,46.76,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,0.096025,1776333601000
1776333603.09,3.09,0.41,37.0,0.4,33.0,0.59,46.76,0.6,33.0,0.41,46.76,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,0.096017,1776333602000
1776333604.18,4.18,0.41,37.0,0.4,33.0,0.59,46.76,0.6,33.0,0.41,46.76,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,0.095998,1776333603000
1776333605.335,5.335,0.41,37.0,0.4,33.0,0.59,46.76,0.6,33.0,0.41,46.76,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,0.095996,1776333604000
1776333605.979,5.979,0.52,5.0,0.51,5.0,0.55,4.5,0.56,5.0,0.45,4.5,0.44,5.0,0.48,5.0,0.49,5.0,0.03,0.03,0.096004,1776333605000
1776333606.954,6.954,0.52,5.0,0.51,5.0,0.55,4.5,0.56,5.0,0.45,4.5,0.44,5.0,0.48,5.0,0.49,5.0,0.03,0.03,0.096011,1776333606000
1776333607.504,7.504,0.48,5.0,0.47,15.0,0.51,5.0,0.52,5.0,0.45,4.5,0.44,5.0,0.48,5.0,0.49,5.0,0.03,0.03,0.096011,1776333606000
1776333608.075,8.075,0.48,5.0,0.47,15.0,0.51,5.0,0.52,5.0,0.49,5.0,0.48,5.0,0.52,5.0,0.53,15.0,0.03,0.03,0.096021,1776333607000
1776333609.145,9.145,0.48,5.0,0.47,15.0,0.51,5.0,0.52,5.0,0.49,5.0,0.48,5.0,0.52,5.0,0.53,15.0,0.03,0.03,0.09602,1776333608000
1776333610.295,10.295,0.48,5.0,0.47,15.0,0.51,5.0,0.52,5.0,0.49,5.0,0.48,5.0,0.52,5.0,0.53,15.0,0.03,0.03,0.096019,1776333609000
1776333612.488,12.488,0.45,5.0,0.44,10.0,0.48,5.0,0.49,5.0,0.49,5.0,0.48,5.0,0.52,5.0,0.53,15.0,0.03,0.03,0.096009,1776333611000
1776333621.415,21.415,0.5,5.0,0.49,5.0,0.52,5.0,0.53,13.51,0.52,5.0,0.51,5.0,0.55,5.0,0.56,10.0,0.02,0.03,0.096014,1776333620000
1776333625.597,25.597,0.49,5.0,0.48,5.0,0.51,5.0,0.52,10.0,0.48,5.0,0.47,13.51,0.5,5.0,0.51,5.0,0.02,0.02,0.096013,1776333624000
1776333641.307,41.307,0.46,5.0,0.45,5.0,0.48,5.0,0.49,5.0,0.49,5.0,0.48,10.0,0.51,5.0,0.52,5.0,0.02,0.02,0.096003,1776333640000
1776333643.307,43.307,0.45,1.38,0.44,5.0,0.47,5.0,0.48,5.0,0.52,5.0,0.51,5.0,0.54,5.0,0.55,5.0,0.02,0.02,0.096012,1776333642000
1776333648.498,48.498,0.48,5.0,0.47,5.0,0.51,5.0,0.52,5.0,0.53,5.0,0.52,5.0,0.55,1.38,0.56,5.0,0.03,0.02,0.096018,1776333647000
