timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,doge_price,doge_oracle_ts
1776165301.09,1.09,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.51,2.97,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.49,2.97,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.1,0.1,0.09525,1776165300000
1776165302.113,2.113,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.51,2.97,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.49,2.97,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.1,0.1,0.095264,1776165301000
1776165303.65,3.65,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.51,2.97,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.49,2.97,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.1,0.1,0.095294,1776165302000
1776165304.148,4.148,0.42,11.0,0.41,56.5,0.31,425.0,0.27,450.0,0.25,600.0,0.63,7.0,0.69,375.0,0.71,50.0,0.73,450.0,0.75,600.0,0.49,2.97,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.21,0.1,0.095294,1776165302000
1776165304.375,4.375,0.42,11.0,0.41,56.5,0.31,425.0,0.27,450.0,0.25,600.0,0.63,7.0,0.69,375.0,0.71,50.0,0.73,450.0,0.75,600.0,0.37,7.0,0.31,375.0,0.29,50.0,0.27,450.0,0.25,600.0,0.58,11.0,0.59,56.5,0.69,425.0,0.73,450.0,0.75,600.0,0.21,0.21,0.095289,1776165303000
1776165304.989,4.989,0.42,11.0,0.41,56.5,0.31,425.0,0.27,450.0,0.25,600.0,0.63,7.0,0.69,375.0,0.71,50.0,0.73,450.0,0.75,600.0,0.37,7.0,0.31,375.0,0.29,50.0,0.27,450.0,0.25,600.0,0.58,11.0,0.59,56.5,0.69,425.0,0.73,450.0,0.75,600.0,0.21,0.21,0.09527,1776165304000
1776165306.21,6.21,0.42,11.0,0.41,56.5,0.31,425.0,0.27,450.0,0.25,600.0,0.63,7.0,0.69,375.0,0.71,50.0,0.73,450.0,0.75,600.0,0.37,7.0,0.31,375.0,0.29,50.0,0.27,450.0,0.25,600.0,0.58,11.0,0.59,56.5,0.69,425.0,0.73,450.0,0.75,600.0,0.21,0.21,0.095262,1776165305000
1776165306.542,6.542,0.5,10.0,0.45,10.0,0.42,6.34,0.39,12.0,0.31,50.0,0.56,8.21,0.61,62.0,0.71,50.0,0.73,450.0,0.75,600.0,0.37,7.0,0.31,375.0,0.29,50.0,0.27,450.0,0.25,600.0,0.58,11.0,0.59,56.5,0.69,425.0,0.73,450.0,0.75,600.0,0.06,0.21,0.095262,1776165305000
1776165307.511,7.511,0.5,10.0,0.45,10.0,0.42,6.34,0.39,12.0,0.31,50.0,0.56,8.21,0.61,62.0,0.71,50.0,0.73,450.0,0.75,600.0,0.44,8.21,0.39,62.0,0.29,50.0,0.27,450.0,0.25,600.0,0.5,10.0,0.55,10.0,0.58,6.34,0.61,12.0,0.69,50.0,0.06,0.06,0.095261,1776165306000
1776165308.053,8.053,0.5,10.0,0.45,10.0,0.42,6.34,0.39,12.0,0.31,50.0,0.56,8.21,0.61,62.0,0.71,50.0,0.73,450.0,0.75,600.0,0.44,8.21,0.39,62.0,0.29,50.0,0.27,450.0,0.25,600.0,0.5,10.0,0.55,10.0,0.58,6.34,0.61,12.0,0.69,50.0,0.06,0.06,0.095262,1776165307000
