timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,doge_price,doge_oracle_ts
1776171011.45,11.45,0.55,10.0,0.54,15.0,0.53,10.0,0.52,10.0,0.51,65.0,0.65,5.0,0.67,5.0,0.69,10.0,0.72,6.0,0.73,18.0,0.35,5.0,0.33,5.0,0.31,10.0,0.28,6.0,0.27,18.0,0.45,10.0,0.46,15.0,0.47,10.0,0.48,10.0,0.49,65.0,0.1,0.1,0.093973,1776171010000
1776171011.891,11.891,0.55,10.0,0.54,15.0,0.53,10.0,0.52,10.0,0.51,65.0,0.65,5.0,0.67,5.0,0.69,10.0,0.72,6.0,0.73,18.0,0.35,5.0,0.33,5.0,0.31,10.0,0.28,6.0,0.27,18.0,0.45,10.0,0.46,15.0,0.47,10.0,0.48,10.0,0.49,65.0,0.1,0.1,0.093973,1776171010000
1776171013.089,13.089,0.55,10.0,0.54,15.0,0.53,10.0,0.52,10.0,0.51,65.0,0.65,5.0,0.67,5.0,0.69,10.0,0.72,6.0,0.73,18.0,0.35,5.0,0.33,5.0,0.31,10.0,0.28,6.0,0.27,18.0,0.45,10.0,0.46,15.0,0.47,10.0,0.48,10.0,0.49,65.0,0.1,0.1,0.093973,1776171012000
1776171014.228,14.228,0.55,10.0,0.54,15.0,0.53,10.0,0.52,10.0,0.51,65.0,0.65,5.0,0.67,5.0,0.69,10.0,0.72,6.0,0.73,18.0,0.35,5.0,0.33,5.0,0.31,10.0,0.28,6.0,0.27,18.0,0.45,10.0,0.46,15.0,0.47,10.0,0.48,10.0,0.49,65.0,0.1,0.1,0.093965,1776171013000
1776171015.357,15.357,0.55,10.0,0.54,15.0,0.53,10.0,0.52,10.0,0.51,65.0,0.65,5.0,0.67,5.0,0.69,10.0,0.72,6.0,0.73,18.0,0.35,5.0,0.33,5.0,0.31,10.0,0.28,6.0,0.27,18.0,0.45,10.0,0.46,15.0,0.47,10.0,0.48,10.0,0.49,65.0,0.1,0.1,0.093963,1776171014000
1776171016.275,16.275,0.55,10.0,0.54,15.0,0.53,10.0,0.52,10.0,0.51,65.0,0.65,5.0,0.67,5.0,0.69,10.0,0.72,6.0,0.73,18.0,0.35,5.0,0.33,5.0,0.31,10.0,0.28,6.0,0.27,18.0,0.45,10.0,0.46,15.0,0.47,10.0,0.48,10.0,0.49,65.0,0.1,0.1,0.093956,1776171015000
1776171016.966,16.966,0.51,5.0,0.49,5.0,0.48,10.0,0.47,10.0,0.46,10.0,0.61,5.0,0.66,10.0,0.67,15.0,0.71,50.0,0.72,10.0,0.35,5.0,0.33,5.0,0.31,10.0,0.28,6.0,0.27,18.0,0.45,10.0,0.46,15.0,0.47,10.0,0.48,10.0,0.49,65.0,0.1,0.1,0.093956,1776171015000
1776171017.181,17.181,0.51,5.0,0.49,5.0,0.48,10.0,0.47,10.0,0.46,10.0,0.67,11.64,0.71,50.0,0.72,10.0,0.73,10.0,0.74,10.0,0.39,5.0,0.34,10.0,0.33,15.0,0.29,50.0,0.28,10.0,0.49,5.0,0.51,5.0,0.52,10.0,0.53,10.0,0.54,10.0,0.16,0.1,0.093956,1776171015000
1776171017.902,17.902,0.51,5.0,0.49,5.0,0.48,10.0,0.47,10.0,0.46,10.0,0.67,11.64,0.71,50.0,0.72,10.0,0.73,10.0,0.74,10.0,0.33,11.64,0.29,50.0,0.28,10.0,0.27,10.0,0.26,10.0,0.49,5.0,0.51,5.0,0.52,10.0,0.53,10.0,0.54,10.0,0.16,0.16,0.093955,1776171017000
1776171019.011,19.011,0.51,5.0,0.49,5.0,0.48,10.0,0.47,10.0,0.46,10.0,0.67,11.64,0.71,50.0,0.72,10.0,0.73,10.0,0.74,10.0,0.33,11.64,0.29,50.0,0.28,10.0,0.27,10.0,0.26,10.0,0.49,5.0,0.51,5.0,0.52,10.0,0.53,10.0,0.54,10.0,0.16,0.16,0.093954,1776171018000
