timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,doge_price,doge_oracle_ts
1776159000.539,0.539,0.48,8.95,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.51,21.8,0.48,3.76,0.47,31.0,0.46,41.0,0.45,45.0,0.52,8.95,0.53,31.0,0.54,41.0,0.55,45.0,0.56,80.0,0.11,0.01,0.094462,1776158999000
1776159001.429,1.429,0.48,8.95,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.52,8.95,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.11,0.11,0.094461,1776159000000
1776159002.566,2.566,0.48,8.95,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.52,8.95,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.11,0.11,0.094461,1776159001000
1776159003.169,3.169,0.48,8.95,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.52,8.95,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.11,0.11,0.094461,1776159002000
1776159004.128,4.128,0.48,3.95,0.41,50.0,0.31,50.0,0.28,17.0,0.21,50.0,0.51,10.0,0.61,50.0,0.71,50.0,0.81,50.0,0.89,100.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.52,8.95,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.03,0.11,0.094461,1776159002000
1776159004.806,4.806,0.48,3.95,0.41,50.0,0.31,50.0,0.28,17.0,0.21,50.0,0.51,10.0,0.61,50.0,0.71,50.0,0.81,50.0,0.89,100.0,0.49,10.0,0.39,50.0,0.29,50.0,0.19,50.0,0.11,100.0,0.52,3.95,0.59,50.0,0.69,50.0,0.72,17.0,0.79,50.0,0.03,0.03,0.094455,1776159003000
1776159005.128,5.128,0.24,20.0,0.21,50.0,0.11,150.0,0.08,100.0,0.07,100.0,0.49,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.81,50.0,0.49,10.0,0.39,50.0,0.29,50.0,0.19,50.0,0.11,100.0,0.52,3.95,0.59,50.0,0.69,50.0,0.72,17.0,0.79,50.0,0.25,0.03,0.094455,1776159003000
1776159005.625,5.625,0.24,20.0,0.21,50.0,0.11,150.0,0.08,100.0,0.07,100.0,0.49,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.81,50.0,0.51,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.19,50.0,0.76,20.0,0.79,50.0,0.89,150.0,0.92,100.0,0.93,100.0,0.25,0.25,0.094442,1776159004000
1776159006.141,6.141,0.24,20.0,0.21,50.0,0.11,150.0,0.08,100.0,0.07,100.0,0.49,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.81,50.0,0.51,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.19,50.0,0.76,20.0,0.79,50.0,0.89,150.0,0.92,100.0,0.93,100.0,0.25,0.25,0.094442,1776159005000
1776159007.586,7.586,0.24,20.0,0.21,50.0,0.11,150.0,0.08,100.0,0.07,100.0,0.49,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.81,50.0,0.51,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.19,50.0,0.76,20.0,0.79,50.0,0.89,150.0,0.92,100.0,0.93,100.0,0.25,0.25,0.094433,1776159006000
1776159008.291,8.291,0.24,20.0,0.21,50.0,0.11,150.0,0.08,100.0,0.07,100.0,0.49,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.81,50.0,0.51,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.19,50.0,0.76,20.0,0.79,50.0,0.89,150.0,0.92,100.0,0.93,100.0,0.25,0.25,0.094431,1776159007000
1776159009.53,9.53,0.24,20.0,0.21,50.0,0.11,150.0,0.08,100.0,0.07,100.0,0.49,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.81,50.0,0.51,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.19,50.0,0.76,20.0,0.79,50.0,0.89,150.0,0.92,100.0,0.93,100.0,0.25,0.25,0.094431,1776159008000
1776159010.269,10.269,0.24,20.0,0.21,50.0,0.11,150.0,0.08,100.0,0.07,100.0,0.49,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.81,50.0,0.51,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.19,50.0,0.76,20.0,0.79,50.0,0.89,150.0,0.92,100.0,0.93,100.0,0.25,0.25,0.094431,1776159009000
1776159011.587,11.587,0.24,20.0,0.21,50.0,0.11,150.0,0.08,100.0,0.07,100.0,0.49,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.81,50.0,0.51,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.19,50.0,0.76,20.0,0.79,50.0,0.89,150.0,0.92,100.0,0.93,100.0,0.25,0.25,0.09443,1776159010000
1776159012.244,12.244,0.24,20.0,0.21,50.0,0.11,150.0,0.08,100.0,0.07,100.0,0.49,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.81,50.0,0.51,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.19,50.0,0.76,20.0,0.79,50.0,0.89,150.0,0.92,100.0,0.93,100.0,0.25,0.25,0.09443,1776159011000
1776159013.651,13.651,0.24,20.0,0.21,50.0,0.11,150.0,0.08,100.0,0.07,100.0,0.49,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.81,50.0,0.51,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.19,50.0,0.76,20.0,0.79,50.0,0.89,150.0,0.92,100.0,0.93,100.0,0.25,0.25,0.094414,1776159012000
1776159014.238,14.238,0.24,20.0,0.21,50.0,0.11,150.0,0.08,100.0,0.07,100.0,0.49,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.81,50.0,0.51,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.19,50.0,0.76,20.0,0.79,50.0,0.89,150.0,0.92,100.0,0.93,100.0,0.25,0.25,0.094413,1776159013000
1776159015.549,15.549,0.24,20.0,0.21,50.0,0.11,150.0,0.08,100.0,0.07,100.0,0.49,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.81,50.0,0.51,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.19,50.0,0.76,20.0,0.79,50.0,0.89,150.0,0.92,100.0,0.93,100.0,0.25,0.25,0.094413,1776159014000
1776159016.271,16.271,0.24,20.0,0.21,50.0,0.11,150.0,0.08,100.0,0.07,100.0,0.49,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.81,50.0,0.51,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.19,50.0,0.76,20.0,0.79,50.0,0.89,150.0,0.92,100.0,0.93,100.0,0.25,0.25,0.094413,1776159015000
1776159017.525,17.525,0.24,20.0,0.21,50.0,0.11,150.0,0.08,100.0,0.07,100.0,0.49,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.81,50.0,0.51,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.19,50.0,0.76,20.0,0.79,50.0,0.89,150.0,0.92,100.0,0.93,100.0,0.25,0.25,0.094413,1776159016000
1776159017.925,17.925,0.41,10.0,0.39,12.0,0.37,10.0,0.31,50.0,0.21,50.0,0.42,2.0,0.59,10.0,0.61,50.0,0.65,14.0,0.71,50.0,0.51,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.19,50.0,0.76,20.0,0.79,50.0,0.89,150.0,0.92,100.0,0.93,100.0,0.01,0.25,0.094413,1776159016000
1776159018.22,18.22,0.41,10.0,0.39,12.0,0.37,10.0,0.31,50.0,0.21,50.0,0.42,2.0,0.59,10.0,0.61,50.0,0.65,14.0,0.71,50.0,0.58,2.0,0.41,10.0,0.39,50.0,0.35,14.0,0.29,50.0,0.59,10.0,0.61,12.0,0.63,10.0,0.69,50.0,0.79,50.0,0.01,0.01,0.094413,1776159017000
1776159018.862,18.862,0.4,10.0,0.34,10.0,0.32,25.0,0.21,50.0,0.11,150.0,0.51,50.0,0.52,5.0,0.56,10.0,0.57,11.0,0.6,10.0,0.58,2.0,0.41,10.0,0.39,50.0,0.35,14.0,0.29,50.0,0.59,10.0,0.61,12.0,0.63,10.0,0.69,50.0,0.79,50.0,0.11,0.01,0.094413,1776159017000
1776159019.889,19.889,0.4,10.0,0.34,10.0,0.32,25.0,0.21,50.0,0.11,150.0,0.51,50.0,0.52,5.0,0.56,10.0,0.57,11.0,0.6,10.0,0.49,50.0,0.48,5.0,0.44,10.0,0.43,11.0,0.4,10.0,0.6,10.0,0.66,10.0,0.68,25.0,0.79,50.0,0.89,150.0,0.11,0.11,0.094414,1776159018000
1776159020.41,20.41,0.4,10.0,0.34,10.0,0.32,25.0,0.21,50.0,0.11,150.0,0.51,50.0,0.52,5.0,0.56,10.0,0.57,11.0,0.6,10.0,0.49,50.0,0.48,5.0,0.44,10.0,0.43,11.0,0.4,10.0,0.6,10.0,0.66,10.0,0.68,25.0,0.79,50.0,0.89,150.0,0.11,0.11,0.094447,1776159019000
1776159020.969,20.969,0.4,10.0,0.34,10.0,0.32,25.0,0.21,50.0,0.11,150.0,0.51,50.0,0.52,5.0,0.56,10.0,0.57,11.0,0.6,10.0,0.49,50.0,0.48,5.0,0.44,10.0,0.43,11.0,0.4,10.0,0.6,10.0,0.66,10.0,0.68,25.0,0.79,50.0,0.89,150.0,0.11,0.11,0.094445,1776159020000
1776159022.127,22.127,0.4,10.0,0.34,10.0,0.32,25.0,0.21,50.0,0.11,150.0,0.51,50.0,0.52,5.0,0.56,10.0,0.57,11.0,0.6,10.0,0.49,50.0,0.48,5.0,0.44,10.0,0.43,11.0,0.4,10.0,0.6,10.0,0.66,10.0,0.68,25.0,0.79,50.0,0.89,150.0,0.11,0.11,0.094439,1776159021000
1776159023.394,23.394,0.4,10.0,0.34,10.0,0.32,25.0,0.21,50.0,0.11,150.0,0.51,50.0,0.52,5.0,0.56,10.0,0.57,11.0,0.6,10.0,0.49,50.0,0.48,5.0,0.44,10.0,0.43,11.0,0.4,10.0,0.6,10.0,0.66,10.0,0.68,25.0,0.79,50.0,0.89,150.0,0.11,0.11,0.094439,1776159022000
1776159023.911,23.911,0.4,10.0,0.34,10.0,0.32,25.0,0.21,50.0,0.11,150.0,0.51,50.0,0.52,5.0,0.56,10.0,0.57,11.0,0.6,10.0,0.49,50.0,0.48,5.0,0.44,10.0,0.43,11.0,0.4,10.0,0.6,10.0,0.66,10.0,0.68,25.0,0.79,50.0,0.89,150.0,0.11,0.11,0.094449,1776159023000
1776159025.089,25.089,0.4,10.0,0.34,10.0,0.32,25.0,0.21,50.0,0.11,150.0,0.51,50.0,0.52,5.0,0.56,10.0,0.57,11.0,0.6,10.0,0.49,50.0,0.48,5.0,0.44,10.0,0.43,11.0,0.4,10.0,0.6,10.0,0.66,10.0,0.68,25.0,0.79,50.0,0.89,150.0,0.11,0.11,0.094449,1776159024000
1776159026.154,26.154,0.4,10.0,0.34,10.0,0.32,25.0,0.21,50.0,0.11,150.0,0.51,50.0,0.52,5.0,0.56,10.0,0.57,11.0,0.6,10.0,0.49,50.0,0.48,5.0,0.44,10.0,0.43,11.0,0.4,10.0,0.6,10.0,0.66,10.0,0.68,25.0,0.79,50.0,0.89,150.0,0.11,0.11,0.094448,1776159025000
1776159027.236,27.236,0.4,10.0,0.34,10.0,0.32,25.0,0.21,50.0,0.11,150.0,0.51,50.0,0.52,5.0,0.56,10.0,0.57,11.0,0.6,10.0,0.49,50.0,0.48,5.0,0.44,10.0,0.43,11.0,0.4,10.0,0.6,10.0,0.66,10.0,0.68,25.0,0.79,50.0,0.89,150.0,0.11,0.11,0.094448,1776159026000
1776159028.287,28.287,0.4,10.0,0.34,10.0,0.32,25.0,0.21,50.0,0.11,150.0,0.51,50.0,0.52,5.0,0.56,10.0,0.57,11.0,0.6,10.0,0.49,50.0,0.48,5.0,0.44,10.0,0.43,11.0,0.4,10.0,0.6,10.0,0.66,10.0,0.68,25.0,0.79,50.0,0.89,150.0,0.11,0.11,0.094451,1776159027000
1776159029.419,29.419,0.4,10.0,0.34,10.0,0.32,25.0,0.21,50.0,0.11,150.0,0.51,50.0,0.52,5.0,0.56,10.0,0.57,11.0,0.6,10.0,0.49,50.0,0.48,5.0,0.44,10.0,0.43,11.0,0.4,10.0,0.6,10.0,0.66,10.0,0.68,25.0,0.79,50.0,0.89,150.0,0.11,0.11,0.094452,1776159028000
1776159030.121,30.121,0.4,10.0,0.34,10.0,0.32,25.0,0.21,50.0,0.11,150.0,0.51,50.0,0.52,5.0,0.56,10.0,0.57,11.0,0.6,10.0,0.49,50.0,0.48,5.0,0.44,10.0,0.43,11.0,0.4,10.0,0.6,10.0,0.66,10.0,0.68,25.0,0.79,50.0,0.89,150.0,0.11,0.11,0.094452,1776159029000
1776159031.194,31.194,0.4,10.0,0.34,10.0,0.32,25.0,0.21,50.0,0.11,150.0,0.51,50.0,0.52,5.0,0.56,10.0,0.57,11.0,0.6,10.0,0.49,50.0,0.48,5.0,0.44,10.0,0.43,11.0,0.4,10.0,0.6,10.0,0.66,10.0,0.68,25.0,0.79,50.0,0.89,150.0,0.11,0.11,0.094451,1776159030000
1776159032.132,32.132,0.4,10.0,0.29,16.0,0.28,10.0,0.27,10.0,0.26,10.0,0.5,5.0,0.51,55.0,0.52,5.0,0.53,10.0,0.54,10.0,0.5,5.0,0.49,55.0,0.48,5.0,0.47,10.0,0.46,10.0,0.6,10.0,0.71,16.0,0.72,10.0,0.73,10.0,0.74,10.0,0.1,0.1,0.094452,1776159031000
