timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,doge_price,doge_oracle_ts
1776171911.09,11.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.094264,1776171910000
1776171911.341,11.341,0.4,5.0,0.39,5.0,0.34,14.0,0.33,10.0,0.32,10.0,0.51,10.0,0.53,6.0,0.55,11.0,0.57,10.0,0.58,10.0,0.49,10.0,0.47,6.0,0.45,11.0,0.43,10.0,0.42,10.0,0.6,5.0,0.61,5.0,0.66,14.0,0.67,10.0,0.68,10.0,0.11,0.11,0.094264,1776171910000
1776171911.658,11.658,0.4,5.0,0.39,5.0,0.34,14.0,0.33,10.0,0.32,10.0,0.51,10.0,0.53,6.0,0.55,11.0,0.57,10.0,0.58,10.0,0.49,10.0,0.47,6.0,0.45,11.0,0.43,10.0,0.42,10.0,0.6,5.0,0.61,5.0,0.66,14.0,0.67,10.0,0.68,10.0,0.11,0.11,0.094264,1776171910000
1776171912.391,12.391,0.4,5.0,0.39,5.0,0.34,14.0,0.33,10.0,0.32,10.0,0.51,10.0,0.53,6.0,0.55,11.0,0.57,10.0,0.58,10.0,0.49,10.0,0.47,6.0,0.45,11.0,0.43,10.0,0.42,10.0,0.6,5.0,0.61,5.0,0.66,14.0,0.67,10.0,0.68,10.0,0.11,0.11,0.09427,1776171911000
1776171912.653,12.653,0.4,5.0,0.39,5.0,0.34,14.0,0.33,10.0,0.32,10.0,0.51,8.03,0.53,6.0,0.55,11.0,0.57,10.0,0.58,10.0,0.49,10.0,0.47,6.0,0.45,11.0,0.43,10.0,0.42,10.0,0.6,5.0,0.61,5.0,0.66,14.0,0.67,10.0,0.68,10.0,0.11,0.11,0.09427,1776171911000
1776171912.966,12.966,0.4,5.0,0.39,5.0,0.34,14.0,0.33,10.0,0.32,10.0,0.51,8.03,0.53,6.0,0.55,11.0,0.57,10.0,0.58,10.0,0.49,8.03,0.47,6.0,0.45,11.0,0.43,10.0,0.42,10.0,0.6,5.0,0.61,5.0,0.66,14.0,0.67,10.0,0.68,10.0,0.11,0.11,0.09427,1776171912000
1776171914.188,14.188,0.4,3.33,0.39,5.0,0.34,14.0,0.33,10.0,0.32,10.0,0.51,10.0,0.53,6.0,0.55,11.0,0.57,10.0,0.58,10.0,0.49,10.0,0.47,6.0,0.45,11.0,0.43,10.0,0.42,10.0,0.6,3.33,0.61,5.0,0.66,14.0,0.67,10.0,0.68,10.0,0.11,0.11,0.094273,1776171913000
1776171915.34,15.34,0.4,3.33,0.39,5.0,0.34,14.0,0.33,10.0,0.32,10.0,0.51,10.0,0.53,6.0,0.55,11.0,0.57,10.0,0.58,10.0,0.49,10.0,0.47,6.0,0.45,11.0,0.43,10.0,0.42,10.0,0.6,3.33,0.61,5.0,0.66,14.0,0.67,10.0,0.68,10.0,0.11,0.11,0.094272,1776171914000
1776171916.045,16.045,0.4,3.33,0.39,5.0,0.34,14.0,0.33,10.0,0.32,10.0,0.51,10.0,0.53,6.0,0.55,11.0,0.57,10.0,0.58,10.0,0.49,10.0,0.47,6.0,0.45,11.0,0.43,10.0,0.42,10.0,0.6,3.33,0.61,5.0,0.66,14.0,0.67,10.0,0.68,10.0,0.11,0.11,0.094268,1776171915000
1776171916.806,16.806,0.39,5.0,0.33,10.0,0.32,10.0,0.31,76.0,0.3,26.0,0.51,10.0,0.52,10.0,0.53,6.0,0.57,10.0,0.58,20.0,0.49,10.0,0.47,6.0,0.45,11.0,0.43,10.0,0.42,10.0,0.6,3.33,0.61,5.0,0.66,14.0,0.67,10.0,0.68,10.0,0.12,0.11,0.094268,1776171915000
