timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,doge_price,doge_oracle_ts
1776319201.308,1.308,0.41,37.0,0.4,33.0,0.5,10.0,0.59,37.0,0.5,10.0,0.41,37.0,0.59,37.0,0.6,33.0,0.09,0.09,0.096604,1776319200000
1776319205.042,5.042,0.41,50.0,0.31,425.0,0.5,5.0,0.69,375.0,0.5,10.0,0.41,37.0,0.59,37.0,0.6,33.0,0.09,0.09,0.096666,1776319203000
1776319205.86,5.86,0.41,10.0,0.31,50.0,0.61,50.0,0.71,55.0,0.5,5.0,0.31,375.0,0.59,50.0,0.69,425.0,0.2,0.09,0.096676,1776319204000
1776319229.45,29.45,0.56,5.0,0.51,50.0,0.59,4.76,0.68,10.0,0.39,50.0,0.29,55.0,0.59,10.0,0.69,50.0,0.03,0.2,0.096654,1776319228000
1776319233.375,33.375,0.41,30.0,0.38,10.0,0.5,4.83,0.6,10.0,0.32,10.0,0.28,20.0,0.44,5.0,0.49,50.0,0.09,0.12,0.096645,1776319232000
1776319234.242,34.242,0.41,35.0,0.38,5.0,0.5,7.0,0.6,10.0,0.5,4.83,0.4,10.0,0.59,30.0,0.62,10.0,0.09,0.09,0.096645,1776319232000
1776319251.258,51.258,0.4,25.0,0.39,5.0,0.5,7.0,0.6,10.0,0.5,7.0,0.4,10.0,0.59,35.0,0.62,5.0,0.1,0.09,0.096626,1776319250000
1776319253.862,53.862,0.4,22.0,0.39,5.0,0.5,5.0,0.51,5.0,0.5,7.0,0.4,10.0,0.6,25.0,0.61,5.0,0.1,0.1,0.096622,1776319252000
1776319255.176,55.176,0.4,3.33,0.39,25.0,0.5,5.0,0.51,5.0,0.5,5.0,0.49,5.0,0.6,22.0,0.61,5.0,0.1,0.1,0.096625,1776319254000
1776319261.532,61.532,0.4,5.8,0.39,15.9,0.5,5.0,0.51,5.0,0.5,5.0,0.49,5.0,0.6,3.33,0.61,25.0,0.1,0.1,0.096621,1776319260000
1776319323.116,123.116,0.46,10.5,0.45,10.5,0.59,5.0,0.61,50.0,0.5,5.0,0.49,5.0,0.6,5.8,0.61,15.9,0.13,0.1,0.096651,1776319322000
1776319323.622,123.622,0.46,10.5,0.45,10.5,0.55,5.0,0.59,5.0,0.41,5.0,0.39,50.0,0.54,10.5,0.55,10.5,0.09,0.13,0.096651,1776319322000
1776319326.405,126.405,0.46,10.5,0.45,10.5,0.54,2.22,0.55,5.0,0.45,5.0,0.41,5.0,0.54,10.5,0.55,10.5,0.08,0.09,0.096628,1776319325000
1776319329.426,129.426,0.39,8.12,0.38,11.0,0.47,5.0,0.48,5.0,0.46,2.22,0.45,5.0,0.54,10.5,0.55,10.5,0.08,0.08,0.096616,1776319328000
1776319354.833,154.833,0.36,11.3,0.35,11.4,0.51,52.92,0.52,10.4,0.53,5.0,0.52,5.0,0.61,8.12,0.62,11.0,0.15,0.08,0.096597,1776319353000
1776319409.35,209.35,0.43,10.6,0.42,10.7,0.51,47.05,0.61,50.0,0.49,52.92,0.48,10.4,0.64,11.3,0.65,11.4,0.08,0.15,0.096615,1776319407000
1776319411.299,211.299,0.46,3.85,0.44,10.6,0.51,47.05,0.6,10.8,0.49,47.05,0.39,50.0,0.57,10.6,0.58,10.7,0.05,0.08,0.096609,1776319410000
1776319413.376,213.376,0.41,6.95,0.4,10.8,0.51,47.05,0.59,5.0,0.49,47.05,0.4,10.8,0.54,3.85,0.56,10.6,0.1,0.05,0.096609,1776319412000
1776319433.441,233.441,0.41,2.89,0.4,10.8,0.58,5.0,0.61,50.0,0.49,47.05,0.41,5.0,0.59,6.95,0.6,10.8,0.17,0.1,0.096605,1776319432000
1776319440.029,240.029,0.43,10.6,0.42,10.7,0.61,47.32,0.64,11.3,0.42,5.0,0.39,50.0,0.59,2.89,0.6,10.8,0.18,0.17,0.096608,1776319438000
1776319440.638,240.638,0.36,12.11,0.35,11.4,0.51,50.0,0.53,5.0,0.39,47.32,0.36,11.3,0.57,10.6,0.58,10.7,0.15,0.18,0.096608,1776319438000
1776319447.827,247.827,0.19,13.22,0.18,17.6,0.38,5.0,0.41,50.0,0.49,50.0,0.47,5.0,0.64,12.11,0.65,11.4,0.19,0.15,0.096605,1776319446000
1776319448.233,248.233,0.19,11.7,0.18,17.6,0.36,5.0,0.41,50.0,0.62,5.0,0.59,50.0,0.79,1.24,0.81,13.22,0.17,0.17,0.096605,1776319446000
1776319453.361,253.361,0.1,25.6,0.09,31.7,0.19,5.0,0.31,50.0,0.64,5.0,0.59,50.0,0.81,11.7,0.82,17.6,0.09,0.17,0.096581,1776319452000
1776319459.446,259.446,0.05,49.44,0.04,72.7,0.09,5.0,0.15,23.53,0.81,5.0,0.69,50.0,0.9,22.3,0.91,31.7,0.04,0.09,0.096542,1776319458000
1776319465.264,265.264,0.04,51.86,0.03,94.3,0.15,23.53,0.19,5.0,0.91,5.0,0.85,23.53,0.95,49.44,0.96,72.7,0.11,0.04,0.096529,1776319464000
1776319468.139,268.139,0.14,2.8,0.05,54.7,0.15,23.53,0.19,5.0,0.85,23.53,0.81,5.0,0.96,51.86,0.97,94.3,0.01,0.11,0.096525,1776319466000
1776319473.02,273.02,0.12,24.6,0.11,76.6,0.13,0.15,0.15,23.53,0.85,23.53,0.81,5.0,0.86,2.8,0.95,54.7,0.01,0.01,0.096574,1776319471000
1776319473.476,273.476,0.13,23.0,0.12,44.6,0.15,13.25,0.19,5.0,0.85,23.53,0.81,5.0,0.87,19.85,0.88,24.6,0.02,0.02,0.096578,1776319472000
1776319475.483,275.483,0.11,50.0,0.1,20.0,0.19,5.0,0.28,5.0,0.85,13.25,0.81,5.0,0.87,23.0,0.88,44.6,0.08,0.02,0.096596,1776319474000
1776319476.117,276.117,0.21,45.0,0.11,440.0,0.28,5.0,0.51,50.0,0.81,5.0,0.72,5.0,0.89,50.0,0.9,20.0,0.07,0.08,0.096596,1776319474000
1776319476.477,276.477,0.21,33.22,0.11,420.0,0.28,5.0,0.51,50.0,0.72,5.0,0.49,50.0,0.79,45.0,0.89,440.0,0.07,0.07,0.096596,1776319475000
1776319486.084,286.084,0.13,7.77,0.11,50.0,0.28,5.0,0.41,50.0,0.72,5.0,0.49,50.0,0.79,33.22,0.89,420.0,0.15,0.07,0.096599,1776319485000
1776319487.21,287.21,0.27,3.63,0.26,5.0,0.28,5.0,0.41,50.0,0.72,5.0,0.59,50.0,0.87,7.77,0.89,50.0,0.01,0.15,0.096599,1776319485000
1776319496.106,296.106,0.03,2.93,0.02,20.0,0.27,5.0,0.28,5.0,0.72,5.0,0.59,50.0,0.73,3.63,0.74,5.0,0.24,0.01,0.096599,1776319495000
1776319496.437,296.437,0.03,1.89,0.02,20.0,0.27,5.0,0.28,5.0,0.73,5.0,0.72,5.0,0.97,2.93,0.98,20.0,0.24,0.24,0.096599,1776319495000
1776319497.245,297.245,0.02,15.71,0.01,172.98,0.21,50.0,0.27,5.0,0.73,5.0,0.72,5.0,0.97,0.76,0.98,20.0,0.19,0.24,0.096599,1776319496000
1776319497.484,297.484,0.01,171.23,,,0.21,50.0,0.27,5.0,0.79,50.0,0.73,5.0,0.99,172.36,,,0.2,0.2,0.096599,1776319496000
1776319498.262,298.262,0.05,27.89,0.01,166.23,0.21,50.0,0.27,5.0,0.79,50.0,0.73,5.0,0.99,171.23,,,0.16,0.2,0.096604,1776319497000
1776319498.468,298.468,0.01,365.12,,,0.31,50.0,0.41,50.0,0.69,50.0,0.59,50.0,0.99,366.23,,,0.3,0.3,0.096604,1776319497000
1776319499.005,299.005,0.01,282.12,,,0.23,5.0,0.31,50.0,0.69,50.0,0.59,50.0,0.99,287.12,,,0.22,0.3,0.096604,1776319498000
1776319499.524,299.524,0.01,232.12,,,0.45,1.77,0.5,135.66,0.77,5.0,0.69,50.0,0.99,282.12,,,0.44,0.22,0.096604,1776319498000
1776319499.96,299.96,0.02,314.66,0.01,183.12,0.45,0.43,0.5,135.66,0.55,1.77,0.5,135.66,0.99,183.12,,,0.43,0.44,0.096604,1776319499000
1776319500.162,300.162,0.05,30.24,0.02,314.66,0.2,5.0,0.3,5.0,0.8,5.0,0.7,5.0,0.9,0.95,0.98,314.66,0.15,0.1,0.096604,1776319499000
1776319500.475,300.475,0.01,2.95,,,0.5,109.54,0.52,5.0,0.5,109.54,0.48,5.0,0.95,30.24,0.98,314.66,0.49,0.45,0.096604,1776319499000
1776319500.901,300.901,0.01,628.59,,,0.45,15.0,0.5,109.54,0.5,109.54,0.48,5.0,,,,,0.44,,0.096604,1776319499000

# RESULT,winner=Up,slug=doge-updown-5m-1776319200,ticks=46
