timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,doge_price,doge_oracle_ts
1776159900.694,0.694,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.5,5.05,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,5.05,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.09,0.09,0.094378,1776159899000
1776159901.368,1.368,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.5,5.05,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,5.05,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.09,0.09,0.094378,1776159900000
1776159902.633,2.633,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.5,5.05,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,5.05,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.09,0.09,0.094374,1776159901000
1776159903.362,3.362,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.5,5.05,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,5.05,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.09,0.09,0.094375,1776159902000
1776159904.828,4.828,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.5,5.05,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,5.05,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.09,0.09,0.09438,1776159903000
1776159905.376,5.376,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.5,5.05,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,5.05,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.09,0.09,0.09438,1776159904000
1776159906.086,6.086,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.5,5.05,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,5.05,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.09,0.09,0.094379,1776159905000
1776159908.29,8.29,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.5,5.05,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,5.05,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.09,0.09,0.094384,1776159907000
1776159909.412,9.412,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.5,5.05,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,5.05,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.09,0.09,0.094381,1776159908000
1776159910.118,10.118,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.5,5.05,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,5.05,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.09,0.09,0.094381,1776159909000
1776159911.12,11.12,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.5,5.05,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,5.05,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.09,0.09,0.094381,1776159910000
1776159912.364,12.364,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.5,5.05,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,5.05,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.09,0.09,0.094379,1776159911000
1776159913.451,13.451,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.5,5.05,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,5.05,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.09,0.09,0.094379,1776159912000
1776159913.773,13.773,0.37,5.28,0.35,6.0,0.34,14.0,0.31,50.0,0.21,50.0,0.48,5.0,0.56,11.0,0.61,50.0,0.7,6.0,0.71,50.0,0.5,5.05,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.11,0.09,0.094379,1776159912000
1776159914.031,14.031,0.35,1.43,0.34,14.0,0.31,50.0,0.21,50.0,0.11,150.0,0.48,5.0,0.56,11.0,0.61,50.0,0.7,6.0,0.71,50.0,0.52,5.0,0.44,11.0,0.39,50.0,0.3,6.0,0.29,50.0,0.65,1.43,0.66,14.0,0.69,50.0,0.79,50.0,0.89,150.0,0.13,0.13,0.094379,1776159913000
1776159915.101,15.101,0.35,1.43,0.34,14.0,0.31,50.0,0.21,50.0,0.11,150.0,0.48,5.0,0.56,11.0,0.61,50.0,0.7,6.0,0.71,50.0,0.52,5.0,0.44,11.0,0.39,50.0,0.3,6.0,0.29,50.0,0.65,1.43,0.66,14.0,0.69,50.0,0.79,50.0,0.89,150.0,0.13,0.13,0.094381,1776159914000
1776159916.195,16.195,0.35,1.43,0.34,14.0,0.31,50.0,0.21,50.0,0.11,150.0,0.48,5.0,0.56,11.0,0.61,50.0,0.7,6.0,0.71,50.0,0.52,5.0,0.44,11.0,0.39,50.0,0.3,6.0,0.29,50.0,0.65,1.43,0.66,14.0,0.69,50.0,0.79,50.0,0.89,150.0,0.13,0.13,0.094372,1776159915000
1776159917.35,17.35,0.35,1.43,0.34,14.0,0.31,50.0,0.21,50.0,0.11,150.0,0.48,5.0,0.56,11.0,0.61,50.0,0.7,6.0,0.71,50.0,0.52,5.0,0.44,11.0,0.39,50.0,0.3,6.0,0.29,50.0,0.65,1.43,0.66,14.0,0.69,50.0,0.79,50.0,0.89,150.0,0.13,0.13,0.094348,1776159916000
1776159918.386,18.386,0.35,1.43,0.34,14.0,0.31,50.0,0.21,50.0,0.11,150.0,0.48,5.0,0.56,11.0,0.61,50.0,0.7,6.0,0.71,50.0,0.52,5.0,0.44,11.0,0.39,50.0,0.3,6.0,0.29,50.0,0.65,1.43,0.66,14.0,0.69,50.0,0.79,50.0,0.89,150.0,0.13,0.13,0.094338,1776159917000
1776159918.95,18.95,0.28,15.0,0.27,23.0,0.21,50.0,0.18,10.0,0.17,10.0,0.38,5.0,0.42,10.0,0.43,10.0,0.44,10.0,0.45,10.0,0.62,5.0,0.58,10.0,0.57,10.0,0.56,10.0,0.55,10.0,0.72,15.0,0.73,23.0,0.79,50.0,0.82,10.0,0.83,10.0,0.1,0.1,0.094328,1776159918000
1776159919.956,19.956,0.28,15.0,0.27,23.0,0.21,50.0,0.18,10.0,0.17,10.0,0.38,5.0,0.42,10.0,0.43,10.0,0.44,10.0,0.45,10.0,0.62,5.0,0.58,10.0,0.57,10.0,0.56,10.0,0.55,10.0,0.72,15.0,0.73,23.0,0.79,50.0,0.82,10.0,0.83,10.0,0.1,0.1,0.094326,1776159919000
