timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,doge_price,doge_oracle_ts
1776169801.136,1.136,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.093987,1776169800000
1776169802.225,2.225,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.093989,1776169801000
1776169803.108,3.108,0.32,15.0,0.31,425.0,0.27,450.0,0.25,600.0,0.21,800.0,0.61,50.0,0.69,375.0,0.71,50.0,0.73,450.0,0.75,600.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.29,0.18,0.093989,1776169801000
1776169804.135,4.135,0.49,10.0,0.31,425.0,0.27,450.0,0.25,600.0,0.21,800.0,0.61,42.0,0.69,375.0,0.71,50.0,0.73,450.0,0.75,600.0,0.39,50.0,0.31,375.0,0.29,50.0,0.27,450.0,0.25,600.0,0.68,15.0,0.69,425.0,0.73,450.0,0.75,600.0,0.79,800.0,0.12,0.29,0.09399,1776169802000
1776169805.161,5.161,0.51,50.0,0.41,50.0,0.31,50.0,0.27,450.0,0.25,600.0,0.73,400.0,0.75,600.0,0.79,750.0,0.83,900.0,0.85,1050.0,0.39,35.0,0.31,375.0,0.29,50.0,0.27,450.0,0.25,600.0,0.51,10.0,0.69,425.0,0.73,450.0,0.75,600.0,0.79,800.0,0.22,0.12,0.09407,1776169803000
1776169805.392,5.392,0.72,10.0,0.71,10.0,0.7,10.0,0.69,10.0,0.61,50.0,0.73,393.17,0.75,600.0,0.79,750.0,0.83,900.0,0.85,1050.0,0.27,400.0,0.25,600.0,0.21,750.0,0.17,900.0,0.15,1050.0,0.49,50.0,0.59,50.0,0.69,50.0,0.73,450.0,0.75,600.0,0.01,0.22,0.09407,1776169803000
1776169806.263,6.263,0.72,10.0,0.71,10.0,0.7,10.0,0.69,10.0,0.61,50.0,0.73,393.17,0.75,600.0,0.79,750.0,0.83,900.0,0.85,1050.0,0.27,393.17,0.25,600.0,0.21,750.0,0.17,900.0,0.15,1050.0,0.28,10.0,0.29,10.0,0.3,10.0,0.31,10.0,0.39,50.0,0.01,0.01,0.094162,1776169805000
1776169806.706,6.706,0.72,10.0,0.71,7.0,0.68,10.0,0.67,10.0,0.66,10.0,0.73,387.0,0.75,600.0,0.79,750.0,0.81,50.0,0.83,900.0,0.27,393.17,0.25,600.0,0.21,750.0,0.17,900.0,0.15,1050.0,0.28,10.0,0.29,10.0,0.3,10.0,0.31,10.0,0.39,50.0,0.01,0.01,0.094162,1776169805000
1776169807.202,7.202,0.72,10.0,0.71,7.0,0.68,10.0,0.67,10.0,0.66,10.0,0.73,387.0,0.75,600.0,0.79,750.0,0.81,50.0,0.83,900.0,0.27,387.0,0.25,600.0,0.21,750.0,0.19,50.0,0.17,900.0,0.28,10.0,0.29,7.0,0.32,10.0,0.33,10.0,0.34,10.0,0.01,0.01,0.094153,1776169806000
1776169807.818,7.818,0.74,10.24,0.69,10.0,0.68,10.0,0.67,10.0,0.66,10.0,0.75,600.0,0.77,21.0,0.79,750.0,0.83,900.0,0.85,1050.0,0.27,387.0,0.25,600.0,0.21,750.0,0.19,50.0,0.17,900.0,0.28,10.0,0.29,7.0,0.32,10.0,0.33,10.0,0.34,10.0,0.01,0.01,0.094153,1776169806000
