timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,doge_price,doge_oracle_ts
1776164401.428,1.428,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,5.09,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,5.09,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.09,0.09,0.094442,1776164400000
1776164402.132,2.132,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,5.09,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,5.09,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.09,0.09,0.094442,1776164401000
1776164404.123,4.123,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,5.09,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,5.09,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.09,0.09,0.094405,1776164403000
1776164405.069,5.069,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,5.09,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,5.09,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.09,0.09,0.094405,1776164404000
1776164405.328,5.328,0.41,42.52,0.36,7.15,0.35,5.0,0.31,50.0,0.27,450.0,0.46,9.0,0.71,50.0,0.73,450.0,0.75,600.0,0.79,750.0,0.5,5.09,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.05,0.09,0.094405,1776164404000
1776164405.724,5.724,0.27,450.0,0.25,600.0,0.21,750.0,0.17,900.0,0.16,5.0,0.31,37.85,0.37,5.0,0.41,50.0,0.46,9.0,0.51,50.0,0.54,9.0,0.29,50.0,0.27,450.0,0.25,600.0,0.21,750.0,0.59,42.52,0.64,7.15,0.65,5.0,0.69,50.0,0.73,450.0,0.04,0.05,0.094405,1776164404000
1776164406.297,6.297,0.27,450.0,0.25,600.0,0.21,750.0,0.17,900.0,0.16,5.0,0.31,37.85,0.37,5.0,0.41,50.0,0.46,9.0,0.51,50.0,0.69,37.85,0.63,5.0,0.59,50.0,0.54,9.0,0.49,50.0,0.73,450.0,0.75,600.0,0.79,750.0,0.83,900.0,0.84,5.0,0.04,0.04,0.094396,1776164405000
1776164407.138,7.138,0.27,450.0,0.25,600.0,0.21,750.0,0.17,900.0,0.16,5.0,0.31,37.85,0.37,5.0,0.41,50.0,0.46,9.0,0.51,50.0,0.69,37.85,0.63,5.0,0.59,50.0,0.54,9.0,0.49,50.0,0.73,450.0,0.75,600.0,0.79,750.0,0.83,900.0,0.84,5.0,0.04,0.04,0.09436,1776164406000
1776164408.269,8.269,0.27,450.0,0.25,600.0,0.21,750.0,0.17,900.0,0.16,5.0,0.31,37.85,0.37,5.0,0.41,50.0,0.46,9.0,0.51,50.0,0.69,37.85,0.63,5.0,0.59,50.0,0.54,9.0,0.49,50.0,0.73,450.0,0.75,600.0,0.79,750.0,0.83,900.0,0.84,5.0,0.04,0.04,0.094343,1776164407000
1776164409.333,9.333,0.25,600.0,0.21,750.0,0.17,905.0,0.16,5.0,0.15,1050.0,0.27,3.04,0.31,37.85,0.34,7.0,0.41,50.0,0.51,50.0,0.73,3.04,0.69,37.85,0.66,7.0,0.59,50.0,0.49,50.0,0.75,600.0,0.79,750.0,0.83,905.0,0.84,5.0,0.85,1050.0,0.02,0.02,0.094342,1776164408000
1776164410.259,10.259,0.25,600.0,0.21,750.0,0.17,905.0,0.16,5.0,0.15,1050.0,0.27,3.04,0.31,37.85,0.34,7.0,0.41,50.0,0.51,50.0,0.73,3.04,0.69,37.85,0.66,7.0,0.59,50.0,0.49,50.0,0.75,600.0,0.79,750.0,0.83,905.0,0.84,5.0,0.85,1050.0,0.02,0.02,0.094338,1776164409000
1776164411.299,11.299,0.25,600.0,0.21,750.0,0.17,905.0,0.16,5.0,0.15,1050.0,0.27,3.04,0.31,37.85,0.34,7.0,0.41,50.0,0.51,50.0,0.73,3.04,0.69,37.85,0.66,7.0,0.59,50.0,0.49,50.0,0.75,600.0,0.79,750.0,0.83,905.0,0.84,5.0,0.85,1050.0,0.02,0.02,0.094338,1776164410000
1776164411.848,11.848,0.18,10.0,0.17,5.0,0.16,5.0,0.14,35.0,0.11,100.0,0.28,0.82,0.31,37.85,0.37,17.0,0.41,50.0,0.51,50.0,0.73,3.04,0.69,37.85,0.66,7.0,0.59,50.0,0.49,50.0,0.75,600.0,0.79,750.0,0.83,905.0,0.84,5.0,0.85,1050.0,0.1,0.02,0.094338,1776164410000
1776164412.282,12.282,0.18,10.0,0.17,5.0,0.16,5.0,0.14,35.0,0.11,100.0,0.28,0.82,0.31,37.85,0.37,17.0,0.41,50.0,0.51,50.0,0.72,0.82,0.69,37.85,0.63,17.0,0.59,50.0,0.49,50.0,0.82,10.0,0.83,5.0,0.84,5.0,0.86,35.0,0.89,100.0,0.1,0.1,0.09434,1776164411000
1776164413.396,13.396,0.18,10.0,0.17,5.0,0.16,5.0,0.14,35.0,0.11,100.0,0.28,0.82,0.31,37.85,0.37,17.0,0.41,50.0,0.51,50.0,0.72,0.82,0.69,37.85,0.63,17.0,0.59,50.0,0.49,50.0,0.82,10.0,0.83,5.0,0.84,5.0,0.86,35.0,0.89,100.0,0.1,0.1,0.09434,1776164412000
