timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,doge_price,doge_oracle_ts
1776170101.946,1.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093996,1776170100000
1776170102.155,2.155,0.52,0.78,0.4,12.0,0.38,10.0,0.37,10.0,0.36,10.0,0.61,12.0,0.62,10.0,0.63,10.0,0.64,10.0,0.65,10.0,0.39,12.0,0.38,10.0,0.37,10.0,0.36,10.0,0.35,10.0,0.48,0.78,0.6,12.0,0.62,10.0,0.63,10.0,0.64,10.0,0.09,0.09,0.093996,1776170100000
1776170102.57,2.57,0.53,5.0,0.52,0.78,0.4,12.0,0.38,10.0,0.37,10.0,0.61,12.0,0.62,10.0,0.63,10.0,0.64,10.0,0.65,10.0,0.39,12.0,0.38,10.0,0.37,10.0,0.36,10.0,0.35,10.0,0.48,0.78,0.6,12.0,0.62,10.0,0.63,10.0,0.64,10.0,0.08,0.09,0.093996,1776170100000
1776170103.276,3.276,0.53,5.0,0.52,0.78,0.4,12.0,0.38,10.0,0.37,10.0,0.61,12.0,0.62,10.0,0.63,10.0,0.64,10.0,0.65,10.0,0.39,12.0,0.38,10.0,0.37,10.0,0.36,10.0,0.35,10.0,0.47,5.0,0.48,0.78,0.6,12.0,0.62,10.0,0.63,10.0,0.08,0.08,0.093996,1776170102000
1776170104.683,4.683,0.53,5.0,0.52,0.78,0.4,12.0,0.38,10.0,0.37,10.0,0.61,12.0,0.62,10.0,0.63,10.0,0.64,10.0,0.65,10.0,0.39,12.0,0.38,10.0,0.37,10.0,0.36,10.0,0.35,10.0,0.47,5.0,0.48,0.78,0.6,12.0,0.62,10.0,0.63,10.0,0.08,0.08,0.093998,1776170103000
1776170105.319,5.319,0.52,0.78,0.41,50.0,0.35,14.0,0.31,425.0,0.29,10.0,0.54,10.0,0.55,10.0,0.56,10.0,0.57,10.0,0.58,11.0,0.46,10.0,0.45,10.0,0.44,10.0,0.43,10.0,0.42,11.0,0.48,0.78,0.59,50.0,0.65,14.0,0.69,425.0,0.71,10.0,0.02,0.02,0.093998,1776170104000
1776170106.109,6.109,0.52,0.78,0.41,50.0,0.35,14.0,0.31,425.0,0.29,10.0,0.54,10.0,0.55,10.0,0.56,10.0,0.57,10.0,0.58,11.0,0.46,10.0,0.45,10.0,0.44,10.0,0.43,10.0,0.42,11.0,0.48,0.78,0.59,50.0,0.65,14.0,0.69,425.0,0.71,10.0,0.02,0.02,0.093996,1776170105000
1776170106.971,6.971,0.32,6.0,0.29,5.0,0.27,450.0,0.26,10.0,0.25,610.0,0.51,49.22,0.53,49.0,0.54,10.0,0.61,50.0,0.71,50.0,0.46,10.0,0.45,10.0,0.44,10.0,0.43,10.0,0.42,11.0,0.48,0.78,0.59,50.0,0.65,14.0,0.69,425.0,0.71,10.0,0.19,0.02,0.093996,1776170105000
1776170107.423,7.423,0.32,6.0,0.29,5.0,0.27,450.0,0.26,10.0,0.25,610.0,0.51,49.22,0.53,49.0,0.54,10.0,0.61,50.0,0.71,50.0,0.49,49.22,0.47,49.0,0.46,10.0,0.39,50.0,0.29,50.0,0.68,6.0,0.71,5.0,0.73,450.0,0.74,10.0,0.75,610.0,0.19,0.19,0.09399,1776170106000
1776170108.06,8.06,0.32,6.0,0.29,5.0,0.27,450.0,0.26,10.0,0.25,610.0,0.51,49.22,0.53,49.0,0.54,10.0,0.61,50.0,0.71,50.0,0.49,49.22,0.47,49.0,0.46,10.0,0.39,50.0,0.29,50.0,0.68,6.0,0.71,5.0,0.73,450.0,0.74,10.0,0.75,610.0,0.19,0.19,0.093981,1776170107000
1776170108.333,8.333,0.32,6.0,0.3,16.0,0.29,10.0,0.25,600.0,0.21,800.0,0.4,13.5,0.41,10.0,0.42,10.0,0.43,10.0,0.44,10.0,0.49,49.22,0.47,49.0,0.46,10.0,0.39,50.0,0.29,50.0,0.68,6.0,0.71,5.0,0.73,450.0,0.74,10.0,0.75,610.0,0.08,0.19,0.093981,1776170107000
1776170109.54,9.54,0.32,6.0,0.3,16.0,0.29,10.0,0.25,600.0,0.21,800.0,0.4,13.5,0.41,10.0,0.42,10.0,0.43,10.0,0.44,10.0,0.6,13.5,0.59,10.0,0.58,10.0,0.57,10.0,0.56,10.0,0.68,6.0,0.7,16.0,0.71,10.0,0.75,600.0,0.79,800.0,0.08,0.08,0.093949,1776170108000
1776170110.394,10.394,0.32,6.0,0.3,16.0,0.29,10.0,0.25,600.0,0.21,800.0,0.4,13.5,0.41,10.0,0.42,10.0,0.43,10.0,0.44,10.0,0.6,13.5,0.59,10.0,0.58,10.0,0.57,10.0,0.56,10.0,0.68,6.0,0.7,16.0,0.71,10.0,0.75,600.0,0.79,800.0,0.08,0.08,0.093941,1776170109000
1776170111.095,11.095,0.32,6.0,0.3,16.0,0.29,10.0,0.25,600.0,0.21,800.0,0.4,13.5,0.41,10.0,0.42,10.0,0.43,10.0,0.44,10.0,0.6,13.5,0.59,10.0,0.58,10.0,0.57,10.0,0.56,10.0,0.68,6.0,0.7,16.0,0.71,10.0,0.75,600.0,0.79,800.0,0.08,0.08,0.093941,1776170110000
