timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,doge_price,doge_oracle_ts
1776165611.547,11.547,0.55,5.0,0.52,5.0,0.51,40.48,0.48,10.0,0.47,32.0,0.64,5.0,0.66,19.0,0.67,10.0,0.72,10.0,0.73,10.0,0.36,5.0,0.34,19.0,0.33,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.48,5.0,0.49,40.48,0.52,10.0,0.53,32.0,0.09,0.09,0.094971,1776165609000
1776165611.771,11.771,0.55,5.0,0.52,5.0,0.51,40.48,0.48,10.0,0.47,32.0,0.64,5.0,0.66,19.0,0.67,10.0,0.72,10.0,0.73,10.0,0.36,5.0,0.34,19.0,0.33,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.48,5.0,0.49,40.48,0.52,10.0,0.53,32.0,0.09,0.09,0.094972,1776165610000
1776165612.112,12.112,0.55,5.0,0.52,5.0,0.51,40.48,0.48,10.0,0.47,32.0,0.64,5.0,0.66,19.0,0.67,10.0,0.72,10.0,0.73,10.0,0.36,5.0,0.34,19.0,0.33,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.48,5.0,0.49,40.48,0.52,10.0,0.53,32.0,0.09,0.09,0.094972,1776165610000
1776165612.655,12.655,0.55,5.0,0.52,5.0,0.51,40.48,0.48,10.0,0.47,32.0,0.64,5.0,0.66,19.0,0.67,10.0,0.72,10.0,0.73,10.0,0.36,5.0,0.34,19.0,0.33,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.48,5.0,0.49,40.48,0.52,10.0,0.53,32.0,0.09,0.09,0.094972,1776165611000
1776165613.501,13.501,0.55,5.0,0.52,5.0,0.51,40.48,0.48,10.0,0.47,32.0,0.64,5.0,0.66,19.0,0.67,10.0,0.72,10.0,0.73,10.0,0.36,5.0,0.34,19.0,0.33,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.48,5.0,0.49,40.48,0.52,10.0,0.53,32.0,0.09,0.09,0.094997,1776165612000
1776165614.105,14.105,0.55,5.0,0.52,5.0,0.51,40.48,0.48,10.0,0.47,32.0,0.64,5.0,0.66,19.0,0.67,10.0,0.72,10.0,0.73,10.0,0.36,5.0,0.34,19.0,0.33,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.48,5.0,0.49,40.48,0.52,10.0,0.53,32.0,0.09,0.09,0.095011,1776165613000
1776165615.731,15.731,0.55,5.0,0.52,5.0,0.51,40.48,0.48,10.0,0.47,32.0,0.64,5.0,0.66,19.0,0.67,10.0,0.72,10.0,0.73,10.0,0.36,5.0,0.34,19.0,0.33,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.48,5.0,0.49,40.48,0.52,10.0,0.53,32.0,0.09,0.09,0.095017,1776165614000
1776165616.497,16.497,0.55,5.0,0.52,5.0,0.51,40.48,0.48,10.0,0.47,32.0,0.64,5.0,0.66,19.0,0.67,10.0,0.72,10.0,0.73,10.0,0.36,5.0,0.34,19.0,0.33,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.48,5.0,0.49,40.48,0.52,10.0,0.53,32.0,0.09,0.09,0.095016,1776165615000
1776165617.254,17.254,0.55,5.0,0.52,5.0,0.51,40.48,0.48,10.0,0.47,32.0,0.64,5.0,0.66,19.0,0.67,10.0,0.72,10.0,0.73,10.0,0.36,5.0,0.34,19.0,0.33,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.48,5.0,0.49,40.48,0.52,10.0,0.53,32.0,0.09,0.09,0.095016,1776165616000
1776165618.793,18.793,0.55,5.0,0.52,5.0,0.51,40.48,0.48,10.0,0.47,32.0,0.64,5.0,0.66,19.0,0.67,10.0,0.72,10.0,0.73,10.0,0.36,5.0,0.34,19.0,0.33,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.48,5.0,0.49,40.48,0.52,10.0,0.53,32.0,0.09,0.09,0.095016,1776165617000
1776165619.501,19.501,0.55,5.0,0.52,5.0,0.51,40.48,0.48,10.0,0.47,32.0,0.64,5.0,0.66,19.0,0.67,10.0,0.72,10.0,0.73,10.0,0.36,5.0,0.34,19.0,0.33,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.48,5.0,0.49,40.48,0.52,10.0,0.53,32.0,0.09,0.09,0.095016,1776165618000
1776165620.032,20.032,0.41,49.88,0.31,50.0,0.21,50.0,0.11,150.0,0.1,100.0,0.61,5.0,0.63,5.0,0.65,14.0,0.66,10.0,0.69,10.0,0.36,5.0,0.34,19.0,0.33,10.0,0.28,10.0,0.27,10.0,0.45,5.0,0.48,5.0,0.49,40.48,0.52,10.0,0.53,32.0,0.2,0.09,0.095016,1776165618000
1776165620.316,20.316,0.41,49.88,0.31,50.0,0.21,50.0,0.11,150.0,0.1,100.0,0.61,5.0,0.63,5.0,0.65,14.0,0.66,10.0,0.69,10.0,0.39,5.0,0.37,5.0,0.35,14.0,0.34,10.0,0.31,10.0,0.59,49.88,0.69,50.0,0.79,50.0,0.89,150.0,0.9,100.0,0.2,0.2,0.095015,1776165619000
1776165621.823,21.823,0.41,49.88,0.31,50.0,0.21,50.0,0.11,150.0,0.1,100.0,0.61,5.0,0.63,5.0,0.65,14.0,0.66,10.0,0.69,10.0,0.39,5.0,0.37,5.0,0.35,14.0,0.34,10.0,0.31,10.0,0.59,49.88,0.69,50.0,0.79,50.0,0.89,150.0,0.9,100.0,0.2,0.2,0.094994,1776165620000
1776165622.625,22.625,0.41,49.88,0.31,50.0,0.21,50.0,0.11,150.0,0.1,100.0,0.61,5.0,0.63,5.0,0.65,14.0,0.66,10.0,0.69,10.0,0.39,5.0,0.37,5.0,0.35,14.0,0.34,10.0,0.31,10.0,0.59,49.88,0.69,50.0,0.79,50.0,0.89,150.0,0.9,100.0,0.2,0.2,0.094996,1776165621000
1776165623.608,23.608,0.41,49.88,0.31,50.0,0.21,50.0,0.11,150.0,0.1,100.0,0.61,5.0,0.63,5.0,0.65,14.0,0.66,10.0,0.69,10.0,0.39,5.0,0.37,5.0,0.35,14.0,0.34,10.0,0.31,10.0,0.59,49.88,0.69,50.0,0.79,50.0,0.89,150.0,0.9,100.0,0.2,0.2,0.094998,1776165622000
1776165624.186,24.186,0.41,49.88,0.31,50.0,0.21,50.0,0.11,150.0,0.1,100.0,0.61,5.0,0.63,5.0,0.65,14.0,0.66,10.0,0.69,10.0,0.39,5.0,0.37,5.0,0.35,14.0,0.34,10.0,0.31,10.0,0.59,49.88,0.69,50.0,0.79,50.0,0.89,150.0,0.9,100.0,0.2,0.2,0.095016,1776165623000
1776165625.043,25.043,0.41,49.88,0.31,50.0,0.21,50.0,0.11,150.0,0.1,100.0,0.61,5.0,0.63,5.0,0.65,14.0,0.66,10.0,0.69,10.0,0.39,5.0,0.37,5.0,0.35,14.0,0.34,10.0,0.31,10.0,0.59,49.88,0.69,50.0,0.79,50.0,0.89,150.0,0.9,100.0,0.2,0.2,0.095019,1776165624000
1776165626.11,26.11,0.41,49.88,0.31,50.0,0.21,50.0,0.11,150.0,0.1,100.0,0.61,5.0,0.63,5.0,0.65,14.0,0.66,10.0,0.69,10.0,0.39,5.0,0.37,5.0,0.35,14.0,0.34,10.0,0.31,10.0,0.59,49.88,0.69,50.0,0.79,50.0,0.89,150.0,0.9,100.0,0.2,0.2,0.095018,1776165625000
1776165627.044,27.044,0.41,49.88,0.31,50.0,0.21,50.0,0.11,150.0,0.1,100.0,0.61,5.0,0.63,5.0,0.65,14.0,0.66,10.0,0.69,10.0,0.39,5.0,0.37,5.0,0.35,14.0,0.34,10.0,0.31,10.0,0.59,49.88,0.69,50.0,0.79,50.0,0.89,150.0,0.9,100.0,0.2,0.2,0.095005,1776165626000
1776165628.003,28.003,0.41,49.88,0.31,50.0,0.21,50.0,0.11,150.0,0.1,100.0,0.61,5.0,0.63,5.0,0.65,14.0,0.66,10.0,0.69,10.0,0.39,5.0,0.37,5.0,0.35,14.0,0.34,10.0,0.31,10.0,0.59,49.88,0.69,50.0,0.79,50.0,0.89,150.0,0.9,100.0,0.2,0.2,0.094993,1776165627000
1776165629.107,29.107,0.41,49.88,0.31,50.0,0.21,50.0,0.11,150.0,0.1,100.0,0.61,5.0,0.63,5.0,0.65,14.0,0.66,10.0,0.69,10.0,0.39,5.0,0.37,5.0,0.35,14.0,0.34,10.0,0.31,10.0,0.59,49.88,0.69,50.0,0.79,50.0,0.89,150.0,0.9,100.0,0.2,0.2,0.094986,1776165628000
1776165629.974,29.974,0.41,49.88,0.31,50.0,0.21,50.0,0.11,150.0,0.1,100.0,0.61,5.0,0.63,5.0,0.65,14.0,0.66,10.0,0.69,10.0,0.39,5.0,0.37,5.0,0.35,14.0,0.34,10.0,0.31,10.0,0.59,49.88,0.69,50.0,0.79,50.0,0.89,150.0,0.9,100.0,0.2,0.2,0.094985,1776165629000
