timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,doge_price,doge_oracle_ts
1776339900.506,0.506,0.41,37.0,0.4,33.0,0.48,5.77,0.5,5.09,0.52,5.77,0.5,5.09,0.59,37.0,0.6,33.0,0.07,0.07,0.09619,1776339899000
1776339901.233,1.233,0.41,37.0,0.4,33.0,0.48,5.77,0.5,5.09,0.52,5.77,0.5,5.09,0.59,37.0,0.6,33.0,0.07,0.07,0.09619,1776339900000
1776339902.032,2.032,0.41,37.0,0.4,33.0,0.48,5.77,0.5,5.09,0.52,5.77,0.5,5.09,0.59,37.0,0.6,33.0,0.07,0.07,0.096189,1776339901000
1776339903.625,3.625,0.41,37.0,0.4,33.0,0.48,5.77,0.5,5.09,0.52,5.77,0.5,5.09,0.59,37.0,0.6,33.0,0.07,0.07,0.096182,1776339902000
1776339904.236,4.236,0.41,37.0,0.4,33.0,0.48,5.77,0.5,5.09,0.52,5.77,0.5,5.09,0.59,37.0,0.6,33.0,0.07,0.07,0.096181,1776339903000
1776339905.754,5.754,0.41,37.0,0.4,33.0,0.48,5.77,0.5,5.09,0.52,5.77,0.5,5.09,0.59,37.0,0.6,33.0,0.07,0.07,0.096156,1776339904000
1776339906.465,6.465,0.41,37.0,0.4,33.0,0.48,5.77,0.5,5.09,0.52,5.77,0.5,5.09,0.59,37.0,0.6,33.0,0.07,0.07,0.096149,1776339905000
1776339907.195,7.195,0.41,37.0,0.4,33.0,0.48,5.77,0.5,5.09,0.52,5.77,0.5,5.09,0.59,37.0,0.6,33.0,0.07,0.07,0.096143,1776339906000
1776339908.813,8.813,0.41,37.0,0.4,33.0,0.48,5.77,0.5,5.09,0.52,5.77,0.5,5.09,0.59,37.0,0.6,33.0,0.07,0.07,0.096142,1776339907000
1776339909.548,9.548,0.41,37.0,0.4,33.0,0.48,5.77,0.5,5.09,0.52,5.77,0.5,5.09,0.59,37.0,0.6,33.0,0.07,0.07,0.096143,1776339908000
1776339910.715,10.715,0.41,37.0,0.4,33.0,0.48,5.77,0.5,5.09,0.52,5.77,0.5,5.09,0.59,37.0,0.6,33.0,0.07,0.07,0.096145,1776339909000
1776339911.153,11.153,0.41,37.0,0.4,33.0,0.48,5.77,0.5,5.09,0.52,5.77,0.5,5.09,0.59,37.0,0.6,33.0,0.07,0.07,0.096145,1776339910000
1776339914.213,14.213,0.46,5.0,0.45,5.0,0.48,5.77,0.53,10.0,0.52,5.77,0.5,5.09,0.59,37.0,0.6,33.0,0.02,0.07,0.096145,1776339913000
1776339915.533,15.533,0.46,5.0,0.45,5.0,0.48,11.77,0.53,15.0,0.52,5.77,0.47,10.0,0.54,5.0,0.55,5.0,0.02,0.02,0.096145,1776339914000
1776339921.175,21.175,0.47,5.0,0.46,5.0,0.48,3.68,0.52,5.0,0.52,11.77,0.47,15.0,0.54,5.0,0.55,5.0,0.01,0.02,0.096184,1776339919000
1776339921.789,21.789,0.46,10.0,0.45,5.0,0.48,3.68,0.51,5.0,0.52,3.68,0.48,5.0,0.53,5.0,0.54,5.0,0.02,0.01,0.096184,1776339920000
1776339934.758,34.758,0.44,15.0,0.43,5.0,0.48,1.68,0.49,5.0,0.52,3.68,0.49,5.0,0.54,10.0,0.55,5.0,0.04,0.02,0.09619,1776339933000
1776339991.934,91.934,0.38,4.7,0.37,16.2,0.42,5.0,0.43,5.0,0.52,1.68,0.51,5.0,0.56,15.0,0.57,5.0,0.04,0.04,0.096171,1776339990000
1776339992.394,92.394,0.38,9.7,0.37,16.2,0.4,5.0,0.41,5.0,0.58,5.0,0.57,5.0,0.62,4.7,0.63,16.2,0.02,0.04,0.096171,1776339991000
1776339996.044,96.044,0.37,16.2,0.36,16.3,0.38,24.0,0.4,5.0,0.6,5.0,0.59,5.0,0.62,9.7,0.63,16.2,0.01,0.02,0.09617,1776339995000
1776340000.538,100.538,0.31,20.2,0.3,20.4,0.33,4.11,0.34,5.0,0.62,24.0,0.6,5.0,0.63,16.2,0.64,16.3,0.02,0.01,0.09617,1776339999000
1776340001.989,101.989,0.32,15.9,0.31,25.2,0.33,4.11,0.34,5.0,0.67,4.11,0.66,5.0,0.69,20.2,0.7,20.4,0.01,0.02,0.096165,1776340000000
1776340019.317,119.317,0.28,5.0,0.27,5.0,0.32,6.0,0.33,5.0,0.67,4.11,0.66,5.0,0.68,15.9,0.69,25.2,0.04,0.01,0.096132,1776340018000
1776340024.413,124.413,0.26,15.85,0.25,18.9,0.28,6.0,0.29,5.0,0.68,6.0,0.67,5.0,0.72,5.0,0.73,5.0,0.02,0.04,0.09613,1776340023000
1776340027.156,127.156,0.26,17.14,0.25,18.9,0.27,5.0,0.28,11.0,0.72,6.0,0.71,5.0,0.74,15.85,0.75,18.9,0.01,0.02,0.09613,1776340025000
1776340036.533,136.533,0.2,19.98,0.19,21.89,0.23,5.0,0.24,5.0,0.73,5.0,0.72,11.0,0.74,17.14,0.75,18.9,0.03,0.01,0.09613,1776340035000
1776340048.444,148.444,0.24,6.19,0.23,14.7,0.25,5.0,0.26,5.0,0.77,5.0,0.76,5.0,0.8,19.98,0.81,21.89,0.01,0.03,0.096129,1776340047000
1776340055.523,155.523,0.23,14.7,0.22,15.2,0.25,5.0,0.26,5.0,0.75,5.0,0.74,5.0,0.76,6.19,0.77,14.7,0.02,0.01,0.096129,1776340054000
1776340058.644,158.644,0.2,5.0,0.19,21.89,0.28,10.6,0.29,5.0,0.75,5.0,0.74,5.0,0.77,14.7,0.78,15.2,0.08,0.02,0.096122,1776340057000
1776340059.668,159.668,0.24,5.0,0.23,5.0,0.27,5.0,0.28,10.6,0.72,10.6,0.71,5.0,0.8,5.0,0.81,21.89,0.03,0.08,0.096122,1776340058000
1776340062.595,162.595,0.24,5.0,0.23,5.0,0.26,5.0,0.27,5.0,0.73,5.0,0.72,10.6,0.76,5.0,0.77,5.0,0.02,0.03,0.096125,1776340061000
1776340066.515,166.515,0.22,5.0,0.21,5.0,0.25,5.0,0.26,5.0,0.74,5.0,0.73,5.0,0.76,5.0,0.77,5.0,0.03,0.02,0.096124,1776340065000
1776340068.359,168.359,0.22,5.0,0.21,5.0,0.24,5.0,0.25,5.0,0.75,5.0,0.74,5.0,0.78,5.0,0.79,5.0,0.02,0.03,0.096123,1776340067000
1776340071.511,171.511,0.24,2.54,0.23,19.7,0.25,5.0,0.26,5.0,0.76,5.0,0.75,5.0,0.78,5.0,0.79,5.0,0.01,0.02,0.096133,1776340070000
1776340076.323,176.323,0.22,16.31,0.21,20.7,0.26,5.0,0.27,5.0,0.75,5.0,0.74,5.0,0.76,2.54,0.77,19.7,0.04,0.01,0.096136,1776340075000
1776340081.247,181.247,0.26,5.0,0.25,5.0,0.28,8.27,0.29,5.0,0.74,5.0,0.73,5.0,0.78,16.31,0.79,20.7,0.02,0.04,0.096135,1776340080000
1776340097.843,197.843,0.25,4.26,0.24,5.0,0.28,3.27,0.31,5.0,0.72,8.27,0.71,5.0,0.74,5.0,0.75,5.0,0.03,0.02,0.096128,1776340096000
1776340108.686,208.686,0.14,5.0,0.13,28.0,0.18,10.0,0.19,5.0,0.72,3.27,0.69,5.0,0.75,4.26,0.76,5.0,0.04,0.03,0.096141,1776340107000
1776340113.008,213.008,0.21,45.0,0.17,23.39,0.29,5.0,0.3,5.0,0.82,10.0,0.81,5.0,0.86,5.0,0.87,28.0,0.08,0.04,0.09614,1776340111000
1776340115.98,215.98,0.31,5.0,0.3,5.0,0.32,1.0,0.34,5.0,0.71,5.0,0.7,5.0,0.79,45.0,0.83,23.39,0.01,0.08,0.096147,1776340114000
1776340125.557,225.557,0.23,13.4,0.22,15.2,0.24,5.0,0.25,5.0,0.68,1.0,0.66,5.0,0.7,5.0,0.71,5.0,0.01,0.02,0.09617,1776340123000
1776340127.408,227.408,0.23,13.4,0.22,15.2,0.25,5.0,0.26,5.0,0.76,5.0,0.75,5.0,0.77,13.4,0.78,15.2,0.02,0.01,0.096164,1776340126000
1776340130.503,230.503,0.18,22.6,0.17,23.39,0.2,5.0,0.21,5.0,0.75,5.0,0.74,5.0,0.77,13.4,0.78,15.2,0.02,0.02,0.096155,1776340129000
1776340141.389,241.389,0.17,5.0,0.16,24.3,0.2,5.0,0.21,5.0,0.8,5.0,0.79,5.0,0.82,22.6,0.83,23.39,0.03,0.02,0.09615,1776340140000
1776340145.991,245.991,0.16,4.35,0.15,25.39,0.2,5.0,0.21,5.0,0.8,5.0,0.79,5.0,0.83,5.0,0.84,24.3,0.04,0.03,0.09615,1776340144000
1776340165.516,265.516,0.21,3.73,0.2,5.0,0.22,5.0,0.23,5.0,0.8,5.0,0.79,5.0,0.84,4.35,0.85,25.39,0.01,0.04,0.096158,1776340164000
1776340177.946,277.946,0.12,2.51,0.11,55.0,0.13,5.0,0.14,5.0,0.78,5.0,0.77,5.0,0.79,0.56,0.8,5.0,0.01,0.01,0.096157,1776340177000
1776340179.611,279.611,0.21,55.0,0.2,5.0,0.33,0.3,0.34,5.0,0.87,2.04,0.86,5.0,0.88,2.51,0.89,55.0,0.12,0.01,0.096159,1776340178000
1776340180.149,280.149,0.29,2.71,0.28,5.0,0.33,11.0,0.34,5.0,0.67,0.3,0.66,5.0,0.79,55.0,0.8,5.0,0.04,0.12,0.096159,1776340178000
1776340181.324,281.324,0.3,0.51,0.29,5.0,0.35,5.0,0.36,5.0,0.67,11.0,0.66,5.0,0.71,2.71,0.72,5.0,0.05,0.04,0.096161,1776340180000
1776340181.604,281.604,0.37,5.0,0.36,5.0,0.38,16.18,0.46,5.0,0.65,5.0,0.64,5.0,0.7,0.51,0.71,5.0,0.01,0.05,0.096161,1776340180000
1776340182.091,282.091,0.37,66.0,0.36,5.0,0.49,5.0,0.5,5.0,0.62,3.36,0.54,5.0,0.63,5.0,0.64,5.0,0.12,0.01,0.096161,1776340180000
1776340182.544,282.544,0.51,20.04,0.48,5.0,0.52,2.96,0.53,5.0,0.48,5.0,0.47,5.0,0.49,20.04,0.57,5.0,0.01,0.01,0.096172,1776340181000
1776340182.849,282.849,0.51,20.04,0.49,5.0,0.53,3.42,0.54,5.0,0.47,3.61,0.46,5.0,0.49,20.04,0.52,5.0,0.02,0.02,0.096172,1776340181000
1776340184.243,284.243,0.51,20.04,0.46,5.0,0.53,1.23,0.54,5.0,0.47,1.23,0.46,5.0,0.49,20.04,0.51,5.0,0.02,0.02,0.096202,1776340183000
1776340184.767,284.767,0.51,20.04,0.5,5.0,0.55,0.23,0.56,5.0,0.45,4.23,0.44,5.0,0.49,20.04,0.53,5.0,0.04,0.04,0.096202,1776340183000
1776340185.591,285.591,0.52,5.0,0.51,25.04,0.55,5.0,0.56,5.0,0.45,0.23,0.44,5.0,0.49,20.04,0.5,5.0,0.03,0.04,0.096203,1776340184000
1776340185.839,285.839,0.55,5.0,0.54,5.0,0.59,4.2,0.6,5.0,0.45,5.0,0.44,5.0,0.48,5.0,0.49,25.04,0.04,0.03,0.096203,1776340184000
1776340187.49,287.49,0.57,5.0,0.56,5.0,0.59,5.0,0.6,5.0,0.41,4.2,0.4,5.0,0.45,5.0,0.46,5.0,0.02,0.04,0.0962,1776340186000
1776340190.424,290.424,0.61,5.0,0.6,5.0,0.68,1.89,0.69,5.0,0.41,5.0,0.4,5.0,0.43,5.0,0.44,5.0,0.07,0.02,0.0962,1776340189000
1776340193.319,293.319,0.7,5.0,0.69,5.0,0.74,1.29,0.75,5.0,0.32,1.89,0.31,5.0,0.39,5.0,0.4,5.0,0.04,0.07,0.096201,1776340192000
1776340194.556,294.556,0.76,5.0,0.75,5.0,0.81,50.0,0.85,5.0,0.26,1.29,0.25,5.0,0.3,5.0,0.31,5.0,0.05,0.04,0.096201,1776340193000
1776340196.424,296.424,0.79,5.0,0.78,5.0,0.9,13.28,0.91,79.7,0.19,50.0,0.15,5.0,0.24,5.0,0.25,5.0,0.11,0.05,0.096201,1776340195000
1776340196.682,296.682,0.89,5.0,0.88,5.0,0.91,55.71,0.92,12.0,0.1,5.7,0.09,74.7,0.11,5.0,0.12,5.0,0.02,0.01,0.096201,1776340195000
1776340197.388,297.388,0.9,5.0,0.89,5.0,0.91,8.26,0.92,12.0,0.09,55.71,0.08,12.0,0.11,5.0,0.12,5.0,0.01,0.02,0.096201,1776340196000
