timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,doge_price,doge_oracle_ts
1776161111.355,11.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.094499,1776161110000
1776161111.946,11.946,0.51,5.0,0.5,5.0,0.49,5.0,0.44,10.0,0.43,31.0,0.62,10.0,0.64,6.0,0.65,24.0,0.68,10.0,0.69,10.0,0.38,10.0,0.36,6.0,0.35,24.0,0.32,10.0,0.31,10.0,0.49,5.0,0.5,5.0,0.51,5.0,0.56,10.0,0.57,31.0,0.11,0.11,0.094499,1776161110000
1776161113.409,13.409,0.51,5.0,0.5,5.0,0.49,5.0,0.44,10.0,0.43,31.0,0.62,10.0,0.64,6.0,0.65,24.0,0.68,10.0,0.69,10.0,0.38,10.0,0.36,6.0,0.35,24.0,0.32,10.0,0.31,10.0,0.49,5.0,0.5,5.0,0.51,5.0,0.56,10.0,0.57,31.0,0.11,0.11,0.094515,1776161112000
1776161114.049,14.049,0.51,5.0,0.5,5.0,0.49,5.0,0.44,10.0,0.43,31.0,0.62,10.0,0.64,6.0,0.65,24.0,0.68,10.0,0.69,10.0,0.38,10.0,0.36,6.0,0.35,24.0,0.32,10.0,0.31,10.0,0.49,5.0,0.5,5.0,0.51,5.0,0.56,10.0,0.57,31.0,0.11,0.11,0.094515,1776161113000
1776161115.362,15.362,0.51,5.0,0.5,5.0,0.49,5.0,0.44,10.0,0.43,31.0,0.62,10.0,0.64,6.0,0.65,24.0,0.68,10.0,0.69,10.0,0.38,10.0,0.36,6.0,0.35,24.0,0.32,10.0,0.31,10.0,0.49,5.0,0.5,5.0,0.51,5.0,0.56,10.0,0.57,31.0,0.11,0.11,0.094515,1776161114000
1776161116.4,16.4,0.51,5.0,0.5,5.0,0.49,5.0,0.44,10.0,0.43,31.0,0.62,10.0,0.64,6.0,0.65,24.0,0.68,10.0,0.69,10.0,0.38,10.0,0.36,6.0,0.35,24.0,0.32,10.0,0.31,10.0,0.49,5.0,0.5,5.0,0.51,5.0,0.56,10.0,0.57,31.0,0.11,0.11,0.094515,1776161115000
1776161116.993,16.993,0.51,5.0,0.5,5.0,0.49,5.0,0.44,10.0,0.43,31.0,0.62,10.0,0.64,6.0,0.65,24.0,0.68,10.0,0.69,10.0,0.38,10.0,0.36,6.0,0.35,24.0,0.32,10.0,0.31,10.0,0.49,5.0,0.5,5.0,0.51,5.0,0.56,10.0,0.57,31.0,0.11,0.11,0.094515,1776161116000
1776161118.215,18.215,0.51,5.0,0.5,5.0,0.49,5.0,0.44,10.0,0.43,31.0,0.62,10.0,0.64,6.0,0.65,24.0,0.68,10.0,0.69,10.0,0.38,10.0,0.36,6.0,0.35,24.0,0.32,10.0,0.31,10.0,0.49,5.0,0.5,5.0,0.51,5.0,0.56,10.0,0.57,31.0,0.11,0.11,0.094515,1776161117000
1776161119.246,19.246,0.51,5.0,0.5,10.0,0.44,31.0,0.43,10.0,0.42,10.0,0.62,8.38,0.66,24.0,0.68,10.0,0.69,10.0,0.7,10.0,0.38,8.38,0.34,24.0,0.32,10.0,0.31,10.0,0.3,10.0,0.49,5.0,0.5,10.0,0.56,31.0,0.57,10.0,0.58,10.0,0.11,0.11,0.094515,1776161118000
1776161120.447,20.447,0.51,5.0,0.5,10.0,0.44,31.0,0.43,10.0,0.42,10.0,0.62,8.38,0.66,24.0,0.68,10.0,0.69,10.0,0.7,10.0,0.38,8.38,0.34,24.0,0.32,10.0,0.31,10.0,0.3,10.0,0.49,5.0,0.5,10.0,0.56,31.0,0.57,10.0,0.58,10.0,0.11,0.11,0.094514,1776161119000
