timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,doge_price,doge_oracle_ts
1776170700.604,0.604,0.49,10.0,0.48,5.0,0.47,31.0,0.46,41.0,0.45,45.0,0.51,7.88,0.52,2.03,0.53,31.0,0.54,41.0,0.55,45.0,0.49,7.88,0.48,2.03,0.47,31.0,0.46,41.0,0.45,45.0,0.51,10.0,0.52,5.0,0.53,31.0,0.54,41.0,0.55,45.0,0.02,0.02,0.093871,1776170699000
1776170701.549,1.549,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.093871,1776170700000
1776170702.265,2.265,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.093869,1776170701000
1776170703.708,3.708,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.093877,1776170702000
1776170704.52,4.52,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.09388,1776170703000
1776170705.222,5.222,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.093883,1776170704000
1776170706.741,6.741,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.093882,1776170705000
1776170707.487,7.487,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,0.093887,1776170706000
1776170707.742,7.742,0.55,10.0,0.51,50.0,0.5,10.0,0.47,5.0,0.41,50.0,0.66,6.0,0.67,5.0,0.68,5.0,0.73,18.0,0.75,600.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.11,0.18,0.093887,1776170706000
1776170708.221,8.221,0.55,10.0,0.51,50.0,0.5,10.0,0.47,5.0,0.41,50.0,0.66,6.0,0.67,5.0,0.68,5.0,0.73,18.0,0.75,600.0,0.34,6.0,0.33,5.0,0.32,5.0,0.27,18.0,0.25,600.0,0.45,10.0,0.49,50.0,0.5,10.0,0.53,5.0,0.59,50.0,0.11,0.11,0.093884,1776170707000
1776170709.731,9.731,0.55,10.0,0.51,50.0,0.5,10.0,0.47,5.0,0.41,50.0,0.66,6.0,0.67,5.0,0.68,5.0,0.73,18.0,0.75,600.0,0.34,6.0,0.33,5.0,0.32,5.0,0.27,18.0,0.25,600.0,0.45,10.0,0.49,50.0,0.5,10.0,0.53,5.0,0.59,50.0,0.11,0.11,0.093892,1776170708000
1776170710.386,10.386,0.55,10.0,0.51,50.0,0.5,10.0,0.47,5.0,0.41,50.0,0.66,6.0,0.67,5.0,0.68,5.0,0.73,18.0,0.75,600.0,0.34,6.0,0.33,5.0,0.32,5.0,0.27,18.0,0.25,600.0,0.45,10.0,0.49,50.0,0.5,10.0,0.53,5.0,0.59,50.0,0.11,0.11,0.093914,1776170709000
