timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,doge_price,doge_oracle_ts
1776303302.532,2.532,0.33,294.4,0.31,375.0,0.61,50.0,0.67,300.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.28,0.18,0.094889,1776303301000
1776303305.104,5.104,0.51,3.77,0.5,5.0,0.54,5.0,0.55,5.0,0.39,50.0,0.33,300.0,0.67,294.4,0.69,375.0,0.03,0.28,0.094891,1776303303000
1776303305.775,5.775,0.51,3.77,0.5,5.0,0.53,5.0,0.54,5.0,0.46,5.0,0.45,5.0,0.49,3.77,0.5,5.0,0.02,0.03,0.094883,1776303304000
1776303307.8,7.8,0.44,5.0,0.43,5.0,0.46,5.0,0.47,5.0,0.49,5.0,0.48,5.0,0.51,5.0,0.52,5.0,0.02,0.02,0.094876,1776303306000
1776303311.91,11.91,0.3,2.22,0.29,5.0,0.33,5.0,0.34,5.0,0.54,5.0,0.53,5.0,0.56,5.0,0.57,5.0,0.03,0.02,0.094863,1776303310000
1776303312.272,12.272,0.3,2.22,0.29,15.0,0.32,5.0,0.33,5.0,0.67,5.0,0.66,5.0,0.7,2.22,0.71,5.0,0.02,0.03,0.094863,1776303310000
1776303314.343,14.343,0.29,5.0,0.28,10.0,0.31,5.0,0.32,5.0,0.68,5.0,0.67,5.0,0.7,2.22,0.71,15.0,0.02,0.02,0.09485,1776303312000
1776303315.38,15.38,0.25,15.0,0.24,10.0,0.27,5.0,0.28,5.0,0.69,5.0,0.68,5.0,0.71,5.0,0.72,10.0,0.02,0.02,0.094841,1776303314000
1776303320.344,20.344,0.26,2.29,0.25,15.0,0.27,5.0,0.28,5.0,0.73,5.0,0.72,5.0,0.75,15.0,0.76,10.0,0.01,0.02,0.094838,1776303319000
1776303320.604,20.604,0.25,20.0,0.24,10.0,0.28,3.75,0.29,5.0,0.73,5.0,0.72,5.0,0.74,2.29,0.75,15.0,0.03,0.01,0.094838,1776303319000
1776303322.539,22.539,0.25,15.0,0.24,15.0,0.27,5.0,0.28,3.75,0.72,3.75,0.71,5.0,0.75,20.0,0.76,10.0,0.02,0.03,0.094838,1776303321000
1776303326.509,26.509,0.21,9.5,0.2,20.0,0.23,5.0,0.24,5.0,0.73,5.0,0.72,3.75,0.75,15.0,0.76,15.0,0.02,0.02,0.09483,1776303325000
1776303328.467,28.467,0.21,9.5,0.2,15.0,0.23,5.0,0.24,5.0,0.77,5.0,0.76,5.0,0.79,9.5,0.8,20.0,0.02,0.02,0.094822,1776303327000
1776303335.509,35.509,0.3,5.0,0.29,10.0,0.4,5.0,0.41,10.0,0.77,5.0,0.76,5.0,0.79,9.5,0.8,15.0,0.1,0.02,0.094842,1776303334000
1776303336.985,36.985,0.34,4.39,0.33,5.0,0.39,5.0,0.4,5.0,0.6,5.0,0.59,10.0,0.7,5.0,0.71,10.0,0.05,0.1,0.094841,1776303335000
1776303339.58,39.58,0.32,9.35,0.31,15.0,0.35,5.0,0.36,5.0,0.61,5.0,0.6,5.0,0.66,4.39,0.67,5.0,0.03,0.05,0.094854,1776303338000
1776303347.447,47.447,0.32,9.35,0.31,22.2,0.34,1.02,0.35,5.0,0.65,5.0,0.64,5.0,0.68,9.35,0.69,15.0,0.02,0.03,0.094858,1776303345000
1776303347.947,47.947,0.32,21.25,0.31,27.2,0.34,0.72,0.35,5.0,0.66,1.02,0.65,5.0,0.68,9.35,0.69,22.2,0.02,0.02,0.094859,1776303346000
1776303350.497,50.497,0.46,5.0,0.45,5.0,0.49,5.0,0.5,5.0,0.66,0.72,0.65,5.0,0.68,21.25,0.69,27.2,0.03,0.02,0.094858,1776303349000
1776303352.363,52.363,0.45,5.0,0.44,5.0,0.47,5.0,0.48,5.0,0.51,5.0,0.5,5.0,0.55,5.0,0.56,5.0,0.02,0.04,0.09486,1776303351000
1776303362.127,62.127,0.44,8.61,0.43,15.6,0.45,5.0,0.46,5.0,0.53,5.0,0.52,5.0,0.55,5.0,0.56,5.0,0.01,0.02,0.094872,1776303361000
1776303372.235,72.235,0.44,11.53,0.43,15.6,0.45,5.0,0.46,5.0,0.55,5.0,0.54,5.0,0.56,8.61,0.57,15.6,0.01,0.01,0.094869,1776303371000
1776303382.423,82.423,0.41,13.73,0.4,25.8,0.42,5.0,0.43,5.0,0.55,5.0,0.54,5.0,0.56,11.53,0.57,15.6,0.01,0.01,0.094868,1776303381000
1776303384.534,84.534,0.41,8.73,0.4,20.8,0.43,5.0,0.44,5.0,0.58,5.0,0.57,5.0,0.59,13.73,0.6,25.8,0.02,0.01,0.094877,1776303383000
1776303404.535,104.535,0.45,5.0,0.44,5.0,0.47,14.0,0.5,5.0,0.57,5.0,0.56,5.0,0.59,8.73,0.6,20.8,0.02,0.02,0.094866,1776303403000
1776303406.45,106.45,0.45,5.0,0.44,5.0,0.47,9.0,0.48,5.0,0.53,14.0,0.5,5.0,0.55,5.0,0.56,5.0,0.02,0.02,0.094876,1776303405000
1776303408.302,108.302,0.41,10.7,0.4,20.8,0.43,5.0,0.44,5.0,0.53,9.0,0.52,5.0,0.55,5.0,0.56,5.0,0.02,0.02,0.09488,1776303407000
1776303414.501,114.501,0.32,3.14,0.31,22.2,0.33,5.0,0.34,5.0,0.57,5.0,0.56,5.0,0.59,10.7,0.6,20.8,0.01,0.02,0.094856,1776303413000
1776303419.984,119.984,0.26,6.32,0.25,13.9,0.27,5.0,0.28,5.0,0.67,5.0,0.66,5.0,0.68,3.14,0.69,22.2,0.01,0.01,0.094852,1776303419000
1776303424.521,124.521,0.26,4.13,0.25,23.9,0.28,5.0,0.29,5.0,0.73,5.0,0.72,5.0,0.74,6.32,0.75,13.9,0.02,0.01,0.094845,1776303423000
1776303432.498,132.498,0.23,12.16,0.22,15.2,0.24,5.0,0.25,5.0,0.72,5.0,0.71,5.0,0.74,4.13,0.75,23.9,0.01,0.02,0.094829,1776303431000
1776303448.765,148.765,0.23,19.7,0.22,15.2,0.25,1.8,0.26,5.0,0.76,5.0,0.75,5.0,0.77,12.16,0.78,15.2,0.02,0.01,0.094841,1776303447000
1776303473.872,173.872,0.26,13.5,0.25,13.9,0.38,3.02,0.39,5.0,0.75,1.8,0.74,5.0,0.77,19.7,0.78,15.2,0.12,0.02,0.094845,1776303471000
1776303474.194,174.194,0.34,5.0,0.33,5.0,0.36,5.0,0.41,55.0,0.62,3.02,0.61,5.0,0.74,13.5,0.75,13.9,0.02,0.12,0.094844,1776303472000
1776303475.239,175.239,0.35,5.0,0.34,5.0,0.47,20.12,0.48,15.4,0.64,5.0,0.59,55.0,0.66,5.0,0.67,5.0,0.12,0.02,0.094844,1776303474000
1776303475.55,175.55,0.44,5.0,0.43,5.0,0.46,5.0,0.47,9.72,0.53,20.12,0.52,15.4,0.65,5.0,0.66,5.0,0.02,0.12,0.094844,1776303474000
1776303485.415,185.415,0.26,3.64,0.25,5.0,0.27,5.0,0.28,5.0,0.54,5.0,0.53,9.72,0.56,5.0,0.57,5.0,0.01,0.02,0.09483,1776303484000
1776303489.619,189.619,0.33,5.0,0.32,5.0,0.35,10.0,0.36,5.0,0.73,5.0,0.72,5.0,0.74,3.64,0.75,5.0,0.02,0.01,0.094822,1776303488000
1776303493.037,193.037,0.42,5.0,0.41,5.0,0.44,10.0,0.47,9.72,0.65,10.0,0.64,5.0,0.67,5.0,0.68,5.0,0.02,0.02,0.094838,1776303492000
1776303493.388,193.388,0.42,5.0,0.41,5.0,0.44,10.0,0.47,4.72,0.56,10.0,0.53,9.72,0.58,5.0,0.59,5.0,0.02,0.02,0.094838,1776303492000
1776303493.923,193.923,0.65,1.74,0.64,5.0,0.66,11.6,0.67,11.8,0.39,55.0,0.38,11.0,0.54,5.0,0.56,5.0,0.01,0.15,0.094838,1776303492000
1776303495.526,195.526,0.69,5.0,0.68,5.0,0.71,62.6,0.72,12.9,0.34,11.6,0.33,11.8,0.37,0.61,0.38,5.0,0.02,0.03,0.094858,1776303494000
1776303506.416,206.416,0.63,3.7,0.62,5.0,0.68,5.0,0.69,17.2,0.29,62.6,0.28,12.9,0.31,5.0,0.32,5.0,0.05,0.02,0.094887,1776303505000
1776303512.522,212.522,0.49,0.88,0.48,5.0,0.51,5.0,0.52,5.0,0.32,5.0,0.31,17.2,0.37,3.7,0.38,5.0,0.02,0.05,0.094887,1776303511000
1776303514.171,214.171,0.43,6.65,0.42,15.7,0.55,5.0,0.56,5.0,0.49,5.0,0.48,5.0,0.51,0.88,0.52,5.0,0.12,0.02,0.094877,1776303512000
1776303514.515,214.515,0.43,6.65,0.42,10.7,0.45,5.0,0.46,5.0,0.45,5.0,0.44,5.0,0.57,6.65,0.58,15.7,0.02,0.12,0.094877,1776303513000
1776303514.878,214.878,0.43,11.65,0.42,15.7,0.45,5.0,0.46,5.0,0.55,5.0,0.54,5.0,0.57,6.65,0.58,10.7,0.02,0.02,0.094877,1776303513000
1776303515.229,215.229,0.43,11.65,0.42,15.7,0.46,5.0,0.47,5.0,0.55,5.0,0.54,5.0,0.57,11.65,0.58,15.7,0.03,0.02,0.094876,1776303514000
1776303516.04,216.04,0.36,8.28,0.35,16.4,0.44,5.0,0.45,5.0,0.54,5.0,0.53,5.0,0.57,11.65,0.58,15.7,0.08,0.03,0.094876,1776303514000
1776303516.394,216.394,0.36,8.28,0.35,11.4,0.38,5.0,0.39,5.0,0.56,5.0,0.55,5.0,0.64,8.28,0.65,16.4,0.02,0.08,0.094876,1776303515000
1776303519.978,219.978,0.34,4.39,0.33,5.0,0.38,5.0,0.39,5.0,0.62,5.0,0.61,5.0,0.64,8.28,0.65,11.4,0.04,0.02,0.094869,1776303518000
1776303538.552,238.552,0.3,15.75,0.28,17.9,0.31,5.0,0.32,5.0,0.62,5.0,0.61,5.0,0.66,4.39,0.67,5.0,0.01,0.04,0.09488,1776303537000
1776303540.805,240.805,0.29,2.97,0.28,17.9,0.3,5.0,0.31,5.0,0.69,5.0,0.68,5.0,0.7,15.75,0.72,17.9,0.01,0.01,0.094882,1776303539000
1776303543.42,243.42,0.3,5.0,0.29,17.6,0.31,1.77,0.32,5.0,0.7,5.0,0.69,5.0,0.71,2.97,0.72,17.9,0.01,0.01,0.094876,1776303542000
1776303546.235,246.235,0.3,12.4,0.29,12.6,0.36,0.79,0.47,5.0,0.69,1.77,0.68,5.0,0.7,5.0,0.71,17.6,0.06,0.01,0.094876,1776303544000
1776303547.283,247.283,0.14,18.14,0.13,23.0,0.22,6.37,0.36,0.79,0.64,0.79,0.53,5.0,0.7,12.4,0.71,12.6,0.08,0.06,0.094877,1776303545000
1776303547.855,247.855,0.23,27.63,0.15,5.0,0.28,5.0,0.29,5.0,0.78,6.37,0.64,0.79,0.86,18.14,0.87,23.0,0.05,0.08,0.094874,1776303546000
1776303549.452,249.452,0.23,32.63,0.22,5.0,0.26,5.0,0.27,5.0,0.75,6.66,0.72,5.0,0.77,27.63,0.85,5.0,0.03,0.02,0.094862,1776303547000
1776303566.15,266.15,0.27,2.94,0.26,18.5,0.29,5.0,0.3,5.0,0.74,5.0,0.73,5.0,0.77,32.63,0.78,5.0,0.02,0.03,0.094864,1776303564000
1776303575.806,275.806,0.23,15.0,0.22,20.0,0.24,5.0,0.25,5.0,0.71,5.0,0.7,5.0,0.73,2.94,0.74,18.5,0.01,0.02,0.094864,1776303574000
1776303576.287,276.287,0.22,14.55,0.21,5.0,0.24,5.0,0.25,5.0,0.76,5.0,0.75,5.0,0.77,15.0,0.78,20.0,0.02,0.01,0.094863,1776303575000
1776303577.234,277.234,0.22,11.98,0.12,50.0,0.24,5.0,0.25,5.0,0.77,5.0,0.76,5.0,0.78,11.98,0.79,5.0,0.02,0.01,0.094862,1776303576000
1776303577.603,277.603,0.22,11.98,0.18,5.0,0.24,5.0,0.25,5.0,0.69,54.82,0.68,5.0,0.78,11.98,0.88,55.0,0.02,0.09,0.094862,1776303576000
1776303577.806,277.806,0.22,11.98,0.18,5.0,0.24,5.0,0.25,5.0,0.76,5.0,0.75,5.0,0.78,11.98,0.82,5.0,0.02,0.02,0.094862,1776303576000
1776303578.336,278.336,0.22,5.99,0.17,5.0,0.23,5.0,0.24,5.0,0.76,5.0,0.75,5.0,0.78,11.98,0.82,5.0,0.01,0.02,0.094855,1776303577000
1776303578.985,278.985,0.22,0.99,0.12,55.0,0.23,5.0,0.24,5.0,0.77,5.0,0.76,5.0,0.78,5.99,0.83,5.0,0.01,0.01,0.094855,1776303577000
1776303579.345,279.345,0.21,5.0,0.2,5.0,0.23,5.0,0.24,5.0,0.69,51.41,0.68,5.0,0.87,5.0,0.88,55.0,0.02,0.18,0.094855,1776303578000
1776303579.676,279.676,0.2,5.0,0.19,5.0,0.23,5.0,0.24,0.59,0.76,0.59,0.75,5.0,0.79,5.0,0.8,5.0,0.03,0.03,0.094855,1776303578000
1776303579.877,279.877,0.21,5.0,0.2,5.0,0.23,7.15,0.24,0.59,0.77,5.0,0.76,0.59,0.8,5.0,0.81,5.0,0.02,0.03,0.094855,1776303578000
1776303580.918,280.918,0.2,5.0,0.19,5.0,0.21,5.0,0.22,5.0,0.77,7.15,0.76,0.59,0.79,5.0,0.8,5.0,0.01,0.02,0.094855,1776303579000
1776303584.246,284.246,0.17,3.79,0.16,5.0,0.18,5.0,0.19,10.0,0.79,5.0,0.78,5.0,0.8,5.0,0.81,5.0,0.01,0.01,0.094847,1776303582000
1776303584.475,284.475,0.16,2.8,0.15,5.0,0.18,10.0,0.19,5.0,0.82,5.0,0.81,10.0,0.83,3.79,0.84,5.0,0.02,0.01,0.094847,1776303583000
1776303589.868,289.868,0.13,5.0,0.12,5.0,0.15,6.56,0.16,5.0,0.82,10.0,0.81,5.0,0.85,5.0,0.86,5.0,0.02,0.03,0.09484,1776303588000
1776303591.771,291.771,0.11,5.0,0.1,5.0,0.14,5.0,0.15,6.56,0.85,6.56,0.84,5.0,0.87,5.0,0.88,5.0,0.03,0.02,0.09484,1776303590000
1776303593.552,293.552,0.07,2.95,0.06,5.0,0.13,5.0,0.14,5.0,0.86,5.0,0.85,6.56,0.89,5.0,0.9,5.0,0.06,0.03,0.094835,1776303592000
1776303594.302,294.302,0.06,3.01,0.05,5.0,0.08,5.0,0.09,5.0,0.87,5.0,0.86,5.0,0.93,2.95,0.94,5.0,0.02,0.06,0.094835,1776303593000
1776303594.994,294.994,0.05,5.0,0.04,10.0,0.06,86.96,0.07,5.0,0.92,5.0,0.91,5.0,0.94,3.01,0.95,5.0,0.01,0.02,0.094835,1776303593000
1776303595.256,295.256,0.04,4.95,0.03,10.0,0.06,86.96,0.07,5.0,0.94,86.96,0.93,5.0,0.95,0.14,0.96,10.0,0.02,0.01,0.094835,1776303593000
1776303595.466,295.466,0.03,10.0,0.02,25.0,0.06,91.96,0.07,5.0,0.94,86.96,0.93,5.0,0.96,4.95,0.97,10.0,0.03,0.02,0.094835,1776303594000
