timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,doge_price,doge_oracle_ts
1776159301.62,1.62,0.35,5.0,0.11,100.0,0.08,100.0,0.07,100.0,0.06,100.0,0.89,100.0,0.92,100.0,0.93,100.0,0.94,100.0,0.95,130.0,0.11,100.0,0.08,100.0,0.07,100.0,0.06,100.0,0.05,130.0,0.65,5.0,0.89,100.0,0.92,100.0,0.93,100.0,0.94,100.0,0.54,0.54,0.094507,1776159299000
1776159302.131,2.131,0.35,5.0,0.11,100.0,0.08,100.0,0.07,100.0,0.06,100.0,0.89,100.0,0.92,100.0,0.93,100.0,0.94,100.0,0.95,130.0,0.11,100.0,0.08,100.0,0.07,100.0,0.06,100.0,0.05,130.0,0.65,5.0,0.89,100.0,0.92,100.0,0.93,100.0,0.94,100.0,0.54,0.54,0.094507,1776159300000
1776159302.692,2.692,0.35,5.0,0.34,14.0,0.11,100.0,0.08,100.0,0.07,100.0,0.58,11.0,0.89,100.0,0.92,100.0,0.93,100.0,0.94,100.0,0.42,11.0,0.11,100.0,0.08,100.0,0.07,100.0,0.06,100.0,0.65,5.0,0.66,14.0,0.89,100.0,0.92,100.0,0.93,100.0,0.23,0.23,0.094507,1776159301000
1776159303.346,3.346,0.35,5.0,0.34,14.0,0.11,100.0,0.08,100.0,0.07,100.0,0.58,11.0,0.89,100.0,0.92,100.0,0.93,100.0,0.94,100.0,0.42,11.0,0.11,100.0,0.08,100.0,0.07,100.0,0.06,100.0,0.65,5.0,0.66,14.0,0.89,100.0,0.92,100.0,0.93,100.0,0.23,0.23,0.094504,1776159302000
1776159304.292,4.292,0.49,5.0,0.41,50.0,0.37,13.0,0.35,5.0,0.31,50.0,0.6,12.0,0.71,50.0,0.81,50.0,0.89,100.0,0.91,50.0,0.4,12.0,0.29,50.0,0.19,50.0,0.11,100.0,0.09,50.0,0.51,5.0,0.59,50.0,0.63,13.0,0.65,5.0,0.69,50.0,0.11,0.11,0.094497,1776159303000
1776159305.657,5.657,0.49,5.0,0.41,50.0,0.37,13.0,0.35,5.0,0.31,50.0,0.6,12.0,0.71,50.0,0.81,50.0,0.89,100.0,0.91,50.0,0.4,12.0,0.29,50.0,0.19,50.0,0.11,100.0,0.09,50.0,0.51,5.0,0.59,50.0,0.63,13.0,0.65,5.0,0.69,50.0,0.11,0.11,0.094499,1776159304000
1776159306.247,6.247,0.49,5.0,0.41,50.0,0.37,13.0,0.35,5.0,0.31,50.0,0.6,12.0,0.71,50.0,0.81,50.0,0.89,100.0,0.91,50.0,0.4,12.0,0.29,50.0,0.19,50.0,0.11,100.0,0.09,50.0,0.51,5.0,0.59,50.0,0.63,13.0,0.65,5.0,0.69,50.0,0.11,0.11,0.094501,1776159305000
1776159307.421,7.421,0.49,5.0,0.41,50.0,0.37,13.0,0.35,5.0,0.31,50.0,0.6,12.0,0.71,50.0,0.81,50.0,0.89,100.0,0.91,50.0,0.4,12.0,0.29,50.0,0.19,50.0,0.11,100.0,0.09,50.0,0.51,5.0,0.59,50.0,0.63,13.0,0.65,5.0,0.69,50.0,0.11,0.11,0.094508,1776159306000
1776159307.995,7.995,0.49,5.0,0.41,50.0,0.37,13.0,0.35,5.0,0.31,50.0,0.6,12.0,0.71,50.0,0.81,50.0,0.89,100.0,0.91,50.0,0.4,12.0,0.29,50.0,0.19,50.0,0.11,100.0,0.09,50.0,0.51,5.0,0.59,50.0,0.63,13.0,0.65,5.0,0.69,50.0,0.11,0.11,0.094508,1776159307000
1776159309.181,9.181,0.49,5.0,0.41,50.0,0.37,13.0,0.35,5.0,0.31,50.0,0.6,12.0,0.71,50.0,0.81,50.0,0.89,100.0,0.91,50.0,0.4,12.0,0.29,50.0,0.19,50.0,0.11,100.0,0.09,50.0,0.51,5.0,0.59,50.0,0.63,13.0,0.65,5.0,0.69,50.0,0.11,0.11,0.094508,1776159308000
