timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,doge_price,doge_oracle_ts
1776166511.536,11.536,0.45,10.0,0.39,22.0,0.38,20.0,0.37,10.0,0.36,10.0,0.56,10.0,0.6,12.0,0.61,50.0,0.63,10.0,0.64,20.0,0.44,10.0,0.4,12.0,0.39,50.0,0.37,10.0,0.36,20.0,0.55,10.0,0.61,22.0,0.62,20.0,0.63,10.0,0.64,10.0,0.11,0.11,0.094503,1776166510000
1776166511.988,11.988,0.45,10.0,0.39,22.0,0.38,20.0,0.37,10.0,0.36,10.0,0.56,10.0,0.6,12.0,0.61,50.0,0.63,10.0,0.64,20.0,0.44,10.0,0.4,12.0,0.39,50.0,0.37,10.0,0.36,20.0,0.55,10.0,0.61,22.0,0.62,20.0,0.63,10.0,0.64,10.0,0.11,0.11,0.094503,1776166510000
1776166512.995,12.995,0.45,10.0,0.39,22.0,0.38,20.0,0.37,10.0,0.36,10.0,0.56,10.0,0.6,12.0,0.61,50.0,0.63,10.0,0.64,20.0,0.44,10.0,0.4,12.0,0.39,50.0,0.37,10.0,0.36,20.0,0.55,10.0,0.61,22.0,0.62,20.0,0.63,10.0,0.64,10.0,0.11,0.11,0.094506,1776166512000
1776166513.969,13.969,0.45,10.0,0.39,22.0,0.38,20.0,0.37,10.0,0.36,10.0,0.56,10.0,0.6,12.0,0.61,50.0,0.63,10.0,0.64,20.0,0.44,10.0,0.4,12.0,0.39,50.0,0.37,10.0,0.36,20.0,0.55,10.0,0.61,22.0,0.62,20.0,0.63,10.0,0.64,10.0,0.11,0.11,0.094509,1776166513000
1776166514.967,14.967,0.45,10.0,0.39,22.0,0.38,20.0,0.37,10.0,0.36,10.0,0.56,10.0,0.6,12.0,0.61,50.0,0.63,10.0,0.64,20.0,0.44,10.0,0.4,12.0,0.39,50.0,0.37,10.0,0.36,20.0,0.55,10.0,0.61,22.0,0.62,20.0,0.63,10.0,0.64,10.0,0.11,0.11,0.094513,1776166514000
1776166515.971,15.971,0.45,10.0,0.39,22.0,0.38,20.0,0.37,10.0,0.36,10.0,0.56,10.0,0.6,12.0,0.61,50.0,0.63,10.0,0.64,20.0,0.44,10.0,0.4,12.0,0.39,50.0,0.37,10.0,0.36,20.0,0.55,10.0,0.61,22.0,0.62,20.0,0.63,10.0,0.64,10.0,0.11,0.11,0.094513,1776166515000
1776166517.102,17.102,0.45,10.0,0.39,22.0,0.38,20.0,0.37,10.0,0.36,10.0,0.56,10.0,0.6,12.0,0.61,50.0,0.63,10.0,0.64,20.0,0.44,10.0,0.4,12.0,0.39,50.0,0.37,10.0,0.36,20.0,0.55,10.0,0.61,22.0,0.62,20.0,0.63,10.0,0.64,10.0,0.11,0.11,0.094511,1776166516000
1776166518.083,18.083,0.45,10.0,0.39,22.0,0.38,20.0,0.37,10.0,0.36,10.0,0.56,10.0,0.6,12.0,0.61,50.0,0.63,10.0,0.64,20.0,0.44,10.0,0.4,12.0,0.39,50.0,0.37,10.0,0.36,20.0,0.55,10.0,0.61,22.0,0.62,20.0,0.63,10.0,0.64,10.0,0.11,0.11,0.094511,1776166517000
1776166518.997,18.997,0.45,10.0,0.39,22.0,0.38,20.0,0.37,10.0,0.36,10.0,0.56,10.0,0.6,12.0,0.61,50.0,0.63,10.0,0.64,20.0,0.44,10.0,0.4,12.0,0.39,50.0,0.37,10.0,0.36,20.0,0.55,10.0,0.61,22.0,0.62,20.0,0.63,10.0,0.64,10.0,0.11,0.11,0.094509,1776166518000
1776166520.022,20.022,0.45,10.0,0.39,22.0,0.38,20.0,0.37,10.0,0.36,10.0,0.56,10.0,0.6,12.0,0.61,50.0,0.63,10.0,0.64,20.0,0.44,10.0,0.4,12.0,0.39,50.0,0.37,10.0,0.36,20.0,0.55,10.0,0.61,22.0,0.62,20.0,0.63,10.0,0.64,10.0,0.11,0.11,0.094525,1776166519000
