timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,doge_price,doge_oracle_ts
1776160801.42,1.42,0.5,5.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,5.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.09,0.09,0.094511,1776160800000
1776160802.031,2.031,0.5,5.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,5.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.09,0.09,0.094511,1776160801000
1776160803.257,3.257,0.5,5.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,5.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.09,0.09,0.094511,1776160802000
1776160804.48,4.48,0.5,5.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,5.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.09,0.09,0.09451,1776160803000
1776160805.064,5.064,0.5,5.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,5.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.09,0.09,0.094509,1776160804000
1776160806.236,6.236,0.5,5.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,5.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.09,0.09,0.094518,1776160805000
1776160807.454,7.454,0.5,5.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,5.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.09,0.09,0.094535,1776160806000
1776160808.455,8.455,0.5,5.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,5.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.09,0.09,0.094536,1776160807000
1776160809.041,9.041,0.5,5.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,5.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.09,0.09,0.094536,1776160808000
1776160810.076,10.076,0.5,5.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,5.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.09,0.09,0.094542,1776160809000
