timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,doge_price,doge_oracle_ts
1776261000.671,0.671,0.51,5.0,0.41,37.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.49,5.0,0.59,37.0,0.08,0.08,0.093266,1776260999000
1776261001.172,1.172,0.51,5.0,0.41,37.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.49,5.0,0.59,37.0,0.08,0.08,0.093264,1776261000000
1776261002.337,2.337,0.51,5.0,0.41,37.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.49,5.0,0.59,37.0,0.08,0.08,0.093266,1776261001000
1776261002.961,2.961,0.51,5.0,0.41,37.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.49,5.0,0.59,37.0,0.08,0.08,0.093272,1776261002000
1776261003.459,3.459,0.54,5.0,0.53,5.0,0.55,6.0,0.66,5.0,0.41,37.0,0.4,33.0,0.49,5.0,0.59,37.0,0.01,0.08,0.093272,1776261002000
1776261004.018,4.018,0.58,3.69,0.57,5.0,0.64,5.0,0.65,5.0,0.36,5.0,0.35,5.0,0.46,5.0,0.47,5.0,0.06,0.1,0.093272,1776261002000
1776261005.278,5.278,0.58,3.69,0.57,5.0,0.64,5.0,0.65,5.0,0.36,5.0,0.35,5.0,0.42,3.69,0.43,5.0,0.06,0.06,0.093289,1776261004000
1776261006.427,6.427,0.58,3.69,0.57,5.0,0.64,5.0,0.65,5.0,0.36,5.0,0.35,5.0,0.42,3.69,0.43,5.0,0.06,0.06,0.093281,1776261005000
1776261007.122,7.122,0.58,3.69,0.57,5.0,0.64,5.0,0.65,5.0,0.36,5.0,0.35,5.0,0.42,3.69,0.43,5.0,0.06,0.06,0.093278,1776261006000
1776261008.307,8.307,0.58,3.69,0.57,5.0,0.64,5.0,0.65,5.0,0.36,5.0,0.35,5.0,0.42,3.69,0.43,5.0,0.06,0.06,0.093275,1776261007000
1776261009.783,9.783,0.58,3.69,0.57,5.0,0.64,5.0,0.65,5.0,0.36,5.0,0.35,5.0,0.42,3.69,0.43,5.0,0.06,0.06,0.093276,1776261008000
1776261010.335,10.335,0.58,3.69,0.57,5.0,0.64,5.0,0.65,5.0,0.36,5.0,0.35,5.0,0.42,3.69,0.43,5.0,0.06,0.06,0.093276,1776261009000
1776261010.974,10.974,0.58,3.69,0.57,5.0,0.64,5.0,0.65,5.0,0.36,5.0,0.35,5.0,0.42,3.69,0.43,5.0,0.06,0.06,0.093276,1776261010000
1776261019.308,19.308,0.59,5.0,0.58,5.0,0.62,5.0,0.63,5.0,0.36,5.0,0.35,5.0,0.42,3.69,0.43,5.0,0.03,0.06,0.093268,1776261018000
1776261025.126,25.126,0.64,5.0,0.63,5.0,0.66,5.0,0.71,5.0,0.38,5.0,0.37,5.0,0.41,5.0,0.42,5.0,0.02,0.03,0.093285,1776261024000
1776261026.454,26.454,0.64,5.0,0.63,5.0,0.66,5.0,0.68,5.0,0.34,5.0,0.29,5.0,0.36,5.0,0.37,5.0,0.02,0.02,0.093291,1776261025000
1776261027.02,27.02,0.64,5.0,0.63,5.0,0.67,5.0,0.68,5.0,0.34,5.0,0.32,5.0,0.36,5.0,0.37,5.0,0.03,0.02,0.093291,1776261025000
1776261027.403,27.403,0.65,5.0,0.64,5.0,0.68,10.0,0.69,10.0,0.33,5.0,0.32,5.0,0.36,5.0,0.37,5.0,0.03,0.03,0.093309,1776261026000
1776261031.373,31.373,0.65,1.42,0.64,5.0,0.68,5.0,0.69,5.0,0.32,10.0,0.31,10.0,0.35,5.0,0.36,5.0,0.03,0.03,0.093324,1776261030000
1776261033.527,33.527,0.65,5.0,0.64,5.0,0.66,3.0,0.67,10.0,0.32,5.0,0.31,5.0,0.35,1.42,0.36,5.0,0.01,0.03,0.093312,1776261032000
1776261035.125,35.125,0.6,5.0,0.59,5.0,0.62,4.5,0.63,5.0,0.34,3.0,0.33,10.0,0.35,5.0,0.36,5.0,0.02,0.01,0.093305,1776261034000
1776261038.193,38.193,0.64,5.0,0.63,5.0,0.67,10.0,0.68,5.0,0.38,4.5,0.37,5.0,0.4,5.0,0.41,5.0,0.03,0.02,0.093298,1776261037000
1776261038.844,38.844,0.74,5.0,0.73,5.0,0.76,10.0,0.77,10.0,0.33,10.0,0.32,5.0,0.36,5.0,0.37,5.0,0.02,0.03,0.093298,1776261037000
