timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,doge_price,doge_oracle_ts
1776162011.219,11.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093978,1776162010000
1776162011.996,11.996,0.38,5.0,0.37,10.0,0.28,10.0,0.26,29.0,0.25,10.0,0.45,5.0,0.47,9.0,0.48,10.0,0.5,10.0,0.51,60.0,0.55,5.0,0.53,9.0,0.52,10.0,0.5,10.0,0.49,60.0,0.62,5.0,0.63,10.0,0.72,10.0,0.74,29.0,0.75,10.0,0.07,0.07,0.093978,1776162010000
1776162012.311,12.311,0.38,5.0,0.37,10.0,0.28,10.0,0.26,29.0,0.25,10.0,0.45,5.0,0.47,9.0,0.48,10.0,0.5,10.0,0.51,60.0,0.55,5.0,0.53,9.0,0.52,10.0,0.5,10.0,0.49,60.0,0.62,5.0,0.63,10.0,0.72,10.0,0.74,29.0,0.75,10.0,0.07,0.07,0.093978,1776162011000
1776162013.295,13.295,0.38,5.0,0.37,10.0,0.28,10.0,0.26,29.0,0.25,10.0,0.45,5.0,0.47,9.0,0.48,10.0,0.5,10.0,0.51,60.0,0.55,5.0,0.53,9.0,0.52,10.0,0.5,10.0,0.49,60.0,0.62,5.0,0.63,10.0,0.72,10.0,0.74,29.0,0.75,10.0,0.07,0.07,0.093978,1776162012000
1776162014.446,14.446,0.38,5.0,0.37,10.0,0.28,10.0,0.26,29.0,0.25,10.0,0.45,5.0,0.47,9.0,0.48,10.0,0.5,10.0,0.51,60.0,0.55,5.0,0.53,9.0,0.52,10.0,0.5,10.0,0.49,60.0,0.62,5.0,0.63,10.0,0.72,10.0,0.74,29.0,0.75,10.0,0.07,0.07,0.093978,1776162013000
1776162014.927,14.927,0.38,5.0,0.37,10.0,0.28,10.0,0.26,29.0,0.25,10.0,0.45,5.0,0.47,9.0,0.48,10.0,0.5,10.0,0.51,60.0,0.55,5.0,0.53,9.0,0.52,10.0,0.5,10.0,0.49,60.0,0.62,5.0,0.63,10.0,0.72,10.0,0.74,29.0,0.75,10.0,0.07,0.07,0.093978,1776162014000
1776162016.028,16.028,0.38,5.0,0.37,10.0,0.28,10.0,0.26,29.0,0.25,10.0,0.45,5.0,0.47,9.0,0.48,10.0,0.5,10.0,0.51,60.0,0.55,5.0,0.53,9.0,0.52,10.0,0.5,10.0,0.49,60.0,0.62,5.0,0.63,10.0,0.72,10.0,0.74,29.0,0.75,10.0,0.07,0.07,0.093978,1776162015000
1776162017.168,17.168,0.38,5.0,0.37,10.0,0.28,10.0,0.26,29.0,0.25,10.0,0.45,5.0,0.47,9.0,0.48,10.0,0.5,10.0,0.51,60.0,0.55,5.0,0.53,9.0,0.52,10.0,0.5,10.0,0.49,60.0,0.62,5.0,0.63,10.0,0.72,10.0,0.74,29.0,0.75,10.0,0.07,0.07,0.093978,1776162016000
1776162018.138,18.138,0.38,5.0,0.37,10.0,0.28,10.0,0.26,29.0,0.25,10.0,0.45,5.0,0.47,9.0,0.48,10.0,0.5,10.0,0.51,60.0,0.55,5.0,0.53,9.0,0.52,10.0,0.5,10.0,0.49,60.0,0.62,5.0,0.63,10.0,0.72,10.0,0.74,29.0,0.75,10.0,0.07,0.07,0.093984,1776162017000
1776162019.191,19.191,0.38,5.0,0.37,10.0,0.28,10.0,0.26,29.0,0.25,10.0,0.45,5.0,0.47,9.0,0.48,10.0,0.5,10.0,0.51,60.0,0.55,5.0,0.53,9.0,0.52,10.0,0.5,10.0,0.49,60.0,0.62,5.0,0.63,10.0,0.72,10.0,0.74,29.0,0.75,10.0,0.07,0.07,0.093983,1776162018000
1776162019.621,19.621,0.4,10.0,0.38,5.0,0.31,60.0,0.3,26.0,0.29,10.0,0.51,20.0,0.54,10.0,0.55,10.0,0.56,10.0,0.57,10.0,0.55,5.0,0.53,9.0,0.52,10.0,0.5,10.0,0.49,60.0,0.62,5.0,0.63,10.0,0.72,10.0,0.74,29.0,0.75,10.0,0.11,0.07,0.093983,1776162018000
1776162020.097,20.097,0.4,10.0,0.38,5.0,0.31,60.0,0.3,26.0,0.29,10.0,0.51,20.0,0.54,10.0,0.55,10.0,0.56,10.0,0.57,10.0,0.49,20.0,0.46,10.0,0.45,10.0,0.44,10.0,0.43,10.0,0.6,10.0,0.62,5.0,0.69,60.0,0.7,26.0,0.71,10.0,0.11,0.11,0.093983,1776162019000
1776162021.003,21.003,0.4,10.0,0.38,5.0,0.31,60.0,0.3,26.0,0.29,10.0,0.51,20.0,0.54,10.0,0.55,10.0,0.56,10.0,0.57,10.0,0.49,20.0,0.46,10.0,0.45,10.0,0.44,10.0,0.43,10.0,0.6,10.0,0.62,5.0,0.69,60.0,0.7,26.0,0.71,10.0,0.11,0.11,0.093983,1776162020000
1776162022.018,22.018,0.4,10.0,0.38,5.0,0.31,60.0,0.3,26.0,0.29,10.0,0.51,20.0,0.54,10.0,0.55,10.0,0.56,10.0,0.57,10.0,0.49,20.0,0.46,10.0,0.45,10.0,0.44,10.0,0.43,10.0,0.6,10.0,0.62,5.0,0.69,60.0,0.7,26.0,0.71,10.0,0.11,0.11,0.093987,1776162021000
1776162022.996,22.996,0.4,10.0,0.38,5.0,0.31,60.0,0.3,26.0,0.29,10.0,0.51,20.0,0.54,10.0,0.55,10.0,0.56,10.0,0.57,10.0,0.49,20.0,0.46,10.0,0.45,10.0,0.44,10.0,0.43,10.0,0.6,10.0,0.62,5.0,0.69,60.0,0.7,26.0,0.71,10.0,0.11,0.11,0.093987,1776162022000
1776162023.886,23.886,0.4,10.0,0.38,5.0,0.31,60.0,0.3,26.0,0.29,10.0,0.51,20.0,0.54,10.0,0.55,10.0,0.56,10.0,0.57,10.0,0.49,20.0,0.46,10.0,0.45,10.0,0.44,10.0,0.43,10.0,0.6,10.0,0.62,5.0,0.69,60.0,0.7,26.0,0.71,10.0,0.11,0.11,0.093985,1776162023000
1776162024.889,24.889,0.4,10.0,0.38,5.0,0.31,60.0,0.3,26.0,0.29,10.0,0.51,20.0,0.54,10.0,0.55,10.0,0.56,10.0,0.57,10.0,0.49,20.0,0.46,10.0,0.45,10.0,0.44,10.0,0.43,10.0,0.6,10.0,0.62,5.0,0.69,60.0,0.7,26.0,0.71,10.0,0.11,0.11,0.093978,1776162024000
1776162026.344,26.344,0.4,10.0,0.38,5.0,0.31,60.0,0.3,26.0,0.29,10.0,0.51,20.0,0.54,10.0,0.55,10.0,0.56,10.0,0.57,10.0,0.49,20.0,0.46,10.0,0.45,10.0,0.44,10.0,0.43,10.0,0.6,10.0,0.62,5.0,0.69,60.0,0.7,26.0,0.71,10.0,0.11,0.11,0.093975,1776162025000
1776162027.313,27.313,0.28,5.0,0.27,5.0,0.22,15.0,0.19,26.0,0.14,10.0,0.39,10.0,0.41,65.1,0.42,18.0,0.49,10.0,0.51,50.0,0.61,10.0,0.59,65.1,0.58,18.0,0.51,10.0,0.49,50.0,0.72,5.0,0.73,5.0,0.78,15.0,0.81,26.0,0.86,10.0,0.11,0.11,0.093975,1776162026000
1776162028.412,28.412,0.28,5.0,0.27,5.0,0.22,15.0,0.19,26.0,0.14,10.0,0.39,10.0,0.41,65.1,0.42,18.0,0.49,10.0,0.51,50.0,0.61,10.0,0.59,65.1,0.58,18.0,0.51,10.0,0.49,50.0,0.72,5.0,0.73,5.0,0.78,15.0,0.81,26.0,0.86,10.0,0.11,0.11,0.093965,1776162027000
1776162028.899,28.899,0.28,5.0,0.27,5.0,0.22,15.0,0.19,26.0,0.14,10.0,0.39,10.0,0.41,65.1,0.42,18.0,0.49,10.0,0.51,50.0,0.61,10.0,0.59,65.1,0.58,18.0,0.51,10.0,0.49,50.0,0.72,5.0,0.73,5.0,0.78,15.0,0.81,26.0,0.86,10.0,0.11,0.11,0.093965,1776162028000
1776162029.945,29.945,0.28,5.0,0.27,5.0,0.22,15.0,0.19,26.0,0.14,10.0,0.39,10.0,0.41,65.1,0.42,18.0,0.49,10.0,0.51,50.0,0.61,10.0,0.59,65.1,0.58,18.0,0.51,10.0,0.49,50.0,0.72,5.0,0.73,5.0,0.78,15.0,0.81,26.0,0.86,10.0,0.11,0.11,0.093966,1776162029000
1776162031.363,31.363,0.28,5.0,0.27,5.0,0.22,15.0,0.19,26.0,0.14,10.0,0.39,10.0,0.41,65.1,0.42,18.0,0.49,10.0,0.51,50.0,0.61,10.0,0.59,65.1,0.58,18.0,0.51,10.0,0.49,50.0,0.72,5.0,0.73,5.0,0.78,15.0,0.81,26.0,0.86,10.0,0.11,0.11,0.093965,1776162030000
1776162032.741,32.741,0.28,5.0,0.27,5.0,0.22,15.0,0.19,26.0,0.14,10.0,0.39,10.0,0.41,65.1,0.42,18.0,0.49,10.0,0.51,50.0,0.61,10.0,0.59,65.1,0.58,18.0,0.51,10.0,0.49,50.0,0.72,5.0,0.73,5.0,0.78,15.0,0.81,26.0,0.86,10.0,0.11,0.11,0.093964,1776162031000
