timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,doge_price,doge_oracle_ts
1776284704.382,4.382,0.45,18.0,0.41,50.0,0.52,10.0,0.53,5.0,0.45,10.0,0.41,37.0,0.49,5.0,0.55,10.0,0.07,0.04,0.095483,1776284702000
1776284708.816,8.816,0.45,24.67,0.39,5.0,0.46,7.82,0.47,5.0,0.48,10.0,0.47,5.0,0.55,18.0,0.59,50.0,0.01,0.07,0.09544,1776284707000
1776284712.986,12.986,0.45,24.67,0.39,5.0,0.47,2.01,0.48,15.0,0.53,2.01,0.52,10.0,0.55,24.67,0.61,5.0,0.02,0.02,0.095443,1776284711000
1776284713.423,13.423,0.39,10.0,0.38,5.0,0.46,5.0,0.47,2.01,0.53,2.01,0.52,15.0,0.55,24.67,0.61,5.0,0.07,0.02,0.095441,1776284712000
1776284717.686,17.686,0.31,5.0,0.3,5.0,0.34,5.0,0.35,5.0,0.54,5.0,0.53,2.01,0.61,10.0,0.62,5.0,0.03,0.07,0.095433,1776284716000
1776284720.235,20.235,0.33,15.0,0.32,5.0,0.36,5.0,0.37,5.0,0.64,5.0,0.63,5.0,0.68,5.0,0.69,5.0,0.03,0.04,0.095433,1776284718000
1776284721.2,21.2,0.34,2.92,0.33,15.0,0.35,5.0,0.36,5.0,0.64,5.0,0.63,5.0,0.67,15.0,0.68,5.0,0.01,0.03,0.095423,1776284720000
1776284729.225,29.225,0.36,5.0,0.35,5.0,0.38,5.0,0.39,5.0,0.65,5.0,0.64,5.0,0.66,2.92,0.67,15.0,0.02,0.01,0.095414,1776284728000
1776284735.536,35.536,0.35,10.0,0.34,10.0,0.37,5.0,0.38,5.0,0.62,5.0,0.61,5.0,0.64,5.0,0.65,5.0,0.02,0.02,0.095417,1776284734000
1776284739.669,39.669,0.26,5.0,0.25,5.0,0.29,5.0,0.3,5.0,0.63,5.0,0.62,5.0,0.65,10.0,0.66,10.0,0.03,0.02,0.095442,1776284738000
1776284744.11,44.11,0.18,22.6,0.17,23.39,0.21,5.0,0.22,5.0,0.7,5.0,0.69,5.0,0.74,5.0,0.75,5.0,0.03,0.04,0.095406,1776284742000
1776284745.264,45.264,0.19,5.0,0.18,5.0,0.21,5.0,0.22,5.0,0.79,5.0,0.78,5.0,0.82,22.6,0.83,23.39,0.02,0.03,0.09539,1776284744000
1776284745.599,45.599,0.16,24.3,0.15,25.39,0.18,5.0,0.19,5.0,0.79,5.0,0.78,5.0,0.81,5.0,0.82,5.0,0.02,0.02,0.09539,1776284744000
1776284747.515,47.515,0.18,5.0,0.17,5.0,0.2,5.0,0.21,5.0,0.82,5.0,0.81,5.0,0.84,24.3,0.85,25.39,0.02,0.02,0.095381,1776284745000
1776284749.081,49.081,0.17,17.18,0.16,19.3,0.18,5.0,0.19,5.0,0.8,5.0,0.79,5.0,0.82,5.0,0.83,5.0,0.01,0.02,0.095361,1776284748000
1776284755.841,55.841,0.13,26.85,0.12,29.6,0.14,5.0,0.15,5.0,0.82,5.0,0.81,5.0,0.83,17.18,0.84,19.3,0.01,0.01,0.09534,1776284754000
1776284761.168,61.168,0.16,3.7,0.15,5.0,0.17,5.0,0.18,5.0,0.86,5.0,0.85,5.0,0.87,26.85,0.88,29.6,0.01,0.01,0.095344,1776284759000
1776284762.925,62.925,0.14,14.48,0.13,28.0,0.16,5.0,0.17,15.0,0.83,5.0,0.82,5.0,0.84,3.7,0.85,5.0,0.02,0.01,0.09535,1776284761000
1776284786.526,86.526,0.16,24.3,0.15,25.39,0.22,5.0,0.23,5.0,0.84,5.0,0.83,15.0,0.86,14.48,0.87,28.0,0.06,0.02,0.095385,1776284785000
1776284817.385,117.385,0.14,10.47,0.13,28.0,0.15,5.0,0.16,5.0,0.78,5.0,0.77,5.0,0.84,24.3,0.85,25.39,0.01,0.06,0.095373,1776284816000
1776284841.368,141.368,0.3,2.0,0.29,5.0,0.32,10.0,0.33,5.0,0.85,5.0,0.84,5.0,0.86,10.47,0.87,28.0,0.02,0.01,0.095405,1776284840000
1776284844.455,144.455,0.28,5.0,0.27,5.0,0.3,5.0,0.31,5.0,0.68,10.0,0.67,5.0,0.7,2.0,0.71,5.0,0.02,0.02,0.095444,1776284843000
1776284845.298,145.298,0.28,5.0,0.27,5.0,0.31,2.11,0.32,10.0,0.7,5.0,0.69,5.0,0.72,5.0,0.73,5.0,0.03,0.02,0.095444,1776284844000
1776284846.788,146.788,0.31,3.0,0.3,5.0,0.32,10.0,0.33,5.0,0.69,2.11,0.68,10.0,0.72,5.0,0.73,5.0,0.01,0.03,0.095443,1776284845000
1776284850.355,150.355,0.31,12.2,0.3,12.4,0.33,5.0,0.34,5.0,0.68,10.0,0.67,5.0,0.69,3.0,0.7,5.0,0.02,0.01,0.09545,1776284849000
1776284854.741,154.741,0.31,3.55,0.23,14.7,0.32,5.0,0.33,5.0,0.67,5.0,0.66,5.0,0.69,12.2,0.7,12.4,0.01,0.02,0.095442,1776284852000
1776284861.018,161.018,0.51,55.0,0.5,5.0,0.52,0.07,0.55,10.0,0.68,5.0,0.67,5.0,0.69,3.55,0.77,14.7,0.01,0.01,0.095436,1776284859000
1776284861.587,161.587,0.6,5.0,0.59,5.0,0.62,5.0,0.63,10.0,0.29,49.42,0.24,14.3,0.49,5.0,0.5,5.0,0.02,0.2,0.095436,1776284860000
1776284862.012,162.012,0.54,5.0,0.4,5.0,0.56,4.6,0.57,5.0,0.38,5.0,0.37,10.0,0.4,5.0,0.41,5.0,0.02,0.02,0.095436,1776284860000
1776284862.336,162.336,0.36,5.0,0.35,5.0,0.56,4.6,0.57,5.0,0.44,4.6,0.43,5.0,0.46,5.0,0.6,5.0,0.2,0.02,0.095436,1776284860000
1776284863.159,163.159,0.41,5.0,0.4,5.0,0.43,5.0,0.44,5.0,0.44,4.6,0.43,5.0,0.64,5.0,0.65,5.0,0.02,0.2,0.095493,1776284862000
1776284863.835,163.835,0.41,5.0,0.4,5.0,0.44,4.54,0.45,5.0,0.57,5.0,0.56,5.0,0.59,5.0,0.6,5.0,0.03,0.02,0.095493,1776284862000
1776284865.537,165.537,0.53,5.0,0.52,5.0,0.55,3.18,0.56,5.0,0.56,4.54,0.55,5.0,0.6,5.0,0.61,5.0,0.02,0.04,0.095485,1776284864000
1776284866.354,166.354,0.61,5.0,0.6,5.0,0.63,5.0,0.64,5.0,0.45,3.18,0.44,5.0,0.47,5.0,0.48,5.0,0.02,0.02,0.095485,1776284865000
1776284866.848,166.848,0.62,5.0,0.61,5.0,0.63,6.58,0.64,15.0,0.37,5.0,0.36,5.0,0.39,5.0,0.4,5.0,0.01,0.02,0.095485,1776284865000
1776284868.592,168.592,0.62,5.0,0.61,5.0,0.63,1.58,0.66,5.0,0.37,6.58,0.36,15.0,0.38,5.0,0.39,5.0,0.01,0.01,0.095488,1776284866000
1776284870.1,170.1,0.61,4.74,0.6,5.0,0.63,1.58,0.66,5.0,0.37,1.58,0.34,5.0,0.38,5.0,0.39,5.0,0.02,0.01,0.095502,1776284868000
1776284870.599,170.599,0.62,5.0,0.61,4.74,0.66,1.58,0.68,5.0,0.37,1.58,0.34,5.0,0.39,4.74,0.4,5.0,0.04,0.02,0.095512,1776284869000
1776284871.087,171.087,0.66,5.0,0.65,5.0,0.68,5.0,0.69,5.0,0.34,1.58,0.32,5.0,0.38,5.0,0.39,4.74,0.02,0.04,0.095512,1776284869000
1776284872.336,172.336,0.63,5.0,0.62,5.0,0.65,5.0,0.66,5.0,0.32,5.0,0.31,5.0,0.34,5.0,0.35,5.0,0.02,0.02,0.095512,1776284871000
1776284881.172,181.172,0.69,5.0,0.68,5.0,0.71,49.42,0.72,17.9,0.35,5.0,0.34,5.0,0.37,5.0,0.38,5.0,0.02,0.02,0.095502,1776284879000
1776284882.054,182.054,0.76,5.0,0.75,5.0,0.78,15.2,0.79,15.7,0.29,49.42,0.28,17.9,0.31,5.0,0.32,5.0,0.02,0.02,0.095509,1776284880000
1776284882.348,182.348,0.77,3.25,0.76,5.0,0.78,15.2,0.79,15.7,0.22,15.2,0.21,15.7,0.25,5.0,0.26,5.0,0.01,0.03,0.095509,1776284881000
1776284882.578,182.578,0.76,3.25,0.75,5.0,0.78,15.2,0.79,15.7,0.22,15.2,0.21,15.7,0.23,3.25,0.24,5.0,0.02,0.01,0.095509,1776284881000
1776284883.865,183.865,0.76,3.25,0.75,5.0,0.81,66.89,0.82,17.6,0.22,15.2,0.21,15.7,0.24,3.25,0.25,5.0,0.05,0.02,0.095524,1776284882000
1776284884.202,184.202,0.8,5.0,0.79,5.0,0.82,17.6,0.83,18.39,0.19,66.89,0.18,17.6,0.24,3.25,0.25,5.0,0.02,0.05,0.095524,1776284882000
1776284890.429,190.429,0.79,4.62,0.78,5.0,0.82,17.6,0.83,23.39,0.18,17.6,0.17,18.39,0.2,5.0,0.21,5.0,0.03,0.02,0.095536,1776284889000
1776284896.167,196.167,0.8,5.0,0.79,5.0,0.81,3.35,0.82,22.6,0.18,17.6,0.17,23.39,0.21,4.62,0.22,5.0,0.01,0.03,0.095533,1776284895000
1776284896.473,196.473,0.81,5.0,0.8,5.0,0.82,16.38,0.83,23.39,0.19,3.35,0.18,22.6,0.2,5.0,0.21,5.0,0.01,0.01,0.095533,1776284895000
1776284906.924,206.924,0.61,3.79,0.6,5.0,0.62,5.0,0.63,5.0,0.18,16.38,0.17,23.39,0.19,5.0,0.2,5.0,0.01,0.01,0.095524,1776284905000
1776284907.655,207.655,0.58,2.58,0.57,5.0,0.61,5.0,0.62,5.0,0.38,5.0,0.37,5.0,0.39,3.79,0.4,5.0,0.03,0.01,0.095523,1776284906000
