timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,eth_price,eth_oracle_ts
1776252300.762,0.762,0.47,3.0,0.46,70.0,0.49,10.0,0.5,4.0,0.51,5.0,0.5,4.0,0.53,5.0,0.54,100.0,0.02,0.02,2326.344098,1776252299000
1776252301.023,1.023,0.46,55.0,0.43,70.0,0.49,4.47,0.5,4.0,0.51,4.47,0.5,4.0,0.54,55.0,0.57,70.0,0.03,0.03,2326.32085,1776252300000
1776252301.551,1.551,0.48,18.0,0.47,18.0,0.49,4.47,0.5,4.0,0.51,4.47,0.5,4.0,0.54,55.0,0.57,70.0,0.01,0.03,2326.32085,1776252300000
1776252302.033,2.033,0.48,18.0,0.47,18.0,0.49,4.47,0.5,4.0,0.51,4.47,0.5,4.0,0.52,18.0,0.53,18.0,0.01,0.01,2326.458729,1776252301000
1776252303.095,3.095,0.48,18.0,0.47,18.0,0.49,4.47,0.5,4.0,0.51,4.47,0.5,4.0,0.52,18.0,0.53,18.0,0.01,0.01,2326.459869,1776252302000
1776252304.137,4.137,0.48,38.0,0.47,33.0,0.49,2.42,0.51,10.0,0.51,2.42,0.49,10.0,0.52,38.0,0.53,33.0,0.01,0.01,2326.485469,1776252303000
1776252304.822,4.822,0.48,48.0,0.47,38.0,0.53,96.0,0.54,102.0,0.51,2.42,0.49,10.0,0.52,38.0,0.53,33.0,0.05,0.01,2326.485469,1776252303000
1776252305.163,5.163,0.48,48.0,0.47,38.0,0.53,96.0,0.54,102.0,0.47,96.0,0.46,102.0,0.52,48.0,0.53,38.0,0.05,0.05,2326.438383,1776252304000
1776252305.464,5.464,0.51,25.0,0.5,94.8,0.52,8.0,0.53,106.0,0.47,96.0,0.46,102.0,0.52,48.0,0.53,38.0,0.01,0.05,2326.438383,1776252304000
1776252306.098,6.098,0.51,72.44,0.5,89.8,0.52,57.88,0.53,156.0,0.48,10.0,0.47,106.0,0.49,72.44,0.5,89.8,0.01,0.01,2326.438383,1776252304000
1776252307.757,7.757,0.51,72.44,0.5,89.8,0.52,57.88,0.53,156.0,0.48,57.88,0.47,156.0,0.49,72.44,0.5,89.8,0.01,0.01,2326.4136,1776252306000
1776252308.232,8.232,0.51,72.44,0.5,89.8,0.52,57.88,0.53,156.0,0.48,57.88,0.47,156.0,0.49,72.44,0.5,89.8,0.01,0.01,2326.4136,1776252307000
1776252309.286,9.286,0.51,72.44,0.5,89.8,0.52,57.88,0.53,156.0,0.48,57.88,0.47,156.0,0.49,72.44,0.5,89.8,0.01,0.01,2326.42105,1776252308000
1776252309.504,9.504,0.5,119.8,0.49,84.0,0.51,12.15,0.52,75.0,0.49,12.15,0.48,75.0,0.5,134.8,0.51,84.0,0.01,0.01,2326.42105,1776252308000
1776252309.984,9.984,0.5,29.8,0.49,5.0,0.51,90.18,0.52,151.0,0.49,10.18,0.48,75.0,0.5,119.8,0.51,84.0,0.01,0.01,2326.42105,1776252308000
1776252310.267,10.267,0.48,55.0,0.47,60.0,0.49,5.0,0.5,25.0,0.51,5.0,0.5,25.0,0.52,55.0,0.53,60.0,0.01,0.01,2326.458365,1776252309000
1776252311.001,11.001,0.47,88.61,0.46,75.0,0.48,15.0,0.49,86.0,0.52,5.0,0.51,30.0,0.53,60.0,0.54,75.0,0.01,0.01,2326.458365,1776252309000
1776252311.237,11.237,0.47,88.61,0.46,75.0,0.48,15.0,0.49,86.0,0.52,15.0,0.51,86.0,0.53,88.61,0.54,75.0,0.01,0.01,2326.39825,1776252310000
1776252311.604,11.604,0.45,55.0,0.44,55.0,0.48,106.0,0.49,179.5,0.52,15.0,0.51,86.0,0.53,88.61,0.54,75.0,0.03,0.01,2326.39825,1776252310000
1776252311.97,11.97,0.43,59.02,0.42,65.0,0.44,20.0,0.45,110.0,0.52,106.0,0.51,179.5,0.55,55.0,0.56,55.0,0.01,0.03,2326.39825,1776252310000
1776252312.173,12.173,0.43,62.26,0.42,65.0,0.44,25.0,0.45,110.0,0.56,20.0,0.55,110.0,0.57,59.02,0.58,65.0,0.01,0.01,2326.39825,1776252310000
1776252312.921,12.921,0.41,47.84,0.4,70.5,0.42,73.0,0.43,63.5,0.56,25.0,0.55,110.0,0.57,62.26,0.58,65.0,0.01,0.01,2326.25864,1776252311000
1776252313.363,13.363,0.41,44.73,0.4,60.0,0.42,123.0,0.43,113.5,0.58,73.0,0.57,63.5,0.59,47.84,0.6,70.5,0.01,0.01,2326.25864,1776252311000
