timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,eth_price,eth_oracle_ts
1776168900.904,0.904,0.51,10.05,0.5,110.05,0.48,30.0,0.46,100.0,0.45,5.0,0.54,105.2,0.55,5.0,0.6,13.0,0.61,8.0,0.62,8.0,0.46,105.2,0.45,5.0,0.4,13.0,0.39,8.0,0.38,8.0,0.49,10.05,0.5,110.05,0.52,30.0,0.54,100.0,0.55,5.0,0.03,0.03,2370.235275,1776168899000
1776168901.592,1.592,0.51,10.05,0.5,110.05,0.48,30.0,0.46,100.0,0.45,5.0,0.54,105.2,0.55,5.0,0.6,13.0,0.61,8.0,0.62,8.0,0.46,105.2,0.45,5.0,0.4,13.0,0.39,8.0,0.38,8.0,0.49,10.05,0.5,110.05,0.52,30.0,0.54,100.0,0.55,5.0,0.03,0.03,2370.220453,1776168900000
1776168901.939,1.939,0.55,5.0,0.54,10.0,0.51,84.0,0.5,141.0,0.49,75.0,0.57,9.0,0.58,32.0,0.59,75.0,0.6,75.0,0.61,82.0,0.46,105.2,0.45,5.0,0.4,13.0,0.39,8.0,0.38,8.0,0.49,10.05,0.5,110.05,0.52,30.0,0.54,100.0,0.55,5.0,0.02,0.03,2370.220453,1776168900000
1776168902.294,2.294,0.55,5.0,0.54,10.0,0.53,15.0,0.52,25.0,0.51,10.0,0.58,25.0,0.59,101.0,0.6,75.0,0.61,70.0,0.62,5.0,0.43,9.0,0.42,32.0,0.41,75.0,0.4,75.0,0.39,82.0,0.45,5.0,0.46,10.0,0.49,84.0,0.5,141.0,0.51,75.0,0.03,0.02,2370.220453,1776168900000
1776168902.952,2.952,0.55,5.0,0.54,10.0,0.53,15.0,0.52,25.0,0.51,10.0,0.58,25.0,0.59,101.0,0.6,75.0,0.61,70.0,0.62,5.0,0.42,25.0,0.41,101.0,0.4,75.0,0.39,70.0,0.38,5.0,0.45,5.0,0.46,10.0,0.47,15.0,0.48,25.0,0.49,10.0,0.03,0.03,2370.236705,1776168901000
1776168903.241,3.241,0.55,14.5,0.54,10.0,0.53,30.0,0.52,40.0,0.51,70.0,0.56,15.0,0.57,31.0,0.58,35.0,0.59,85.0,0.6,85.0,0.42,25.0,0.41,101.0,0.4,75.0,0.39,70.0,0.38,5.0,0.45,5.0,0.46,10.0,0.47,15.0,0.48,25.0,0.49,10.0,0.01,0.03,2370.236705,1776168901000
1776168903.68,3.68,0.54,15.0,0.53,30.0,0.52,40.0,0.51,87.71,0.5,120.0,0.56,15.5,0.57,30.0,0.58,35.0,0.59,85.0,0.6,85.0,0.45,0.5,0.44,20.0,0.43,20.0,0.42,35.0,0.41,112.0,0.46,20.0,0.47,30.0,0.48,40.0,0.49,87.71,0.5,120.0,0.02,0.01,2370.236705,1776168901000
1776168903.881,3.881,0.54,15.0,0.53,30.0,0.52,40.0,0.51,87.71,0.5,120.0,0.56,15.5,0.57,30.0,0.58,35.0,0.59,85.0,0.6,85.0,0.44,15.5,0.43,30.0,0.42,35.0,0.41,85.0,0.4,85.0,0.46,15.0,0.47,30.0,0.48,40.0,0.49,87.71,0.5,120.0,0.02,0.02,2370.274935,1776168902000
1776168904.281,4.281,0.54,15.0,0.53,30.0,0.52,40.0,0.51,87.71,0.5,120.0,0.56,15.5,0.57,30.0,0.58,35.0,0.59,85.0,0.6,85.0,0.44,15.5,0.43,30.0,0.42,35.0,0.41,85.0,0.4,85.0,0.46,15.0,0.47,30.0,0.48,40.0,0.49,87.71,0.5,120.0,0.02,0.02,2370.47725,1776168903000
1776168904.969,4.969,0.54,35.0,0.53,40.0,0.52,40.0,0.51,92.71,0.5,120.0,0.56,11.92,0.57,42.71,0.58,35.0,0.59,85.0,0.6,85.0,0.44,18.71,0.43,38.71,0.42,35.0,0.41,85.0,0.4,85.0,0.46,15.0,0.47,35.0,0.48,40.0,0.49,92.71,0.5,120.0,0.02,0.02,2370.47725,1776168903000
1776168905.589,5.589,0.55,30.09,0.54,30.0,0.53,35.0,0.52,40.0,0.51,92.71,0.56,6.89,0.57,42.71,0.58,40.0,0.59,85.0,0.6,85.0,0.44,11.92,0.43,42.71,0.42,35.0,0.41,85.0,0.4,85.0,0.46,35.0,0.47,40.0,0.48,40.0,0.49,92.71,0.5,120.0,0.01,0.02,2370.47725,1776168903000
1776168906.092,6.092,0.55,18.57,0.54,30.0,0.53,30.0,0.52,45.0,0.51,92.71,0.56,16.89,0.57,42.71,0.58,50.0,0.59,90.0,0.6,90.0,0.44,6.89,0.43,42.71,0.42,40.0,0.41,85.0,0.4,85.0,0.45,30.09,0.46,30.0,0.47,35.0,0.48,40.0,0.49,92.71,0.01,0.01,2370.47725,1776168903000
1776168907.639,7.639,0.55,18.57,0.54,30.0,0.53,30.0,0.52,45.0,0.51,92.71,0.56,11.63,0.57,42.71,0.58,50.0,0.59,90.0,0.6,90.0,0.44,11.63,0.43,42.71,0.42,50.0,0.41,90.0,0.4,90.0,0.45,18.57,0.46,30.0,0.47,30.0,0.48,45.0,0.49,92.71,0.01,0.01,2370.409465,1776168905000
1776168907.909,7.909,0.55,18.57,0.54,30.0,0.53,30.0,0.52,45.0,0.51,92.71,0.56,11.63,0.57,42.71,0.58,50.0,0.59,90.0,0.6,90.0,0.44,11.63,0.43,42.71,0.42,50.0,0.41,90.0,0.4,90.0,0.45,18.57,0.46,30.0,0.47,30.0,0.48,45.0,0.49,92.71,0.01,0.01,2370.404455,1776168906000
1776168908.447,8.447,0.55,18.57,0.54,30.0,0.53,30.0,0.52,45.0,0.51,92.71,0.56,11.63,0.57,42.71,0.58,50.0,0.59,90.0,0.6,90.0,0.44,11.63,0.43,42.71,0.42,50.0,0.41,90.0,0.4,90.0,0.45,18.57,0.46,30.0,0.47,30.0,0.48,45.0,0.49,92.71,0.01,0.01,2370.43618,1776168907000
1776168908.69,8.69,0.55,38.75,0.54,56.0,0.53,61.5,0.52,15.0,0.51,82.71,0.56,10.34,0.57,22.71,0.58,35.0,0.59,127.0,0.6,117.0,0.44,11.63,0.43,42.71,0.42,50.0,0.41,90.0,0.4,90.0,0.45,18.57,0.46,30.0,0.47,30.0,0.48,45.0,0.49,92.71,0.01,0.01,2370.43618,1776168907000
1776168909.285,9.285,0.55,38.75,0.54,56.0,0.53,61.5,0.52,15.0,0.51,82.71,0.56,10.34,0.57,22.71,0.58,35.0,0.59,127.0,0.6,117.0,0.44,10.34,0.43,22.71,0.42,35.0,0.41,127.0,0.4,117.0,0.45,38.75,0.46,56.0,0.47,61.5,0.48,15.0,0.49,82.71,0.01,0.01,2370.461055,1776168908000
1776168909.51,9.51,0.55,10.27,0.54,20.0,0.53,51.0,0.52,51.5,0.51,92.71,0.56,30.34,0.57,46.71,0.58,61.0,0.59,90.0,0.6,100.0,0.44,10.34,0.43,22.71,0.42,35.0,0.41,127.0,0.4,117.0,0.45,38.75,0.46,56.0,0.47,61.5,0.48,15.0,0.49,82.71,0.01,0.01,2370.461055,1776168908000
1776168909.975,9.975,0.53,49.13,0.52,41.0,0.51,92.71,0.5,120.0,0.49,85.0,0.56,58.55,0.57,46.71,0.58,86.0,0.59,15.0,0.6,145.0,0.44,68.55,0.43,46.71,0.42,86.0,0.41,90.0,0.4,150.0,0.45,0.27,0.46,10.0,0.47,51.0,0.48,51.5,0.49,92.71,0.03,0.01,2370.461055,1776168908000
1776168910.704,10.704,0.52,2.11,0.51,92.71,0.5,120.0,0.49,85.0,0.48,140.0,0.56,58.55,0.57,46.71,0.58,86.0,0.59,15.0,0.6,145.0,0.44,58.55,0.43,46.71,0.42,86.0,0.41,15.0,0.4,145.0,0.48,2.11,0.49,92.71,0.5,120.0,0.51,85.0,0.52,140.0,0.04,0.04,2370.531782,1776168909000
