timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,eth_price,eth_oracle_ts
1776171911.134,11.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2379.931125,1776171910000
1776171911.361,11.361,0.44,35.5,0.43,98.5,0.42,55.0,0.41,132.12,0.4,15.0,0.45,20.0,0.46,86.88,0.47,40.88,0.48,54.6,0.49,152.58,0.55,20.0,0.54,86.88,0.53,40.88,0.52,54.6,0.51,152.58,0.56,20.5,0.57,93.5,0.58,55.0,0.59,159.12,0.6,15.0,0.01,0.01,2379.931125,1776171910000
1776171911.658,11.658,0.44,35.5,0.43,98.5,0.42,55.0,0.41,132.12,0.4,15.0,0.45,20.0,0.46,86.88,0.47,40.88,0.48,54.6,0.49,152.58,0.56,50.5,0.55,45.5,0.54,23.88,0.53,53.88,0.52,90.6,0.57,10.0,0.58,78.5,0.59,131.12,0.6,47.0,0.61,15.0,0.01,0.01,2379.931125,1776171910000
1776171912.072,12.072,0.42,23.37,0.41,131.12,0.4,105.0,0.39,15.0,0.38,15.0,0.43,42.4,0.44,103.5,0.45,40.5,0.46,23.88,0.47,85.88,0.57,12.44,0.56,45.5,0.55,45.5,0.54,23.88,0.53,85.88,0.58,78.5,0.59,131.12,0.6,47.0,0.61,15.0,0.62,15.0,0.01,0.01,2379.931125,1776171910000
1776171912.324,12.324,0.42,2.54,0.41,131.12,0.4,105.0,0.39,15.0,0.38,15.0,0.43,27.44,0.44,103.5,0.45,40.5,0.46,23.88,0.47,85.88,0.57,27.44,0.56,103.5,0.55,40.5,0.54,23.88,0.53,85.88,0.58,2.54,0.59,131.12,0.6,105.0,0.61,15.0,0.62,15.0,0.01,0.01,2379.91793,1776171911000
1776171912.776,12.776,0.42,2.54,0.41,142.62,0.4,105.0,0.39,48.0,0.38,15.0,0.43,24.88,0.44,103.5,0.45,40.5,0.46,58.88,0.47,78.88,0.57,27.44,0.56,103.5,0.55,40.5,0.54,23.88,0.53,85.88,0.58,2.54,0.59,131.12,0.6,105.0,0.61,15.0,0.62,15.0,0.01,0.01,2379.91793,1776171911000
1776171912.98,12.98,0.42,2.54,0.41,142.62,0.4,105.0,0.39,48.0,0.38,15.0,0.43,24.88,0.44,103.5,0.45,40.5,0.46,58.88,0.47,78.88,0.57,24.88,0.56,103.5,0.55,40.5,0.54,58.88,0.53,78.88,0.58,2.54,0.59,142.62,0.6,105.0,0.61,48.0,0.62,15.0,0.01,0.01,2379.916876,1776171912000
1776171913.345,13.345,0.41,49.12,0.4,10.5,0.39,42.5,0.38,108.0,0.37,15.0,0.42,35.5,0.43,35.5,0.44,70.5,0.45,54.5,0.46,23.88,0.58,22.76,0.57,25.0,0.56,70.5,0.55,69.5,0.54,23.88,0.59,59.12,0.61,42.5,0.62,50.0,0.63,15.0,0.64,78.89,0.01,0.01,2379.916876,1776171912000
1776171913.79,13.79,0.41,24.84,0.4,10.5,0.39,57.5,0.38,108.0,0.37,15.0,0.42,35.0,0.43,40.5,0.44,75.5,0.45,54.5,0.46,23.88,0.58,35.0,0.57,40.5,0.56,75.5,0.55,54.5,0.54,23.88,0.59,29.84,0.6,10.5,0.61,47.5,0.62,108.0,0.63,15.0,0.01,0.01,2379.916876,1776171912000
1776171914.199,14.199,0.41,23.08,0.4,10.5,0.39,57.5,0.38,108.0,0.37,15.0,0.42,108.0,0.43,40.5,0.44,75.5,0.45,54.5,0.46,23.88,0.58,108.0,0.57,40.5,0.56,75.5,0.55,54.5,0.54,23.88,0.59,23.08,0.6,10.5,0.61,57.5,0.62,108.0,0.63,15.0,0.01,0.01,2379.792654,1776171913000
1776171914.456,14.456,0.36,63.53,0.35,112.0,0.34,15.0,0.33,45.0,0.32,30.0,0.37,20.0,0.38,36.0,0.39,83.5,0.4,15.0,0.41,25.5,0.63,15.0,0.62,36.0,0.61,25.5,0.6,10.0,0.59,25.5,0.64,166.82,0.65,107.0,0.66,15.0,0.67,45.0,0.68,30.0,0.01,0.01,2379.792654,1776171913000
1776171914.752,14.752,0.35,83.83,0.34,92.0,0.33,45.0,0.32,30.0,0.31,65.0,0.36,17.77,0.37,25.0,0.38,104.5,0.39,25.5,0.4,15.0,0.63,30.0,0.62,46.5,0.61,25.5,0.6,15.0,0.59,25.5,0.65,100.83,0.66,92.0,0.67,45.0,0.68,25.0,0.69,65.0,0.01,0.02,2379.792654,1776171913000
1776171915.017,15.017,0.35,146.83,0.34,44.0,0.33,45.0,0.32,25.0,0.31,65.0,0.36,15.0,0.37,20.0,0.38,41.5,0.39,83.5,0.4,15.0,0.64,17.77,0.63,25.0,0.62,104.5,0.61,25.5,0.6,15.0,0.65,83.83,0.66,92.0,0.67,45.0,0.68,30.0,0.69,65.0,0.01,0.01,2379.792654,1776171913000
1776171915.304,15.304,0.35,171.83,0.34,44.0,0.33,45.0,0.32,25.0,0.31,65.0,0.36,12.22,0.37,20.0,0.38,99.5,0.39,25.5,0.4,15.0,0.64,15.0,0.63,20.0,0.62,41.5,0.61,83.5,0.6,15.0,0.65,146.83,0.66,44.0,0.67,45.0,0.68,25.0,0.69,65.0,0.01,0.01,2379.792654,1776171913000
1776171915.631,15.631,0.35,87.0,0.34,29.0,0.33,73.5,0.32,55.0,0.31,65.0,0.36,34.21,0.37,30.5,0.38,36.5,0.39,25.5,0.4,15.0,0.64,8.1,0.63,30.5,0.62,99.5,0.61,25.5,0.6,15.0,0.65,170.0,0.66,54.5,0.67,35.0,0.68,25.0,0.69,65.0,0.01,0.01,2379.765226,1776171914000
1776171915.87,15.87,0.35,72.99,0.34,102.5,0.33,25.5,0.32,25.0,0.31,15.0,0.36,24.0,0.37,30.5,0.38,36.5,0.39,25.5,0.4,15.0,0.64,19.0,0.63,30.5,0.62,36.5,0.61,25.5,0.6,15.0,0.65,78.46,0.66,92.0,0.67,15.5,0.68,25.0,0.69,15.0,0.01,0.01,2379.765226,1776171914000
