timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,eth_price,eth_oracle_ts
1776252900.529,0.529,0.45,148.0,0.44,75.0,0.47,61.01,0.48,197.39,0.53,61.01,0.52,197.39,0.55,148.0,0.56,75.0,0.02,0.02,2326.500172,1776252899000
1776252900.937,0.937,0.45,127.0,0.44,70.0,0.47,61.01,0.48,197.39,0.53,61.01,0.52,197.39,0.55,148.0,0.56,75.0,0.02,0.02,2326.500172,1776252899000
1776252901.207,1.207,0.45,122.0,0.44,70.0,0.47,61.01,0.49,10.0,0.53,61.01,0.52,197.39,0.55,127.0,0.56,70.0,0.02,0.02,2326.500172,1776252899000
1776252901.473,1.473,0.45,149.0,0.44,83.0,0.47,60.67,0.49,10.0,0.53,61.01,0.51,10.0,0.55,122.0,0.56,70.0,0.02,0.02,2326.530544,1776252900000
1776252902.434,2.434,0.46,32.0,0.45,140.0,0.47,39.39,0.49,10.0,0.53,60.67,0.51,10.0,0.55,149.0,0.56,83.0,0.01,0.02,2326.494123,1776252901000
1776252903.704,3.704,0.48,10.0,0.47,23.0,0.49,10.0,0.5,20.0,0.53,1.83,0.51,10.0,0.54,27.0,0.55,140.0,0.01,0.01,2326.496044,1776252902000
1776252905.778,5.778,0.48,75.61,0.47,70.0,0.49,25.91,0.5,36.0,0.51,10.0,0.5,20.0,0.52,10.0,0.53,23.0,0.01,0.01,2326.572173,1776252904000
1776252907.184,7.184,0.48,85.61,0.47,80.0,0.49,5.91,0.5,41.0,0.51,25.91,0.5,36.0,0.52,75.61,0.53,70.0,0.01,0.01,2326.576271,1776252905000
1776252907.681,7.681,0.48,99.76,0.47,80.0,0.49,10.91,0.5,36.0,0.51,5.91,0.5,41.0,0.52,85.61,0.53,80.0,0.01,0.01,2326.5185,1776252906000
1776252908.989,8.989,0.48,97.76,0.47,80.0,0.49,16.94,0.5,38.0,0.51,10.91,0.5,36.0,0.52,99.76,0.53,80.0,0.01,0.01,2326.547016,1776252907000
1776252910.012,10.012,0.48,113.53,0.47,80.0,0.49,16.94,0.5,30.0,0.51,16.94,0.5,38.0,0.52,97.76,0.53,80.0,0.01,0.01,2326.539005,1776252908000
1776252918.483,18.483,0.49,80.5,0.48,91.58,0.51,20.0,0.52,93.5,0.51,7.44,0.5,36.0,0.52,129.03,0.53,80.0,0.02,0.01,2326.581775,1776252917000
