timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,eth_price,eth_oracle_ts
1776165300.502,0.502,0.51,15.1,0.5,10.05,0.45,5.0,0.4,13.0,0.39,8.0,0.52,10.1,0.55,5.0,0.6,13.0,0.61,8.0,0.62,8.0,0.48,28.57,0.47,61.0,0.46,241.0,0.45,230.0,0.44,469.0,0.49,15.76,0.5,20.05,0.51,10.0,0.52,90.0,0.53,101.0,0.01,0.01,2374.2728,1776165299000
1776165300.959,0.959,0.51,136.1,0.5,10.05,0.45,5.0,0.4,13.0,0.39,8.0,0.52,5.1,0.55,5.0,0.6,13.0,0.61,8.0,0.62,8.0,0.48,10.1,0.45,5.0,0.4,13.0,0.39,8.0,0.38,8.0,0.49,15.1,0.5,10.05,0.55,5.0,0.6,13.0,0.61,8.0,0.01,0.01,2374.2728,1776165299000
1776165302.09,2.09,0.54,13.9,0.51,136.1,0.5,10.05,0.45,5.0,0.4,13.0,0.55,5.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.45,5.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.46,13.9,0.49,136.1,0.5,10.05,0.55,5.0,0.6,13.0,0.01,0.01,2374.406322,1776165301000
1776165303.578,3.578,0.54,8.9,0.53,20.0,0.52,10.0,0.51,136.0,0.5,43.0,0.55,67.0,0.56,81.0,0.57,15.0,0.58,85.0,0.59,85.0,0.45,5.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.46,13.9,0.49,136.1,0.5,10.05,0.55,5.0,0.6,13.0,0.01,0.01,2374.406322,1776165301000
1776165304.34,4.34,0.54,8.9,0.53,20.0,0.52,10.0,0.51,136.0,0.5,43.0,0.55,67.0,0.56,81.0,0.57,15.0,0.58,85.0,0.59,85.0,0.45,67.0,0.44,81.0,0.43,15.0,0.42,85.0,0.41,85.0,0.46,8.9,0.47,20.0,0.48,10.0,0.49,136.0,0.5,43.0,0.01,0.01,2374.444615,1776165303000
1776165304.677,4.677,0.54,23.9,0.53,25.0,0.52,20.5,0.51,151.0,0.5,43.0,0.55,57.0,0.56,86.0,0.57,15.0,0.58,85.0,0.59,85.0,0.45,62.0,0.44,86.0,0.43,15.0,0.42,85.0,0.41,85.0,0.46,23.9,0.47,25.0,0.48,20.5,0.49,151.0,0.5,43.0,0.01,0.01,2374.444615,1776165303000
1776165304.937,4.937,0.53,22.22,0.52,20.5,0.51,151.0,0.5,43.0,0.49,50.0,0.55,57.0,0.56,86.0,0.57,15.0,0.58,85.0,0.59,85.0,0.45,57.0,0.44,86.0,0.43,15.0,0.42,85.0,0.41,85.0,0.47,22.22,0.48,20.5,0.49,151.0,0.5,43.0,0.51,50.0,0.02,0.02,2374.44144,1776165304000
1776165305.158,5.158,0.54,10.0,0.53,22.22,0.52,25.5,0.51,156.0,0.5,38.0,0.55,51.81,0.56,86.0,0.57,15.0,0.58,85.0,0.59,85.0,0.45,57.0,0.44,86.0,0.43,15.0,0.42,85.0,0.41,85.0,0.47,22.22,0.48,20.5,0.49,151.0,0.5,43.0,0.51,50.0,0.01,0.02,2374.44144,1776165304000
1776165305.639,5.639,0.54,20.0,0.53,27.22,0.52,35.5,0.51,179.0,0.5,38.0,0.55,2.73,0.56,36.0,0.57,31.0,0.58,75.0,0.59,75.0,0.45,51.81,0.44,86.0,0.43,15.0,0.42,85.0,0.41,85.0,0.46,10.0,0.47,22.22,0.48,25.5,0.49,156.0,0.5,38.0,0.01,0.01,2374.44144,1776165304000
1776165305.863,5.863,0.55,10.0,0.54,15.0,0.53,27.22,0.52,55.5,0.51,179.0,0.56,16.76,0.57,31.0,0.58,75.0,0.59,75.0,0.6,75.0,0.44,23.73,0.43,31.0,0.42,75.0,0.41,75.0,0.4,85.0,0.46,15.0,0.47,22.22,0.48,55.5,0.49,179.0,0.5,15.0,0.01,0.02,2374.44144,1776165304000
