timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,eth_price,eth_oracle_ts
1776204001.299,1.299,,,,,,,,,,,,,,,,,,,2324.55936,1776204000000
1776204001.917,1.917,0.33,310.0,0.31,375.0,0.35,1.35,0.36,11.0,0.52,86.0,0.49,5.0,0.54,6.74,0.55,11.43,0.02,0.02,2324.55936,1776204000000
1776204002.149,2.149,0.33,315.0,0.31,375.0,0.35,1.35,0.36,11.0,0.65,1.35,0.64,11.0,0.67,310.0,0.69,375.0,0.02,0.02,2324.55936,1776204000000
1776204002.364,2.364,0.33,297.86,0.31,375.0,0.35,1.35,0.36,11.0,0.65,1.35,0.64,11.0,0.67,312.86,0.68,13.0,0.02,0.02,2324.55936,1776204000000
1776204002.67,2.67,0.33,271.86,0.31,375.0,0.35,1.35,0.36,11.0,0.65,1.35,0.64,11.0,0.67,271.86,0.69,375.0,0.02,0.02,2324.393104,1776204001000
1776204003.343,3.343,0.33,261.86,0.31,445.0,0.36,2.35,0.42,68.95,0.64,2.35,0.58,68.95,0.67,261.86,0.69,445.0,0.03,0.03,2323.758264,1776204002000
1776204004.001,4.001,0.32,13.89,0.31,450.0,0.33,20.0,0.34,25.0,0.66,30.0,0.65,74.0,0.67,1.76,0.68,5.0,0.01,0.01,2323.758264,1776204002000
1776204004.324,4.324,0.31,438.89,0.3,140.0,0.33,16.72,0.34,20.0,0.67,11.72,0.66,25.0,0.68,13.89,0.69,450.0,0.02,0.01,2323.488005,1776204003000
1776204004.784,4.784,0.31,426.94,0.3,157.0,0.32,10.0,0.33,10.0,0.68,10.0,0.67,10.0,0.69,412.84,0.7,145.0,0.01,0.01,2323.488005,1776204003000
1776204005.192,5.192,0.31,426.94,0.3,157.0,0.32,10.0,0.33,10.0,0.68,10.0,0.67,10.0,0.69,426.94,0.7,157.0,0.01,0.01,2323.230278,1776204004000
1776204005.484,5.484,0.31,87.91,0.3,157.0,0.32,15.0,0.33,15.0,0.68,10.0,0.67,10.0,0.69,426.94,0.7,157.0,0.01,0.01,2323.230278,1776204004000
1776204006.062,6.062,0.32,21.74,0.31,186.41,0.33,15.0,0.34,25.0,0.67,15.0,0.66,25.0,0.68,16.74,0.69,85.73,0.01,0.01,2323.230278,1776204004000
1776204006.769,6.769,0.32,146.74,0.31,205.73,0.33,15.0,0.34,25.0,0.67,15.0,0.66,25.0,0.68,146.74,0.69,205.73,0.01,0.01,2323.286885,1776204005000
1776204007.6,7.6,0.32,36.74,0.31,95.73,0.33,3.93,0.34,25.0,0.67,3.93,0.66,25.0,0.68,36.74,0.69,95.73,0.01,0.01,2323.273135,1776204006000
1776204008.477,8.477,0.32,36.74,0.31,95.73,0.33,3.93,0.34,25.0,0.67,3.93,0.66,25.0,0.68,36.74,0.69,95.73,0.01,0.01,2323.292305,1776204007000
1776204009.699,9.699,0.32,27.42,0.31,79.73,0.33,18.93,0.34,30.0,0.67,23.93,0.66,25.0,0.68,32.42,0.69,95.73,0.01,0.01,2323.292305,1776204007000
1776204010.102,10.102,0.31,56.24,0.3,197.0,0.33,18.93,0.34,30.0,0.67,18.93,0.66,30.0,0.68,27.42,0.69,79.73,0.02,0.01,2323.29339,1776204008000
1776204010.442,10.442,0.31,106.24,0.3,207.0,0.32,17.32,0.33,26.93,0.67,18.93,0.66,30.0,0.69,56.24,0.7,197.0,0.01,0.02,2323.29339,1776204008000
1776204010.719,10.719,0.31,169.24,0.3,207.0,0.33,26.93,0.34,30.0,0.68,17.32,0.67,26.93,0.69,106.24,0.7,207.0,0.02,0.01,2323.295845,1776204009000
1776204011.069,11.069,0.31,169.24,0.3,207.0,0.33,26.93,0.34,30.0,0.67,26.93,0.66,30.0,0.69,169.24,0.7,207.0,0.02,0.02,2323.28596,1776204010000
1776204011.852,11.852,0.31,139.74,0.3,217.5,0.32,20.5,0.33,37.43,0.68,20.5,0.67,37.43,0.69,159.24,0.7,217.5,0.01,0.01,2323.28596,1776204010000
1776204012.356,12.356,0.31,139.74,0.3,217.5,0.32,20.5,0.33,37.43,0.68,20.5,0.67,37.43,0.69,139.74,0.7,217.5,0.01,0.01,2323.290825,1776204011000
1776204013.157,13.157,0.31,134.74,0.3,217.5,0.32,20.5,0.33,37.43,0.68,20.5,0.67,37.43,0.69,134.74,0.7,217.5,0.01,0.01,2323.290825,1776204012000
1776204013.528,13.528,0.31,129.74,0.3,207.5,0.32,10.5,0.33,37.43,0.68,20.5,0.67,37.43,0.69,134.74,0.7,217.5,0.01,0.01,2323.290825,1776204012000
1776204014.496,14.496,0.31,129.74,0.3,207.5,0.32,10.5,0.33,37.43,0.68,10.5,0.67,37.43,0.69,129.74,0.7,207.5,0.01,0.01,2323.275805,1776204013000
1776204014.808,14.808,0.31,129.74,0.3,197.5,0.32,14.83,0.33,29.43,0.68,10.5,0.67,37.43,0.69,129.74,0.7,207.5,0.01,0.01,2323.275805,1776204013000
1776204015.425,15.425,0.31,129.74,0.3,197.5,0.32,4.83,0.33,29.43,0.68,4.83,0.67,29.43,0.69,129.74,0.7,197.5,0.01,0.01,2323.27686,1776204014000
1776204015.711,15.711,0.31,66.74,0.3,264.5,0.32,4.83,0.33,29.43,0.68,14.83,0.67,29.43,0.69,66.74,0.7,264.5,0.01,0.01,2323.27686,1776204014000
1776204016.192,16.192,0.31,66.74,0.3,264.5,0.32,4.83,0.33,29.43,0.68,4.83,0.67,29.43,0.69,66.74,0.7,264.5,0.01,0.01,2323.274525,1776204015000
1776204016.649,16.649,0.31,10.0,0.3,70.0,0.32,77.33,0.33,46.5,0.68,4.83,0.67,29.43,0.69,66.74,0.7,264.5,0.01,0.01,2323.274525,1776204015000
1776204016.9,16.9,0.3,18.37,0.29,20.0,0.31,137.5,0.32,142.33,0.69,81.0,0.68,128.33,0.7,30.37,0.71,20.0,0.01,0.01,2323.274525,1776204015000
1776204017.161,17.161,0.29,30.0,0.27,64.0,0.3,46.83,0.31,99.5,0.69,137.5,0.68,142.33,0.71,20.0,0.73,64.0,0.01,0.02,2323.274525,1776204015000
1776204017.716,17.716,0.29,30.0,0.27,64.0,0.3,46.83,0.31,99.5,0.7,46.83,0.69,99.5,0.71,30.0,0.73,64.0,0.01,0.01,2323.27636,1776204016000
1776204018.092,18.092,0.29,20.0,0.27,58.0,0.3,230.74,0.31,94.5,0.7,46.83,0.69,99.5,0.71,30.0,0.73,64.0,0.01,0.01,2323.27636,1776204016000
1776204018.298,18.298,0.29,20.0,0.27,58.0,0.3,230.74,0.31,94.5,0.7,230.74,0.69,94.5,0.71,20.0,0.73,58.0,0.01,0.01,2323.274866,1776204017000
1776204018.964,18.964,0.29,15.0,0.27,58.0,0.3,248.74,0.31,107.5,0.7,230.74,0.69,94.5,0.71,20.0,0.73,58.0,0.01,0.01,2323.274866,1776204017000
1776204019.19,19.19,0.29,15.0,0.27,58.0,0.3,248.74,0.31,107.5,0.7,248.74,0.69,107.5,0.71,15.0,0.73,58.0,0.01,0.01,2323.1385,1776204018000
1776204019.876,19.876,0.29,15.0,0.28,10.0,0.3,243.74,0.31,107.5,0.7,248.74,0.69,107.5,0.71,15.0,0.73,58.0,0.01,0.01,2323.1385,1776204018000
1776204020.141,20.141,0.29,3.88,0.28,10.0,0.3,243.74,0.31,108.5,0.7,248.74,0.69,102.5,0.71,8.88,0.72,10.0,0.01,0.01,2323.1385,1776204018000
1776204020.444,20.444,0.29,3.88,0.28,10.0,0.3,243.74,0.31,108.5,0.7,243.74,0.69,108.5,0.71,3.88,0.72,10.0,0.01,0.01,2322.962205,1776204019000
1776204020.878,20.878,0.27,58.0,0.26,76.5,0.3,192.74,0.31,166.5,0.7,243.74,0.69,108.5,0.71,3.88,0.72,10.0,0.03,0.01,2322.962205,1776204019000
1776204021.201,21.201,0.27,58.0,0.26,76.5,0.3,192.74,0.31,166.5,0.7,192.74,0.69,166.5,0.73,58.0,0.74,76.5,0.03,0.03,2322.995325,1776204020000
1776204021.5,21.5,0.25,73.74,0.21,45.0,0.26,36.0,0.27,217.5,0.7,192.74,0.69,166.5,0.73,58.0,0.74,76.5,0.01,0.03,2322.995325,1776204020000
1776204021.704,21.704,0.21,53.0,0.2,55.0,0.26,162.5,0.27,272.5,0.74,162.5,0.73,272.5,0.75,8.13,0.79,53.0,0.05,0.01,2322.995325,1776204020000
1776204021.922,21.922,0.21,78.0,0.19,47.0,0.22,21.36,0.23,29.0,0.74,162.5,0.73,272.5,0.79,53.0,0.8,55.0,0.01,0.05,2322.995325,1776204020000
1776204022.395,22.395,0.21,83.0,0.2,25.0,0.22,75.86,0.23,59.5,0.78,21.36,0.77,29.0,0.79,78.0,0.81,47.0,0.01,0.01,2322.995325,1776204020000
1776204022.712,22.712,0.21,83.0,0.2,25.0,0.22,75.86,0.23,59.5,0.78,75.86,0.77,59.5,0.79,83.0,0.8,25.0,0.01,0.01,2322.99628,1776204021000
