timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,eth_price,eth_oracle_ts
1776374100.808,0.808,0.44,70.0,0.43,70.0,0.51,11.96,0.52,51.02,0.49,11.96,0.48,51.02,0.6,5.0,0.61,34.0,0.07,0.11,2351.388818,1776374099000
1776374101.159,1.159,0.48,8.33,0.45,70.0,0.52,49.01,0.53,70.0,0.49,11.96,0.48,51.02,0.56,70.0,0.57,70.0,0.04,0.07,2351.388818,1776374099000
1776374103.7,3.7,0.51,5.0,0.5,17.0,0.52,46.93,0.53,70.0,0.48,49.01,0.47,70.0,0.52,8.33,0.55,70.0,0.01,0.04,2351.332553,1776374102000
1776374103.938,3.938,0.51,33.0,0.5,17.0,0.52,41.93,0.53,70.0,0.48,46.93,0.47,70.0,0.49,5.0,0.5,17.0,0.01,0.01,2351.332553,1776374102000
1776374104.361,4.361,0.51,112.0,0.5,97.0,0.52,38.93,0.58,13.0,0.48,41.93,0.47,70.0,0.49,33.0,0.5,17.0,0.01,0.01,2351.290886,1776374103000
1776374104.79,4.79,0.51,65.0,0.5,27.0,0.52,38.93,0.6,14.0,0.48,38.93,0.42,13.0,0.49,112.0,0.5,97.0,0.01,0.01,2351.290886,1776374103000
1776374105.09,5.09,0.6,5.0,0.59,10.0,0.61,1.75,0.64,14.0,0.39,5.0,0.36,14.0,0.43,40.32,0.49,174.0,0.01,0.04,2351.290886,1776374103000
1776374105.382,5.382,0.6,55.74,0.59,23.0,0.61,23.0,0.65,70.0,0.39,23.0,0.36,12.57,0.4,33.17,0.41,54.0,0.01,0.01,2351.272938,1776374104000
1776374105.595,5.595,0.63,10.0,0.62,10.0,0.65,61.43,0.66,85.0,0.39,23.0,0.35,70.0,0.4,55.74,0.41,23.0,0.02,0.01,2351.272938,1776374104000
1776374105.898,5.898,0.64,5.0,0.63,16.57,0.65,61.43,0.66,85.0,0.35,61.43,0.34,85.0,0.37,10.0,0.38,10.0,0.01,0.02,2351.515214,1776374105000
1776374106.109,6.109,0.63,5.0,0.62,29.57,0.65,61.43,0.66,139.66,0.35,61.43,0.34,85.0,0.36,5.0,0.37,16.57,0.02,0.01,2351.515214,1776374105000
1776374106.672,6.672,0.64,26.0,0.63,11.0,0.65,56.68,0.66,124.66,0.35,61.43,0.34,139.66,0.37,5.0,0.38,29.57,0.01,0.02,2351.515214,1776374105000
1776374108.414,8.414,0.64,25.0,0.63,10.0,0.65,56.68,0.66,129.66,0.35,56.68,0.34,124.66,0.36,26.0,0.37,11.0,0.01,0.01,2352.265187,1776374107000
1776374109.939,9.939,0.64,11.8,0.63,5.0,0.65,91.68,0.66,152.66,0.35,56.68,0.34,129.66,0.36,25.0,0.37,10.0,0.01,0.01,2352.41372,1776374109000
1776374110.271,10.271,0.64,9.02,0.63,15.0,0.65,81.68,0.66,108.0,0.35,91.68,0.34,152.66,0.36,11.8,0.37,5.0,0.01,0.01,2352.41372,1776374109000
1776374111.243,11.243,0.64,8.44,0.63,15.0,0.65,87.56,0.66,108.0,0.35,77.06,0.34,108.0,0.36,9.02,0.37,15.0,0.01,0.01,2352.370058,1776374110000
1776374112.138,12.138,0.57,62.59,0.56,13.0,0.61,30.0,0.62,20.0,0.35,87.56,0.34,108.0,0.36,8.44,0.37,15.0,0.04,0.01,2352.347863,1776374111000
1776374113.969,13.969,0.6,15.0,0.59,15.0,0.61,205.5,0.62,14.0,0.39,30.0,0.38,20.0,0.43,62.59,0.44,13.0,0.01,0.04,2352.304803,1776374112000
1776374114.551,14.551,0.6,40.5,0.59,30.5,0.61,195.5,0.62,5.0,0.39,200.5,0.38,14.0,0.4,31.0,0.41,15.0,0.01,0.01,2352.216302,1776374113000
1776374115.722,15.722,0.59,30.5,0.58,87.5,0.6,6.69,0.61,230.5,0.39,195.5,0.38,5.0,0.4,40.5,0.41,30.5,0.01,0.01,2352.160485,1776374114000
1776374116.35,16.35,0.6,25.5,0.59,25.5,0.61,225.5,0.62,49.5,0.4,6.69,0.39,230.5,0.41,30.5,0.42,87.5,0.01,0.01,2352.160485,1776374114000
1776374116.976,16.976,0.6,30.5,0.59,31.5,0.61,219.5,0.62,54.5,0.39,225.5,0.38,49.5,0.4,25.5,0.41,25.5,0.01,0.01,2352.143158,1776374115000
1776374117.331,17.331,0.6,55.5,0.59,60.5,0.61,133.5,0.63,63.5,0.39,219.5,0.38,54.5,0.4,30.5,0.41,31.5,0.01,0.01,2352.146175,1776374116000
1776374117.703,17.703,0.6,59.5,0.59,36.5,0.61,133.5,0.63,68.5,0.39,133.5,0.37,63.5,0.4,55.5,0.41,60.5,0.01,0.01,2352.146175,1776374116000
