timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,eth_price,eth_oracle_ts
1776214801.355,1.355,,,,,,,,,,,,,,,,,,,2334.465176,1776214800000
1776214801.855,1.855,0.4,13.0,0.38,10.0,0.47,49.0,0.48,133.0,0.53,5.0,0.52,120.0,0.54,62.89,0.59,17.0,0.07,0.01,2334.465176,1776214800000
1776214803.291,3.291,0.4,13.0,0.38,10.0,0.47,49.0,0.48,133.0,0.53,49.0,0.52,133.0,0.6,13.0,0.62,10.0,0.07,0.07,2334.15003,1776214802000
1776214803.704,3.704,0.37,171.66,0.36,80.0,0.39,10.0,0.4,10.0,0.56,5.0,0.55,22.0,0.63,136.66,0.64,80.0,0.02,0.07,2334.15003,1776214802000
1776214803.939,3.939,0.37,171.66,0.36,80.0,0.39,4.0,0.4,10.0,0.61,10.0,0.6,10.0,0.63,171.66,0.64,80.0,0.02,0.02,2334.15003,1776214802000
1776214804.332,4.332,0.37,171.66,0.36,80.0,0.39,4.0,0.4,10.0,0.61,4.0,0.6,10.0,0.63,171.66,0.64,80.0,0.02,0.02,2334.026695,1776214803000
1776214804.978,4.978,0.38,27.77,0.37,136.66,0.39,4.0,0.4,10.0,0.61,4.0,0.6,10.0,0.62,27.77,0.63,136.66,0.01,0.01,2334.026695,1776214804000
1776214805.339,5.339,0.39,36.0,0.38,46.77,0.43,6.69,0.44,10.0,0.6,5.7,0.59,10.0,0.62,70.77,0.63,150.66,0.04,0.02,2334.026695,1776214804000
1776214805.902,5.902,0.38,17.91,0.36,10.0,0.39,26.0,0.4,100.0,0.57,6.69,0.56,10.0,0.61,36.0,0.62,46.77,0.01,0.04,2334.026695,1776214804000
1776214806.436,6.436,0.3,60.0,0.29,75.0,0.31,1.93,0.32,10.0,0.69,10.0,0.68,10.0,0.7,50.0,0.71,70.0,0.01,0.01,2334.026695,1776214804000
1776214806.975,6.975,0.31,5.0,0.3,65.0,0.33,17.84,0.34,20.08,0.67,17.84,0.66,20.08,0.69,5.0,0.7,65.0,0.02,0.02,2333.851705,1776214806000
1776214807.338,7.338,0.31,60.0,0.3,55.0,0.33,21.84,0.34,20.08,0.68,4.0,0.67,22.84,0.69,77.1,0.7,142.0,0.02,0.01,2333.851705,1776214806000
1776214808.077,8.077,0.31,60.0,0.3,55.0,0.33,21.84,0.34,20.08,0.67,21.84,0.66,20.08,0.69,60.0,0.7,55.0,0.02,0.02,2333.436515,1776214807000
1776214809.188,9.188,0.36,33.08,0.32,20.0,0.38,10.0,0.4,6.0,0.67,21.84,0.66,20.08,0.69,60.0,0.7,55.0,0.02,0.02,2333.436515,1776214807000
1776214809.588,9.588,0.39,205.0,0.38,15.0,0.43,5.0,0.45,10.0,0.62,10.0,0.6,6.0,0.64,33.08,0.68,20.0,0.04,0.02,2333.454044,1776214808000
