timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,eth_price,eth_oracle_ts
1776308701.006,1.006,0.47,5.0,0.46,70.0,0.49,5.0,0.5,10.0,0.51,5.0,0.5,10.0,0.53,5.0,0.54,70.0,0.02,0.02,2361.023976,1776308700000
1776308701.836,1.836,0.47,12.93,0.46,70.0,0.49,11.0,0.5,10.0,0.51,5.0,0.5,10.0,0.53,5.0,0.54,70.0,0.02,0.02,2361.023976,1776308700000
1776308702.183,2.183,0.47,12.93,0.46,70.0,0.49,16.0,0.5,15.0,0.51,11.0,0.5,10.0,0.53,12.93,0.54,70.0,0.02,0.02,2361.007386,1776308701000
1776308703.615,3.615,0.47,2.93,0.41,70.0,0.48,7.0,0.49,80.0,0.51,11.0,0.5,23.0,0.53,7.93,0.54,83.0,0.01,0.02,2360.935195,1776308702000
1776308704.058,4.058,0.41,70.0,0.4,80.0,0.48,27.5,0.49,85.0,0.52,7.0,0.51,80.0,0.53,2.93,0.59,70.0,0.07,0.01,2360.935195,1776308702000
1776308704.677,4.677,0.41,93.0,0.4,80.0,0.42,5.0,0.43,10.0,0.52,23.41,0.51,85.0,0.59,70.0,0.6,80.0,0.01,0.07,2360.961352,1776308703000
1776308705.837,5.837,0.41,93.0,0.4,83.0,0.42,10.5,0.43,10.0,0.58,5.0,0.57,10.0,0.59,93.0,0.6,80.0,0.01,0.01,2360.723567,1776308704000
1776308706.246,6.246,0.41,80.0,0.4,70.0,0.42,15.5,0.43,15.0,0.58,5.5,0.57,10.0,0.59,93.0,0.6,83.0,0.01,0.01,2360.641129,1776308705000
1776308706.47,6.47,0.41,58.52,0.4,70.0,0.42,10.5,0.43,28.0,0.58,15.5,0.57,15.0,0.59,63.52,0.6,70.0,0.01,0.01,2360.641129,1776308705000
1776308707.19,7.19,0.41,44.75,0.4,70.0,0.42,55.5,0.43,80.0,0.58,20.5,0.57,28.0,0.59,49.75,0.6,70.0,0.01,0.01,2360.641129,1776308705000
1776308707.662,7.662,0.41,116.75,0.4,80.0,0.42,5.5,0.44,10.0,0.58,55.5,0.57,80.0,0.59,44.75,0.6,70.0,0.01,0.01,2360.614953,1776308706000
1776308708.002,8.002,0.41,96.75,0.4,70.0,0.42,13.0,0.43,10.0,0.58,13.0,0.57,10.0,0.59,96.75,0.6,80.0,0.01,0.01,2360.614953,1776308706000
1776308708.367,8.367,0.41,276.75,0.4,78.0,0.43,10.0,0.44,22.0,0.58,13.0,0.57,10.0,0.59,96.75,0.6,70.0,0.02,0.01,2360.614953,1776308706000
