timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,eth_price,eth_oracle_ts
1776306901.022,1.022,0.44,70.0,0.42,70.0,0.46,5.71,0.47,10.0,0.54,5.71,0.53,10.0,0.56,70.0,0.58,70.0,0.02,0.02,2361.2577,1776306900000
1776306901.255,1.255,0.44,70.0,0.43,70.0,0.48,60.62,0.49,405.0,0.54,5.71,0.53,10.0,0.56,70.0,0.58,70.0,0.04,0.02,2361.2577,1776306900000
1776306901.621,1.621,0.45,5.0,0.44,70.0,0.49,382.73,0.5,15.0,0.51,403.14,0.5,15.0,0.55,5.0,0.56,70.0,0.04,0.04,2361.2577,1776306900000
1776306901.888,1.888,0.45,5.0,0.44,70.0,0.49,301.09,0.5,15.0,0.51,321.5,0.5,15.0,0.55,5.0,0.56,70.0,0.04,0.04,2361.2577,1776306900000
1776306902.097,2.097,0.44,140.0,0.43,140.0,0.48,5.75,0.49,440.68,0.51,280.68,0.5,15.0,0.55,5.0,0.56,70.0,0.04,0.04,2361.256355,1776306901000
1776306903.303,3.303,0.44,127.14,0.43,140.0,0.46,60.74,0.48,5.75,0.54,64.64,0.52,5.75,0.56,178.14,0.57,154.0,0.02,0.02,2361.27789,1776306902000
1776306903.846,3.846,0.44,127.5,0.43,150.0,0.46,60.74,0.49,440.68,0.54,60.74,0.52,5.75,0.56,127.14,0.57,140.0,0.02,0.02,2361.27789,1776306902000
1776306904.238,4.238,0.45,5.0,0.44,15.0,0.46,66.74,0.48,5.0,0.54,60.74,0.51,440.68,0.57,150.0,0.58,70.0,0.01,0.03,2360.844533,1776306903000
1776306904.878,4.878,0.45,15.0,0.44,10.0,0.46,61.74,0.49,440.68,0.54,66.74,0.51,440.68,0.57,129.7,0.58,80.0,0.01,0.03,2360.844533,1776306903000
1776306905.142,5.142,0.45,20.0,0.44,10.0,0.46,54.68,0.49,440.68,0.54,61.74,0.51,440.68,0.55,15.0,0.56,10.0,0.01,0.01,2360.92544,1776306904000
1776306905.402,5.402,0.45,18.18,0.44,10.0,0.46,59.68,0.49,440.68,0.54,54.68,0.51,440.68,0.55,20.0,0.56,10.0,0.01,0.01,2360.92544,1776306904000
1776306905.618,5.618,0.45,13.18,0.44,30.0,0.46,54.68,0.49,455.68,0.54,48.68,0.51,455.68,0.55,13.18,0.56,30.0,0.01,0.01,2360.92544,1776306904000
1776306906.666,6.666,0.45,4.54,0.44,10.0,0.46,45.07,0.49,440.68,0.54,54.68,0.51,440.68,0.55,4.54,0.56,10.0,0.01,0.01,2361.167874,1776306905000
1776306907.212,7.212,0.45,4.54,0.44,10.0,0.46,18.86,0.49,440.68,0.54,23.86,0.51,440.68,0.55,4.54,0.56,10.0,0.01,0.01,2361.167874,1776306905000
1776306908.609,8.609,0.45,2.72,0.44,76.96,0.46,13.86,0.47,5.0,0.54,7.86,0.51,440.68,0.55,4.54,0.56,10.0,0.01,0.01,2361.31203,1776306907000
1776306909.296,9.296,0.45,7.72,0.44,76.96,0.46,8.86,0.47,5.0,0.54,13.86,0.53,5.0,0.55,2.72,0.56,76.96,0.01,0.01,2361.32714,1776306908000
1776306909.62,9.62,0.47,1.82,0.46,56.14,0.49,440.68,0.5,25.0,0.51,440.68,0.5,25.0,0.52,1.56,0.54,56.14,0.02,0.01,2361.32714,1776306908000
1776306910.447,10.447,0.48,17.06,0.47,1.82,0.49,432.27,0.5,25.0,0.51,437.27,0.5,25.0,0.53,1.82,0.54,56.14,0.01,0.02,2361.32782,1776306909000
1776306910.656,10.656,0.48,17.06,0.47,1.82,0.49,406.27,0.5,25.0,0.51,432.27,0.5,25.0,0.52,17.06,0.53,1.82,0.01,0.01,2361.32782,1776306909000
1776306912.331,12.331,0.48,23.06,0.47,71.82,0.49,375.04,0.5,25.0,0.51,406.27,0.5,25.0,0.52,17.06,0.53,1.82,0.01,0.01,2361.681621,1776306911000
1776306913.774,13.774,0.48,105.55,0.47,71.82,0.49,363.04,0.5,25.0,0.51,375.04,0.5,25.0,0.52,23.06,0.53,71.82,0.01,0.01,2361.69425,1776306912000
1776306914.238,14.238,0.48,143.11,0.47,82.82,0.49,337.63,0.5,25.0,0.51,363.04,0.5,25.0,0.52,105.55,0.53,71.82,0.01,0.01,2361.68138,1776306913000
1776306914.914,14.914,0.48,126.61,0.47,71.82,0.49,279.7,0.5,38.0,0.51,287.11,0.5,25.0,0.52,143.11,0.53,82.82,0.01,0.01,2361.68138,1776306913000
1776306915.316,15.316,0.48,145.73,0.47,71.82,0.49,272.12,0.5,38.0,0.51,279.7,0.5,38.0,0.52,126.61,0.53,71.82,0.01,0.01,2361.68138,1776306913000
1776306916.088,16.088,0.48,147.73,0.47,71.82,0.49,172.12,0.5,38.0,0.51,272.12,0.5,38.0,0.52,145.73,0.53,71.82,0.01,0.01,2361.680065,1776306914000
1776306916.59,16.59,0.48,148.23,0.47,71.82,0.49,170.3,0.5,38.0,0.51,172.12,0.5,38.0,0.52,142.73,0.53,71.82,0.01,0.01,2361.680065,1776306914000
1776306917.272,17.272,0.48,57.82,0.47,71.82,0.49,175.3,0.5,138.0,0.51,170.3,0.5,38.0,0.52,143.23,0.53,71.82,0.01,0.01,2361.740065,1776306915000
1776306917.698,17.698,0.48,125.48,0.47,71.82,0.49,170.3,0.5,138.0,0.51,175.3,0.5,138.0,0.52,57.82,0.53,71.82,0.01,0.01,2361.771013,1776306916000
1776306921.323,21.323,0.48,151.09,0.47,71.82,0.49,147.52,0.5,25.0,0.51,170.3,0.5,138.0,0.52,125.48,0.53,71.82,0.01,0.01,2361.781884,1776306919000
1776306922.398,22.398,0.48,129.99,0.47,76.82,0.49,139.94,0.5,30.0,0.51,147.52,0.5,25.0,0.52,151.09,0.53,71.82,0.01,0.01,2361.787905,1776306921000
1776306923.142,23.142,0.48,55.79,0.47,103.95,0.49,151.94,0.5,35.0,0.51,139.94,0.5,30.0,0.52,129.99,0.53,76.82,0.01,0.01,2361.787905,1776306921000
1776306925.266,25.266,0.48,87.85,0.47,97.0,0.49,141.71,0.5,30.0,0.51,151.94,0.5,35.0,0.52,55.79,0.53,103.95,0.01,0.01,2361.788515,1776306923000
1776306925.564,25.564,0.48,87.85,0.47,97.0,0.49,131.5,0.5,30.0,0.51,141.71,0.5,30.0,0.52,87.85,0.53,97.0,0.01,0.01,2361.7737,1776306924000
1776306925.863,25.863,0.48,57.85,0.47,27.0,0.49,81.5,0.5,30.0,0.51,131.5,0.5,30.0,0.52,87.85,0.53,97.0,0.01,0.01,2361.7737,1776306924000
1776306926.063,26.063,0.48,64.85,0.47,76.82,0.51,4.24,0.52,56.48,0.5,8.85,0.49,5.0,0.52,57.85,0.53,27.0,0.03,0.02,2361.7737,1776306924000
1776306926.496,26.496,0.51,4.79,0.5,10.0,0.52,54.85,0.58,10.0,0.48,48.85,0.42,10.0,0.51,11.0,0.52,139.85,0.01,0.03,2361.76385,1776306925000
1776306926.924,26.924,0.51,9.79,0.5,10.0,0.52,71.48,0.59,70.0,0.48,54.85,0.42,10.0,0.49,4.79,0.5,10.0,0.01,0.01,2361.76385,1776306925000
1776306927.144,27.144,0.49,47.11,0.48,132.85,0.52,29.85,0.59,70.0,0.48,48.85,0.41,70.0,0.51,47.11,0.52,132.85,0.03,0.03,2361.76385,1776306925000
1776306927.668,27.668,0.51,35.49,0.5,10.0,0.52,23.85,0.58,10.0,0.48,29.85,0.41,70.0,0.51,47.11,0.52,132.85,0.01,0.03,2361.76385,1776306925000
1776306927.887,27.887,0.51,30.49,0.5,72.04,0.52,21.92,0.58,10.0,0.48,23.85,0.42,10.0,0.49,35.49,0.5,10.0,0.01,0.01,2362.135199,1776306926000
1776306928.612,28.612,0.51,85.49,0.5,102.04,0.52,16.92,0.59,70.0,0.48,21.92,0.42,10.0,0.49,30.49,0.5,72.04,0.01,0.01,2362.162625,1776306927000
1776306928.882,28.882,0.51,85.49,0.5,102.04,0.52,18.59,0.59,70.0,0.48,16.92,0.41,70.0,0.49,85.49,0.5,102.04,0.01,0.01,2362.162625,1776306927000
1776306929.098,29.098,0.51,75.49,0.5,102.04,0.52,13.59,0.59,70.0,0.48,18.59,0.41,70.0,0.49,80.49,0.5,102.04,0.01,0.01,2362.162625,1776306927000
1776306929.722,29.722,0.58,10.0,0.57,10.0,0.59,13.3,0.6,10.0,0.41,63.3,0.4,10.0,0.45,58.89,0.47,10.0,0.01,0.04,2362.162625,1776306927000
1776306930.259,30.259,0.61,10.0,0.6,10.0,0.62,2.66,0.63,80.0,0.41,13.3,0.4,10.0,0.42,10.0,0.43,10.0,0.01,0.01,2362.259345,1776306928000
1776306930.76,30.76,0.61,88.94,0.6,21.0,0.62,1.04,0.63,80.0,0.38,1.04,0.37,80.0,0.39,35.0,0.4,10.0,0.01,0.01,2362.334595,1776306929000
1776306931.074,31.074,0.62,121.0,0.61,48.94,0.63,59.04,0.64,15.0,0.37,78.96,0.36,15.0,0.39,93.94,0.4,21.0,0.01,0.02,2362.334595,1776306929000
1776306931.448,31.448,0.63,10.0,0.62,149.06,0.64,5.0,0.66,50.0,0.37,59.04,0.36,15.0,0.38,121.0,0.39,48.94,0.01,0.01,2362.377782,1776306930000
1776306931.731,31.731,0.64,64.81,0.63,112.02,0.68,10.0,0.69,10.0,0.36,5.0,0.34,50.0,0.37,10.0,0.38,149.06,0.04,0.01,2362.377782,1776306930000
1776306931.961,31.961,0.66,10.0,0.65,20.0,0.67,2.43,0.68,10.0,0.33,4.08,0.31,10.0,0.35,10.0,0.36,109.81,0.01,0.02,2362.377782,1776306930000
1776306932.824,32.824,0.69,97.96,0.68,45.0,0.7,10.0,0.71,130.0,0.33,2.43,0.32,10.0,0.34,10.0,0.35,25.0,0.01,0.01,2362.719604,1776306931000
1776306934.078,34.078,0.69,54.0,0.68,10.0,0.7,10.0,0.71,122.4,0.29,122.4,0.28,80.0,0.31,104.96,0.32,45.0,0.01,0.02,2362.989211,1776306932000
1776306934.597,34.597,0.69,78.77,0.68,10.0,0.7,10.0,0.71,122.4,0.3,10.0,0.29,122.4,0.31,37.0,0.32,10.0,0.01,0.01,2363.13727,1776306933000
1776306936.167,36.167,0.69,78.77,0.68,15.0,0.7,7.0,0.71,122.4,0.3,10.0,0.29,122.4,0.31,78.77,0.32,10.0,0.01,0.01,2363.277111,1776306934000
1776306937.634,37.634,0.7,75.0,0.69,35.0,0.71,110.09,0.72,10.0,0.29,114.09,0.28,20.0,0.31,78.77,0.32,15.0,0.01,0.02,2363.37236,1776306936000
1776306938.7,38.7,0.7,24.0,0.69,35.0,0.71,110.09,0.72,10.0,0.29,110.09,0.28,10.0,0.3,75.0,0.31,35.0,0.01,0.01,2363.294776,1776306937000
1776306938.92,38.92,0.7,47.96,0.69,25.0,0.71,103.04,0.72,10.0,0.29,110.09,0.28,10.0,0.3,24.0,0.31,35.0,0.01,0.01,2363.294776,1776306937000
1776306939.243,39.243,0.7,32.96,0.69,10.0,0.71,114.04,0.72,10.0,0.29,103.04,0.28,10.0,0.3,47.96,0.31,25.0,0.01,0.01,2363.291384,1776306938000
1776306941.197,41.197,0.69,10.0,0.68,10.0,0.7,30.56,0.71,103.04,0.29,114.04,0.28,10.0,0.3,26.96,0.31,10.0,0.01,0.01,2363.234804,1776306940000
1776306943.164,43.164,0.69,100.91,0.68,10.0,0.7,44.51,0.71,103.04,0.3,30.56,0.29,103.04,0.31,10.0,0.32,10.0,0.01,0.01,2363.228179,1776306941000
1776306945.089,45.089,0.69,65.01,0.68,68.32,0.7,44.38,0.71,108.04,0.3,44.51,0.29,103.04,0.31,99.45,0.32,10.0,0.01,0.01,2363.3148,1776306944000
1776306945.673,45.673,0.69,77.01,0.68,73.32,0.7,32.38,0.71,108.04,0.3,44.38,0.29,108.04,0.31,65.01,0.32,68.32,0.01,0.01,2363.3148,1776306944000
1776306945.923,45.923,0.69,72.01,0.68,73.32,0.7,30.81,0.71,108.04,0.3,32.38,0.29,108.04,0.31,77.01,0.32,73.32,0.01,0.01,2363.3148,1776306944000
1776306946.664,46.664,0.69,102.01,0.68,73.32,0.7,23.81,0.71,108.04,0.3,30.81,0.29,108.04,0.31,72.01,0.32,73.32,0.01,0.01,2363.30708,1776306945000
1776306947.125,47.125,0.69,102.01,0.68,39.3,0.7,9.08,0.71,108.04,0.3,11.51,0.29,108.04,0.31,102.01,0.32,39.3,0.01,0.01,2363.30708,1776306945000
1776306948.355,48.355,0.69,41.47,0.68,5.0,0.71,98.55,0.72,19.0,0.3,9.08,0.29,108.04,0.31,102.01,0.32,39.3,0.02,0.01,2363.309115,1776306946000
1776306948.618,48.618,0.68,5.0,0.67,12.5,0.71,98.55,0.72,19.0,0.29,98.55,0.28,19.0,0.31,5.34,0.32,5.0,0.03,0.02,2363.312305,1776306947000
1776306948.825,48.825,0.68,5.0,0.67,12.5,0.7,0.9,0.71,111.55,0.29,98.55,0.28,19.0,0.32,5.0,0.33,12.5,0.02,0.03,2363.312305,1776306947000
1776306949.87,49.87,0.69,151.04,0.68,29.0,0.7,0.9,0.71,88.55,0.3,10.9,0.29,111.55,0.32,4.0,0.33,12.5,0.01,0.02,2363.312885,1776306948000
1776306950.28,50.28,0.69,130.04,0.68,34.0,0.7,0.9,0.71,98.55,0.3,0.9,0.29,88.55,0.31,151.04,0.32,34.0,0.01,0.01,2363.312885,1776306948000
1776306951.132,51.132,0.69,135.04,0.68,39.0,0.71,88.55,0.72,10.0,0.3,0.9,0.29,98.55,0.31,130.04,0.32,34.0,0.02,0.01,2363.096768,1776306949000
1776306952.339,52.339,0.7,72.0,0.69,181.04,0.71,91.55,0.72,10.0,0.29,88.55,0.28,10.0,0.31,135.04,0.32,39.0,0.01,0.02,2363.036092,1776306950000
1776306953.161,53.161,0.7,39.0,0.69,71.04,0.71,172.55,0.72,90.0,0.29,91.55,0.28,10.0,0.3,72.0,0.31,181.04,0.01,0.01,2363.1991,1776306951000
1776306953.909,53.909,0.69,49.51,0.68,9.0,0.7,96.0,0.71,124.55,0.29,144.55,0.28,90.0,0.31,67.51,0.32,9.0,0.01,0.02,2363.252845,1776306952000
1776306954.366,54.366,0.69,49.51,0.68,9.0,0.7,82.42,0.71,130.55,0.3,96.0,0.29,124.55,0.31,49.51,0.32,9.0,0.01,0.01,2363.24442,1776306953000
1776306956.182,56.182,0.69,45.0,0.68,101.12,0.71,106.55,0.72,90.0,0.3,82.42,0.29,119.55,0.31,39.34,0.32,9.0,0.02,0.01,2363.00746,1776306954000
1776306959.717,59.717,0.7,87.0,0.69,39.54,0.71,93.55,0.72,20.0,0.29,106.55,0.28,90.0,0.31,45.0,0.32,101.12,0.01,0.02,2363.037575,1776306958000
1776306960.33,60.33,0.7,65.0,0.69,39.54,0.71,84.57,0.72,20.0,0.29,93.55,0.28,20.0,0.3,87.0,0.31,39.54,0.01,0.01,2363.041065,1776306959000
1776306960.849,60.849,0.7,151.0,0.69,122.84,0.71,39.62,0.72,20.0,0.29,53.71,0.28,20.0,0.3,65.0,0.31,39.54,0.01,0.01,2363.041065,1776306959000
1776306961.434,61.434,0.7,174.71,0.69,96.65,0.71,28.06,0.72,20.0,0.29,38.21,0.28,20.0,0.3,223.0,0.31,127.84,0.01,0.01,2363.041065,1776306959000
1776306963.093,63.093,0.7,65.85,0.69,5.0,0.71,101.18,0.72,10.0,0.29,76.18,0.28,20.0,0.3,169.71,0.31,30.0,0.01,0.01,2363.022935,1776306961000
