timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,eth_price,eth_oracle_ts
1776353700.513,0.513,0.48,5.0,0.47,5.0,0.53,5.0,0.55,8.88,0.49,5.0,0.47,5.0,0.52,5.0,0.53,5.0,0.05,0.03,2322.542128,1776353699000
1776353701.115,1.115,0.48,5.0,0.47,5.0,0.53,5.0,0.55,8.88,0.47,5.0,0.45,8.88,0.52,5.0,0.53,5.0,0.05,0.05,2322.63094,1776353700000
1776353702.297,2.297,0.52,140.0,0.51,200.0,0.55,8.88,0.59,140.0,0.47,5.0,0.45,8.88,0.52,5.0,0.53,5.0,0.03,0.05,2322.743445,1776353701000
1776353702.574,2.574,0.58,5.0,0.55,5.0,0.59,130.0,0.61,70.0,0.41,140.0,0.39,70.0,0.46,137.65,0.47,130.0,0.01,0.05,2322.743445,1776353701000
1776353704.639,4.639,0.58,100.0,0.57,115.0,0.59,133.3,0.61,170.0,0.41,130.0,0.39,70.0,0.42,5.0,0.45,5.0,0.01,0.01,2323.546737,1776353703000
1776353705.502,5.502,0.57,15.0,0.56,15.0,0.59,213.3,0.6,100.0,0.41,133.3,0.39,170.0,0.42,0.84,0.43,115.0,0.02,0.01,2323.694,1776353704000
1776353707.021,7.021,0.58,5.0,0.57,10.0,0.59,140.0,0.6,130.0,0.41,213.3,0.4,100.0,0.43,15.0,0.44,15.0,0.01,0.02,2323.64101,1776353705000
1776353707.227,7.227,0.53,11.72,0.52,40.0,0.54,84.53,0.56,180.0,0.46,15.0,0.42,10.0,0.47,11.72,0.48,40.0,0.01,0.01,2323.64101,1776353705000
1776353707.654,7.654,0.53,7.0,0.52,15.0,0.54,183.13,0.55,110.0,0.46,192.33,0.45,105.0,0.47,10.0,0.48,15.0,0.01,0.01,2323.56051,1776353706000
1776353707.971,7.971,0.51,50.0,0.5,4.8,0.52,105.0,0.53,121.0,0.46,173.13,0.45,110.0,0.48,5.0,0.49,20.0,0.01,0.02,2323.56051,1776353706000
