timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,eth_price,eth_oracle_ts
1776212711.226,11.226,,,,,,,,,,,,,,,,,,,2338.597341,1776212710000
1776212711.744,11.744,0.47,36.41,0.46,10.0,0.48,21.25,0.49,43.0,0.52,27.5,0.51,38.0,0.53,43.51,0.54,15.0,0.01,0.01,2338.597341,1776212710000
1776212712.194,12.194,0.47,34.42,0.46,20.0,0.48,21.25,0.49,33.0,0.52,21.25,0.51,43.0,0.53,36.41,0.54,10.0,0.01,0.01,2338.597341,1776212710000
1776212712.583,12.583,0.47,35.5,0.46,35.5,0.48,10.75,0.49,20.5,0.52,21.25,0.51,33.0,0.53,34.42,0.54,20.0,0.01,0.01,2338.561986,1776212711000
1776212712.843,12.843,0.47,50.5,0.46,91.5,0.49,0.75,0.5,36.2,0.52,10.75,0.51,20.5,0.53,35.5,0.54,35.5,0.02,0.01,2338.561986,1776212711000
1776212713.148,13.148,0.52,7.91,0.51,20.0,0.53,10.0,0.54,10.0,0.48,5.0,0.47,5.0,0.49,5.0,0.51,24.25,0.01,0.01,2338.615036,1776212712000
1776212713.709,13.709,0.52,12.91,0.51,30.0,0.53,25.5,0.54,28.0,0.47,10.0,0.46,10.0,0.48,7.91,0.49,20.0,0.01,0.01,2338.615036,1776212712000
1776212713.989,13.989,0.52,11.91,0.51,40.5,0.53,18.42,0.54,33.0,0.47,25.5,0.46,28.0,0.48,6.91,0.49,30.0,0.01,0.01,2338.615036,1776212712000
1776212714.192,14.192,0.52,9.72,0.51,40.5,0.53,23.42,0.54,33.0,0.47,33.42,0.46,33.0,0.48,9.72,0.49,40.5,0.01,0.01,2338.682034,1776212713000
1776212714.734,14.734,0.52,15.0,0.51,31.22,0.53,21.5,0.54,36.42,0.46,36.42,0.45,28.0,0.49,26.22,0.5,30.5,0.01,0.03,2338.682034,1776212713000
1776212715.128,15.128,0.52,15.0,0.51,31.22,0.53,17.43,0.54,36.42,0.47,17.43,0.46,36.42,0.48,15.0,0.49,31.22,0.01,0.01,2338.899506,1776212714000
1776212715.554,15.554,0.51,15.28,0.5,40.5,0.52,5.0,0.53,53.43,0.48,10.0,0.47,53.43,0.49,15.28,0.5,35.5,0.01,0.01,2338.899506,1776212714000
1776212715.786,15.786,0.51,12.0,0.5,40.5,0.52,8.07,0.53,53.43,0.48,5.0,0.47,53.43,0.5,40.5,0.51,34.75,0.01,0.02,2338.899506,1776212714000
1776212716.343,16.343,0.51,9.85,0.5,40.5,0.53,47.43,0.54,41.42,0.47,47.43,0.46,41.42,0.49,9.85,0.5,40.5,0.02,0.02,2338.993047,1776212715000
1776212716.87,16.87,0.51,19.85,0.5,40.5,0.53,60.78,0.54,41.42,0.47,60.78,0.46,41.42,0.49,19.85,0.5,40.5,0.02,0.02,2339.045123,1776212716000
1776212717.094,17.094,0.52,5.0,0.51,25.5,0.53,55.78,0.54,51.61,0.47,60.78,0.46,41.42,0.49,19.85,0.5,40.5,0.01,0.02,2339.045123,1776212716000
1776212717.417,17.417,0.52,35.5,0.51,30.5,0.53,7.0,0.54,67.11,0.47,55.78,0.46,51.61,0.48,5.0,0.49,25.5,0.01,0.01,2339.045123,1776212716000
1776212718.148,18.148,0.52,35.5,0.51,30.5,0.53,7.0,0.54,67.11,0.47,7.0,0.46,67.11,0.48,35.5,0.49,30.5,0.01,0.01,2339.042118,1776212717000
1776212718.779,18.779,0.51,40.5,0.5,35.5,0.53,37.31,0.54,69.11,0.47,7.0,0.46,67.11,0.48,35.5,0.49,30.5,0.02,0.01,2339.042118,1776212717000
1776212719.313,19.313,0.52,5.0,0.51,35.5,0.53,57.31,0.54,69.11,0.47,57.31,0.46,69.11,0.48,5.0,0.49,35.5,0.01,0.01,2339.037223,1776212718000
