timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,eth_price,eth_oracle_ts
1776163801.512,1.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2375.4524,1776163800000
1776163802.107,2.107,0.56,5.0,0.55,3.36,0.53,287.22,0.52,134.89,0.51,158.0,0.57,310.38,0.58,97.0,0.67,300.0,0.69,375.0,0.73,450.0,0.43,265.3,0.42,168.73,0.41,5.0,0.4,26.0,0.39,26.0,0.44,5.0,0.45,3.36,0.47,287.22,0.48,134.89,0.49,158.0,0.01,0.01,2375.4524,1776163800000
1776163802.702,2.702,0.56,9.64,0.55,3.36,0.53,287.22,0.52,134.89,0.51,167.8,0.57,263.45,0.58,168.73,0.59,5.0,0.6,26.0,0.61,26.0,0.43,263.54,0.42,168.73,0.41,5.0,0.4,26.0,0.39,26.0,0.44,2.5,0.45,3.36,0.47,287.22,0.48,134.89,0.49,158.0,0.01,0.01,2375.366914,1776163801000
1776163803.425,3.425,0.56,19.09,0.55,3.36,0.53,287.22,0.52,134.89,0.51,167.8,0.57,269.08,0.58,183.73,0.59,15.0,0.6,66.0,0.61,36.0,0.43,253.45,0.42,173.73,0.41,5.0,0.4,26.0,0.39,26.0,0.44,7.09,0.45,3.36,0.47,287.22,0.48,134.89,0.49,167.8,0.01,0.01,2375.366914,1776163801000
1776163803.797,3.797,0.56,14.0,0.55,3.36,0.53,287.22,0.52,134.89,0.51,167.8,0.57,269.08,0.58,183.73,0.59,15.0,0.6,72.0,0.61,86.0,0.43,269.08,0.42,183.73,0.41,15.0,0.4,66.0,0.39,36.0,0.44,19.09,0.45,3.36,0.47,287.22,0.48,134.89,0.49,167.8,0.01,0.01,2375.354978,1776163802000
1776163804.243,4.243,0.55,3.36,0.53,287.22,0.52,134.89,0.51,167.8,0.5,23.0,0.56,46.0,0.57,269.08,0.58,183.73,0.59,15.0,0.6,72.0,0.44,46.0,0.43,269.08,0.42,183.73,0.41,15.0,0.4,72.0,0.45,3.36,0.47,287.22,0.48,134.89,0.49,167.8,0.5,23.0,0.01,0.01,2375.34274,1776163803000
1776163804.449,4.449,0.53,287.22,0.52,145.1,0.51,167.8,0.5,23.0,0.48,27.0,0.56,214.0,0.57,91.08,0.58,151.73,0.59,15.0,0.6,72.0,0.44,214.0,0.43,91.08,0.42,151.73,0.41,15.0,0.4,72.0,0.45,3.36,0.47,287.22,0.48,145.1,0.49,167.8,0.5,23.0,0.03,0.01,2375.34274,1776163803000
1776163804.89,4.89,0.53,297.22,0.52,150.1,0.51,167.8,0.5,23.0,0.48,27.0,0.54,110.0,0.55,41.0,0.56,61.0,0.57,65.08,0.58,151.73,0.44,214.0,0.43,91.08,0.42,151.73,0.41,15.0,0.4,72.0,0.47,287.22,0.48,145.1,0.49,167.8,0.5,23.0,0.52,27.0,0.01,0.03,2375.34274,1776163803000
1776163805.641,5.641,0.53,297.22,0.52,150.1,0.51,167.8,0.5,23.0,0.48,32.0,0.54,102.6,0.55,110.89,0.56,66.0,0.57,65.08,0.58,85.0,0.46,110.0,0.45,41.0,0.44,61.0,0.43,65.08,0.42,151.73,0.47,297.22,0.48,150.1,0.49,167.8,0.5,23.0,0.52,27.0,0.01,0.01,2375.34274,1776163803000
1776163806.478,6.478,0.53,292.22,0.52,150.1,0.51,167.8,0.5,23.0,0.48,32.0,0.54,100.2,0.55,110.89,0.56,66.0,0.57,65.08,0.58,106.0,0.46,102.6,0.45,110.89,0.44,66.0,0.43,65.08,0.42,85.0,0.47,297.22,0.48,150.1,0.49,167.8,0.5,23.0,0.52,32.0,0.01,0.01,2375.32614,1776163804000
1776163806.958,6.958,0.53,293.6,0.52,150.1,0.51,167.8,0.5,23.0,0.48,42.0,0.54,105.2,0.55,110.89,0.56,66.0,0.57,65.08,0.58,106.0,0.46,100.2,0.45,110.89,0.44,66.0,0.43,65.08,0.42,106.0,0.47,292.22,0.48,150.1,0.49,167.8,0.5,23.0,0.52,32.0,0.01,0.01,2375.326935,1776163805000
1776163807.208,7.208,0.53,293.6,0.52,150.1,0.51,167.8,0.5,23.0,0.48,42.0,0.54,105.2,0.55,110.89,0.56,66.0,0.57,65.08,0.58,106.0,0.46,105.2,0.45,110.89,0.44,66.0,0.43,65.08,0.42,106.0,0.47,293.6,0.48,150.1,0.49,167.8,0.5,23.0,0.52,42.0,0.01,0.01,2375.32608,1776163806000
1776163808.361,8.361,0.53,293.6,0.52,150.1,0.51,167.8,0.5,23.0,0.48,42.0,0.54,102.73,0.55,110.89,0.56,66.0,0.57,65.08,0.58,106.0,0.46,102.73,0.45,110.89,0.44,66.0,0.43,65.08,0.42,106.0,0.47,293.6,0.48,150.1,0.49,167.8,0.5,23.0,0.52,42.0,0.01,0.01,2375.330465,1776163807000
1776163809.193,9.193,0.53,212.32,0.52,150.1,0.51,167.8,0.5,28.0,0.48,39.0,0.54,100.4,0.55,78.07,0.56,61.0,0.57,60.08,0.58,106.0,0.46,102.73,0.45,110.89,0.44,66.0,0.43,65.08,0.42,106.0,0.47,293.6,0.48,150.1,0.49,167.8,0.5,23.0,0.52,42.0,0.01,0.01,2375.330465,1776163807000
1776163809.792,9.792,0.53,217.32,0.52,150.1,0.51,167.8,0.5,28.0,0.48,39.0,0.54,85.4,0.55,51.0,0.56,61.0,0.57,50.08,0.58,106.0,0.46,100.4,0.45,78.07,0.44,61.0,0.43,60.08,0.42,106.0,0.47,212.32,0.48,150.1,0.49,167.8,0.5,28.0,0.52,39.0,0.01,0.01,2375.330465,1776163807000
1776163810.042,10.042,0.53,217.32,0.52,150.1,0.51,167.8,0.5,28.0,0.48,39.0,0.54,85.4,0.55,51.0,0.56,61.0,0.57,50.08,0.58,106.0,0.46,85.4,0.45,51.0,0.44,61.0,0.43,50.08,0.42,106.0,0.47,217.32,0.48,150.1,0.49,167.8,0.5,28.0,0.52,39.0,0.01,0.01,2375.336682,1776163809000
1776163810.431,10.431,0.53,192.32,0.52,150.1,0.51,167.8,0.5,28.0,0.48,29.0,0.54,120.99,0.55,61.0,0.56,61.0,0.57,50.08,0.58,106.0,0.46,85.4,0.45,51.0,0.44,61.0,0.43,50.08,0.42,106.0,0.47,202.32,0.48,150.1,0.49,167.8,0.5,28.0,0.52,29.0,0.01,0.01,2375.336682,1776163809000
1776163810.997,10.997,0.53,197.32,0.52,150.1,0.51,167.8,0.5,38.0,0.49,54.59,0.54,78.96,0.55,56.0,0.56,20.0,0.57,58.08,0.58,93.0,0.46,108.58,0.45,61.0,0.44,61.0,0.43,50.08,0.42,106.0,0.47,197.32,0.48,150.1,0.49,167.8,0.5,28.0,0.52,29.0,0.01,0.01,2375.336682,1776163809000
1776163811.597,11.597,0.53,172.32,0.52,145.1,0.51,167.8,0.5,28.0,0.49,20.0,0.54,157.55,0.55,69.0,0.56,89.0,0.57,50.08,0.58,85.0,0.46,76.46,0.45,56.0,0.44,20.0,0.43,58.08,0.42,93.0,0.47,192.32,0.48,150.1,0.49,167.8,0.5,38.0,0.51,54.59,0.01,0.01,2375.337106,1776163810000
1776163811.983,11.983,0.53,172.32,0.52,145.1,0.51,167.8,0.5,28.0,0.49,10.0,0.54,143.05,0.55,64.0,0.56,94.0,0.57,50.08,0.58,85.0,0.46,157.55,0.45,69.0,0.44,89.0,0.43,50.08,0.42,85.0,0.47,172.32,0.48,145.1,0.49,167.8,0.5,28.0,0.51,20.0,0.01,0.01,2375.337106,1776163810000
1776163812.328,12.328,0.53,115.32,0.52,145.1,0.51,167.8,0.5,28.0,0.49,10.0,0.54,217.73,0.55,64.0,0.56,94.0,0.57,50.08,0.58,106.0,0.46,217.73,0.45,64.0,0.44,94.0,0.43,50.08,0.42,106.0,0.47,115.32,0.48,145.1,0.49,167.8,0.5,28.0,0.51,10.0,0.01,0.01,2375.361405,1776163811000
1776163812.684,12.684,0.53,118.19,0.52,150.1,0.51,167.8,0.5,28.0,0.49,10.0,0.54,226.54,0.55,64.0,0.56,94.0,0.57,50.08,0.58,36.0,0.46,217.73,0.45,64.0,0.44,94.0,0.43,50.08,0.42,106.0,0.47,118.19,0.48,150.1,0.49,167.8,0.5,28.0,0.51,10.0,0.01,0.01,2375.361405,1776163811000
1776163812.984,12.984,0.53,118.19,0.52,150.1,0.51,167.8,0.5,28.0,0.49,10.0,0.54,219.45,0.55,64.0,0.56,94.0,0.57,50.08,0.58,36.0,0.46,224.54,0.45,64.0,0.44,94.0,0.43,50.08,0.42,36.0,0.47,118.19,0.48,150.1,0.49,167.8,0.5,28.0,0.51,10.0,0.01,0.01,2375.361405,1776163811000
1776163813.192,13.192,0.53,105.51,0.52,150.1,0.51,167.8,0.5,28.0,0.49,10.0,0.54,214.45,0.55,64.0,0.56,94.0,0.57,50.08,0.58,36.0,0.46,219.45,0.45,64.0,0.44,94.0,0.43,50.08,0.42,36.0,0.47,107.86,0.48,150.1,0.49,167.8,0.5,28.0,0.51,10.0,0.01,0.01,2375.361405,1776163811000
1776163813.424,13.424,0.53,11.89,0.52,150.1,0.51,167.8,0.5,28.0,0.49,10.0,0.54,219.45,0.55,64.0,0.56,94.0,0.57,50.08,0.58,36.0,0.46,214.45,0.45,64.0,0.44,94.0,0.43,50.08,0.42,36.0,0.47,105.51,0.48,150.1,0.49,167.8,0.5,28.0,0.51,10.0,0.01,0.01,2375.361405,1776163811000
1776163813.642,13.642,0.53,4.06,0.52,150.1,0.51,167.8,0.5,28.0,0.49,10.0,0.54,219.45,0.55,64.0,0.56,94.0,0.57,50.08,0.58,36.0,0.46,219.45,0.45,64.0,0.44,94.0,0.43,50.08,0.42,36.0,0.47,4.06,0.48,150.1,0.49,167.8,0.5,28.0,0.51,10.0,0.01,0.01,2375.37502,1776163812000
1776163814.314,14.314,0.53,4.06,0.52,150.1,0.51,167.8,0.5,28.0,0.49,10.0,0.54,200.93,0.55,64.0,0.56,94.0,0.57,50.08,0.58,36.0,0.46,200.93,0.45,64.0,0.44,94.0,0.43,50.08,0.42,36.0,0.47,4.06,0.48,150.1,0.49,167.8,0.5,28.0,0.51,10.0,0.01,0.01,2375.291134,1776163813000
1776163814.594,14.594,0.52,139.16,0.51,167.8,0.5,28.0,0.49,10.0,0.48,20.0,0.54,258.98,0.55,54.0,0.56,76.0,0.57,50.08,0.58,36.0,0.46,200.93,0.45,64.0,0.44,94.0,0.43,50.08,0.42,36.0,0.47,4.06,0.48,150.1,0.49,167.8,0.5,28.0,0.51,10.0,0.02,0.01,2375.291134,1776163813000
1776163815.567,15.567,0.52,74.73,0.51,167.8,0.5,28.0,0.49,20.5,0.48,10.0,0.53,55.59,0.54,248.98,0.55,49.0,0.56,76.0,0.57,50.08,0.47,55.59,0.46,248.98,0.45,49.0,0.44,76.0,0.43,50.08,0.48,74.73,0.49,167.8,0.5,28.0,0.51,20.5,0.52,10.0,0.01,0.01,2375.264793,1776163814000
1776163816.006,16.006,0.52,74.73,0.51,167.8,0.5,28.0,0.49,20.5,0.48,10.0,0.53,55.59,0.54,248.98,0.55,49.0,0.56,76.0,0.57,50.08,0.47,55.59,0.46,248.98,0.45,49.0,0.44,76.0,0.43,50.08,0.48,74.73,0.49,167.8,0.5,28.0,0.51,20.5,0.52,10.0,0.01,0.01,2375.264805,1776163815000
1776163816.371,16.371,0.52,47.87,0.51,172.8,0.5,28.0,0.49,20.5,0.48,10.0,0.53,168.77,0.54,152.99,0.55,15.0,0.56,76.0,0.57,50.08,0.47,163.77,0.46,152.99,0.45,15.0,0.44,76.0,0.43,50.08,0.48,49.92,0.49,172.8,0.5,28.0,0.51,20.5,0.52,10.0,0.01,0.01,2375.264805,1776163815000
1776163816.625,16.625,0.52,43.68,0.51,172.8,0.5,28.0,0.49,20.5,0.48,10.0,0.53,191.77,0.54,152.99,0.55,15.0,0.56,76.0,0.57,15.0,0.47,168.77,0.46,152.99,0.45,15.0,0.44,76.0,0.43,50.08,0.48,47.87,0.49,172.8,0.5,28.0,0.51,20.5,0.52,10.0,0.01,0.01,2375.264805,1776163815000
1776163817.226,17.226,0.52,3.5,0.51,167.8,0.5,28.0,0.49,10.5,0.48,10.0,0.53,141.48,0.54,152.99,0.55,15.0,0.56,76.0,0.57,15.0,0.47,191.77,0.46,152.99,0.45,15.0,0.44,76.0,0.43,15.0,0.48,3.5,0.49,172.8,0.5,28.0,0.51,10.5,0.52,10.0,0.01,0.01,2375.264805,1776163815000
