timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,eth_price,eth_oracle_ts
1776160201.33,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2385.639565,1776160200000
1776160201.531,1.531,0.54,8.9,0.51,118.0,0.5,10.0,0.48,33.0,0.47,26.0,0.55,114.0,0.56,96.0,0.57,80.0,0.61,12.0,0.74,14.0,0.45,119.0,0.44,101.0,0.43,85.0,0.42,5.0,0.41,5.0,0.46,8.9,0.49,123.0,0.5,15.0,0.51,5.0,0.52,38.0,0.01,0.01,2385.639565,1776160200000
1776160202.012,2.012,0.57,18.0,0.55,21.0,0.54,109.99,0.53,51.0,0.52,21.0,0.61,18.0,0.62,32.0,0.63,5.0,0.64,215.0,0.66,14.0,0.45,119.0,0.44,101.0,0.43,85.0,0.42,5.0,0.41,5.0,0.46,8.9,0.49,123.0,0.5,15.0,0.51,5.0,0.52,38.0,0.04,0.01,2385.639565,1776160200000
1776160202.51,2.51,0.58,72.91,0.57,25.0,0.56,70.0,0.55,70.0,0.54,88.99,0.63,28.0,0.64,168.0,0.66,14.0,0.68,80.0,0.71,21.0,0.41,3.3,0.39,18.0,0.38,32.0,0.37,5.0,0.36,215.0,0.43,32.0,0.44,96.0,0.46,83.99,0.47,5.0,0.49,118.0,0.05,0.02,2385.639565,1776160200000
1776160202.727,2.727,0.57,9.91,0.56,75.0,0.55,75.0,0.54,88.99,0.53,5.0,0.63,17.0,0.64,168.0,0.65,5.0,0.66,19.0,0.67,5.0,0.37,28.0,0.36,168.0,0.34,14.0,0.32,80.0,0.29,21.0,0.42,72.91,0.43,25.0,0.44,70.0,0.45,70.0,0.46,88.99,0.06,0.05,2385.64428,1776160201000
1776160203.172,3.172,0.57,71.58,0.56,121.0,0.55,75.0,0.54,88.99,0.53,26.0,0.63,2.0,0.64,168.0,0.65,5.0,0.66,19.0,0.67,5.0,0.37,2.0,0.36,168.0,0.35,5.0,0.34,19.0,0.33,5.0,0.43,71.58,0.44,121.0,0.45,75.0,0.46,88.99,0.47,26.0,0.06,0.06,2385.64515,1776160202000
1776160203.492,3.492,0.62,20.0,0.61,20.0,0.6,46.0,0.59,60.0,0.58,36.0,0.63,20.99,0.64,178.0,0.65,5.0,0.66,19.0,0.67,10.0,0.37,2.0,0.36,168.0,0.35,5.0,0.34,19.0,0.33,5.0,0.43,71.58,0.44,121.0,0.45,75.0,0.46,88.99,0.47,26.0,0.01,0.06,2385.64515,1776160202000
1776160203.894,3.894,0.62,84.0,0.61,44.0,0.6,60.0,0.59,36.0,0.58,136.0,0.63,30.2,0.64,185.0,0.65,52.0,0.66,44.0,0.67,35.0,0.37,150.99,0.36,303.0,0.35,30.0,0.34,119.0,0.33,110.0,0.38,20.0,0.39,20.0,0.4,46.0,0.41,60.0,0.42,36.0,0.01,0.01,2385.64515,1776160202000
1776160204.347,4.347,0.62,84.0,0.61,33.0,0.6,60.0,0.59,36.0,0.58,141.0,0.64,175.55,0.65,52.0,0.66,44.0,0.67,30.0,0.68,100.0,0.37,30.2,0.36,185.0,0.35,52.0,0.34,44.0,0.33,35.0,0.38,84.0,0.39,44.0,0.4,60.0,0.41,36.0,0.42,136.0,0.02,0.01,2385.64515,1776160202000
1776160204.671,4.671,0.63,10.0,0.62,84.0,0.61,20.0,0.6,60.0,0.59,69.0,0.64,170.55,0.65,52.0,0.66,44.0,0.67,30.0,0.68,100.0,0.36,170.55,0.35,52.0,0.34,44.0,0.33,35.0,0.32,100.0,0.37,5.0,0.38,84.0,0.39,20.0,0.4,60.0,0.41,59.0,0.01,0.01,2386.12714,1776160203000
