timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,eth_price,eth_oracle_ts
1776198001.501,1.501,,,,,,,,,,,,,,,,,,,2316.92205,1776198000000
1776198002.088,2.088,0.5,34.0,0.49,13.95,0.52,0.23,0.53,5.0,0.46,18.12,0.45,18.0,0.49,6.0,0.5,34.0,0.02,0.03,2316.91705,1776198001000
1776198002.491,2.491,0.5,34.0,0.49,18.95,0.52,2.92,0.53,5.0,0.48,5.0,0.47,5.0,0.5,39.0,0.51,18.95,0.02,0.02,2316.91705,1776198001000
1776198002.913,2.913,0.5,24.1,0.49,18.95,0.52,0.99,0.53,5.0,0.48,2.92,0.47,5.0,0.5,29.1,0.51,18.95,0.02,0.02,2316.91705,1776198001000
1776198003.625,3.625,0.5,24.1,0.49,18.95,0.52,0.99,0.53,5.0,0.48,0.99,0.47,5.0,0.5,24.1,0.51,18.95,0.02,0.02,2316.93015,1776198002000
1776198004.204,4.204,0.5,24.1,0.49,18.95,0.52,0.99,0.53,5.0,0.48,0.99,0.47,5.0,0.5,24.1,0.51,18.95,0.02,0.02,2316.945064,1776198003000
1776198004.925,4.925,0.52,58.83,0.51,30.0,0.53,2.92,0.54,15.0,0.48,0.99,0.47,5.0,0.5,24.1,0.51,18.95,0.01,0.02,2316.945064,1776198003000
1776198005.289,5.289,0.52,58.83,0.51,91.0,0.56,12.1,0.59,5.0,0.44,12.1,0.41,5.0,0.48,58.83,0.49,91.0,0.04,0.04,2316.945175,1776198004000
1776198005.495,5.495,0.6,2.4,0.59,25.0,0.61,30.0,0.62,15.0,0.39,25.0,0.38,15.0,0.4,5.0,0.41,30.0,0.01,0.01,2316.945175,1776198004000
1776198005.702,5.702,0.6,6.4,0.59,20.0,0.61,44.0,0.62,20.0,0.39,39.0,0.38,20.0,0.4,7.4,0.41,20.0,0.01,0.01,2316.945175,1776198004000
1776198006.022,6.022,0.6,6.4,0.59,20.0,0.61,37.36,0.62,30.0,0.39,44.0,0.38,20.0,0.4,6.4,0.41,20.0,0.01,0.01,2316.93758,1776198005000
1776198006.934,6.934,0.59,16.4,0.58,20.0,0.61,123.55,0.62,49.0,0.39,42.36,0.38,30.0,0.4,1.4,0.41,20.0,0.02,0.01,2316.93758,1776198005000
1776198007.621,7.621,0.56,10.0,0.54,28.0,0.57,15.0,0.59,10.0,0.39,123.55,0.38,49.0,0.41,16.4,0.42,20.0,0.01,0.02,2317.219913,1776198006000
1776198008.021,8.021,0.56,10.0,0.54,28.0,0.57,15.0,0.59,10.0,0.43,15.0,0.41,10.0,0.44,10.0,0.46,28.0,0.01,0.01,2317.34988,1776198007000
1776198008.537,8.537,0.52,83.83,0.51,38.0,0.54,15.0,0.55,42.0,0.43,15.0,0.41,10.0,0.44,10.0,0.46,28.0,0.02,0.01,2317.34988,1776198007000
1776198009.107,9.107,0.52,83.83,0.51,38.0,0.54,15.0,0.55,42.0,0.46,15.0,0.45,42.0,0.48,83.83,0.49,38.0,0.02,0.02,2317.35471,1776198008000
1776198009.413,9.413,0.53,20.0,0.52,66.74,0.55,23.35,0.56,108.0,0.46,23.14,0.45,37.0,0.48,76.74,0.49,38.0,0.02,0.02,2317.35471,1776198008000
1776198010.212,10.212,0.54,10.0,0.53,40.5,0.55,65.85,0.56,118.0,0.45,23.35,0.44,108.0,0.47,20.0,0.48,66.74,0.01,0.02,2317.35471,1776198008000
1776198010.642,10.642,0.54,10.0,0.53,40.5,0.55,65.85,0.56,118.0,0.45,65.85,0.44,118.0,0.46,10.0,0.47,40.5,0.01,0.01,2317.122773,1776198009000
1776198011.032,11.032,0.52,31.57,0.51,5.0,0.53,88.5,0.54,108.5,0.45,80.5,0.44,113.0,0.47,15.0,0.48,72.24,0.01,0.02,2317.122773,1776198009000
1776198012.404,12.404,0.49,1.05,0.48,25.88,0.51,25.5,0.52,40.5,0.49,25.5,0.48,40.5,0.51,1.05,0.52,25.88,0.02,0.02,2317.088595,1776198011000
1776198013.012,13.012,0.49,1.05,0.48,25.88,0.51,25.5,0.52,40.5,0.49,25.5,0.48,40.5,0.51,1.05,0.52,25.88,0.02,0.02,2316.99973,1776198012000
1776198013.47,13.47,0.48,28.74,0.47,33.0,0.49,15.0,0.5,95.96,0.49,25.5,0.48,40.5,0.51,1.05,0.52,25.88,0.01,0.02,2316.99973,1776198012000
1776198014.094,14.094,0.48,28.74,0.47,33.0,0.49,15.0,0.5,95.96,0.51,15.0,0.5,95.96,0.52,28.74,0.53,33.0,0.01,0.01,2316.805802,1776198013000
1776198015.056,15.056,0.48,23.16,0.47,43.0,0.49,86.88,0.5,35.0,0.51,15.0,0.5,95.96,0.52,28.74,0.53,33.0,0.01,0.01,2316.805802,1776198013000
1776198015.256,15.256,0.48,23.16,0.47,43.0,0.49,86.88,0.5,35.0,0.51,86.88,0.5,35.0,0.52,23.16,0.53,43.0,0.01,0.01,2316.809547,1776198014000
1776198016.289,16.289,0.48,23.16,0.47,43.0,0.49,86.88,0.5,35.0,0.51,86.88,0.5,35.0,0.52,23.16,0.53,43.0,0.01,0.01,2316.80904,1776198015000
1776198017.223,17.223,0.52,93.5,0.51,106.5,0.55,8.35,0.56,102.0,0.51,86.88,0.5,35.0,0.52,23.16,0.53,43.0,0.03,0.01,2316.80904,1776198015000
1776198017.595,17.595,0.54,20.0,0.53,44.5,0.55,72.28,0.56,95.0,0.45,22.5,0.44,95.0,0.46,19.34,0.47,44.5,0.01,0.01,2316.872989,1776198016000
1776198018.287,18.287,0.54,20.0,0.53,44.5,0.55,72.28,0.56,95.0,0.45,72.28,0.44,95.0,0.46,20.0,0.47,44.5,0.01,0.01,2316.818489,1776198017000
1776198018.904,18.904,0.54,10.0,0.53,49.5,0.55,62.28,0.56,100.0,0.45,62.28,0.44,100.0,0.46,10.0,0.47,49.5,0.01,0.01,2316.94349,1776198018000
1776198019.636,19.636,0.54,15.0,0.53,35.5,0.55,2.39,0.56,90.0,0.45,62.28,0.44,100.0,0.46,10.0,0.47,49.5,0.01,0.01,2316.94349,1776198018000
1776198020.027,20.027,0.54,15.0,0.53,35.5,0.55,2.39,0.56,90.0,0.45,2.39,0.44,90.0,0.46,15.0,0.47,35.5,0.01,0.01,2317.097095,1776198019000
1776198021.075,21.075,0.54,15.0,0.53,35.5,0.55,2.39,0.56,90.0,0.45,2.39,0.44,90.0,0.46,15.0,0.47,35.5,0.01,0.01,2317.10087,1776198020000
1776198022.186,22.186,0.54,23.26,0.53,45.5,0.55,24.95,0.56,100.5,0.45,24.95,0.44,100.5,0.46,23.26,0.47,45.5,0.01,0.01,2317.10947,1776198021000
1776198023.021,23.021,0.54,33.46,0.53,45.5,0.55,94.81,0.56,100.5,0.45,24.95,0.44,100.5,0.46,23.26,0.47,45.5,0.01,0.01,2317.10947,1776198021000
1776198023.351,23.351,0.54,2.96,0.53,45.5,0.55,94.81,0.56,100.5,0.45,94.81,0.44,100.5,0.46,2.96,0.47,45.5,0.01,0.01,2317.14462,1776198022000
1776198024.362,24.362,0.54,29.56,0.53,35.5,0.55,89.81,0.56,100.5,0.45,94.81,0.44,100.5,0.46,2.96,0.47,45.5,0.01,0.01,2317.14462,1776198022000
1776198024.68,24.68,0.54,107.55,0.53,53.95,0.55,6.85,0.58,97.5,0.45,84.81,0.44,100.5,0.46,44.56,0.47,35.5,0.01,0.01,2317.14462,1776198023000
1776198025.127,25.127,0.56,10.0,0.54,107.55,0.58,86.07,0.59,5.0,0.42,86.07,0.41,5.0,0.44,10.0,0.46,107.55,0.02,0.02,2317.13409,1776198024000
1776198025.688,25.688,0.57,48.21,0.56,48.04,0.58,75.57,0.59,81.11,0.42,86.07,0.41,5.0,0.44,10.0,0.46,107.55,0.01,0.02,2317.13409,1776198024000
1776198026.187,26.187,0.57,48.21,0.56,48.04,0.58,75.57,0.59,81.11,0.42,75.57,0.41,81.11,0.43,48.21,0.44,48.04,0.01,0.01,2317.279654,1776198025000
1776198026.888,26.888,0.57,58.71,0.56,48.04,0.58,67.98,0.59,81.11,0.42,75.57,0.41,81.11,0.43,48.21,0.44,48.04,0.01,0.01,2317.279654,1776198025000
1776198027.316,27.316,0.57,58.71,0.56,48.04,0.58,67.98,0.59,81.11,0.42,67.98,0.41,81.11,0.43,58.71,0.44,48.04,0.01,0.01,2317.281305,1776198026000
1776198027.906,27.906,0.57,40.23,0.56,40.5,0.58,72.98,0.59,81.11,0.42,72.98,0.41,81.11,0.43,44.37,0.44,48.04,0.01,0.01,2317.281305,1776198026000
1776198028.41,28.41,0.57,40.23,0.56,40.5,0.58,72.98,0.59,81.11,0.42,72.98,0.41,81.11,0.43,40.23,0.44,40.5,0.01,0.01,2317.401695,1776198027000
1776198028.911,28.911,0.57,35.23,0.56,40.5,0.58,28.6,0.59,55.47,0.42,72.98,0.41,81.11,0.43,40.23,0.44,40.5,0.01,0.01,2317.401695,1776198027000
1776198029.559,29.559,0.57,35.5,0.56,54.49,0.58,21.44,0.59,5.0,0.42,28.6,0.41,55.47,0.43,35.23,0.44,40.5,0.01,0.01,2317.401008,1776198028000
1776198030.056,30.056,0.57,35.5,0.56,54.49,0.58,21.44,0.59,5.0,0.42,21.44,0.41,5.0,0.43,35.5,0.44,54.49,0.01,0.01,2317.38192,1776198029000
1776198031.143,31.143,0.57,35.5,0.56,54.49,0.58,21.44,0.59,5.0,0.42,21.44,0.41,5.0,0.43,35.5,0.44,54.49,0.01,0.01,2317.347645,1776198030000
1776198031.435,31.435,0.57,102.5,0.56,54.49,0.6,19.44,0.61,42.5,0.42,26.44,0.41,5.0,0.43,102.5,0.44,54.49,0.03,0.01,2317.347645,1776198030000
1776198031.956,31.956,0.59,54.79,0.58,30.5,0.6,17.44,0.61,69.5,0.4,19.44,0.39,42.5,0.43,102.5,0.44,54.49,0.01,0.03,2317.347645,1776198030000
1776198032.571,32.571,0.59,54.79,0.58,30.5,0.6,17.44,0.61,69.5,0.4,17.44,0.39,69.5,0.41,54.79,0.42,30.5,0.01,0.01,2317.403479,1776198031000
1776198033.18,33.18,0.59,54.79,0.58,30.5,0.6,17.44,0.61,69.5,0.4,17.44,0.39,69.5,0.41,54.79,0.42,30.5,0.01,0.01,2317.412906,1776198032000
1776198033.412,33.412,0.59,92.5,0.58,30.5,0.6,28.44,0.61,56.5,0.4,17.44,0.39,69.5,0.41,54.79,0.42,30.5,0.01,0.01,2317.412906,1776198032000
1776198034.147,34.147,0.59,92.5,0.58,30.5,0.6,28.44,0.61,56.5,0.4,28.44,0.39,56.5,0.41,92.5,0.42,30.5,0.01,0.01,2317.454395,1776198033000
1776198035.072,35.072,0.59,82.5,0.58,30.5,0.6,26.94,0.61,97.11,0.4,28.44,0.39,56.5,0.41,92.5,0.42,30.5,0.01,0.01,2317.454395,1776198033000
1776198035.875,35.875,0.59,66.39,0.58,30.5,0.6,31.94,0.61,97.11,0.4,26.94,0.39,97.11,0.41,82.5,0.42,30.5,0.01,0.01,2317.449305,1776198034000
1776198036.297,36.297,0.59,66.39,0.58,30.5,0.6,31.94,0.61,97.11,0.4,31.94,0.39,97.11,0.41,66.39,0.42,30.5,0.01,0.01,2317.449565,1776198035000
1776198036.705,36.705,0.59,71.39,0.58,30.5,0.6,31.94,0.61,97.11,0.4,31.94,0.39,97.11,0.41,66.39,0.42,30.5,0.01,0.01,2317.449565,1776198035000
1776198037.427,37.427,0.59,71.39,0.58,30.5,0.6,31.94,0.61,97.11,0.4,31.94,0.39,97.11,0.41,71.39,0.42,30.5,0.01,0.01,2317.445295,1776198036000
1776198037.94,37.94,0.59,71.39,0.58,30.5,0.6,31.94,0.61,97.11,0.4,31.94,0.39,97.11,0.41,71.39,0.42,30.5,0.01,0.01,2317.443575,1776198037000
1776198038.936,38.936,0.59,116.89,0.58,35.5,0.6,24.86,0.61,46.0,0.4,31.94,0.39,97.11,0.41,71.39,0.42,30.5,0.01,0.01,2317.443575,1776198037000
1776198040.036,40.036,0.59,116.89,0.58,35.5,0.6,24.86,0.61,46.0,0.4,24.86,0.39,46.0,0.41,116.89,0.42,35.5,0.01,0.01,2317.444567,1776198039000
1776198041.029,41.029,0.59,116.89,0.58,35.5,0.6,24.86,0.61,46.0,0.4,24.86,0.39,46.0,0.41,116.89,0.42,35.5,0.01,0.01,2317.579261,1776198040000
1776198042.191,42.191,0.59,116.89,0.58,35.5,0.6,24.86,0.61,46.0,0.4,24.86,0.39,46.0,0.41,116.89,0.42,35.5,0.01,0.01,2317.713867,1776198041000
1776198043.278,43.278,0.59,69.42,0.58,42.58,0.6,17.86,0.61,50.5,0.4,17.86,0.39,50.5,0.41,69.42,0.42,42.58,0.01,0.01,2317.53669,1776198042000
1776198044.2,44.2,0.59,69.42,0.58,42.58,0.6,17.86,0.61,50.5,0.4,17.86,0.39,50.5,0.41,69.42,0.42,42.58,0.01,0.01,2317.593558,1776198043000
1776198045.273,45.273,0.59,69.42,0.58,42.58,0.6,17.86,0.61,50.5,0.4,17.86,0.39,50.5,0.41,69.42,0.42,42.58,0.01,0.01,2317.514766,1776198044000
1776198046.008,46.008,0.59,181.41,0.58,145.58,0.62,20.5,0.63,52.5,0.4,19.91,0.39,50.5,0.41,117.42,0.42,52.58,0.03,0.01,2317.514766,1776198044000
1776198046.292,46.292,0.6,27.0,0.59,25.0,0.61,103.5,0.62,45.5,0.39,12.5,0.38,48.5,0.4,5.0,0.41,150.0,0.01,0.01,2317.514766,1776198044000
1776198046.502,46.502,0.58,22.08,0.57,5.0,0.6,73.5,0.61,161.36,0.39,103.5,0.38,45.5,0.4,27.0,0.41,25.0,0.02,0.01,2317.516245,1776198045000
1776198046.742,46.742,0.58,12.08,0.56,20.5,0.59,97.5,0.6,99.5,0.4,73.5,0.39,161.36,0.42,22.08,0.43,5.0,0.01,0.02,2317.516245,1776198045000
1776198046.983,46.983,0.56,20.5,0.55,29.04,0.57,16.0,0.58,21.0,0.41,92.5,0.4,99.5,0.44,20.5,0.45,29.04,0.01,0.03,2317.516245,1776198045000
1776198047.195,47.195,0.55,34.04,0.54,48.5,0.57,21.0,0.58,33.0,0.43,16.0,0.42,21.0,0.44,22.5,0.45,29.04,0.02,0.01,2317.516245,1776198045000
1776198047.874,47.874,0.55,29.04,0.54,48.5,0.56,10.0,0.57,16.0,0.44,10.0,0.43,16.0,0.45,29.04,0.46,48.5,0.01,0.01,2317.508656,1776198046000
1776198048.288,48.288,0.55,29.04,0.54,38.5,0.56,48.0,0.57,53.5,0.44,10.0,0.43,16.0,0.45,29.04,0.46,48.5,0.01,0.01,2317.508656,1776198046000
1776198048.647,48.647,0.54,29.9,0.53,44.0,0.55,26.0,0.56,53.0,0.44,48.0,0.43,53.5,0.45,29.04,0.46,38.5,0.01,0.01,2317.604905,1776198047000
1776198049.125,49.125,0.54,29.9,0.53,44.0,0.55,26.0,0.56,53.0,0.45,26.0,0.44,53.0,0.46,29.9,0.47,44.0,0.01,0.01,2317.556535,1776198048000
1776198049.387,49.387,0.54,33.04,0.53,44.0,0.55,53.0,0.56,65.0,0.45,26.0,0.44,53.0,0.46,29.9,0.47,44.0,0.01,0.01,2317.556535,1776198048000
1776198049.682,49.682,0.54,53.04,0.53,44.0,0.55,35.6,0.56,55.0,0.45,53.0,0.44,65.0,0.46,33.04,0.47,44.0,0.01,0.01,2317.556535,1776198048000
1776198050.35,50.35,0.54,45.86,0.53,44.0,0.55,40.6,0.56,65.0,0.45,35.6,0.44,55.0,0.46,53.04,0.47,44.0,0.01,0.01,2317.556535,1776198048000
1776198051.014,51.014,0.54,45.86,0.53,44.0,0.55,40.6,0.56,65.0,0.45,40.6,0.44,65.0,0.46,45.86,0.47,44.0,0.01,0.01,2317.357122,1776198050000
1776198051.754,51.754,0.54,51.31,0.53,44.0,0.55,50.6,0.56,65.0,0.45,40.6,0.44,65.0,0.46,45.86,0.47,44.0,0.01,0.01,2317.357122,1776198050000
1776198052.256,52.256,0.54,51.31,0.53,44.0,0.55,30.6,0.56,65.0,0.45,30.6,0.44,65.0,0.46,51.31,0.47,44.0,0.01,0.01,2317.339036,1776198051000
