timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,eth_price,eth_oracle_ts
1776384600.506,0.506,0.49,10.05,0.46,70.0,0.54,70.0,0.55,70.0,0.48,46.13,0.47,50.0,0.5,16.0,0.51,50.05,0.05,0.02,2344.429693,1776384599000
1776384600.749,0.749,0.46,70.0,0.45,70.0,0.54,70.0,0.55,70.0,0.46,70.0,0.45,70.0,0.51,10.05,0.54,70.0,0.08,0.05,2344.429693,1776384599000
1776384601.128,1.128,0.46,70.0,0.45,70.0,0.54,70.0,0.55,70.0,0.46,70.0,0.45,70.0,0.54,70.0,0.55,70.0,0.08,0.08,2344.490678,1776384600000
1776384601.373,1.373,0.51,9.0,0.46,70.0,0.53,110.0,0.54,83.0,0.46,70.0,0.45,70.0,0.54,70.0,0.55,70.0,0.02,0.08,2344.490678,1776384600000
1776384602.057,2.057,0.46,70.0,0.45,75.0,0.47,24.74,0.48,17.0,0.47,110.0,0.46,83.0,0.54,70.0,0.55,70.0,0.01,0.07,2344.490678,1776384600000
1776384602.46,2.46,0.46,70.0,0.45,75.0,0.47,10.74,0.48,17.0,0.53,24.74,0.52,17.0,0.54,70.0,0.55,75.0,0.01,0.01,2344.479023,1776384601000
1776384603.197,3.197,0.46,70.0,0.45,75.0,0.47,10.74,0.48,17.0,0.53,10.74,0.52,17.0,0.54,70.0,0.55,75.0,0.01,0.01,2344.364965,1776384602000
1776384603.61,3.61,0.5,26.88,0.49,16.83,0.52,5.0,0.53,19.0,0.47,13.83,0.46,18.0,0.5,5.0,0.51,10.0,0.02,0.03,2344.364965,1776384602000
1776384604.727,4.727,0.5,26.88,0.49,16.83,0.52,5.0,0.53,19.0,0.48,5.0,0.47,19.0,0.5,26.88,0.51,16.83,0.02,0.02,2344.28568,1776384603000
1776384605.229,5.229,0.5,26.88,0.49,16.83,0.52,5.0,0.53,19.0,0.48,5.0,0.47,19.0,0.5,26.88,0.51,16.83,0.02,0.02,2344.415099,1776384604000
1776384605.86,5.86,0.48,20.0,0.47,25.0,0.49,1.2,0.5,24.0,0.48,5.0,0.47,19.0,0.5,26.88,0.51,16.83,0.01,0.02,2344.415099,1776384604000
1776384606.203,6.203,0.48,11.15,0.45,125.0,0.49,6.2,0.5,24.0,0.51,1.2,0.5,24.0,0.52,15.0,0.53,25.0,0.01,0.01,2344.415099,1776384604000
1776384606.485,6.485,0.48,16.15,0.46,5.0,0.49,22.0,0.5,24.0,0.51,6.2,0.5,24.0,0.52,11.15,0.55,125.0,0.01,0.01,2344.415099,1776384604000
1776384606.732,6.732,0.48,16.15,0.45,125.0,0.49,19.95,0.5,24.0,0.51,22.0,0.5,24.0,0.52,16.15,0.54,5.0,0.01,0.01,2344.44343,1776384605000
1776384607.096,7.096,0.48,16.15,0.45,140.0,0.5,23.8,0.51,25.0,0.51,19.95,0.5,24.0,0.52,16.15,0.55,125.0,0.02,0.01,2344.44343,1776384605000
1776384607.361,7.361,0.48,16.15,0.45,140.0,0.5,23.8,0.51,25.0,0.5,23.8,0.49,25.0,0.52,16.15,0.55,140.0,0.02,0.02,2344.409869,1776384606000
1776384608.449,8.449,0.48,16.15,0.45,140.0,0.5,23.8,0.51,25.0,0.5,23.8,0.49,25.0,0.52,16.15,0.55,140.0,0.02,0.02,2344.33564,1776384607000
1776384608.998,8.998,0.48,16.15,0.45,140.0,0.5,23.8,0.51,25.0,0.5,23.8,0.49,25.0,0.52,16.15,0.55,140.0,0.02,0.02,2344.31617,1776384608000
1776384609.303,9.303,0.48,21.15,0.45,125.0,0.51,105.52,0.52,40.0,0.5,23.8,0.49,25.0,0.52,16.15,0.55,140.0,0.03,0.02,2344.31617,1776384608000
1776384610.099,10.099,0.48,21.15,0.45,125.0,0.51,105.52,0.52,40.0,0.49,105.52,0.48,40.0,0.52,21.15,0.55,125.0,0.03,0.03,2344.315778,1776384609000
1776384610.328,10.328,0.49,31.82,0.48,21.15,0.5,236.0,0.51,187.0,0.49,105.52,0.48,40.0,0.52,21.15,0.55,125.0,0.01,0.03,2344.315778,1776384609000
1776384611.218,11.218,0.49,1.82,0.48,21.15,0.5,257.2,0.51,107.0,0.5,236.0,0.49,187.0,0.51,31.82,0.52,21.15,0.01,0.01,2344.315778,1776384609000
1776384611.517,11.517,0.39,30.0,0.38,25.0,0.43,7.51,0.46,45.24,0.54,45.24,0.5,208.0,0.55,1.26,0.56,35.0,0.04,0.01,2344.287265,1776384610000
1776384612.344,12.344,0.4,5.5,0.39,5.0,0.41,15.0,0.42,34.5,0.57,7.51,0.54,45.24,0.61,30.0,0.62,25.0,0.01,0.04,2344.287265,1776384610000
1776384612.953,12.953,0.39,100.53,0.38,35.83,0.41,20.0,0.42,105.0,0.59,15.0,0.58,34.5,0.6,5.5,0.61,5.0,0.02,0.01,2344.2034,1776384611000
