timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,eth_price,eth_oracle_ts
1776196801.539,1.539,,,,,,,,,,,,,,,,,,,2313.91735,1776196800000
1776196802.156,2.156,0.53,5.0,0.48,216.0,0.6,76.66,0.61,70.0,0.4,66.66,0.39,70.0,0.42,64.0,0.43,13.0,0.07,0.02,2313.91735,1776196800000
1776196802.377,2.377,0.58,53.38,0.57,23.0,0.59,10.0,0.6,66.66,0.41,10.0,0.4,66.66,0.42,58.18,0.43,23.0,0.01,0.01,2314.313219,1776196801000
1776196802.766,2.766,0.58,8.0,0.57,37.0,0.59,15.0,0.6,66.66,0.41,10.0,0.4,66.66,0.42,53.38,0.43,23.0,0.01,0.01,2314.313219,1776196801000
1776196803.283,3.283,0.57,5.0,0.56,18.0,0.59,15.0,0.6,5.0,0.41,15.0,0.4,66.66,0.42,8.0,0.43,37.0,0.02,0.01,2314.313219,1776196801000
1776196803.496,3.496,0.51,5.0,0.5,5.0,0.54,47.16,0.59,145.0,0.46,47.16,0.41,145.0,0.49,5.0,0.5,5.0,0.03,0.03,2314.807767,1776196802000
1776196803.956,3.956,0.57,10.0,0.56,5.0,0.59,140.0,0.61,65.0,0.46,47.16,0.41,145.0,0.49,5.0,0.5,5.0,0.02,0.03,2314.807767,1776196802000
1776196804.163,4.163,0.56,1.45,0.55,15.0,0.59,145.0,0.61,50.0,0.41,140.0,0.39,65.0,0.43,5.34,0.44,5.0,0.03,0.02,2314.807767,1776196802000
1776196804.478,4.478,0.58,14.47,0.57,38.0,0.59,137.93,0.61,50.0,0.41,142.93,0.39,50.0,0.43,10.0,0.44,1.45,0.01,0.02,2314.98231,1776196803000
1776196804.76,4.76,0.58,49.18,0.57,38.0,0.59,69.13,0.61,50.0,0.41,91.08,0.39,50.0,0.42,34.18,0.43,38.0,0.01,0.01,2314.98231,1776196803000
1776196804.983,4.983,0.58,54.18,0.57,38.0,0.59,8.44,0.61,50.0,0.41,18.44,0.39,50.0,0.42,49.18,0.43,38.0,0.01,0.01,2314.98231,1776196803000
1776196805.486,5.486,0.58,54.18,0.57,38.0,0.59,8.44,0.61,50.0,0.41,8.44,0.39,50.0,0.42,54.18,0.43,38.0,0.01,0.01,2314.74401,1776196804000
1776196805.98,5.98,0.58,176.27,0.57,158.0,0.59,1.15,0.61,50.0,0.41,3.44,0.39,50.0,0.42,81.27,0.43,28.0,0.01,0.01,2314.74401,1776196804000
1776196806.217,6.217,0.58,76.27,0.57,58.0,0.61,46.22,0.62,110.0,0.41,1.15,0.39,50.0,0.42,171.27,0.43,158.0,0.03,0.01,2314.7657,1776196805000
1776196806.648,6.648,0.6,30.0,0.59,15.0,0.61,44.45,0.62,115.0,0.39,46.22,0.38,110.0,0.42,29.27,0.43,58.0,0.01,0.03,2314.7657,1776196805000
1776196807.497,7.497,0.6,30.0,0.59,15.0,0.61,44.45,0.62,115.0,0.39,44.45,0.38,115.0,0.4,30.0,0.41,15.0,0.01,0.01,2314.879046,1776196806000
1776196807.851,7.851,0.6,48.0,0.59,26.0,0.61,44.45,0.62,125.0,0.39,49.45,0.38,120.0,0.4,43.0,0.41,26.0,0.01,0.01,2314.879046,1776196806000
1776196808.213,8.213,0.6,48.0,0.59,26.0,0.61,42.59,0.62,125.0,0.39,42.59,0.38,125.0,0.4,48.0,0.41,26.0,0.01,0.01,2315.000095,1776196807000
1776196808.454,8.454,0.55,1.97,0.54,10.0,0.59,10.0,0.6,10.0,0.39,217.59,0.38,158.0,0.42,7.09,0.45,11.0,0.04,0.03,2315.000095,1776196807000
1776196809.807,9.807,0.55,71.5,0.54,51.0,0.56,15.5,0.57,72.25,0.45,5.0,0.44,80.0,0.47,15.0,0.48,40.0,0.01,0.02,2315.000095,1776196807000
1776196810.05,10.05,0.55,61.5,0.54,51.0,0.57,67.75,0.58,130.5,0.44,7.6,0.43,72.25,0.45,61.5,0.46,51.0,0.02,0.01,2315.000095,1776196807000
1776196810.612,10.612,0.56,28.5,0.55,47.5,0.57,117.75,0.58,125.5,0.43,67.75,0.42,130.5,0.45,61.5,0.46,51.0,0.01,0.02,2315.000095,1776196807000
1776196811.311,11.311,0.56,28.5,0.55,47.5,0.57,117.75,0.58,125.5,0.43,117.75,0.42,125.5,0.44,28.5,0.45,47.5,0.01,0.01,2314.5981,1776196810000
1776196811.614,11.614,0.51,17.72,0.5,58.0,0.54,160.0,0.55,135.0,0.43,117.75,0.42,125.5,0.44,28.5,0.45,47.5,0.03,0.01,2314.5981,1776196810000
1776196812.006,12.006,0.51,15.5,0.5,62.0,0.52,9.32,0.54,10.0,0.48,9.32,0.46,10.0,0.49,15.5,0.5,62.0,0.01,0.01,2314.548024,1776196811000
1776196812.321,12.321,0.55,50.5,0.54,36.5,0.56,52.0,0.57,143.22,0.48,9.32,0.46,10.0,0.49,15.5,0.5,62.0,0.01,0.01,2314.548024,1776196811000
1776196812.958,12.958,0.56,30.0,0.55,72.5,0.57,49.16,0.58,115.5,0.44,52.0,0.43,143.22,0.45,50.5,0.46,36.5,0.01,0.01,2314.548024,1776196811000
1776196813.238,13.238,0.56,30.0,0.55,57.5,0.57,46.16,0.58,115.5,0.43,46.16,0.42,115.5,0.44,30.0,0.45,57.5,0.01,0.01,2314.386993,1776196812000
1776196814.341,14.341,0.55,15.0,0.54,16.0,0.56,25.5,0.57,206.66,0.44,25.5,0.43,206.66,0.45,15.0,0.46,16.0,0.01,0.01,2314.436076,1776196813000
1776196814.542,14.542,0.52,11.0,0.51,19.0,0.53,10.72,0.54,35.5,0.44,25.5,0.43,206.66,0.45,15.0,0.46,16.0,0.01,0.01,2314.436076,1776196813000
1776196814.869,14.869,0.52,8.0,0.51,19.0,0.53,15.72,0.54,45.5,0.47,15.72,0.46,45.5,0.48,8.0,0.49,19.0,0.01,0.01,2314.434453,1776196814000
1776196815.988,15.988,0.5,68.0,0.49,31.5,0.51,10.0,0.52,20.0,0.48,20.0,0.47,41.22,0.49,1.0,0.5,37.0,0.01,0.01,2314.434453,1776196814000
1776196817.313,17.313,0.5,89.5,0.49,31.5,0.51,2.15,0.52,15.0,0.49,2.15,0.48,15.0,0.5,89.5,0.51,31.5,0.01,0.01,2314.185986,1776196816000
1776196817.951,17.951,0.5,72.5,0.49,30.5,0.52,0.76,0.53,31.22,0.49,2.15,0.48,15.0,0.5,89.5,0.51,31.5,0.02,0.01,2314.185986,1776196816000
1776196818.699,18.699,0.5,72.5,0.49,30.5,0.52,0.76,0.53,31.22,0.48,0.76,0.47,31.22,0.5,72.5,0.51,30.5,0.02,0.02,2314.102917,1776196817000
1776196819.248,19.248,0.5,72.5,0.49,30.5,0.52,0.76,0.53,31.22,0.48,0.76,0.47,31.22,0.5,72.5,0.51,30.5,0.02,0.02,2314.21425,1776196818000
1776196819.784,19.784,0.51,26.0,0.5,41.0,0.52,10.76,0.53,26.22,0.48,0.76,0.47,31.22,0.5,72.5,0.51,30.5,0.01,0.02,2314.21425,1776196818000
1776196820.036,20.036,0.51,10.0,0.5,27.0,0.52,41.26,0.53,26.22,0.48,10.76,0.47,26.22,0.49,26.0,0.5,41.0,0.01,0.01,2314.21425,1776196818000
1776196820.366,20.366,0.51,10.0,0.5,27.0,0.52,41.26,0.53,26.22,0.48,41.26,0.47,26.22,0.49,10.0,0.5,27.0,0.01,0.01,2314.088495,1776196819000
1776196820.891,20.891,0.5,14.0,0.49,35.0,0.51,50.0,0.52,51.26,0.49,45.0,0.48,51.26,0.5,14.0,0.51,35.0,0.01,0.01,2314.088495,1776196819000
1776196822.07,22.07,0.5,14.0,0.49,35.0,0.51,50.0,0.52,51.26,0.49,50.0,0.48,51.26,0.5,14.0,0.51,35.0,0.01,0.01,2314.156063,1776196821000
1776196823.13,23.13,0.5,14.0,0.49,35.0,0.51,50.0,0.52,51.26,0.49,50.0,0.48,51.26,0.5,14.0,0.51,35.0,0.01,0.01,2314.026782,1776196822000
1776196824.275,24.275,0.5,14.0,0.49,35.0,0.51,50.0,0.52,51.26,0.49,50.0,0.48,51.26,0.5,14.0,0.51,35.0,0.01,0.01,2314.026839,1776196823000
1776196824.604,24.604,0.48,16.12,0.47,28.0,0.49,26.41,0.5,25.5,0.5,15.5,0.49,131.0,0.52,11.12,0.53,33.0,0.01,0.02,2314.026839,1776196823000
1776196824.94,24.94,0.47,72.76,0.46,43.5,0.48,20.0,0.49,82.68,0.52,20.5,0.51,87.68,0.53,25.26,0.54,33.0,0.01,0.01,2314.026839,1776196823000
1776196825.326,25.326,0.47,67.76,0.46,43.5,0.48,20.0,0.49,82.68,0.52,20.0,0.51,82.68,0.53,67.76,0.54,43.5,0.01,0.01,2314.038555,1776196824000
1776196825.913,25.913,0.47,77.26,0.46,55.5,0.48,10.0,0.49,87.68,0.52,20.0,0.51,82.68,0.53,67.76,0.54,43.5,0.01,0.01,2314.038555,1776196824000
1776196826.471,26.471,0.47,77.26,0.46,55.5,0.48,10.0,0.49,87.68,0.52,10.0,0.51,87.68,0.53,77.26,0.54,55.5,0.01,0.01,2313.989398,1776196825000
1776196826.949,26.949,0.47,69.26,0.46,55.5,0.48,15.0,0.49,87.68,0.52,15.0,0.51,87.68,0.53,69.26,0.54,55.5,0.01,0.01,2313.976977,1776196826000
1776196827.769,27.769,0.47,95.87,0.46,55.5,0.48,15.0,0.49,82.68,0.52,10.0,0.51,87.68,0.53,57.76,0.54,55.5,0.01,0.01,2313.976977,1776196826000
1776196827.983,27.983,0.47,28.0,0.46,50.0,0.48,40.5,0.49,87.68,0.52,40.5,0.51,87.68,0.53,28.0,0.54,50.0,0.01,0.01,2313.905596,1776196827000
1776196828.466,28.466,0.46,46.7,0.45,15.5,0.48,25.0,0.49,87.68,0.52,40.5,0.51,87.68,0.53,28.0,0.54,50.0,0.02,0.01,2313.905596,1776196827000
1776196828.974,28.974,0.46,36.7,0.45,15.5,0.47,10.0,0.48,25.0,0.53,10.0,0.52,25.0,0.54,36.7,0.55,15.5,0.01,0.01,2313.917183,1776196828000
1776196829.996,29.996,0.46,36.7,0.45,15.5,0.47,10.0,0.48,25.0,0.53,10.0,0.52,25.0,0.54,36.7,0.55,15.5,0.01,0.01,2313.800631,1776196829000
1776196830.547,30.547,0.46,245.42,0.45,32.5,0.47,42.0,0.48,20.0,0.53,10.0,0.52,25.0,0.54,36.7,0.55,15.5,0.01,0.01,2313.800631,1776196829000
1776196830.932,30.932,0.46,383.42,0.45,80.5,0.48,5.0,0.51,5.0,0.53,42.0,0.52,20.0,0.54,245.42,0.55,32.5,0.02,0.01,2313.800631,1776196829000
