timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,eth_price,eth_oracle_ts
1776166200.919,0.919,0.51,117.07,0.5,60.0,0.49,45.0,0.48,160.0,0.47,161.0,0.54,40.35,0.55,105.0,0.56,224.0,0.57,72.0,0.58,160.0,0.46,199.64,0.45,31.0,0.4,13.0,0.39,8.0,0.38,14.0,0.49,114.82,0.5,26.0,0.53,28.0,0.54,125.0,0.55,5.0,0.03,0.03,2369.98409,1776166199000
1776166201.203,1.203,0.51,69.52,0.5,26.0,0.46,100.0,0.45,5.0,0.4,13.0,0.54,23.64,0.55,5.0,0.57,17.0,0.6,13.0,0.61,8.0,0.46,199.64,0.45,31.0,0.43,11.0,0.4,13.0,0.39,8.0,0.49,104.82,0.5,26.0,0.54,100.0,0.55,5.0,0.58,26.0,0.03,0.03,2369.99532,1776166200000
1776166201.479,1.479,0.44,8.21,0.33,300.0,0.31,445.0,0.3,85.0,0.29,31.0,0.48,365.12,0.49,23.0,0.5,5.0,0.52,10.0,0.54,28.64,0.5,430.99,0.49,23.0,0.48,10.0,0.46,28.64,0.45,5.0,0.56,8.21,0.67,300.0,0.69,445.0,0.7,85.0,0.71,31.0,0.04,0.06,2369.99532,1776166200000
1776166201.682,1.682,0.44,2.21,0.33,300.0,0.31,457.12,0.3,102.0,0.27,459.82,0.45,14.0,0.46,184.0,0.47,23.0,0.48,5.0,0.51,20.0,0.52,253.12,0.51,23.0,0.46,10.0,0.45,5.0,0.33,300.0,0.56,8.21,0.67,300.0,0.69,445.0,0.7,85.0,0.71,31.0,0.01,0.04,2369.99532,1776166200000
1776166202.006,2.006,0.44,2.21,0.33,300.0,0.31,457.12,0.3,102.0,0.27,459.82,0.45,14.0,0.46,184.0,0.47,23.0,0.48,5.0,0.51,20.0,0.55,14.0,0.54,184.0,0.53,23.0,0.52,5.0,0.49,20.0,0.56,2.21,0.67,300.0,0.69,457.12,0.7,102.0,0.73,459.82,0.01,0.01,2370.145306,1776166201000
1776166202.233,2.233,0.39,5.0,0.37,17.12,0.36,23.12,0.33,300.0,0.32,70.0,0.42,4.42,0.43,10.0,0.44,2.67,0.45,10.0,0.46,10.0,0.56,2.67,0.55,31.0,0.54,34.0,0.52,5.0,0.51,9.0,0.65,13.12,0.66,25.12,0.67,300.0,0.68,70.0,0.69,445.0,0.03,0.09,2370.145306,1776166201000
1776166202.847,2.847,0.38,20.0,0.37,17.12,0.33,300.0,0.32,70.0,0.31,445.0,0.4,10.0,0.42,4.42,0.43,10.0,0.44,2.67,0.45,10.0,0.58,4.42,0.57,10.0,0.56,2.67,0.55,10.0,0.54,10.0,0.61,5.0,0.63,17.12,0.64,23.12,0.67,300.0,0.68,70.0,0.02,0.03,2370.145306,1776166201000
1776166203.631,3.631,0.38,25.0,0.37,27.12,0.36,10.0,0.35,15.0,0.34,15.0,0.39,10.0,0.4,20.0,0.41,15.0,0.42,29.42,0.43,25.0,0.6,10.0,0.58,4.42,0.57,10.0,0.56,2.67,0.55,10.0,0.62,20.0,0.63,17.12,0.67,300.0,0.68,70.0,0.69,445.0,0.01,0.02,2369.9532,1776166202000
1776166203.844,3.844,0.38,20.0,0.37,42.12,0.36,10.0,0.35,15.0,0.34,15.0,0.39,10.0,0.4,30.0,0.41,15.0,0.42,29.42,0.43,25.0,0.61,15.0,0.6,30.0,0.59,15.0,0.58,29.42,0.57,25.0,0.62,25.0,0.63,42.12,0.64,10.0,0.65,15.0,0.66,15.0,0.01,0.01,2369.9532,1776166202000
1776166204.206,4.206,0.38,20.0,0.37,42.12,0.36,10.0,0.35,15.0,0.34,10.0,0.39,4.19,0.4,25.0,0.41,10.0,0.42,24.42,0.43,20.0,0.61,10.0,0.6,30.0,0.59,15.0,0.58,29.42,0.57,25.0,0.62,20.0,0.63,42.12,0.64,10.0,0.65,15.0,0.66,15.0,0.01,0.01,2369.9532,1776166202000
1776166204.632,4.632,0.37,41.12,0.36,35.0,0.35,15.0,0.34,10.0,0.33,10.0,0.39,15.0,0.4,10.0,0.41,15.0,0.42,24.42,0.43,20.0,0.6,4.19,0.59,10.0,0.58,24.42,0.57,20.0,0.56,12.67,0.62,25.0,0.63,42.12,0.64,10.0,0.65,15.0,0.66,10.0,0.02,0.02,2369.9532,1776166202000
