timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,eth_price,eth_oracle_ts
1776159900.626,0.626,0.45,5.0,0.43,10.0,0.4,19.0,0.39,8.0,0.38,8.0,0.51,10.1,0.55,5.0,0.57,10.0,0.6,13.0,0.61,14.0,0.49,10.1,0.45,5.0,0.43,10.0,0.4,13.0,0.39,14.0,0.55,5.0,0.57,10.0,0.6,19.0,0.61,8.0,0.62,8.0,0.06,0.06,2387.685205,1776159899000
1776159901.355,1.355,0.53,8.9,0.45,5.0,0.43,10.0,0.4,19.0,0.39,8.0,0.55,5.0,0.57,10.0,0.6,13.0,0.61,14.0,0.62,8.0,0.45,5.0,0.43,10.0,0.4,13.0,0.39,14.0,0.38,8.0,0.47,8.9,0.55,5.0,0.57,10.0,0.6,19.0,0.61,8.0,0.02,0.02,2387.690195,1776159900000
1776159901.688,1.688,0.53,3.14,0.49,5.0,0.48,5.0,0.47,31.0,0.46,31.0,0.54,106.0,0.55,106.0,0.56,75.0,0.57,85.0,0.58,5.0,0.45,5.0,0.43,10.0,0.4,13.0,0.39,14.0,0.38,8.0,0.47,8.9,0.55,5.0,0.57,10.0,0.6,19.0,0.61,8.0,0.01,0.02,2387.690195,1776159900000
1776159902.633,2.633,0.53,4.94,0.49,5.0,0.48,5.0,0.47,31.0,0.46,31.0,0.54,111.0,0.55,106.0,0.56,75.0,0.57,85.0,0.58,5.0,0.46,111.0,0.45,106.0,0.44,75.0,0.43,85.0,0.42,5.0,0.47,4.94,0.51,5.0,0.52,5.0,0.53,31.0,0.54,31.0,0.01,0.01,2387.640135,1776159901000
1776159902.853,2.853,0.48,0.8,0.47,31.0,0.46,31.0,0.45,75.0,0.44,75.0,0.54,106.0,0.55,101.0,0.56,75.0,0.57,85.0,0.58,5.0,0.46,111.0,0.45,106.0,0.44,75.0,0.43,85.0,0.42,5.0,0.47,4.94,0.51,5.0,0.52,5.0,0.53,31.0,0.54,31.0,0.06,0.01,2387.640135,1776159901000
1776159903.299,3.299,0.48,0.8,0.47,31.0,0.46,31.0,0.45,75.0,0.44,75.0,0.54,106.0,0.55,101.0,0.56,75.0,0.57,85.0,0.58,5.0,0.46,106.0,0.45,101.0,0.44,75.0,0.43,85.0,0.42,5.0,0.52,0.8,0.53,31.0,0.54,31.0,0.55,75.0,0.56,75.0,0.06,0.06,2387.64043,1776159902000
1776159904.17,4.17,0.49,25.0,0.48,25.8,0.47,56.0,0.46,62.0,0.45,106.0,0.5,15.0,0.51,41.0,0.52,41.0,0.53,25.0,0.54,20.0,0.46,106.0,0.45,101.0,0.44,75.0,0.43,85.0,0.42,5.0,0.52,0.8,0.53,31.0,0.54,31.0,0.55,75.0,0.56,75.0,0.01,0.06,2387.64043,1776159902000
1776159904.795,4.795,0.5,37.4,0.49,25.0,0.48,30.8,0.47,51.0,0.46,62.0,0.51,46.0,0.52,41.0,0.53,25.0,0.54,15.0,0.55,85.0,0.49,46.0,0.48,41.0,0.47,25.0,0.46,15.0,0.45,85.0,0.5,37.4,0.51,25.0,0.52,30.8,0.53,51.0,0.54,62.0,0.01,0.01,2387.680135,1776159903000
1776159905.396,5.396,0.5,37.4,0.49,25.0,0.48,30.8,0.47,51.0,0.46,62.0,0.51,46.0,0.52,41.0,0.53,25.0,0.54,15.0,0.55,85.0,0.49,46.0,0.48,41.0,0.47,25.0,0.46,15.0,0.45,85.0,0.5,37.4,0.51,25.0,0.52,30.8,0.53,51.0,0.54,62.0,0.01,0.01,2387.6895,1776159904000
1776159905.678,5.678,0.52,35.0,0.51,85.0,0.5,143.4,0.49,139.0,0.48,62.8,0.53,14.0,0.54,41.0,0.55,5.0,0.56,65.0,0.57,15.0,0.47,24.0,0.46,41.0,0.45,5.0,0.44,55.0,0.43,15.0,0.48,30.0,0.49,85.0,0.5,143.4,0.51,144.0,0.52,36.8,0.01,0.01,2387.6895,1776159904000
