timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,eth_price,eth_oracle_ts
1776268200.847,0.847,0.46,3.0,0.4,38.0,0.5,5.0,0.53,10.0,0.5,5.0,0.47,10.0,0.54,5.0,0.6,38.0,0.04,0.04,2335.089856,1776268199000
1776268201.45,1.45,0.49,83.0,0.48,18.0,0.53,10.0,0.57,5.0,0.5,5.0,0.47,10.0,0.54,3.0,0.6,38.0,0.04,0.04,2335.088225,1776268200000
1776268201.993,1.993,0.52,130.79,0.51,176.48,0.53,10.0,0.57,111.0,0.47,10.0,0.43,21.0,0.49,0.48,0.5,72.0,0.01,0.02,2335.088225,1776268200000
1776268202.288,2.288,0.52,45.0,0.51,51.48,0.53,0.91,0.54,8.0,0.47,10.0,0.43,111.0,0.48,130.79,0.49,176.48,0.01,0.01,2335.088225,1776268200000
1776268202.619,2.619,0.52,24.16,0.51,51.48,0.53,0.91,0.54,8.0,0.47,0.91,0.46,8.0,0.48,24.16,0.49,51.48,0.01,0.01,2335.124512,1776268201000
1776268202.902,2.902,0.56,8.92,0.55,5.0,0.63,95.0,0.64,132.89,0.37,119.0,0.36,118.89,0.48,71.16,0.49,126.48,0.07,0.11,2335.124512,1776268201000
1776268203.157,3.157,0.6,99.18,0.59,126.0,0.62,5.0,0.63,10.0,0.38,5.0,0.37,10.0,0.4,99.18,0.41,126.0,0.02,0.02,2335.39,1776268202000
1776268204.129,4.129,0.61,17.0,0.6,134.18,0.62,5.0,0.63,10.0,0.38,5.0,0.37,10.0,0.4,99.18,0.41,126.0,0.01,0.02,2335.39,1776268202000
1776268204.637,4.637,0.61,12.0,0.6,139.18,0.63,1.77,0.64,18.89,0.38,1.77,0.37,5.0,0.39,22.0,0.4,139.18,0.02,0.01,2335.644939,1776268203000
1776268205.38,5.38,0.61,12.0,0.6,139.18,0.63,1.77,0.64,18.89,0.37,1.77,0.36,18.89,0.39,12.0,0.4,139.18,0.02,0.02,2335.997261,1776268204000
1776268205.721,5.721,0.63,29.23,0.62,15.0,0.64,43.89,0.65,81.09,0.37,1.77,0.36,18.89,0.39,12.0,0.4,139.18,0.01,0.02,2335.997261,1776268204000
1776268206.692,6.692,0.63,43.87,0.62,15.0,0.64,48.89,0.65,81.09,0.36,43.89,0.35,81.09,0.37,29.23,0.38,15.0,0.01,0.01,2336.117256,1776268205000
1776268207.054,7.054,0.63,43.87,0.62,15.0,0.64,48.89,0.65,81.09,0.36,48.89,0.35,81.09,0.37,43.87,0.38,15.0,0.01,0.01,2336.157191,1776268206000
1776268208.072,8.072,0.63,46.59,0.62,15.0,0.64,51.89,0.65,81.09,0.36,51.89,0.35,81.09,0.37,46.59,0.38,15.0,0.01,0.01,2336.156525,1776268207000
1776268208.321,8.321,0.63,194.09,0.62,164.0,0.64,17.31,0.68,30.0,0.36,11.89,0.34,5.0,0.37,183.59,0.38,164.0,0.01,0.01,2336.156525,1776268207000
1776268208.532,8.532,0.67,16.0,0.66,116.0,0.68,0.72,0.69,5.0,0.32,31.72,0.31,5.0,0.37,330.09,0.38,164.0,0.01,0.05,2336.156525,1776268207000
1776268209.057,9.057,0.67,17.4,0.66,131.5,0.68,0.72,0.69,15.5,0.32,0.72,0.31,15.5,0.33,17.4,0.34,131.5,0.01,0.01,2336.15032,1776268208000
1776268209.451,9.451,0.68,203.5,0.67,274.4,0.69,3.0,0.7,40.5,0.32,0.72,0.31,15.5,0.33,17.4,0.34,131.5,0.01,0.01,2336.15032,1776268208000
1776268209.952,9.952,0.69,106.48,0.68,203.5,0.7,165.5,0.71,500.5,0.31,3.0,0.3,40.5,0.32,203.5,0.33,274.4,0.01,0.01,2336.15032,1776268208000
1776268210.166,10.166,0.69,109.48,0.68,203.5,0.7,163.75,0.71,500.5,0.3,163.75,0.29,500.5,0.31,109.48,0.32,203.5,0.01,0.01,2336.276797,1776268209000
