timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,eth_price,eth_oracle_ts
1776265200.636,0.636,0.48,5.0,0.4,38.0,0.51,115.0,0.55,5.0,0.5,5.0,0.49,115.0,0.52,6.0,0.6,38.0,0.03,0.02,2338.307405,1776265199000
1776265200.869,0.869,0.48,5.0,0.4,38.0,0.51,109.0,0.55,5.0,0.49,115.0,0.45,5.0,0.52,5.0,0.6,38.0,0.03,0.03,2338.307405,1776265199000
1776265201.318,1.318,0.44,175.0,0.43,13.0,0.51,105.07,0.55,5.0,0.49,109.0,0.45,5.0,0.52,5.0,0.6,38.0,0.07,0.03,2338.471637,1776265200000
1776265202.191,2.191,0.5,23.2,0.49,23.0,0.51,105.07,0.54,8.0,0.49,105.07,0.45,5.0,0.56,175.0,0.57,13.0,0.01,0.07,2338.471637,1776265200000
1776265202.654,2.654,0.49,7.35,0.46,8.0,0.5,5.0,0.51,91.55,0.49,81.45,0.47,5.0,0.51,6.18,0.54,8.0,0.01,0.02,2339.012145,1776265201000
1776265203.285,3.285,0.47,4.88,0.46,8.0,0.5,0.14,0.51,86.55,0.5,0.14,0.49,86.55,0.54,8.0,0.55,5.0,0.03,0.04,2339.012145,1776265201000
1776265204.047,4.047,0.49,5.0,0.48,10.0,0.5,5.14,0.51,86.55,0.5,0.14,0.49,86.55,0.53,4.88,0.54,8.0,0.01,0.03,2339.276786,1776265203000
1776265204.597,4.597,0.49,72.0,0.48,100.0,0.51,86.55,0.54,8.0,0.5,5.14,0.49,86.55,0.51,5.0,0.52,10.0,0.02,0.01,2339.276786,1776265203000
1776265204.862,4.862,0.5,90.0,0.49,22.0,0.51,86.55,0.54,8.0,0.49,86.55,0.46,8.0,0.51,72.0,0.52,100.0,0.01,0.02,2339.276786,1776265203000
1776265205.084,5.084,0.5,95.0,0.49,22.0,0.51,31.35,0.54,8.0,0.49,81.35,0.46,8.0,0.5,100.0,0.51,22.0,0.01,0.01,2339.181545,1776265204000
1776265205.44,5.44,0.5,111.0,0.49,55.0,0.51,5.35,0.54,19.0,0.49,16.35,0.46,8.0,0.5,95.0,0.51,22.0,0.01,0.01,2339.181545,1776265204000
