timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,eth_price,eth_oracle_ts
1776159000.55,0.55,0.5,25.14,0.49,5.0,0.48,25.0,0.47,46.0,0.46,166.0,0.51,20.59,0.52,30.0,0.53,106.0,0.54,226.0,0.55,165.0,0.49,5.05,0.46,100.0,0.45,5.0,0.43,10.0,0.4,13.0,0.54,58.42,0.55,5.0,0.57,10.0,0.6,13.0,0.61,8.0,0.01,0.05,2390.630156,1776158999000
1776159001.043,1.043,0.53,13.95,0.46,58.42,0.45,5.0,0.43,10.0,0.4,13.0,0.54,100.0,0.55,5.0,0.57,10.0,0.6,13.0,0.61,8.0,0.49,5.05,0.46,100.0,0.45,5.0,0.43,10.0,0.4,13.0,0.54,58.42,0.55,5.0,0.57,10.0,0.6,13.0,0.61,8.0,0.01,0.05,2390.630156,1776158999000
1776159001.382,1.382,0.53,13.95,0.46,58.42,0.45,5.0,0.43,10.0,0.4,13.0,0.54,100.0,0.55,5.0,0.57,10.0,0.6,13.0,0.61,8.0,0.46,100.0,0.45,5.0,0.43,10.0,0.4,13.0,0.39,8.0,0.47,13.95,0.54,58.42,0.55,5.0,0.57,10.0,0.6,13.0,0.01,0.01,2390.649692,1776159000000
1776159002.549,2.549,0.53,13.95,0.46,58.42,0.45,5.0,0.43,10.0,0.4,13.0,0.54,100.0,0.55,5.0,0.57,10.0,0.6,13.0,0.61,8.0,0.46,100.0,0.45,5.0,0.43,10.0,0.4,13.0,0.39,8.0,0.47,13.95,0.54,58.42,0.55,5.0,0.57,10.0,0.6,13.0,0.01,0.01,2390.63065,1776159001000
1776159003.1,3.1,0.53,8.95,0.49,15.0,0.48,20.0,0.47,15.0,0.46,15.0,0.54,133.0,0.55,172.0,0.56,125.0,0.57,15.0,0.58,5.0,0.46,100.0,0.45,5.0,0.43,10.0,0.4,13.0,0.39,8.0,0.47,13.95,0.54,58.42,0.55,5.0,0.57,10.0,0.6,13.0,0.01,0.01,2390.63065,1776159001000
1776159003.641,3.641,0.48,5.0,0.44,10.0,0.43,20.0,0.42,10.0,0.41,10.0,0.54,294.0,0.55,72.0,0.56,70.0,0.57,30.0,0.58,31.0,0.46,133.0,0.45,172.0,0.44,125.0,0.43,15.0,0.42,5.0,0.47,8.95,0.51,15.0,0.52,20.0,0.53,15.0,0.54,15.0,0.06,0.01,2390.629715,1776159002000
1776159004.334,4.334,0.43,20.0,0.42,30.0,0.41,15.0,0.4,15.0,0.39,42.0,0.44,67.0,0.45,46.0,0.46,20.0,0.47,25.0,0.48,235.0,0.55,63.0,0.54,36.0,0.53,10.0,0.52,85.0,0.51,20.0,0.56,15.0,0.57,25.0,0.58,10.0,0.59,10.0,0.6,10.0,0.01,0.01,2390.629715,1776159002000
1776159004.889,4.889,0.42,25.0,0.41,15.0,0.4,15.0,0.39,42.0,0.38,112.0,0.44,67.0,0.45,46.0,0.46,20.0,0.47,25.0,0.48,235.0,0.56,67.0,0.55,46.0,0.54,20.0,0.53,25.0,0.52,235.0,0.58,25.0,0.59,15.0,0.6,15.0,0.61,42.0,0.62,112.0,0.02,0.02,2390.5956,1776159003000
1776159005.525,5.525,0.42,7.75,0.41,5.0,0.4,15.0,0.39,15.0,0.38,85.0,0.43,86.0,0.44,46.0,0.45,20.0,0.46,15.0,0.47,25.0,0.57,86.0,0.56,46.0,0.55,20.0,0.54,15.0,0.53,25.0,0.58,7.75,0.59,5.0,0.6,15.0,0.61,15.0,0.62,85.0,0.01,0.01,2390.605212,1776159004000
1776159005.935,5.935,0.42,3.75,0.38,85.0,0.37,100.0,0.36,104.0,0.35,48.0,0.43,126.0,0.44,56.0,0.45,46.0,0.46,96.0,0.47,72.0,0.57,96.0,0.56,61.0,0.55,25.0,0.54,25.0,0.53,35.0,0.58,39.32,0.59,5.0,0.6,15.0,0.61,20.0,0.62,85.0,0.01,0.01,2390.605212,1776159004000
1776159006.141,6.141,0.38,85.0,0.37,100.0,0.36,104.0,0.35,48.0,0.34,15.0,0.42,6.25,0.43,126.0,0.44,56.0,0.45,46.0,0.46,96.0,0.58,6.25,0.57,126.0,0.56,56.0,0.55,46.0,0.54,96.0,0.62,85.0,0.63,100.0,0.64,104.0,0.65,48.0,0.66,15.0,0.04,0.04,2390.590424,1776159005000
1776159006.445,6.445,0.38,93.34,0.37,90.0,0.36,104.0,0.35,48.0,0.34,15.0,0.39,25.0,0.4,25.0,0.41,25.0,0.42,65.25,0.43,71.0,0.58,6.25,0.57,126.0,0.56,56.0,0.55,46.0,0.54,96.0,0.62,85.0,0.63,100.0,0.64,104.0,0.65,48.0,0.66,15.0,0.01,0.04,2390.590424,1776159005000
1776159006.684,6.684,0.38,15.0,0.37,10.0,0.36,20.0,0.35,48.0,0.34,44.0,0.39,28.19,0.4,30.0,0.41,174.0,0.42,60.25,0.43,105.0,0.61,25.0,0.6,25.0,0.59,25.0,0.58,65.25,0.57,71.0,0.62,93.34,0.63,90.0,0.64,104.0,0.65,48.0,0.66,15.0,0.01,0.01,2390.590424,1776159005000
1776159006.929,6.929,0.38,0.38,0.37,10.0,0.36,20.0,0.35,20.0,0.34,32.0,0.39,42.6,0.4,62.0,0.41,191.0,0.42,31.25,0.43,105.0,0.61,17.93,0.6,49.0,0.59,191.0,0.58,31.25,0.57,105.0,0.62,10.8,0.63,10.0,0.64,20.0,0.65,20.0,0.66,44.0,0.01,0.01,2390.590424,1776159005000
1776159007.282,7.282,0.36,18.88,0.35,20.0,0.34,32.0,0.33,44.0,0.32,15.0,0.39,37.6,0.4,62.0,0.41,165.0,0.42,41.25,0.43,95.0,0.61,42.6,0.6,62.0,0.59,191.0,0.58,31.25,0.57,105.0,0.62,0.38,0.63,10.0,0.64,20.0,0.65,20.0,0.66,32.0,0.03,0.01,2390.590424,1776159005000
1776159007.597,7.597,0.36,18.88,0.35,20.0,0.34,32.0,0.33,44.0,0.32,15.0,0.39,37.6,0.4,62.0,0.41,165.0,0.42,41.25,0.43,95.0,0.61,37.6,0.6,62.0,0.59,165.0,0.58,41.25,0.57,95.0,0.64,18.88,0.65,20.0,0.66,32.0,0.67,44.0,0.68,15.0,0.03,0.03,2390.247966,1776159006000
1776159008.225,8.225,0.36,20.64,0.35,25.0,0.34,32.0,0.33,44.0,0.32,15.0,0.37,29.67,0.38,30.0,0.39,22.93,0.4,46.0,0.41,191.0,0.61,37.6,0.6,62.0,0.59,165.0,0.58,41.25,0.57,95.0,0.64,18.88,0.65,20.0,0.66,32.0,0.67,44.0,0.68,15.0,0.01,0.03,2390.247966,1776159006000
1776159008.936,8.936,0.33,1.26,0.32,20.0,0.31,75.0,0.3,95.0,0.29,116.0,0.37,37.17,0.38,30.0,0.39,22.93,0.4,46.0,0.41,201.0,0.63,22.17,0.62,30.0,0.61,22.93,0.6,46.0,0.59,191.0,0.64,20.64,0.65,25.0,0.66,32.0,0.67,44.0,0.68,15.0,0.04,0.01,2390.128208,1776159007000
1776159009.347,9.347,0.33,34.0,0.32,55.0,0.31,80.0,0.3,95.0,0.29,116.0,0.34,29.67,0.35,25.0,0.36,20.0,0.37,22.5,0.38,25.0,0.63,37.17,0.62,30.0,0.61,22.93,0.6,46.0,0.59,201.0,0.67,1.26,0.68,20.0,0.69,75.0,0.7,95.0,0.71,116.0,0.01,0.04,2390.128208,1776159007000
1776159009.551,9.551,0.33,34.0,0.32,55.0,0.31,80.0,0.3,95.0,0.29,116.0,0.34,29.67,0.35,25.0,0.36,20.0,0.37,22.5,0.38,25.0,0.66,29.67,0.65,25.0,0.64,20.0,0.63,22.5,0.62,25.0,0.67,34.0,0.68,55.0,0.69,80.0,0.7,95.0,0.71,116.0,0.01,0.01,2389.938781,1776159008000
1776159010.292,10.292,0.33,34.0,0.32,55.0,0.31,80.0,0.3,95.0,0.29,116.0,0.34,14.67,0.35,25.0,0.36,20.0,0.37,22.5,0.38,25.0,0.66,14.67,0.65,25.0,0.64,20.0,0.63,22.5,0.62,25.0,0.67,34.0,0.68,55.0,0.69,80.0,0.7,95.0,0.71,116.0,0.01,0.01,2389.908912,1776159009000
1776159010.756,10.756,0.33,124.0,0.32,73.0,0.31,80.0,0.3,95.0,0.29,182.31,0.36,0.34,0.37,22.5,0.38,25.0,0.39,22.93,0.4,57.0,0.66,7.05,0.65,2.71,0.64,25.0,0.63,22.5,0.62,25.0,0.67,114.0,0.68,73.0,0.69,80.0,0.7,95.0,0.71,182.31,0.03,0.01,2389.908912,1776159009000
1776159011.587,11.587,0.34,78.5,0.33,49.5,0.32,67.0,0.31,80.0,0.3,95.0,0.35,12.08,0.36,20.34,0.37,33.0,0.38,93.5,0.39,48.93,0.65,23.58,0.64,10.34,0.63,22.5,0.62,25.0,0.61,22.93,0.66,38.5,0.67,130.5,0.68,43.0,0.69,80.0,0.7,95.0,0.01,0.01,2389.908912,1776159009000
1776159011.947,11.947,0.34,15.5,0.33,107.5,0.32,67.0,0.31,80.0,0.3,116.0,0.35,12.08,0.36,30.84,0.37,91.0,0.38,35.5,0.39,48.93,0.65,12.08,0.64,20.34,0.63,33.0,0.62,93.5,0.61,48.93,0.66,78.5,0.67,49.5,0.68,67.0,0.69,80.0,0.7,95.0,0.01,0.01,2389.85305,1776159010000
1776159012.218,12.218,0.34,15.5,0.33,107.5,0.32,67.0,0.31,80.0,0.3,116.0,0.35,12.08,0.36,30.84,0.37,91.0,0.38,35.5,0.39,48.93,0.65,12.08,0.64,30.84,0.63,91.0,0.62,35.5,0.61,48.93,0.66,15.5,0.67,107.5,0.68,67.0,0.69,80.0,0.7,116.0,0.01,0.01,2389.835619,1776159011000
1776159012.844,12.844,0.34,94.54,0.33,64.5,0.32,30.0,0.31,88.0,0.3,116.0,0.35,7.08,0.36,10.34,0.37,33.0,0.38,48.5,0.39,48.93,0.65,12.08,0.64,30.84,0.63,91.0,0.62,35.5,0.61,48.93,0.66,15.5,0.67,107.5,0.68,67.0,0.69,80.0,0.7,116.0,0.01,0.01,2389.835619,1776159011000
1776159013.369,13.369,0.34,89.54,0.33,64.5,0.32,30.0,0.31,88.0,0.3,116.0,0.35,2.79,0.36,30.84,0.37,33.0,0.38,48.5,0.39,48.93,0.65,7.08,0.64,10.34,0.63,33.0,0.62,48.5,0.61,48.93,0.66,94.54,0.67,64.5,0.68,30.0,0.69,88.0,0.7,116.0,0.01,0.01,2389.835619,1776159011000
1776159013.682,13.682,0.34,75.54,0.33,64.5,0.32,59.0,0.31,88.0,0.3,116.0,0.35,4.21,0.36,30.84,0.37,33.0,0.38,48.5,0.39,48.93,0.65,4.21,0.64,30.84,0.63,33.0,0.62,48.5,0.61,48.93,0.66,75.54,0.67,64.5,0.68,59.0,0.69,88.0,0.7,116.0,0.01,0.01,2389.827829,1776159012000
1776159014.115,14.115,0.34,87.54,0.33,64.5,0.32,59.0,0.31,88.0,0.3,116.0,0.36,28.06,0.37,96.0,0.38,48.5,0.39,56.93,0.4,35.0,0.64,30.84,0.63,91.0,0.62,48.5,0.61,48.93,0.6,35.0,0.66,92.54,0.67,64.5,0.68,59.0,0.69,88.0,0.7,116.0,0.02,0.02,2389.827829,1776159012000
1776159014.359,14.359,0.34,87.54,0.33,64.5,0.32,59.0,0.31,88.0,0.3,116.0,0.36,28.06,0.37,96.0,0.38,48.5,0.39,56.93,0.4,35.0,0.64,28.06,0.63,96.0,0.62,48.5,0.61,56.93,0.6,35.0,0.66,87.54,0.67,64.5,0.68,59.0,0.69,88.0,0.7,116.0,0.02,0.02,2389.816025,1776159013000
1776159014.887,14.887,0.35,12.9,0.34,99.54,0.33,70.56,0.32,30.0,0.31,88.0,0.36,33.56,0.37,91.0,0.38,48.5,0.39,48.93,0.4,43.0,0.64,28.06,0.63,96.0,0.62,48.5,0.61,56.93,0.6,35.0,0.66,87.54,0.67,64.5,0.68,59.0,0.69,88.0,0.7,116.0,0.01,0.02,2389.816025,1776159013000
1776159015.261,15.261,0.34,115.97,0.33,70.56,0.32,30.0,0.31,88.0,0.3,116.0,0.36,18.56,0.37,12.5,0.38,106.5,0.39,48.93,0.4,43.0,0.64,33.56,0.63,91.0,0.62,48.5,0.61,48.93,0.6,43.0,0.65,12.86,0.66,109.54,0.67,70.56,0.68,30.0,0.69,88.0,0.02,0.01,2389.816025,1776159013000
1776159015.579,15.579,0.35,83.0,0.34,69.97,0.33,70.56,0.32,30.0,0.31,88.0,0.36,10.11,0.37,22.5,0.38,35.5,0.39,48.93,0.4,68.0,0.64,10.11,0.63,22.5,0.62,35.5,0.61,48.93,0.6,68.0,0.65,83.0,0.66,69.97,0.67,70.56,0.68,30.0,0.69,88.0,0.01,0.01,2389.825701,1776159014000
1776159016.266,16.266,0.35,88.0,0.34,69.97,0.33,41.56,0.32,30.0,0.31,88.0,0.36,11.66,0.37,17.5,0.38,35.5,0.39,48.93,0.4,68.0,0.64,11.66,0.63,17.5,0.62,35.5,0.61,48.93,0.6,68.0,0.65,88.0,0.66,69.97,0.67,41.56,0.68,30.0,0.69,88.0,0.01,0.01,2389.822898,1776159015000
1776159016.908,16.908,0.35,75.0,0.34,69.97,0.33,41.56,0.32,30.0,0.31,38.0,0.36,5.13,0.37,33.0,0.38,93.5,0.39,48.93,0.4,68.0,0.64,11.66,0.63,17.5,0.62,35.5,0.61,48.93,0.6,68.0,0.65,88.0,0.66,69.97,0.67,41.56,0.68,30.0,0.69,88.0,0.01,0.01,2389.822898,1776159015000
1776159017.473,17.473,0.35,75.0,0.34,69.97,0.33,41.56,0.32,30.0,0.31,38.0,0.36,5.13,0.37,33.0,0.38,93.5,0.39,48.93,0.4,68.0,0.64,5.13,0.63,33.0,0.62,93.5,0.61,48.93,0.6,68.0,0.65,75.0,0.66,69.97,0.67,41.56,0.68,30.0,0.69,38.0,0.01,0.01,2389.846336,1776159016000
1776159017.761,17.761,0.35,5.15,0.34,59.97,0.33,99.56,0.32,40.5,0.31,38.0,0.36,25.07,0.37,96.0,0.38,35.5,0.39,55.78,0.4,68.0,0.64,35.63,0.63,38.0,0.62,35.5,0.61,48.93,0.6,68.0,0.65,5.15,0.66,59.97,0.67,99.56,0.68,40.5,0.69,38.0,0.01,0.01,2389.846336,1776159016000
1776159018.22,18.22,0.35,2.76,0.34,59.97,0.33,99.56,0.32,40.5,0.31,38.0,0.36,30.0,0.37,96.0,0.38,35.5,0.39,55.78,0.4,68.0,0.64,30.0,0.63,96.0,0.62,35.5,0.61,55.78,0.6,68.0,0.65,2.76,0.66,59.97,0.67,99.56,0.68,40.5,0.69,38.0,0.01,0.01,2389.921462,1776159017000
1776159018.944,18.944,0.34,37.51,0.33,54.0,0.32,98.5,0.31,38.0,0.3,95.0,0.35,93.5,0.36,40.5,0.37,33.0,0.38,57.49,0.39,48.93,0.64,30.0,0.63,96.0,0.62,35.5,0.61,55.78,0.6,68.0,0.65,2.76,0.66,59.97,0.67,99.56,0.68,40.5,0.69,38.0,0.01,0.01,2389.921462,1776159017000
1776159019.482,19.482,0.34,32.39,0.33,54.0,0.32,83.0,0.31,48.5,0.3,106.31,0.35,108.5,0.36,40.5,0.37,33.0,0.38,57.49,0.39,56.93,0.65,93.5,0.64,40.5,0.63,33.0,0.62,57.49,0.61,48.93,0.66,37.51,0.67,54.0,0.68,98.5,0.69,38.0,0.7,95.0,0.01,0.01,2389.921462,1776159017000
1776159019.843,19.843,0.34,32.39,0.33,54.0,0.32,83.0,0.31,48.5,0.3,106.31,0.35,108.5,0.36,40.5,0.37,33.0,0.38,57.49,0.39,56.93,0.65,108.5,0.64,40.5,0.63,33.0,0.62,57.49,0.61,56.93,0.66,32.39,0.67,54.0,0.68,83.0,0.69,48.5,0.7,106.31,0.01,0.01,2389.94,1776159018000
1776159020.357,20.357,0.34,32.39,0.33,44.0,0.32,83.0,0.31,40.5,0.3,108.0,0.35,93.5,0.36,40.5,0.37,33.0,0.38,57.49,0.39,56.93,0.65,108.5,0.64,40.5,0.63,33.0,0.62,57.49,0.61,56.93,0.66,32.39,0.67,54.0,0.68,83.0,0.69,48.5,0.7,106.31,0.01,0.01,2389.94,1776159018000
1776159020.965,20.965,0.34,32.39,0.33,44.0,0.32,83.0,0.31,40.5,0.3,108.0,0.35,93.5,0.36,40.5,0.37,33.0,0.38,57.49,0.39,56.93,0.65,93.5,0.64,40.5,0.63,33.0,0.62,57.49,0.61,56.93,0.66,32.39,0.67,44.0,0.68,83.0,0.69,40.5,0.7,108.0,0.01,0.01,2389.762105,1776159020000
1776159021.81,21.81,0.34,4.46,0.32,12.0,0.31,107.0,0.3,90.0,0.29,95.0,0.35,129.5,0.36,207.5,0.37,33.0,0.38,105.5,0.39,59.93,0.65,93.5,0.64,40.5,0.63,33.0,0.62,57.49,0.61,56.93,0.66,32.39,0.67,44.0,0.68,83.0,0.69,40.5,0.7,108.0,0.01,0.01,2389.762105,1776159020000
1776159022.038,22.038,0.31,102.0,0.3,121.31,0.29,100.0,0.28,30.0,0.27,33.0,0.33,6.54,0.35,127.5,0.36,215.5,0.37,43.0,0.38,111.5,0.65,129.5,0.64,207.5,0.63,33.0,0.62,105.5,0.61,59.93,0.66,4.46,0.68,12.0,0.69,107.0,0.7,90.0,0.71,95.0,0.02,0.01,2389.762105,1776159020000
1776159022.39,22.39,0.31,46.4,0.3,95.5,0.29,135.0,0.28,63.0,0.27,33.0,0.32,15.0,0.33,42.04,0.34,15.0,0.35,175.5,0.36,205.5,0.68,15.0,0.67,42.04,0.66,15.0,0.65,114.5,0.64,210.5,0.69,82.0,0.7,131.81,0.71,100.0,0.72,30.0,0.73,33.0,0.01,0.01,2389.735205,1776159021000
1776159022.642,22.642,0.31,46.4,0.3,105.5,0.29,135.0,0.28,63.0,0.27,33.0,0.32,20.35,0.33,41.54,0.34,25.0,0.35,170.5,0.36,205.5,0.68,25.35,0.67,42.04,0.66,15.0,0.65,170.5,0.64,205.5,0.69,46.4,0.7,95.5,0.71,135.0,0.72,63.0,0.73,33.0,0.01,0.01,2389.735205,1776159021000
1776159023.333,23.333,0.31,84.79,0.3,105.5,0.29,135.0,0.28,63.0,0.27,33.0,0.33,36.54,0.34,35.5,0.35,165.5,0.36,205.5,0.37,43.0,0.67,36.54,0.66,35.5,0.65,165.5,0.64,205.5,0.63,43.0,0.69,84.79,0.7,105.5,0.71,135.0,0.72,63.0,0.73,33.0,0.02,0.02,2389.67092,1776159022000
1776159023.845,23.845,0.32,53.17,0.31,69.29,0.3,137.5,0.29,132.0,0.28,95.0,0.33,11.54,0.34,35.09,0.35,35.5,0.36,184.5,0.37,71.0,0.67,36.54,0.66,35.5,0.65,165.5,0.64,205.5,0.63,43.0,0.69,84.79,0.7,105.5,0.71,135.0,0.72,63.0,0.73,33.0,0.01,0.02,2389.67092,1776159022000
