timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,eth_price,eth_oracle_ts
1776333000.508,0.508,0.52,128.94,0.51,122.95,0.54,83.4,0.55,70.0,0.46,83.4,0.45,70.0,0.48,149.78,0.49,122.95,0.02,0.02,2339.019922,1776332998000
1776333001.272,1.272,0.51,101.36,0.5,55.0,0.53,70.0,0.54,83.4,0.47,70.0,0.46,83.4,0.49,101.36,0.5,55.0,0.02,0.02,2338.772205,1776333000000
1776333001.769,1.769,0.51,203.05,0.5,55.0,0.52,95.0,0.53,83.0,0.48,58.0,0.47,83.0,0.49,208.36,0.5,55.0,0.01,0.01,2338.772205,1776333000000
1776333002.247,2.247,0.51,196.49,0.5,55.0,0.52,104.36,0.53,83.0,0.48,93.07,0.47,83.0,0.49,196.49,0.5,55.0,0.01,0.01,2338.772205,1776333000000
1776333002.476,2.476,0.51,191.49,0.5,55.0,0.52,109.36,0.53,19.0,0.48,104.36,0.47,83.0,0.49,196.49,0.5,55.0,0.01,0.01,2338.494127,1776333001000
1776333002.769,2.769,0.51,132.37,0.5,55.0,0.52,104.36,0.53,13.0,0.48,104.36,0.47,19.0,0.49,191.49,0.5,55.0,0.01,0.01,2338.494127,1776333001000
1776333003.218,3.218,0.51,91.57,0.5,55.0,0.52,62.17,0.53,153.0,0.48,104.36,0.47,13.0,0.49,84.81,0.5,55.0,0.01,0.01,2338.33709,1776333002000
1776333003.479,3.479,0.5,16.57,0.41,50.0,0.51,10.0,0.52,62.17,0.48,62.17,0.47,153.0,0.5,46.57,0.62,140.0,0.01,0.02,2338.33709,1776333002000
1776333004.12,4.12,0.5,16.57,0.41,50.0,0.51,10.0,0.52,62.17,0.49,10.0,0.48,62.17,0.5,16.57,0.59,50.0,0.01,0.01,2338.126746,1776333003000
1776333004.438,4.438,0.5,11.57,0.41,50.0,0.51,10.0,0.52,217.17,0.49,10.0,0.48,62.17,0.5,16.57,0.59,50.0,0.01,0.01,2338.126746,1776333003000
1776333004.958,4.958,0.5,13.49,0.41,60.0,0.51,10.0,0.52,209.12,0.48,209.12,0.47,150.0,0.5,11.57,0.59,60.0,0.01,0.02,2338.126746,1776333003000
1776333005.187,5.187,0.5,13.49,0.41,60.0,0.51,99.91,0.52,174.0,0.49,4.91,0.48,209.12,0.5,13.49,0.59,60.0,0.01,0.01,2338.126746,1776333003000
1776333005.577,5.577,0.5,11.3,0.41,60.0,0.51,165.16,0.52,161.0,0.49,99.91,0.48,174.0,0.5,13.49,0.59,60.0,0.01,0.01,2338.11937,1776333004000
1776333005.81,5.81,0.5,6.3,0.41,60.0,0.51,165.16,0.52,161.0,0.49,165.16,0.48,161.0,0.5,11.3,0.59,60.0,0.01,0.01,2338.11937,1776333004000
1776333006.255,6.255,0.41,60.0,0.4,80.0,0.51,170.16,0.52,161.0,0.49,165.16,0.48,161.0,0.5,1.3,0.59,60.0,0.1,0.01,2338.11937,1776333004000
1776333006.879,6.879,0.41,74.76,0.4,80.0,0.42,2.61,0.43,15.0,0.49,170.16,0.48,161.0,0.59,60.0,0.6,80.0,0.01,0.1,2338.1471,1776333005000
1776333007.458,7.458,0.42,35.0,0.41,169.76,0.44,5.0,0.45,5.0,0.58,0.22,0.57,15.0,0.59,74.76,0.6,80.0,0.02,0.01,2338.1671,1776333006000
1776333007.801,7.801,0.46,213.18,0.44,70.0,0.47,27.18,0.48,27.0,0.53,32.0,0.52,15.0,0.54,8.0,0.56,5.0,0.01,0.01,2338.1671,1776333006000
1776333008.129,8.129,0.46,232.38,0.45,110.0,0.49,30.3,0.5,15.0,0.53,27.18,0.52,27.0,0.54,213.18,0.56,70.0,0.03,0.01,2338.1771,1776333007000
1776333008.879,8.879,0.47,114.7,0.46,218.18,0.48,5.7,0.49,35.8,0.51,25.3,0.5,15.0,0.54,232.38,0.55,110.0,0.01,0.03,2338.1771,1776333007000
1776333009.152,9.152,0.46,193.91,0.45,120.0,0.49,35.8,0.5,27.0,0.51,35.8,0.5,27.0,0.54,193.91,0.55,120.0,0.03,0.03,2338.1771,1776333008000
1776333010.049,10.049,0.44,85.61,0.43,107.0,0.47,10.5,0.48,25.5,0.51,35.8,0.5,27.0,0.54,193.91,0.55,120.0,0.03,0.03,2338.1771,1776333008000
1776333010.492,10.492,0.46,99.64,0.45,41.5,0.47,180.0,0.49,3.3,0.53,15.5,0.52,25.5,0.55,10.0,0.56,106.11,0.01,0.02,2338.20559,1776333009000
1776333010.962,10.962,0.46,145.5,0.45,41.5,0.47,18.4,0.49,3.3,0.53,88.4,0.51,3.3,0.54,122.5,0.55,41.5,0.01,0.01,2338.20559,1776333009000
1776333013.461,13.461,0.48,64.0,0.47,133.5,0.5,8.24,0.51,25.51,0.53,111.0,0.51,3.3,0.54,145.5,0.55,41.5,0.02,0.01,2338.4578,1776333012000
1776333015.299,15.299,0.49,114.81,0.48,144.91,0.5,8.14,0.51,25.51,0.5,8.24,0.49,25.51,0.52,64.0,0.53,133.5,0.01,0.02,2338.715334,1776333014000
1776333016.926,16.926,0.49,98.82,0.48,134.41,0.51,25.5,0.52,211.5,0.5,3.14,0.49,25.51,0.51,109.81,0.52,149.91,0.02,0.01,2338.701544,1776333015000
