timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,eth_price,eth_oracle_ts
1776331500.63,0.63,0.45,75.0,0.44,140.0,0.47,12.15,0.48,23.79,0.53,12.15,0.52,23.79,0.55,70.0,0.56,140.0,0.02,0.02,2347.271942,1776331499000
1776331500.976,0.976,0.45,75.0,0.44,140.0,0.47,12.15,0.48,23.79,0.53,12.15,0.52,23.79,0.55,75.0,0.56,140.0,0.02,0.02,2347.360101,1776331500000
1776331501.431,1.431,0.55,5.0,0.54,16.0,0.56,75.5,0.57,145.0,0.44,70.0,0.43,140.0,0.48,22.08,0.54,124.0,0.01,0.04,2347.360101,1776331500000
1776331501.68,1.68,0.54,15.34,0.53,17.0,0.56,75.5,0.57,145.0,0.44,75.5,0.43,145.0,0.45,5.0,0.46,16.0,0.02,0.01,2347.360101,1776331500000
1776331502.317,2.317,0.54,8.96,0.53,17.0,0.56,80.5,0.57,145.0,0.44,80.5,0.43,145.0,0.46,8.96,0.47,17.0,0.02,0.02,2347.36445,1776331501000
1776331502.765,2.765,0.52,18.0,0.51,12.14,0.56,80.5,0.57,145.0,0.44,80.5,0.43,145.0,0.49,0.14,0.5,75.0,0.04,0.05,2347.36445,1776331501000
1776331503.344,3.344,0.51,5.0,0.5,10.0,0.53,15.0,0.54,15.0,0.44,80.5,0.43,145.0,0.48,18.0,0.49,12.14,0.02,0.04,2347.36445,1776331501000
1776331503.808,3.808,0.5,10.0,0.49,10.0,0.52,44.0,0.53,80.0,0.47,15.0,0.46,15.0,0.49,5.0,0.5,10.0,0.02,0.02,2347.521125,1776331502000
1776331504.067,4.067,0.5,10.0,0.49,10.0,0.52,44.0,0.53,80.0,0.48,44.0,0.47,80.0,0.5,10.0,0.51,10.0,0.02,0.02,2347.612995,1776331503000
1776331504.909,4.909,0.5,10.0,0.49,10.0,0.51,16.82,0.52,22.0,0.48,44.0,0.47,80.0,0.5,10.0,0.51,10.0,0.01,0.02,2347.612995,1776331503000
1776331505.271,5.271,0.5,10.0,0.49,10.0,0.51,16.82,0.52,22.0,0.49,16.82,0.48,22.0,0.5,10.0,0.51,10.0,0.01,0.01,2347.55865,1776331504000
1776331506.073,6.073,0.5,5.0,0.49,10.0,0.51,11.0,0.52,22.0,0.49,16.82,0.48,22.0,0.5,10.0,0.51,10.0,0.01,0.01,2347.55865,1776331504000
1776331506.477,6.477,0.5,5.0,0.49,10.0,0.51,11.0,0.52,22.0,0.49,11.0,0.48,22.0,0.5,5.0,0.51,10.0,0.01,0.01,2347.3704,1776331505000
1776331506.82,6.82,0.5,14.8,0.49,15.0,0.52,27.5,0.53,38.0,0.48,32.5,0.47,33.0,0.51,15.0,0.52,20.0,0.02,0.03,2347.3704,1776331505000
1776331507.058,7.058,0.5,14.8,0.49,15.0,0.52,27.5,0.53,38.0,0.48,27.5,0.47,38.0,0.5,14.8,0.51,15.0,0.02,0.02,2347.501443,1776331506000
1776331507.377,7.377,0.5,6.8,0.49,10.0,0.51,33.0,0.52,25.5,0.48,27.5,0.47,38.0,0.5,14.8,0.51,15.0,0.01,0.02,2347.501443,1776331506000
1776331507.787,7.787,0.5,6.8,0.49,10.0,0.51,36.03,0.52,20.0,0.49,33.0,0.48,25.5,0.5,6.8,0.51,10.0,0.01,0.01,2347.501443,1776331506000
1776331508.235,8.235,0.5,6.8,0.49,10.0,0.51,36.03,0.52,20.0,0.49,36.03,0.48,20.0,0.5,6.8,0.51,10.0,0.01,0.01,2347.504068,1776331507000
1776331508.674,8.674,0.49,11.86,0.48,20.0,0.51,37.03,0.52,20.0,0.49,36.03,0.48,20.0,0.5,6.8,0.51,10.0,0.02,0.01,2347.504068,1776331507000
1776331509.22,9.22,0.49,11.86,0.48,20.0,0.51,32.03,0.52,20.0,0.49,32.03,0.48,20.0,0.51,11.86,0.52,20.0,0.02,0.02,2347.505073,1776331508000
1776331509.83,9.83,0.5,11.56,0.49,11.86,0.51,44.03,0.54,18.0,0.49,32.03,0.48,20.0,0.51,11.86,0.52,20.0,0.01,0.02,2347.505073,1776331508000
1776331510.077,10.077,0.5,113.76,0.49,23.86,0.56,85.0,0.57,160.0,0.49,44.03,0.46,18.0,0.5,11.56,0.51,11.86,0.06,0.01,2347.505073,1776331508000
1776331510.503,10.503,0.55,10.0,0.54,20.0,0.57,160.0,0.58,85.0,0.44,85.0,0.43,160.0,0.5,113.76,0.51,23.86,0.02,0.06,2347.326924,1776331509000
1776331510.983,10.983,0.56,79.2,0.55,30.0,0.6,10.0,0.61,10.0,0.43,160.0,0.42,85.0,0.45,10.0,0.46,20.0,0.04,0.02,2347.326924,1776331509000
1776331511.544,11.544,0.58,27.61,0.57,15.0,0.6,9.66,0.61,10.0,0.41,10.0,0.4,10.0,0.42,17.11,0.43,15.0,0.02,0.01,2347.343305,1776331510000
1776331511.906,11.906,0.58,11.41,0.57,15.0,0.59,10.0,0.6,19.66,0.4,9.66,0.39,10.0,0.42,22.61,0.43,15.0,0.01,0.02,2347.343305,1776331510000
1776331513.239,13.239,0.58,5.0,0.57,27.5,0.59,5.5,0.6,91.56,0.4,4.92,0.39,15.0,0.42,6.41,0.43,20.0,0.01,0.02,2347.460655,1776331511000
1776331513.693,13.693,0.58,10.0,0.57,37.5,0.6,86.64,0.61,25.5,0.41,5.5,0.4,91.56,0.42,5.0,0.43,27.5,0.02,0.01,2347.887044,1776331512000
1776331514.047,14.047,0.58,45.5,0.57,25.5,0.6,97.14,0.61,25.5,0.4,86.64,0.39,25.5,0.42,10.0,0.43,37.5,0.02,0.02,2347.801972,1776331513000
1776331516.118,16.118,0.59,70.5,0.58,45.5,0.6,81.64,0.61,25.5,0.4,97.14,0.39,25.5,0.42,45.5,0.43,25.5,0.01,0.02,2347.72311,1776331515000
1776331517.34,17.34,0.6,50.5,0.59,75.5,0.61,2.91,0.62,108.5,0.4,81.64,0.39,25.5,0.41,70.5,0.42,45.5,0.01,0.01,2347.800784,1776331516000
1776331517.656,17.656,0.6,45.5,0.59,70.5,0.62,106.88,0.63,118.5,0.38,108.5,0.37,118.5,0.4,45.5,0.41,75.5,0.02,0.02,2347.800784,1776331516000
1776331518.19,18.19,0.59,60.62,0.58,45.5,0.62,119.88,0.63,118.5,0.38,106.88,0.37,118.5,0.4,45.5,0.41,70.5,0.03,0.02,2347.703535,1776331517000
1776331518.486,18.486,0.6,7.25,0.59,57.12,0.61,101.08,0.62,20.55,0.38,10.55,0.37,118.5,0.41,60.62,0.42,45.5,0.01,0.03,2347.703535,1776331517000
1776331518.869,18.869,0.59,47.43,0.58,40.5,0.6,5.0,0.61,94.08,0.39,101.08,0.38,20.55,0.4,7.25,0.41,57.12,0.01,0.01,2347.703535,1776331517000
1776331519.81,19.81,0.59,36.62,0.58,40.5,0.6,22.0,0.61,99.58,0.4,17.0,0.39,94.08,0.41,46.62,0.42,40.5,0.01,0.01,2347.72431,1776331518000
1776331520.22,20.22,0.59,58.12,0.58,40.5,0.6,15.0,0.61,79.08,0.4,22.0,0.39,99.58,0.41,36.62,0.42,40.5,0.01,0.01,2347.828277,1776331519000
1776331521.004,21.004,0.6,5.67,0.59,42.12,0.61,75.71,0.62,47.59,0.39,70.71,0.38,39.59,0.41,47.12,0.42,40.5,0.01,0.02,2347.803573,1776331520000
1776331521.87,21.87,0.6,2.92,0.59,42.12,0.61,75.71,0.62,50.04,0.39,75.71,0.38,47.59,0.4,5.67,0.41,42.12,0.01,0.01,2347.803573,1776331520000
1776331522.13,22.13,0.6,0.42,0.59,42.12,0.62,48.8,0.63,118.5,0.38,48.8,0.37,118.5,0.4,7.92,0.41,42.12,0.02,0.02,2347.803573,1776331520000
1776331522.383,22.383,0.6,5.92,0.59,47.12,0.62,122.83,0.63,118.5,0.38,48.8,0.37,118.5,0.4,0.42,0.41,42.12,0.02,0.02,2347.803573,1776331520000
