timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,eth_price,eth_oracle_ts
1776329700.754,0.754,0.5,1.51,0.49,51.61,0.51,27.15,0.6,38.0,0.49,27.15,0.4,38.0,0.5,13.0,0.51,51.61,0.01,0.01,2342.254609,1776329699000
1776329701.028,1.028,0.5,13.51,0.49,121.61,0.51,7.15,0.6,38.0,0.49,12.15,0.4,38.0,0.5,1.51,0.51,51.61,0.01,0.01,2342.254609,1776329699000
1776329701.825,1.825,0.59,5.0,0.58,5.0,0.63,68.0,0.64,75.5,0.37,70.0,0.36,75.5,0.5,1.51,0.51,121.61,0.04,0.13,2342.241895,1776329700000
1776329702.467,2.467,0.62,29.73,0.61,18.0,0.63,63.0,0.64,75.5,0.37,68.0,0.36,75.5,0.41,5.0,0.42,5.0,0.01,0.04,2342.455964,1776329701000
1776329703.028,3.028,0.62,34.73,0.61,18.0,0.63,28.0,0.64,75.5,0.37,63.0,0.36,75.5,0.38,29.73,0.39,18.0,0.01,0.01,2342.455964,1776329701000
1776329703.324,3.324,0.62,49.73,0.61,28.0,0.63,25.01,0.64,75.5,0.37,28.0,0.36,75.5,0.38,34.73,0.39,18.0,0.01,0.01,2342.455964,1776329701000
1776329704.016,4.016,0.62,44.78,0.61,28.0,0.63,25.01,0.64,75.5,0.37,25.01,0.36,75.5,0.38,49.73,0.39,28.0,0.01,0.01,2342.6599,1776329702000
1776329704.777,4.777,0.62,42.14,0.61,28.0,0.63,30.01,0.64,75.5,0.37,25.01,0.36,75.5,0.38,44.78,0.39,28.0,0.01,0.01,2342.96885,1776329703000
1776329705.868,5.868,0.62,37.14,0.61,28.0,0.63,30.01,0.64,75.5,0.37,30.01,0.36,75.5,0.38,42.14,0.39,28.0,0.01,0.01,2342.99905,1776329704000
1776329706.328,6.328,0.65,24.0,0.64,29.0,0.66,10.0,0.67,5.0,0.32,6.39,0.31,11.81,0.37,10.0,0.38,72.98,0.01,0.05,2342.99945,1776329705000
1776329707.005,7.005,0.65,24.0,0.64,29.0,0.66,5.0,0.67,5.0,0.34,10.0,0.33,5.0,0.35,24.0,0.36,29.0,0.01,0.01,2342.99945,1776329705000
