timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,eth_price,eth_oracle_ts
1776172801.367,1.367,0.43,84.0,0.42,85.0,0.4,5.0,0.39,12.0,0.37,5.0,0.44,55.0,0.45,12.31,0.47,182.89,0.48,31.61,0.49,21.0,0.56,55.0,0.55,12.31,0.53,182.89,0.52,31.61,0.51,21.0,0.57,84.0,0.58,85.0,0.6,5.0,0.61,12.0,0.63,5.0,0.01,0.01,2383.335872,1776172800000
1776172801.727,1.727,0.43,171.0,0.42,27.0,0.33,300.0,0.31,375.0,0.27,450.0,0.44,55.0,0.45,12.31,0.47,182.89,0.48,31.61,0.49,21.0,0.56,55.0,0.55,12.31,0.53,182.89,0.52,31.61,0.51,21.0,0.57,84.0,0.58,85.0,0.6,5.0,0.61,12.0,0.63,5.0,0.01,0.01,2383.335872,1776172800000
1776172802.137,2.137,0.46,10.0,0.43,176.0,0.42,27.0,0.41,5.0,0.39,5.0,0.47,47.64,0.48,31.61,0.49,21.0,0.5,24.0,0.52,5.0,0.53,47.64,0.52,31.61,0.51,21.0,0.5,24.0,0.48,5.0,0.54,10.0,0.57,176.0,0.58,27.0,0.59,5.0,0.61,5.0,0.01,0.01,2383.286545,1776172801000
1776172802.451,2.451,0.46,109.83,0.45,26.0,0.43,5.0,0.33,300.0,0.31,375.0,0.47,33.21,0.48,31.61,0.49,21.0,0.5,24.0,0.55,94.0,0.53,33.21,0.52,31.61,0.51,21.0,0.5,24.0,0.45,94.0,0.54,109.83,0.55,26.0,0.67,300.0,0.69,375.0,0.73,450.0,0.01,0.01,2383.286545,1776172801000
1776172803.151,3.151,0.46,103.55,0.45,26.0,0.41,5.0,0.33,300.0,0.31,375.0,0.47,22.21,0.48,31.61,0.49,21.0,0.5,24.0,0.55,94.0,0.53,22.21,0.52,31.61,0.51,21.0,0.5,24.0,0.45,94.0,0.54,103.55,0.55,26.0,0.59,5.0,0.67,300.0,0.69,375.0,0.01,0.01,2383.272165,1776172802000
1776172803.492,3.492,0.46,161.64,0.45,111.0,0.44,21.0,0.43,10.0,0.42,10.0,0.47,27.21,0.48,41.62,0.49,21.0,0.5,29.05,0.54,28.99,0.53,22.21,0.52,31.61,0.51,21.0,0.5,24.0,0.45,94.0,0.54,103.55,0.55,26.0,0.59,5.0,0.67,300.0,0.69,375.0,0.01,0.01,2383.272165,1776172802000
1776172804.01,4.01,0.47,23.0,0.46,45.95,0.45,85.0,0.44,21.0,0.43,40.0,0.48,41.17,0.49,26.0,0.5,29.05,0.54,28.99,0.55,94.0,0.52,41.17,0.51,21.0,0.5,29.05,0.46,28.99,0.45,94.0,0.54,52.95,0.55,111.0,0.56,21.0,0.57,40.0,0.58,10.0,0.01,0.02,2383.272165,1776172802000
1776172804.316,4.316,0.47,82.0,0.46,45.95,0.45,85.0,0.44,21.0,0.43,40.0,0.48,6.17,0.49,26.0,0.5,29.05,0.54,38.99,0.55,94.0,0.52,31.17,0.51,26.0,0.5,29.05,0.46,28.99,0.45,94.0,0.53,23.0,0.54,45.95,0.55,85.0,0.56,21.0,0.57,40.0,0.01,0.01,2383.60693,1776172803000
1776172804.621,4.621,0.47,77.0,0.46,40.95,0.45,85.0,0.44,21.0,0.43,40.0,0.49,22.17,0.5,39.05,0.53,8.0,0.54,38.99,0.55,75.0,0.52,1.17,0.51,26.0,0.5,29.05,0.46,38.99,0.45,94.0,0.53,82.0,0.54,45.95,0.55,85.0,0.56,21.0,0.57,40.0,0.02,0.01,2383.60693,1776172803000
1776172804.877,4.877,0.48,59.0,0.47,34.0,0.46,15.95,0.45,85.0,0.44,21.0,0.49,17.17,0.5,44.05,0.54,38.99,0.55,99.0,0.56,120.0,0.51,22.17,0.5,39.05,0.47,8.0,0.46,38.99,0.45,75.0,0.53,77.0,0.54,40.95,0.55,85.0,0.56,21.0,0.57,40.0,0.01,0.02,2383.60693,1776172803000
1776172805.097,5.097,0.48,59.0,0.47,34.0,0.46,15.95,0.45,85.0,0.44,21.0,0.49,17.17,0.5,44.05,0.54,38.99,0.55,99.0,0.56,120.0,0.51,17.17,0.5,44.05,0.46,38.99,0.45,99.0,0.44,120.0,0.52,59.0,0.53,34.0,0.54,15.95,0.55,85.0,0.56,21.0,0.01,0.01,2383.525925,1776172804000
1776172806.138,6.138,0.48,59.0,0.47,34.0,0.46,15.95,0.45,85.0,0.44,21.0,0.49,17.17,0.5,44.05,0.54,38.99,0.55,99.0,0.56,120.0,0.51,17.17,0.5,44.05,0.46,38.99,0.45,99.0,0.44,120.0,0.52,59.0,0.53,34.0,0.54,15.95,0.55,85.0,0.56,21.0,0.01,0.01,2383.548395,1776172805000
1776172806.406,6.406,0.48,168.5,0.47,159.0,0.46,147.0,0.45,210.0,0.44,146.0,0.49,12.17,0.5,44.05,0.53,19.0,0.54,128.99,0.55,185.0,0.51,17.17,0.5,44.05,0.46,38.99,0.45,99.0,0.44,120.0,0.52,59.0,0.53,34.0,0.54,15.95,0.55,85.0,0.56,21.0,0.01,0.01,2383.548395,1776172805000
1776172806.66,6.66,0.48,167.44,0.47,159.0,0.46,147.0,0.45,210.0,0.44,146.0,0.49,12.17,0.5,44.05,0.53,19.0,0.54,128.99,0.55,185.0,0.51,12.17,0.5,44.05,0.47,19.0,0.46,128.99,0.45,185.0,0.52,168.5,0.53,159.0,0.54,147.0,0.55,210.0,0.56,146.0,0.01,0.01,2383.548395,1776172805000
1776172807.638,7.638,0.48,77.0,0.47,59.0,0.46,47.0,0.45,110.0,0.44,46.0,0.49,15.12,0.5,44.05,0.53,19.0,0.54,133.99,0.55,180.0,0.51,12.17,0.5,44.05,0.47,19.0,0.46,128.99,0.45,185.0,0.52,157.44,0.53,159.0,0.54,147.0,0.55,210.0,0.56,146.0,0.01,0.01,2383.548395,1776172805000
