timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,eth_price,eth_oracle_ts
1776167100.724,0.724,0.5,5.1,0.46,100.0,0.45,5.0,0.4,19.0,0.39,8.0,0.54,88.0,0.55,5.0,0.6,13.0,0.61,14.0,0.62,8.0,0.46,100.0,0.45,5.0,0.4,13.0,0.39,14.0,0.38,8.0,0.5,5.1,0.54,100.0,0.55,5.0,0.6,19.0,0.61,8.0,0.04,0.04,2372.574875,1776167099000
1776167101.952,1.952,0.46,100.0,0.45,75.0,0.44,70.0,0.43,70.0,0.4,19.0,0.5,15.9,0.54,70.0,0.55,75.0,0.56,70.0,0.57,70.0,0.5,15.9,0.46,70.0,0.45,75.0,0.44,70.0,0.43,70.0,0.54,100.0,0.55,75.0,0.56,70.0,0.57,70.0,0.6,19.0,0.04,0.04,2372.553525,1776167101000
1776167102.289,2.289,0.47,5.0,0.46,100.0,0.45,70.0,0.44,70.0,0.43,70.0,0.5,10.9,0.54,70.0,0.55,70.0,0.56,70.0,0.57,70.0,0.5,15.9,0.46,70.0,0.45,75.0,0.44,70.0,0.43,70.0,0.54,100.0,0.55,75.0,0.56,70.0,0.57,70.0,0.6,19.0,0.03,0.04,2372.553525,1776167101000
1776167102.505,2.505,0.48,67.88,0.47,5.0,0.46,100.0,0.45,10.0,0.36,13.89,0.54,70.0,0.55,10.0,0.6,70.0,0.61,70.0,0.62,70.0,0.5,0.9,0.46,70.0,0.45,10.0,0.4,70.0,0.39,70.0,0.52,67.88,0.53,5.0,0.54,100.0,0.55,10.0,0.64,13.89,0.06,0.02,2372.553525,1776167101000
1776167102.736,2.736,0.53,10.0,0.52,15.0,0.51,10.0,0.5,70.0,0.49,70.0,0.54,63.88,0.55,10.0,0.6,70.0,0.61,70.0,0.62,70.0,0.46,70.0,0.45,10.0,0.4,70.0,0.39,70.0,0.38,70.0,0.52,67.88,0.53,5.0,0.54,100.0,0.55,10.0,0.64,13.89,0.01,0.06,2372.553525,1776167101000
1776167102.947,2.947,0.53,11.48,0.52,15.0,0.51,19.0,0.5,70.0,0.49,70.0,0.54,53.88,0.55,10.0,0.6,70.0,0.61,70.0,0.62,70.0,0.46,58.88,0.45,10.0,0.4,70.0,0.39,70.0,0.38,70.0,0.47,6.48,0.48,15.0,0.49,19.0,0.5,70.0,0.51,70.0,0.01,0.01,2372.54695,1776167102000
1776167103.214,3.214,0.54,15.0,0.53,6.48,0.52,10.0,0.51,79.0,0.5,70.0,0.55,5.0,0.6,70.0,0.61,70.0,0.62,70.0,0.64,13.89,0.46,53.88,0.45,10.0,0.4,70.0,0.39,70.0,0.38,70.0,0.47,11.48,0.48,15.0,0.49,19.0,0.5,70.0,0.51,70.0,0.01,0.01,2372.54695,1776167102000
1776167103.526,3.526,0.54,15.0,0.53,21.48,0.52,20.0,0.51,79.0,0.5,80.0,0.6,70.0,0.61,70.0,0.62,70.0,0.64,13.89,0.65,10.0,0.45,5.0,0.4,70.0,0.39,70.0,0.38,70.0,0.36,13.89,0.46,15.0,0.47,6.48,0.48,10.0,0.49,79.0,0.5,70.0,0.06,0.01,2372.54695,1776167102000
1776167103.826,3.826,0.54,15.0,0.53,21.48,0.52,20.0,0.51,79.0,0.5,80.0,0.6,70.0,0.61,70.0,0.62,70.0,0.64,13.89,0.65,10.0,0.4,70.0,0.39,70.0,0.38,70.0,0.36,13.89,0.35,10.0,0.46,15.0,0.47,21.48,0.48,20.0,0.49,79.0,0.5,80.0,0.06,0.06,2372.603285,1776167103000
1776167104.292,4.292,0.58,18.74,0.57,15.0,0.56,25.0,0.55,20.0,0.54,15.0,0.6,82.91,0.61,80.0,0.62,75.0,0.63,5.0,0.64,28.89,0.4,87.91,0.39,75.0,0.38,75.0,0.37,5.0,0.36,28.89,0.41,1.4,0.42,20.0,0.43,15.0,0.44,25.0,0.45,20.0,0.02,0.01,2372.603285,1776167103000
1776167104.633,4.633,0.59,7.31,0.58,18.74,0.57,20.0,0.56,25.0,0.55,15.0,0.6,62.91,0.61,80.0,0.62,75.0,0.63,5.0,0.64,28.89,0.4,62.91,0.39,80.0,0.38,75.0,0.37,5.0,0.36,28.89,0.42,18.74,0.43,15.0,0.44,25.0,0.45,20.0,0.46,15.0,0.01,0.02,2372.603285,1776167103000
1776167105.341,5.341,0.59,7.31,0.58,18.74,0.57,20.0,0.56,25.0,0.55,15.0,0.6,50.09,0.61,80.0,0.62,75.0,0.63,15.0,0.64,28.89,0.4,50.09,0.39,80.0,0.38,75.0,0.37,15.0,0.36,28.89,0.41,7.31,0.42,18.74,0.43,20.0,0.44,25.0,0.45,15.0,0.01,0.01,2372.927755,1776167104000
1776167106.015,6.015,0.59,12.31,0.58,23.74,0.57,20.0,0.56,25.0,0.55,15.0,0.6,40.09,0.61,80.0,0.62,75.0,0.63,20.0,0.64,33.89,0.4,50.09,0.39,80.0,0.38,75.0,0.37,15.0,0.36,28.89,0.41,7.31,0.42,18.74,0.43,20.0,0.44,25.0,0.45,15.0,0.01,0.01,2372.927755,1776167104000
1776167106.23,6.23,0.59,12.31,0.58,23.74,0.57,20.0,0.56,25.0,0.55,15.0,0.6,40.09,0.61,80.0,0.62,75.0,0.63,20.0,0.64,33.89,0.4,40.09,0.39,80.0,0.38,75.0,0.37,20.0,0.36,33.89,0.41,12.31,0.42,23.74,0.43,20.0,0.44,25.0,0.45,15.0,0.01,0.01,2372.91921,1776167105000
1776167106.68,6.68,0.59,7.55,0.58,23.74,0.57,15.0,0.56,25.0,0.55,15.0,0.6,45.09,0.61,80.0,0.62,75.0,0.63,20.0,0.64,33.89,0.4,40.09,0.39,80.0,0.38,75.0,0.37,20.0,0.36,33.89,0.41,12.31,0.42,23.74,0.43,20.0,0.44,25.0,0.45,15.0,0.01,0.01,2372.91921,1776167105000
1776167107.211,7.211,0.59,2.55,0.58,23.74,0.57,25.0,0.56,25.0,0.55,15.0,0.6,46.81,0.61,80.0,0.62,75.0,0.63,20.0,0.64,33.89,0.4,46.81,0.39,80.0,0.38,75.0,0.37,20.0,0.36,33.89,0.41,2.55,0.42,23.74,0.43,25.0,0.44,25.0,0.45,15.0,0.01,0.01,2372.948695,1776167106000
1776167107.656,7.656,0.59,2.55,0.58,23.74,0.57,15.0,0.56,35.0,0.55,15.0,0.6,39.47,0.61,80.0,0.62,75.0,0.63,20.0,0.64,33.89,0.4,46.81,0.39,80.0,0.38,75.0,0.37,20.0,0.36,33.89,0.41,2.55,0.42,23.74,0.43,25.0,0.44,25.0,0.45,15.0,0.01,0.01,2372.948695,1776167106000
1776167108.175,8.175,0.59,2.55,0.58,23.74,0.57,15.0,0.56,35.0,0.55,15.0,0.6,39.47,0.61,80.0,0.62,75.0,0.63,20.0,0.64,33.89,0.4,39.47,0.39,80.0,0.38,75.0,0.37,20.0,0.36,33.89,0.41,2.55,0.42,23.74,0.43,15.0,0.44,35.0,0.45,15.0,0.01,0.01,2373.0192,1776167107000
1776167108.621,8.621,0.59,3.05,0.58,23.74,0.57,15.0,0.56,35.0,0.55,15.0,0.6,34.47,0.61,80.0,0.62,85.5,0.63,20.0,0.64,33.89,0.4,39.47,0.39,80.0,0.38,75.0,0.37,20.0,0.36,33.89,0.41,2.55,0.42,23.74,0.43,15.0,0.44,35.0,0.45,15.0,0.01,0.01,2373.0192,1776167107000
1776167109.14,9.14,0.59,3.05,0.58,23.74,0.57,15.0,0.56,35.0,0.55,15.0,0.6,34.47,0.61,80.0,0.62,85.5,0.63,20.0,0.64,33.89,0.4,34.47,0.39,80.0,0.38,85.5,0.37,20.0,0.36,33.89,0.41,3.05,0.42,23.74,0.43,15.0,0.44,35.0,0.45,15.0,0.01,0.01,2373.01877,1776167108000
1776167109.374,9.374,0.59,35.5,0.58,23.74,0.57,25.0,0.56,25.0,0.55,15.0,0.6,23.47,0.61,80.0,0.62,85.5,0.63,20.0,0.64,33.89,0.4,34.47,0.39,80.0,0.38,85.5,0.37,20.0,0.36,33.89,0.41,3.05,0.42,23.74,0.43,15.0,0.44,35.0,0.45,15.0,0.01,0.01,2373.01877,1776167108000
1776167110.159,10.159,0.59,35.5,0.58,23.74,0.57,25.0,0.56,25.0,0.55,15.0,0.6,23.47,0.61,80.0,0.62,85.5,0.63,20.0,0.64,33.89,0.4,23.47,0.39,80.0,0.38,85.5,0.37,20.0,0.36,33.89,0.41,35.5,0.42,23.74,0.43,25.0,0.44,25.0,0.45,15.0,0.01,0.01,2373.019205,1776167109000
1776167110.602,10.602,0.65,11.11,0.63,61.4,0.62,56.5,0.61,30.5,0.6,93.5,0.66,70.0,0.67,85.0,0.68,75.0,0.69,10.0,0.7,10.0,0.4,23.47,0.39,80.0,0.38,85.5,0.37,20.0,0.36,33.89,0.41,35.5,0.42,23.74,0.43,25.0,0.44,25.0,0.45,15.0,0.01,0.01,2373.019205,1776167109000
1776167110.956,10.956,0.65,47.01,0.64,15.0,0.63,45.5,0.62,69.5,0.61,33.5,0.66,68.48,0.67,105.5,0.68,75.0,0.69,10.0,0.7,18.0,0.34,68.48,0.33,95.0,0.32,75.0,0.31,10.0,0.3,10.0,0.35,11.11,0.37,61.4,0.38,66.5,0.39,30.5,0.4,93.5,0.01,0.01,2373.019205,1776167109000
1776167111.736,11.736,0.65,51.01,0.64,40.5,0.63,103.5,0.62,59.5,0.61,58.5,0.66,83.98,0.67,110.5,0.68,75.0,0.69,10.0,0.7,18.0,0.34,68.48,0.33,105.5,0.32,75.0,0.31,10.0,0.3,18.0,0.35,47.01,0.36,15.0,0.37,45.5,0.38,69.5,0.39,33.5,0.01,0.01,2373.035115,1776167110000
1776167112.157,12.157,0.65,51.01,0.64,40.5,0.63,103.5,0.62,59.5,0.61,58.5,0.66,83.98,0.67,110.5,0.68,75.0,0.69,10.0,0.7,18.0,0.34,83.98,0.33,110.5,0.32,75.0,0.31,10.0,0.3,18.0,0.35,51.01,0.36,40.5,0.37,103.5,0.38,59.5,0.39,58.5,0.01,0.01,2373.12587,1776167111000
1776167112.608,12.608,0.66,123.44,0.65,84.51,0.64,38.5,0.63,53.5,0.62,36.5,0.67,6.0,0.68,75.0,0.7,68.0,0.71,100.0,0.72,13.0,0.33,16.0,0.32,75.0,0.3,10.0,0.29,158.0,0.28,13.0,0.34,65.44,0.35,162.51,0.36,43.5,0.37,53.5,0.38,36.5,0.01,0.01,2373.12587,1776167111000
1776167113.076,13.076,0.66,52.05,0.65,77.51,0.64,38.5,0.63,111.5,0.62,36.5,0.67,6.0,0.68,75.0,0.7,15.0,0.71,100.0,0.72,13.0,0.33,6.0,0.32,75.0,0.3,68.0,0.29,100.0,0.28,13.0,0.34,123.44,0.35,84.51,0.36,38.5,0.37,53.5,0.38,36.5,0.01,0.01,2373.12587,1776167111000
