timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,eth_price,eth_oracle_ts
1776374401.446,1.446,0.51,90.0,0.5,21.8,0.52,110.79,0.53,153.0,0.48,49.79,0.47,15.0,0.5,21.8,0.53,15.0,0.01,0.02,2350.782843,1776374400000
1776374402.459,2.459,0.51,90.0,0.5,21.8,0.52,133.07,0.53,158.0,0.48,110.79,0.47,153.0,0.49,90.0,0.5,21.8,0.01,0.01,2350.632685,1776374401000
1776374402.758,2.758,0.51,90.0,0.5,21.8,0.52,116.87,0.53,158.0,0.48,133.07,0.47,158.0,0.49,90.0,0.5,21.8,0.01,0.01,2350.632685,1776374401000
1776374403.219,3.219,0.51,69.59,0.5,21.8,0.52,121.87,0.53,168.0,0.48,116.87,0.47,158.0,0.49,90.0,0.5,21.8,0.01,0.01,2350.532361,1776374402000
1776374404.745,4.745,0.48,186.58,0.43,70.0,0.49,143.0,0.5,87.0,0.48,121.87,0.47,168.0,0.52,190.39,0.57,70.0,0.01,0.04,2350.443781,1776374403000
1776374405.111,5.111,0.48,164.07,0.38,7.0,0.49,227.0,0.5,72.0,0.51,143.0,0.5,87.0,0.52,182.77,0.57,70.0,0.01,0.01,2350.443781,1776374403000
1776374405.388,5.388,0.48,99.82,0.41,50.0,0.49,227.0,0.5,72.0,0.51,227.0,0.5,72.0,0.52,104.82,0.62,7.0,0.01,0.01,2350.3294,1776374404000
1776374406.002,6.002,0.48,88.34,0.41,50.0,0.49,227.0,0.5,282.0,0.51,227.0,0.5,72.0,0.52,93.34,0.59,50.0,0.01,0.01,2350.329386,1776374405000
1776374406.909,6.909,0.48,77.34,0.41,50.0,0.49,250.0,0.5,282.0,0.51,227.0,0.5,282.0,0.52,83.34,0.59,50.0,0.01,0.01,2350.329386,1776374405000
1776374407.124,7.124,0.48,67.72,0.41,50.0,0.49,199.87,0.5,282.0,0.51,250.0,0.5,282.0,0.52,67.72,0.59,50.0,0.01,0.01,2350.041835,1776374406000
1776374408.295,8.295,0.48,55.04,0.38,7.0,0.49,237.87,0.5,212.0,0.51,199.87,0.5,282.0,0.52,60.04,0.59,50.0,0.01,0.01,2350.041835,1776374406000
1776374408.79,8.79,0.36,76.02,0.33,10.0,0.37,63.05,0.38,108.0,0.57,94.96,0.56,30.0,0.64,76.02,0.65,14.0,0.01,0.07,2349.8809,1776374407000
