timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,eth_price,eth_oracle_ts
1776171011.452,11.452,0.73,10.0,0.72,31.92,0.71,20.0,0.7,103.0,0.69,20.0,0.74,28.5,0.75,84.0,0.76,165.0,0.77,75.0,0.78,85.0,0.26,22.01,0.25,84.0,0.24,165.0,0.23,75.0,0.22,85.0,0.27,18.34,0.28,31.92,0.29,20.0,0.3,103.0,0.31,20.0,0.01,0.01,2374.45412,1776171010000
1776171011.912,11.912,0.73,10.0,0.72,21.42,0.71,25.0,0.7,103.0,0.69,20.0,0.74,85.01,0.75,79.0,0.76,175.0,0.77,85.0,0.78,85.0,0.26,22.01,0.25,84.0,0.24,165.0,0.23,75.0,0.22,85.0,0.27,18.34,0.28,31.92,0.29,20.0,0.3,103.0,0.31,20.0,0.01,0.01,2374.45412,1776171010000
1776171012.264,12.264,0.66,4.0,0.64,15.0,0.63,30.0,0.62,20.0,0.61,39.0,0.71,157.0,0.72,119.0,0.73,40.5,0.74,64.01,0.75,15.0,0.26,85.01,0.25,79.0,0.24,175.0,0.23,85.0,0.22,85.0,0.27,10.0,0.28,21.42,0.29,25.0,0.3,103.0,0.31,20.0,0.05,0.01,2374.647579,1776171011000
1776171012.641,12.641,0.66,13.4,0.65,73.0,0.64,30.0,0.63,139.0,0.62,100.0,0.67,91.53,0.68,19.0,0.71,52.5,0.72,280.5,0.73,35.5,0.33,82.02,0.32,16.0,0.31,91.5,0.3,41.5,0.29,80.5,0.34,14.4,0.35,10.0,0.36,15.0,0.37,35.0,0.38,20.0,0.01,0.01,2374.647579,1776171011000
1776171012.865,12.865,0.67,36.86,0.66,43.9,0.65,94.0,0.64,42.0,0.63,112.0,0.68,19.0,0.71,20.5,0.72,210.5,0.73,63.5,0.74,29.01,0.32,19.0,0.29,76.5,0.28,280.5,0.27,30.5,0.26,29.01,0.34,55.79,0.35,83.0,0.36,30.0,0.37,139.0,0.38,100.0,0.01,0.02,2374.647579,1776171011000
1776171013.143,13.143,0.67,46.86,0.66,43.9,0.65,94.0,0.64,42.0,0.63,112.0,0.68,11.76,0.71,20.5,0.72,210.5,0.73,63.5,0.74,29.01,0.32,11.76,0.29,20.5,0.28,210.5,0.27,63.5,0.26,29.01,0.33,46.86,0.34,43.9,0.35,94.0,0.36,42.0,0.37,112.0,0.01,0.01,2374.767017,1776171012000
1776171014.2,14.2,0.63,11.96,0.62,5.0,0.61,5.0,0.6,16.0,0.59,41.0,0.64,15.0,0.65,305.0,0.66,107.0,0.67,102.0,0.68,69.26,0.32,11.76,0.29,25.5,0.28,240.5,0.27,63.5,0.26,29.01,0.33,32.76,0.34,43.9,0.35,94.0,0.36,42.0,0.37,105.0,0.01,0.01,2374.767017,1776171012000
1776171014.609,14.609,0.63,15.57,0.62,15.0,0.61,15.0,0.6,80.95,0.59,15.0,0.64,10.0,0.65,293.5,0.66,124.5,0.67,54.5,0.68,54.26,0.36,15.0,0.35,218.0,0.34,78.0,0.33,39.0,0.32,39.26,0.37,11.86,0.38,5.0,0.39,5.0,0.4,5.0,0.41,15.0,0.01,0.01,2374.67219,1776171013000
1776171015.284,15.284,0.63,8.42,0.62,20.0,0.61,15.0,0.6,80.95,0.59,15.0,0.64,5.0,0.65,293.5,0.66,75.5,0.67,100.5,0.68,85.26,0.36,5.0,0.35,293.5,0.34,75.5,0.33,100.5,0.32,85.26,0.37,8.42,0.38,20.0,0.39,15.0,0.4,80.95,0.41,15.0,0.01,0.01,2374.637185,1776171014000
1776171015.501,15.501,0.62,26.53,0.61,88.5,0.6,80.95,0.59,15.0,0.58,45.0,0.63,18.61,0.64,13.0,0.65,283.5,0.66,25.5,0.67,82.5,0.36,21.0,0.35,291.5,0.34,25.5,0.33,82.5,0.32,79.26,0.38,16.53,0.39,83.5,0.4,80.95,0.41,15.0,0.42,45.0,0.01,0.02,2374.637185,1776171014000
