timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,eth_price,eth_oracle_ts
1776163500.98,0.98,0.53,219.99,0.52,143.02,0.51,29.8,0.5,16.0,0.45,5.0,0.56,11.37,0.57,10.0,0.6,13.0,0.61,8.0,0.62,8.0,0.45,1.36,0.44,15.01,0.43,10.0,0.4,13.0,0.39,8.0,0.47,219.99,0.48,143.02,0.49,29.8,0.5,16.0,0.55,5.0,0.03,0.02,2376.350736,1776163499000
1776163501.457,1.457,0.53,219.99,0.52,143.02,0.51,29.8,0.5,16.0,0.45,5.0,0.56,11.37,0.57,10.0,0.6,13.0,0.61,8.0,0.62,8.0,0.44,11.37,0.43,10.0,0.4,13.0,0.39,8.0,0.38,8.0,0.47,219.99,0.48,143.02,0.49,29.8,0.5,16.0,0.55,5.0,0.03,0.03,2376.447805,1776163500000
1776163502.043,2.043,0.53,219.99,0.52,143.02,0.51,29.8,0.5,16.0,0.45,5.0,0.56,11.37,0.57,10.0,0.6,13.0,0.61,8.0,0.62,8.0,0.44,11.37,0.43,10.0,0.4,13.0,0.39,8.0,0.38,8.0,0.47,219.99,0.48,143.02,0.49,29.8,0.5,16.0,0.55,5.0,0.03,0.03,2376.430325,1776163501000
1776163502.814,2.814,0.53,209.69,0.52,143.02,0.51,151.8,0.5,16.0,0.48,26.0,0.54,61.25,0.55,171.0,0.56,75.0,0.57,15.0,0.58,5.0,0.44,11.37,0.43,10.0,0.4,13.0,0.39,8.0,0.38,8.0,0.47,219.99,0.48,143.02,0.49,29.8,0.5,16.0,0.55,5.0,0.01,0.03,2376.430325,1776163501000
1776163503.165,3.165,0.53,194.69,0.52,143.02,0.51,151.8,0.5,16.0,0.46,36.0,0.54,115.0,0.55,31.0,0.56,15.0,0.57,36.0,0.58,5.0,0.46,61.25,0.45,171.0,0.44,75.0,0.43,15.0,0.42,5.0,0.47,209.69,0.48,143.02,0.49,151.8,0.5,16.0,0.52,26.0,0.01,0.01,2376.430325,1776163501000
1776163503.48,3.48,0.53,109.69,0.52,148.02,0.51,151.8,0.5,16.0,0.46,36.0,0.54,115.07,0.55,46.0,0.56,15.0,0.57,36.0,0.58,15.0,0.46,115.0,0.45,31.0,0.44,15.0,0.43,36.0,0.42,15.0,0.47,109.69,0.48,148.02,0.49,151.8,0.5,16.0,0.54,36.0,0.01,0.01,2376.435759,1776163502000
1776163504.204,4.204,0.53,109.69,0.52,148.02,0.51,151.8,0.5,16.0,0.46,36.0,0.54,115.07,0.55,46.0,0.56,15.0,0.57,36.0,0.58,15.0,0.46,115.07,0.45,46.0,0.44,15.0,0.43,36.0,0.42,15.0,0.47,109.69,0.48,148.02,0.49,151.8,0.5,16.0,0.54,36.0,0.01,0.01,2376.404211,1776163503000
1776163504.476,4.476,0.53,99.69,0.52,158.71,0.51,151.8,0.5,16.0,0.47,10.0,0.54,110.07,0.55,56.0,0.56,65.0,0.57,36.0,0.58,20.0,0.46,105.07,0.45,56.0,0.44,65.0,0.43,36.0,0.42,20.0,0.47,99.69,0.48,158.71,0.49,151.8,0.5,16.0,0.54,36.0,0.01,0.01,2376.404211,1776163503000
1776163505.239,5.239,0.53,87.22,0.52,158.71,0.51,151.8,0.5,26.0,0.47,10.0,0.54,105.07,0.55,56.0,0.56,65.0,0.57,36.0,0.58,20.0,0.46,105.07,0.45,56.0,0.44,65.0,0.43,36.0,0.42,20.0,0.47,87.22,0.48,158.71,0.49,151.8,0.5,16.0,0.53,10.0,0.01,0.01,2376.404211,1776163503000
1776163505.63,5.63,0.53,87.22,0.52,158.71,0.51,151.8,0.5,26.0,0.47,10.0,0.54,97.6,0.55,56.0,0.56,75.0,0.57,36.0,0.58,20.0,0.46,105.07,0.45,56.0,0.44,65.0,0.43,36.0,0.42,20.0,0.47,87.22,0.48,158.71,0.49,151.8,0.5,26.0,0.53,10.0,0.01,0.01,2376.404211,1776163503000
1776163506.23,6.23,0.53,65.94,0.52,158.71,0.51,151.8,0.5,36.0,0.46,46.0,0.54,119.99,0.55,51.0,0.56,60.0,0.57,31.0,0.58,15.0,0.46,97.6,0.45,56.0,0.44,75.0,0.43,36.0,0.42,20.0,0.47,87.22,0.48,158.71,0.49,151.8,0.5,26.0,0.53,10.0,0.01,0.01,2376.33872,1776163504000
1776163506.465,6.465,0.53,44.66,0.52,158.71,0.51,151.8,0.5,36.0,0.46,46.0,0.54,117.59,0.55,51.0,0.56,60.0,0.57,61.0,0.58,36.0,0.46,119.99,0.45,51.0,0.44,60.0,0.43,31.0,0.42,15.0,0.47,44.66,0.48,158.71,0.49,151.8,0.5,36.0,0.54,46.0,0.01,0.01,2376.2359,1776163505000
1776163506.882,6.882,0.53,39.66,0.52,153.71,0.51,151.8,0.5,36.0,0.45,10.0,0.54,262.4,0.55,51.0,0.56,60.0,0.57,20.0,0.58,31.0,0.46,117.59,0.45,51.0,0.44,60.0,0.43,61.0,0.42,36.0,0.47,44.66,0.48,158.71,0.49,151.8,0.5,36.0,0.54,46.0,0.01,0.01,2376.2359,1776163505000
1776163507.083,7.083,0.51,102.12,0.5,36.0,0.45,10.0,0.43,20.0,0.42,20.0,0.53,224.27,0.54,76.0,0.55,30.0,0.56,81.0,0.57,20.0,0.47,25.27,0.46,282.4,0.45,56.0,0.44,81.0,0.43,20.0,0.49,107.12,0.5,36.0,0.55,10.0,0.57,20.0,0.58,20.0,0.02,0.02,2376.2359,1776163505000
1776163507.3,7.3,0.51,103.04,0.5,36.0,0.45,10.0,0.43,20.0,0.42,20.0,0.52,187.6,0.53,50.27,0.54,45.0,0.55,30.0,0.56,81.0,0.48,195.0,0.47,50.27,0.46,45.0,0.45,30.0,0.44,81.0,0.49,98.04,0.5,36.0,0.55,10.0,0.57,20.0,0.58,20.0,0.01,0.01,2376.2359,1776163505000
1776163507.538,7.538,0.51,103.04,0.5,41.0,0.45,10.0,0.43,20.0,0.42,20.0,0.52,157.6,0.53,50.27,0.54,45.0,0.55,30.0,0.56,81.0,0.48,157.6,0.47,50.27,0.46,45.0,0.45,30.0,0.44,81.0,0.49,103.04,0.5,41.0,0.55,10.0,0.57,20.0,0.58,20.0,0.01,0.01,2376.22858,1776163506000
1776163507.974,7.974,0.51,80.98,0.5,41.0,0.45,20.0,0.44,10.0,0.43,20.0,0.52,200.67,0.53,112.15,0.54,56.0,0.55,51.0,0.56,81.0,0.48,180.67,0.47,50.27,0.46,45.0,0.45,51.0,0.44,81.0,0.49,90.59,0.5,41.0,0.55,10.0,0.56,10.0,0.57,20.0,0.01,0.01,2376.22858,1776163506000
1776163508.224,8.224,0.51,75.98,0.5,41.0,0.45,20.0,0.44,10.0,0.43,20.0,0.52,217.46,0.53,112.15,0.54,35.0,0.55,30.0,0.56,60.0,0.48,217.46,0.47,112.15,0.46,56.0,0.45,51.0,0.44,81.0,0.49,75.98,0.5,41.0,0.55,20.0,0.56,10.0,0.57,20.0,0.01,0.01,2376.21281,1776163507000
1776163508.457,8.457,0.51,65.98,0.5,41.0,0.46,10.0,0.45,20.0,0.44,10.0,0.52,217.46,0.53,117.15,0.54,40.0,0.55,35.0,0.56,65.0,0.48,217.46,0.47,117.15,0.46,40.0,0.45,35.0,0.44,65.0,0.49,75.98,0.5,41.0,0.54,10.0,0.55,20.0,0.56,10.0,0.01,0.01,2376.21281,1776163507000
