timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776165611.559,11.559,0.52,10.0,0.5,5.0,0.49,5.0,0.44,5.0,0.43,5.0,0.59,10.0,0.6,5.0,0.61,5.0,0.64,10.0,0.66,14.0,0.41,10.0,0.4,5.0,0.39,5.0,0.36,10.0,0.34,14.0,0.48,10.0,0.5,5.0,0.51,5.0,0.56,5.0,0.57,5.0,0.07,0.07,616.61439,1776165609000
1776165611.763,11.763,0.52,10.0,0.5,5.0,0.49,5.0,0.44,5.0,0.43,5.0,0.59,10.0,0.6,5.0,0.61,5.0,0.64,10.0,0.66,14.0,0.41,10.0,0.4,5.0,0.39,5.0,0.36,10.0,0.34,14.0,0.48,10.0,0.5,5.0,0.51,5.0,0.56,5.0,0.57,5.0,0.07,0.07,616.62048,1776165610000
1776165612.071,12.071,0.52,10.0,0.5,5.0,0.49,5.0,0.44,5.0,0.43,5.0,0.59,10.0,0.6,5.0,0.61,5.0,0.64,10.0,0.66,14.0,0.41,10.0,0.4,5.0,0.39,5.0,0.36,10.0,0.34,14.0,0.48,10.0,0.5,5.0,0.51,5.0,0.56,5.0,0.57,5.0,0.07,0.07,616.62048,1776165610000
1776165612.566,12.566,0.52,10.0,0.5,5.0,0.49,5.0,0.44,5.0,0.43,5.0,0.59,10.0,0.6,5.0,0.61,5.0,0.64,10.0,0.66,14.0,0.41,10.0,0.4,5.0,0.39,5.0,0.36,10.0,0.34,14.0,0.48,10.0,0.5,5.0,0.51,5.0,0.56,5.0,0.57,5.0,0.07,0.07,616.624,1776165611000
1776165613.373,13.373,0.52,10.0,0.5,5.0,0.49,5.0,0.44,5.0,0.43,5.0,0.59,10.0,0.6,5.0,0.61,5.0,0.64,10.0,0.66,14.0,0.41,10.0,0.4,5.0,0.39,5.0,0.36,10.0,0.34,14.0,0.48,10.0,0.5,5.0,0.51,5.0,0.56,5.0,0.57,5.0,0.07,0.07,616.625,1776165612000
1776165614.187,14.187,0.52,10.0,0.5,5.0,0.49,5.0,0.44,5.0,0.43,5.0,0.59,10.0,0.6,5.0,0.61,5.0,0.64,10.0,0.66,14.0,0.41,10.0,0.4,5.0,0.39,5.0,0.36,10.0,0.34,14.0,0.48,10.0,0.5,5.0,0.51,5.0,0.56,5.0,0.57,5.0,0.07,0.07,616.625,1776165613000
1776165615.737,15.737,0.52,10.0,0.5,5.0,0.49,5.0,0.44,5.0,0.43,5.0,0.59,10.0,0.6,5.0,0.61,5.0,0.64,10.0,0.66,14.0,0.41,10.0,0.4,5.0,0.39,5.0,0.36,10.0,0.34,14.0,0.48,10.0,0.5,5.0,0.51,5.0,0.56,5.0,0.57,5.0,0.07,0.07,616.624,1776165614000
1776165616.441,16.441,0.52,10.0,0.5,5.0,0.49,5.0,0.44,5.0,0.43,5.0,0.59,10.0,0.6,5.0,0.61,5.0,0.64,10.0,0.66,14.0,0.41,10.0,0.4,5.0,0.39,5.0,0.36,10.0,0.34,14.0,0.48,10.0,0.5,5.0,0.51,5.0,0.56,5.0,0.57,5.0,0.07,0.07,616.624,1776165615000
1776165617.215,17.215,0.52,10.0,0.5,5.0,0.49,5.0,0.44,5.0,0.43,5.0,0.59,10.0,0.6,5.0,0.61,5.0,0.64,10.0,0.66,14.0,0.41,10.0,0.4,5.0,0.39,5.0,0.36,10.0,0.34,14.0,0.48,10.0,0.5,5.0,0.51,5.0,0.56,5.0,0.57,5.0,0.07,0.07,616.624,1776165616000
1776165618.769,18.769,0.52,10.0,0.5,5.0,0.49,5.0,0.44,5.0,0.43,5.0,0.59,10.0,0.6,5.0,0.61,5.0,0.64,10.0,0.66,14.0,0.41,10.0,0.4,5.0,0.39,5.0,0.36,10.0,0.34,14.0,0.48,10.0,0.5,5.0,0.51,5.0,0.56,5.0,0.57,5.0,0.07,0.07,616.622,1776165617000
1776165619.514,19.514,0.52,10.0,0.5,5.0,0.49,5.0,0.44,5.0,0.43,5.0,0.59,10.0,0.6,5.0,0.61,5.0,0.64,10.0,0.66,14.0,0.41,10.0,0.4,5.0,0.39,5.0,0.36,10.0,0.34,14.0,0.48,10.0,0.5,5.0,0.51,5.0,0.56,5.0,0.57,5.0,0.07,0.07,616.623,1776165618000
1776165620.274,20.274,0.52,10.0,0.5,5.0,0.49,5.0,0.44,5.0,0.43,5.0,0.59,10.0,0.6,5.0,0.61,5.0,0.64,10.0,0.66,14.0,0.41,10.0,0.4,5.0,0.39,5.0,0.36,10.0,0.34,14.0,0.48,10.0,0.5,5.0,0.51,5.0,0.56,5.0,0.57,5.0,0.07,0.07,616.623,1776165619000
