timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776161700.51,0.51,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,2.88,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,2.88,0.49,10.0,0.48,10.0,0.47,41.0,0.46,61.0,0.51,10.0,0.52,5.0,0.53,31.0,0.54,41.0,0.55,85.0,0.09,0.01,618.718204,1776161699000
1776161701.337,1.337,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,2.88,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,2.88,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.09,0.09,618.718204,1776161700000
1776161701.978,1.978,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,2.88,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,2.88,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.09,0.09,618.718204,1776161701000
1776161703.096,3.096,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,2.88,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,2.88,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.09,0.09,618.718204,1776161702000
1776161704.213,4.213,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,2.88,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,2.88,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.09,0.09,618.718204,1776161703000
1776161705.356,5.356,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,2.88,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,2.88,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.09,0.09,618.718204,1776161704000
1776161706.068,6.068,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,2.88,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,2.88,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.09,0.09,618.718578,1776161705000
1776161707.084,7.084,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,2.88,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,2.88,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.09,0.09,618.718578,1776161706000
1776161708.264,8.264,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,2.88,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,2.88,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.09,0.09,618.71909,1776161707000
1776161709.343,9.343,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.5,2.88,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.5,2.88,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.09,0.09,618.710138,1776161708000
