timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776183001.346,1.346,,,,,,,,,,,,,,,,,,,625.172,1776183000000
1776183001.689,1.689,0.38,13.0,0.33,300.0,0.59,12.0,0.67,300.0,0.41,12.0,0.33,300.0,0.62,13.0,0.67,300.0,0.21,0.21,625.172,1776183000000
1776183002.152,2.152,0.38,13.0,0.33,300.0,0.59,12.0,0.67,300.0,0.41,12.0,0.33,300.0,0.62,13.0,0.67,300.0,0.21,0.21,625.172,1776183000000
1776183003.457,3.457,0.38,13.0,0.33,300.0,0.59,12.0,0.67,300.0,0.41,12.0,0.33,300.0,0.62,13.0,0.67,300.0,0.21,0.21,625.16,1776183002000
1776183003.998,3.998,0.38,13.0,0.33,300.0,0.59,12.0,0.67,300.0,0.41,12.0,0.33,300.0,0.62,13.0,0.67,300.0,0.21,0.21,625.16,1776183003000
1776183005.084,5.084,0.38,13.0,0.33,300.0,0.59,12.0,0.67,300.0,0.41,12.0,0.33,300.0,0.62,13.0,0.67,300.0,0.21,0.21,625.153,1776183004000
1776183006.237,6.237,0.38,13.0,0.33,300.0,0.59,12.0,0.67,300.0,0.41,12.0,0.33,300.0,0.62,13.0,0.67,300.0,0.21,0.21,625.14,1776183005000
1776183007.79,7.79,0.38,13.0,0.33,300.0,0.59,12.0,0.67,300.0,0.41,12.0,0.33,300.0,0.62,13.0,0.67,300.0,0.21,0.21,625.142,1776183006000
1776183008.239,8.239,0.38,13.0,0.33,300.0,0.59,12.0,0.67,300.0,0.41,12.0,0.33,300.0,0.62,13.0,0.67,300.0,0.21,0.21,625.137,1776183007000
1776183009.422,9.422,0.38,13.0,0.33,300.0,0.59,12.0,0.67,300.0,0.41,12.0,0.33,300.0,0.62,13.0,0.67,300.0,0.21,0.21,625.136,1776183008000
1776183010.058,10.058,0.38,13.0,0.33,300.0,0.59,12.0,0.67,300.0,0.41,12.0,0.33,300.0,0.62,13.0,0.67,300.0,0.21,0.21,625.136,1776183009000
1776183011.21,11.21,0.38,13.0,0.33,300.0,0.59,12.0,0.67,300.0,0.41,12.0,0.33,300.0,0.62,13.0,0.67,300.0,0.21,0.21,625.14,1776183010000
1776183012.311,12.311,0.38,13.0,0.33,300.0,0.59,12.0,0.67,300.0,0.41,12.0,0.33,300.0,0.62,13.0,0.67,300.0,0.21,0.21,625.144,1776183011000
1776183013.423,13.423,0.38,13.0,0.33,300.0,0.59,12.0,0.67,300.0,0.41,12.0,0.33,300.0,0.62,13.0,0.67,300.0,0.21,0.21,625.133,1776183012000
1776183014.029,14.029,0.38,13.0,0.33,300.0,0.59,12.0,0.67,300.0,0.41,12.0,0.33,300.0,0.62,13.0,0.67,300.0,0.21,0.21,625.133,1776183013000
1776183014.397,14.397,0.45,10.0,0.39,12.0,0.46,1.83,0.56,5.0,0.41,12.0,0.33,300.0,0.62,13.0,0.67,300.0,0.01,0.21,625.133,1776183013000
1776183015.056,15.056,0.45,10.0,0.39,12.0,0.46,1.83,0.56,5.0,0.54,1.83,0.44,5.0,0.55,10.0,0.61,12.0,0.01,0.01,625.125,1776183014000
1776183016.104,16.104,0.45,10.0,0.39,12.0,0.46,1.83,0.56,5.0,0.54,1.83,0.44,5.0,0.55,10.0,0.61,12.0,0.01,0.01,625.14,1776183015000
1776183017.168,17.168,0.45,10.0,0.39,12.0,0.46,1.83,0.56,5.0,0.54,1.83,0.44,5.0,0.55,10.0,0.61,12.0,0.01,0.01,625.14,1776183016000
1776183018.344,18.344,0.45,10.0,0.39,12.0,0.46,1.83,0.56,5.0,0.54,1.83,0.44,5.0,0.55,10.0,0.61,12.0,0.01,0.01,625.171,1776183017000
1776183019.522,19.522,0.45,10.0,0.39,12.0,0.46,1.83,0.56,5.0,0.54,1.83,0.44,5.0,0.55,10.0,0.61,12.0,0.01,0.01,625.17,1776183018000
1776183019.989,19.989,0.45,10.0,0.39,12.0,0.46,1.83,0.56,5.0,0.54,1.83,0.44,5.0,0.55,10.0,0.61,12.0,0.01,0.01,625.168,1776183019000
1776183021.106,21.106,0.45,10.0,0.39,12.0,0.46,1.83,0.56,5.0,0.54,1.83,0.44,5.0,0.55,10.0,0.61,12.0,0.01,0.01,625.156,1776183020000
