timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776371403.995,3.995,0.52,19.8,0.5,11.0,0.53,5.0,0.54,5.0,0.41,5.0,0.4,33.0,0.48,20.0,0.5,6.0,0.01,0.07,634.908387,1776371403000
1776371407.993,7.993,0.52,19.8,0.5,6.0,0.53,3.11,0.54,15.0,0.47,5.0,0.46,5.0,0.48,19.8,0.5,11.0,0.01,0.01,634.908565,1776371406000
1776371423.21,23.21,0.52,17.5,0.5,6.0,0.53,3.11,0.54,15.0,0.47,3.11,0.46,15.0,0.48,19.8,0.5,6.0,0.01,0.01,634.90918,1776371421000
1776371429.459,29.459,0.5,6.0,0.46,5.0,0.53,8.11,0.54,15.0,0.47,3.11,0.46,15.0,0.48,17.5,0.5,6.0,0.03,0.01,634.89172,1776371428000
1776371439.799,39.799,0.5,2.88,0.45,10.0,0.51,100.0,0.52,5.0,0.47,8.11,0.46,15.0,0.5,6.0,0.54,5.0,0.01,0.03,634.902805,1776371438000
1776371440.176,40.176,0.45,10.0,0.39,5.0,0.46,7.41,0.47,5.0,0.49,100.0,0.48,5.0,0.55,10.0,0.65,5.0,0.01,0.06,634.902805,1776371438000
1776371440.574,40.574,0.45,8.18,0.39,5.0,0.46,2.39,0.47,5.0,0.54,7.41,0.53,5.0,0.55,8.18,0.61,5.0,0.01,0.01,634.90306,1776371439000
1776371441.05,41.05,0.45,3.08,0.39,5.0,0.46,52.0,0.47,5.0,0.54,2.39,0.53,5.0,0.55,8.18,0.61,5.0,0.01,0.01,634.90306,1776371439000
1776371441.491,41.491,0.35,5.0,0.33,5.0,0.46,52.0,0.47,5.0,0.54,52.0,0.53,5.0,0.55,0.08,0.65,5.0,0.11,0.01,634.903044,1776371440000
1776371444.599,44.599,0.35,2.0,0.29,5.0,0.36,10.0,0.37,5.0,0.54,52.0,0.53,5.0,0.65,5.0,0.67,5.0,0.01,0.11,634.797261,1776371443000
1776371444.96,44.96,0.29,5.0,0.28,5.0,0.36,44.0,0.37,5.0,0.64,10.0,0.63,5.0,0.65,2.0,0.71,5.0,0.07,0.01,634.797261,1776371443000
1776371446.616,46.616,0.3,11.67,0.28,5.0,0.31,0.22,0.32,5.0,0.64,44.0,0.63,5.0,0.71,5.0,0.72,5.0,0.01,0.07,634.715665,1776371445000
1776371450.234,50.234,0.3,5.67,0.28,5.0,0.31,38.0,0.32,5.0,0.69,0.22,0.68,5.0,0.7,8.67,0.72,10.0,0.01,0.01,634.648233,1776371448000
1776371451.349,51.349,0.26,5.0,0.25,5.0,0.3,6.41,0.31,43.0,0.69,38.0,0.68,5.0,0.7,0.59,0.72,5.0,0.04,0.01,634.627699,1776371449000
1776371454.538,54.538,0.2,2.0,0.19,16.89,0.21,5.0,0.22,5.0,0.7,6.41,0.69,43.0,0.74,5.0,0.75,5.0,0.01,0.04,634.561852,1776371452000
1776371454.881,54.881,0.19,16.89,0.18,17.6,0.2,8.0,0.21,42.0,0.79,5.0,0.78,5.0,0.8,2.0,0.81,16.89,0.01,0.01,634.553686,1776371453000
1776371455.089,55.089,0.19,12.36,0.18,17.6,0.2,8.0,0.21,42.0,0.8,8.0,0.79,42.0,0.81,16.89,0.82,17.6,0.01,0.01,634.553686,1776371453000
1776371457.031,57.031,0.19,11.36,0.18,22.6,0.2,13.0,0.21,42.0,0.8,8.0,0.79,42.0,0.81,12.36,0.82,17.6,0.01,0.01,634.427987,1776371456000
1776371463.226,63.226,0.19,21.36,0.18,22.6,0.2,10.0,0.21,37.0,0.8,13.0,0.79,42.0,0.81,11.36,0.82,22.6,0.01,0.01,634.412,1776371462000
1776371472.893,72.893,0.19,8.36,0.18,17.6,0.2,10.0,0.21,42.0,0.8,10.0,0.79,37.0,0.81,21.36,0.82,22.6,0.01,0.01,634.452209,1776371471000
1776371486.73,86.73,0.16,13.34,0.15,30.39,0.17,5.0,0.18,5.0,0.8,10.0,0.79,42.0,0.81,8.36,0.82,17.6,0.01,0.01,634.34784,1776371485000
1776371491.178,91.178,0.15,19.21,0.14,31.6,0.16,5.0,0.17,5.0,0.83,5.0,0.82,5.0,0.84,13.34,0.85,30.39,0.01,0.01,634.34716,1776371489000
1776371495.382,95.382,0.17,5.0,0.16,34.3,0.18,2.0,0.19,5.0,0.84,5.0,0.83,5.0,0.85,19.21,0.86,31.6,0.01,0.01,634.320436,1776371493000
1776371505.575,105.575,0.18,12.31,0.17,18.39,0.19,5.0,0.2,10.0,0.82,2.0,0.81,5.0,0.83,5.0,0.84,34.3,0.01,0.01,634.415,1776371504000
1776371520.338,120.338,0.16,29.3,0.15,19.21,0.18,5.0,0.19,5.0,0.81,5.0,0.8,10.0,0.82,12.31,0.83,18.39,0.02,0.01,634.403,1776371519000
1776371520.715,120.715,0.16,13.94,0.15,19.21,0.17,5.0,0.18,5.0,0.82,5.0,0.81,5.0,0.84,29.3,0.85,19.21,0.01,0.02,634.403,1776371519000
1776371521.712,121.712,0.18,15.0,0.17,10.0,0.2,7.0,0.21,5.0,0.83,5.0,0.82,5.0,0.84,13.94,0.85,19.21,0.02,0.01,634.402,1776371520000
