timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776402000.61,0.61,0.41,10.0,0.4,5.0,0.59,10.0,0.6,5.0,0.41,10.0,0.4,5.0,0.59,10.0,0.6,5.0,0.18,0.18,629.773552,1776401999000
1776402001.314,1.314,0.41,10.0,0.4,5.0,0.59,10.0,0.6,5.0,0.41,10.0,0.4,5.0,0.59,10.0,0.6,5.0,0.18,0.18,629.72177,1776402000000
1776402002.111,2.111,0.41,10.0,0.4,5.0,0.59,10.0,0.6,5.0,0.41,10.0,0.4,5.0,0.59,10.0,0.6,5.0,0.18,0.18,629.71195,1776402001000
1776402003.606,3.606,0.41,10.0,0.4,5.0,0.59,10.0,0.6,5.0,0.41,10.0,0.4,5.0,0.59,10.0,0.6,5.0,0.18,0.18,629.75451,1776402002000
1776402004.487,4.487,0.41,10.0,0.4,5.0,0.59,10.0,0.6,5.0,0.41,10.0,0.4,5.0,0.59,10.0,0.6,5.0,0.18,0.18,629.79,1776402003000
1776402005.166,5.166,0.41,10.0,0.4,5.0,0.59,10.0,0.6,5.0,0.41,10.0,0.4,5.0,0.59,10.0,0.6,5.0,0.18,0.18,629.78681,1776402004000
1776402006.566,6.566,0.41,10.0,0.4,5.0,0.59,10.0,0.6,5.0,0.41,10.0,0.4,5.0,0.59,10.0,0.6,5.0,0.18,0.18,629.78246,1776402005000
1776402006.901,6.901,0.4,5.0,0.39,5.0,0.43,5.0,0.44,5.0,0.41,10.0,0.4,5.0,0.59,10.0,0.6,5.0,0.03,0.18,629.78246,1776402005000
1776402007.29,7.29,0.36,5.0,0.35,5.0,0.41,5.0,0.42,5.0,0.55,5.0,0.54,5.0,0.6,5.0,0.61,5.0,0.05,0.05,629.78246,1776402005000
1776402007.728,7.728,0.35,3.5,0.34,5.0,0.36,5.0,0.37,5.0,0.58,5.0,0.57,5.0,0.64,5.0,0.65,5.0,0.01,0.06,629.790261,1776402006000
