timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776171600.999,0.999,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,615.82508,1776171600000
1776171601.991,1.991,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,615.84273,1776171601000
1776171603.755,3.755,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,615.84084,1776171602000
1776171604.323,4.323,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,615.847236,1776171603000
1776171605.472,5.472,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,615.835626,1776171604000
1776171606.444,6.444,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,615.80546,1776171605000
1776171607.247,7.247,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,615.826587,1776171606000
1776171608.189,8.189,0.39,2.0,0.38,10.0,0.31,50.0,0.3,5.0,0.29,5.0,0.49,10.0,0.54,5.0,0.55,5.0,0.56,5.0,0.57,5.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.1,0.18,615.826587,1776171606000
1776171608.806,8.806,0.39,2.0,0.38,10.0,0.31,50.0,0.3,5.0,0.29,5.0,0.49,10.0,0.54,5.0,0.55,5.0,0.56,5.0,0.57,5.0,0.51,10.0,0.46,5.0,0.45,5.0,0.44,5.0,0.43,5.0,0.61,2.0,0.62,10.0,0.69,50.0,0.7,5.0,0.71,5.0,0.1,0.1,615.71329,1776171607000
1776171610.124,10.124,0.39,2.0,0.38,10.0,0.31,50.0,0.3,5.0,0.29,5.0,0.49,10.0,0.54,5.0,0.55,5.0,0.56,5.0,0.57,5.0,0.51,10.0,0.46,5.0,0.45,5.0,0.44,5.0,0.43,5.0,0.61,2.0,0.62,10.0,0.69,50.0,0.7,5.0,0.71,5.0,0.1,0.1,615.714548,1776171609000
1776171611.463,11.463,0.39,2.0,0.38,10.0,0.31,50.0,0.3,5.0,0.29,5.0,0.49,10.0,0.54,5.0,0.55,5.0,0.56,5.0,0.57,5.0,0.51,10.0,0.46,5.0,0.45,5.0,0.44,5.0,0.43,5.0,0.61,2.0,0.62,10.0,0.69,50.0,0.7,5.0,0.71,5.0,0.1,0.1,615.703337,1776171610000
1776171612.019,12.019,0.39,2.0,0.38,10.0,0.31,50.0,0.3,5.0,0.29,5.0,0.49,10.0,0.54,5.0,0.55,5.0,0.56,5.0,0.57,5.0,0.51,10.0,0.46,5.0,0.45,5.0,0.44,5.0,0.43,5.0,0.61,2.0,0.62,10.0,0.69,50.0,0.7,5.0,0.71,5.0,0.1,0.1,615.71309,1776171611000
1776171613.521,13.521,0.39,2.0,0.38,10.0,0.31,50.0,0.3,5.0,0.29,5.0,0.49,10.0,0.54,5.0,0.55,5.0,0.56,5.0,0.57,5.0,0.51,10.0,0.46,5.0,0.45,5.0,0.44,5.0,0.43,5.0,0.61,2.0,0.62,10.0,0.69,50.0,0.7,5.0,0.71,5.0,0.1,0.1,615.685564,1776171612000
1776171614.372,14.372,0.39,2.0,0.38,10.0,0.31,50.0,0.3,5.0,0.29,5.0,0.49,10.0,0.54,5.0,0.55,5.0,0.56,5.0,0.57,5.0,0.51,10.0,0.46,5.0,0.45,5.0,0.44,5.0,0.43,5.0,0.61,2.0,0.62,10.0,0.69,50.0,0.7,5.0,0.71,5.0,0.1,0.1,615.679317,1776171613000
1776171616.023,16.023,0.39,2.0,0.38,10.0,0.31,50.0,0.3,5.0,0.29,5.0,0.49,10.0,0.54,5.0,0.55,5.0,0.56,5.0,0.57,5.0,0.51,10.0,0.46,5.0,0.45,5.0,0.44,5.0,0.43,5.0,0.61,2.0,0.62,10.0,0.69,50.0,0.7,5.0,0.71,5.0,0.1,0.1,615.669657,1776171614000
1776171616.745,16.745,0.39,2.0,0.38,10.0,0.31,50.0,0.3,5.0,0.29,5.0,0.49,10.0,0.54,5.0,0.55,5.0,0.56,5.0,0.57,5.0,0.51,10.0,0.46,5.0,0.45,5.0,0.44,5.0,0.43,5.0,0.61,2.0,0.62,10.0,0.69,50.0,0.7,5.0,0.71,5.0,0.1,0.1,615.669657,1776171615000
1776171617.951,17.951,0.39,2.0,0.38,10.0,0.31,50.0,0.3,5.0,0.29,5.0,0.49,10.0,0.54,5.0,0.55,5.0,0.56,5.0,0.57,5.0,0.51,10.0,0.46,5.0,0.45,5.0,0.44,5.0,0.43,5.0,0.61,2.0,0.62,10.0,0.69,50.0,0.7,5.0,0.71,5.0,0.1,0.1,615.68256,1776171616000
1776171619.845,19.845,0.39,2.0,0.38,10.0,0.31,50.0,0.3,5.0,0.29,5.0,0.49,10.0,0.54,5.0,0.55,5.0,0.56,5.0,0.57,5.0,0.51,10.0,0.46,5.0,0.45,5.0,0.44,5.0,0.43,5.0,0.61,2.0,0.62,10.0,0.69,50.0,0.7,5.0,0.71,5.0,0.1,0.1,615.733,1776171617000
1776171620.312,20.312,0.38,10.0,0.3,5.0,0.29,5.0,0.28,22.0,0.27,5.0,0.46,27.0,0.49,10.0,0.51,60.0,0.54,5.0,0.55,5.0,0.51,10.0,0.46,5.0,0.45,5.0,0.44,5.0,0.43,5.0,0.61,2.0,0.62,10.0,0.69,50.0,0.7,5.0,0.71,5.0,0.08,0.1,615.71,1776171618000
1776171620.859,20.859,0.38,10.0,0.3,5.0,0.29,5.0,0.28,22.0,0.27,5.0,0.46,27.0,0.49,10.0,0.51,60.0,0.54,5.0,0.55,5.0,0.54,27.0,0.51,10.0,0.49,60.0,0.46,5.0,0.45,5.0,0.62,10.0,0.7,5.0,0.71,5.0,0.72,22.0,0.73,5.0,0.08,0.08,615.712,1776171619000
1776171622.781,22.781,0.38,10.0,0.3,5.0,0.29,5.0,0.28,22.0,0.27,5.0,0.46,27.0,0.49,10.0,0.51,60.0,0.54,5.0,0.55,5.0,0.54,27.0,0.51,10.0,0.49,60.0,0.46,5.0,0.45,5.0,0.62,10.0,0.7,5.0,0.71,5.0,0.72,22.0,0.73,5.0,0.08,0.08,615.712,1776171620000
1776171623.052,23.052,0.38,10.0,0.3,5.0,0.29,5.0,0.28,22.0,0.27,5.0,0.46,27.0,0.49,10.0,0.51,60.0,0.54,5.0,0.55,5.0,0.54,27.0,0.51,10.0,0.49,60.0,0.46,5.0,0.45,5.0,0.62,10.0,0.7,5.0,0.71,5.0,0.72,22.0,0.73,5.0,0.08,0.08,615.715705,1776171621000
