timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776164401.427,1.427,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,618.086,1776164400000
1776164402.122,2.122,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,618.086,1776164401000
1776164404.204,4.204,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,617.95844,1776164403000
1776164405.091,5.091,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,617.87358,1776164404000
1776164406.196,6.196,0.28,5.87,0.27,450.0,0.26,19.0,0.25,600.0,0.21,800.0,0.35,5.0,0.48,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.07,0.18,617.87358,1776164404000
1776164407.165,7.165,0.28,5.87,0.27,450.0,0.26,19.0,0.25,600.0,0.21,800.0,0.35,5.0,0.48,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.65,5.0,0.52,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.72,5.87,0.73,450.0,0.74,19.0,0.75,600.0,0.79,800.0,0.07,0.07,617.896971,1776164406000
1776164408.332,8.332,0.28,5.87,0.27,450.0,0.26,19.0,0.25,600.0,0.21,800.0,0.35,5.0,0.48,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.65,5.0,0.52,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.72,5.87,0.73,450.0,0.74,19.0,0.75,600.0,0.79,800.0,0.07,0.07,617.899097,1776164407000
1776164409.293,9.293,0.28,5.87,0.27,450.0,0.26,19.0,0.25,600.0,0.21,800.0,0.35,5.0,0.48,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.65,5.0,0.52,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.72,5.87,0.73,450.0,0.74,19.0,0.75,600.0,0.79,800.0,0.07,0.07,617.903479,1776164408000
1776164410.322,10.322,0.28,5.87,0.27,450.0,0.26,19.0,0.25,600.0,0.21,800.0,0.35,5.0,0.48,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.65,5.0,0.52,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.72,5.87,0.73,450.0,0.74,19.0,0.75,600.0,0.79,800.0,0.07,0.07,617.89925,1776164409000
1776164411.27,11.27,0.28,5.87,0.27,450.0,0.26,19.0,0.25,600.0,0.21,800.0,0.35,5.0,0.48,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.65,5.0,0.52,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.72,5.87,0.73,450.0,0.74,19.0,0.75,600.0,0.79,800.0,0.07,0.07,617.921,1776164410000
1776164412.33,12.33,0.28,5.87,0.27,450.0,0.26,19.0,0.25,600.0,0.21,800.0,0.35,5.0,0.48,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.65,5.0,0.52,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.72,5.87,0.73,450.0,0.74,19.0,0.75,600.0,0.79,800.0,0.07,0.07,617.937,1776164411000
1776164413.351,13.351,0.28,5.87,0.27,450.0,0.26,19.0,0.25,600.0,0.21,800.0,0.35,5.0,0.48,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.65,5.0,0.52,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.72,5.87,0.73,450.0,0.74,19.0,0.75,600.0,0.79,800.0,0.07,0.07,617.919,1776164412000
1776164414.303,14.303,0.28,5.87,0.27,450.0,0.26,19.0,0.25,600.0,0.21,800.0,0.35,5.0,0.48,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.65,5.0,0.52,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.72,5.87,0.73,450.0,0.74,19.0,0.75,600.0,0.79,800.0,0.07,0.07,617.92,1776164413000
1776164415.447,15.447,0.28,5.87,0.27,450.0,0.26,19.0,0.25,600.0,0.21,800.0,0.35,5.0,0.48,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.65,5.0,0.52,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.72,5.87,0.73,450.0,0.74,19.0,0.75,600.0,0.79,800.0,0.07,0.07,617.919,1776164414000
1776164416.047,16.047,0.28,5.87,0.27,450.0,0.26,19.0,0.25,600.0,0.21,800.0,0.35,5.0,0.48,9.0,0.51,50.0,0.61,50.0,0.71,50.0,0.65,5.0,0.52,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.72,5.87,0.73,450.0,0.74,19.0,0.75,600.0,0.79,800.0,0.07,0.07,617.919,1776164415000
1776164417.708,17.708,0.28,8.98,0.22,10.0,0.21,50.0,0.2,5.0,0.19,5.0,0.29,11.21,0.31,5.0,0.43,10.0,0.49,9.0,0.51,50.0,0.65,5.0,0.52,9.0,0.49,50.0,0.39,50.0,0.29,50.0,0.72,5.87,0.73,450.0,0.74,19.0,0.75,600.0,0.79,800.0,0.01,0.07,617.919,1776164415000
