timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776160801.433,1.433,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,618.082,1776160800000
1776160802.061,2.061,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,618.082,1776160801000
1776160803.195,3.195,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,618.082,1776160802000
1776160804.381,4.381,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,618.062,1776160803000
1776160804.991,4.991,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,618.036056,1776160804000
1776160806.266,6.266,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,618.043,1776160805000
1776160807.479,7.479,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,618.085,1776160806000
1776160808.395,8.395,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.31,16.0,0.29,50.0,0.25,600.0,0.21,750.0,0.52,10.0,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.03,618.085,1776160806000
1776160809.063,9.063,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.089,1776160808000
1776160810.074,10.074,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.089,1776160809000
1776160811.014,11.014,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.116,1776160810000
1776160811.993,11.993,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.121,1776160811000
1776160813.127,13.127,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.149,1776160812000
1776160813.968,13.968,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.158,1776160813000
1776160814.932,14.932,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.153,1776160814000
1776160815.943,15.943,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.155,1776160815000
1776160816.913,16.913,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.156,1776160816000
1776160817.904,17.904,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.151,1776160817000
1776160818.902,18.902,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.092,1776160818000
1776160819.967,19.967,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.074,1776160819000
1776160821.554,21.554,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.075,1776160820000
1776160822.179,22.179,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.077,1776160821000
1776160823.05,23.05,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.077,1776160822000
1776160824.104,24.104,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.071,1776160823000
1776160825.04,25.04,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.081,1776160824000
1776160826.072,26.072,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.081,1776160825000
1776160826.983,26.983,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.08,1776160826000
1776160827.989,27.989,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.086,1776160827000
1776160828.977,28.977,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.085,1776160828000
1776160830.001,30.001,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.086,1776160829000
1776160830.922,30.922,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.086,1776160830000
1776160831.902,31.902,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.086,1776160831000
1776160833.328,33.328,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.082,1776160832000
1776160834.182,34.182,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.06,1776160833000
1776160835.196,35.196,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.066,1776160834000
1776160836.027,36.027,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.064,1776160835000
1776160836.939,36.939,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.064,1776160836000
1776160837.894,37.894,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.059,1776160837000
1776160839.192,39.192,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.046,1776160838000
1776160840.187,40.187,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.046,1776160839000
1776160841.168,41.168,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.046,1776160840000
1776160842.11,42.11,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.047,1776160841000
1776160843.118,43.118,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.045,1776160842000
1776160844.146,44.146,0.46,8.14,0.41,50.0,0.4,10.0,0.31,50.0,0.25,600.0,0.51,5.0,0.53,5.0,0.67,15.0,0.71,50.0,0.75,600.0,0.49,5.0,0.47,5.0,0.33,15.0,0.29,50.0,0.25,600.0,0.54,8.14,0.59,50.0,0.6,10.0,0.69,50.0,0.75,600.0,0.05,0.05,618.043,1776160843000
