timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776170112.034,12.034,0.52,0.1,0.5,1.88,0.43,10.0,0.37,15.0,0.36,5.0,0.54,5.0,0.55,5.0,0.56,11.0,0.6,10.0,0.61,55.0,0.46,5.0,0.45,5.0,0.44,11.0,0.4,10.0,0.39,55.0,0.48,0.1,0.5,1.88,0.57,10.0,0.63,15.0,0.64,5.0,0.02,0.02,615.846,1776170110000
1776170112.349,12.349,0.52,0.1,0.5,1.88,0.43,10.0,0.37,15.0,0.36,5.0,0.54,5.0,0.55,5.0,0.57,11.0,0.6,10.0,0.61,55.0,0.46,5.0,0.45,5.0,0.44,11.0,0.4,10.0,0.39,55.0,0.48,0.1,0.5,1.88,0.57,10.0,0.63,15.0,0.64,5.0,0.02,0.02,615.846,1776170110000
1776170113.019,13.019,0.52,0.1,0.5,1.88,0.43,10.0,0.37,15.0,0.36,5.0,0.54,5.0,0.55,5.0,0.57,11.0,0.6,10.0,0.61,55.0,0.46,5.0,0.45,5.0,0.43,11.0,0.4,10.0,0.39,55.0,0.48,0.1,0.5,1.88,0.57,10.0,0.63,15.0,0.64,5.0,0.02,0.02,615.82,1776170112000
1776170114.389,14.389,0.52,0.1,0.5,1.88,0.43,10.0,0.37,15.0,0.36,5.0,0.54,5.0,0.55,5.0,0.57,11.0,0.6,10.0,0.61,55.0,0.46,5.0,0.45,5.0,0.43,11.0,0.4,10.0,0.39,55.0,0.48,0.1,0.5,1.88,0.57,10.0,0.63,15.0,0.64,5.0,0.02,0.02,615.82,1776170113000
1776170115.243,15.243,0.52,0.1,0.5,1.88,0.43,10.0,0.37,15.0,0.36,5.0,0.54,5.0,0.55,5.0,0.57,11.0,0.6,10.0,0.61,55.0,0.46,5.0,0.45,5.0,0.43,11.0,0.4,10.0,0.39,55.0,0.48,0.1,0.5,1.88,0.57,10.0,0.63,15.0,0.64,5.0,0.02,0.02,615.817,1776170114000
1776170116.617,16.617,0.52,0.1,0.5,1.88,0.43,10.0,0.37,15.0,0.36,5.0,0.54,5.0,0.55,5.0,0.57,11.0,0.6,10.0,0.61,55.0,0.46,5.0,0.45,5.0,0.43,11.0,0.4,10.0,0.39,55.0,0.48,0.1,0.5,1.88,0.57,10.0,0.63,15.0,0.64,5.0,0.02,0.02,615.793,1776170115000
1776170117.446,17.446,0.52,0.1,0.5,1.88,0.43,10.0,0.37,15.0,0.36,5.0,0.54,5.0,0.55,5.0,0.57,11.0,0.6,10.0,0.61,55.0,0.46,5.0,0.45,5.0,0.43,11.0,0.4,10.0,0.39,55.0,0.48,0.1,0.5,1.88,0.57,10.0,0.63,15.0,0.64,5.0,0.02,0.02,615.793,1776170116000
1776170118.071,18.071,0.52,0.1,0.5,1.88,0.43,10.0,0.37,15.0,0.36,5.0,0.54,5.0,0.55,5.0,0.57,11.0,0.6,10.0,0.61,55.0,0.46,5.0,0.45,5.0,0.43,11.0,0.4,10.0,0.39,55.0,0.48,0.1,0.5,1.88,0.57,10.0,0.63,15.0,0.64,5.0,0.02,0.02,615.786,1776170117000
1776170118.301,18.301,0.52,0.1,0.5,1.88,0.43,10.0,0.37,15.0,0.36,5.0,0.54,1.29,0.55,5.0,0.56,11.0,0.6,10.0,0.61,55.0,0.46,5.0,0.45,5.0,0.43,11.0,0.4,10.0,0.39,55.0,0.48,0.1,0.5,1.88,0.57,10.0,0.63,15.0,0.64,5.0,0.02,0.02,615.786,1776170117000
1776170118.608,18.608,0.43,10.0,0.37,15.0,0.36,18.0,0.35,5.0,0.34,5.0,0.55,5.0,0.56,5.0,0.58,11.0,0.6,10.0,0.61,55.0,0.46,1.29,0.45,5.0,0.44,11.0,0.4,10.0,0.39,55.0,0.48,0.1,0.5,1.88,0.57,10.0,0.63,15.0,0.64,5.0,0.12,0.02,615.786,1776170117000
1776170119.046,19.046,0.43,10.0,0.37,15.0,0.36,18.0,0.35,5.0,0.34,5.0,0.55,5.0,0.56,5.0,0.58,11.0,0.6,10.0,0.61,55.0,0.45,5.0,0.44,5.0,0.42,11.0,0.4,10.0,0.39,55.0,0.57,10.0,0.63,15.0,0.64,18.0,0.65,5.0,0.66,5.0,0.12,0.12,615.785,1776170118000
1776170120.036,20.036,0.43,10.0,0.37,15.0,0.36,18.0,0.35,5.0,0.34,5.0,0.55,5.0,0.56,5.0,0.58,11.0,0.6,10.0,0.61,55.0,0.45,5.0,0.44,5.0,0.42,11.0,0.4,10.0,0.39,55.0,0.57,10.0,0.63,15.0,0.64,18.0,0.65,5.0,0.66,5.0,0.12,0.12,615.784,1776170119000
1776170121.102,21.102,0.43,10.0,0.37,15.0,0.36,18.0,0.35,5.0,0.34,5.0,0.55,5.0,0.56,5.0,0.58,11.0,0.6,10.0,0.61,55.0,0.45,5.0,0.44,5.0,0.42,11.0,0.4,10.0,0.39,55.0,0.57,10.0,0.63,15.0,0.64,18.0,0.65,5.0,0.66,5.0,0.12,0.12,615.794,1776170120000
1776170122.14,22.14,0.43,10.0,0.37,15.0,0.36,18.0,0.35,5.0,0.34,5.0,0.55,5.0,0.56,5.0,0.58,11.0,0.6,10.0,0.61,55.0,0.45,5.0,0.44,5.0,0.42,11.0,0.4,10.0,0.39,55.0,0.57,10.0,0.63,15.0,0.64,18.0,0.65,5.0,0.66,5.0,0.12,0.12,615.797,1776170121000
