timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776287100.517,0.517,0.5,17.36,0.41,37.0,0.59,37.0,0.6,33.0,0.48,5.0,0.47,25.0,0.5,12.36,0.52,5.0,0.09,0.02,623.449982,1776287099000
1776287101.132,1.132,0.5,17.36,0.41,37.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.5,17.36,0.59,37.0,0.09,0.09,623.44947,1776287100000
1776287102.158,2.158,0.5,17.36,0.41,37.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.5,17.36,0.59,37.0,0.09,0.09,623.44947,1776287101000
1776287103.194,3.194,0.5,17.36,0.41,37.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.5,17.36,0.59,37.0,0.09,0.09,623.449437,1776287102000
1776287104.256,4.256,0.5,17.36,0.41,37.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.5,17.36,0.59,37.0,0.09,0.09,623.449395,1776287103000
1776287105.247,5.247,0.5,17.36,0.41,37.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.5,17.36,0.59,37.0,0.09,0.09,623.448501,1776287104000
1776287106.2,6.2,0.5,17.36,0.41,37.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.5,17.36,0.59,37.0,0.09,0.09,623.453633,1776287105000
1776287107.184,7.184,0.5,17.36,0.41,37.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.5,17.36,0.59,37.0,0.09,0.09,623.452886,1776287106000
1776287108.527,8.527,0.5,17.36,0.41,37.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.5,17.36,0.59,37.0,0.09,0.09,623.453,1776287107000
1776287109.12,9.12,0.5,17.36,0.41,37.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.5,17.36,0.59,37.0,0.09,0.09,623.453,1776287108000
1776287110.229,10.229,0.5,17.36,0.41,37.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.5,17.36,0.59,37.0,0.09,0.09,623.446,1776287109000
